NUMORG;DFREFENR;MASFB1TO;MASF1FSU;MASF1FPR;MASF1PFP;MASF1PPS;MASF1PSU;MASF1PPR;MASF1CFP;MASF1CPS;MASF1CIN
NUMORG;DFREFENR;MASFB1TO;MASF1FSU;MASF1FPR;MASF1PFP;MASF1PPS;MASF1PSU;MASF1PPR;MASF1CFP;MASF1CPS;MASF1CIN
521;31/12/2014;4258658.7;0;0;128328.52;2921332.86;775093.89;0;88169.47;344934.16;799.8
531;31/12/2014;5312524.58;0;0;22115.11;4910734.71;364717.26;14957.5;0;0;0
541;31/12/2014;30891935.44;0;0;10798.6;25465604.11;4686454.3;288336.55;440741.88;0;0
551;31/12/2014;5642691.93;0;0;236679.79;4131363.12;1135913.11;0;137693.67;0;1042.24
561;31/12/2014;21778604.82;0;0;29676.52;19738806.12;1632344.55;40550;337227.63;0;0
571;31/12/2014;31639264.17;0;0;48140.39;28470880.14;2796462.71;0;284731.65;0;39049.28
581;31/12/2014;5823465.63;0;0;0;4710222.5;469355.33;20727.2;545580.26;77580.34;0
598;31/12/2014;90553182.56;0;0;552938.43;77103670.6;12439562.05;114085.76;0;342925.72;0
608;31/12/2014;22669067.69;0;0;111814.75;20339957.7;2172102.9;45192.34;0;0;0
611;31/12/2014;5859286.49;0;0;0;4993472.77;726755.21;0;85851.08;53207.43;0
623;31/12/2014;33140239.83;0;0;12493.76;27568656.4;5269805.68;0;240440.35;48843.64;0
631;31/12/2014;20565149.59;0;0;0;17540273.24;2841212.28;34300;149364.07;0;0
641;31/12/2014;14806883.62;0;0;7924;11642105.02;2237888.8;20700;701634.62;184306.38;12324.8
642;31/12/2014;16588187.16;0;0;165052.13;13817129.68;2119761.62;148055.87;11510;326677.86;0
651;31/12/2014;6218794.45;0;0;67990;4999458.8;118772.9;6540;563901.31;432224;29907.44
661;31/12/2014;17897349.95;0;0;0;16054631.4;1233351.92;0;463730.19;111037.44;34599
671;31/12/2014;62342068.06;0;0;0;54783042.46;7102758.84;0;456266.76;0;0
681;31/12/2014;38536944.11;0;0;773139.37;33602000.41;3833617.76;0;328186.57;0;0
698;31/12/2014;117915014;0;0;80000;106167536.43;11473634.32;0;139918.46;53924.79;0
701;31/12/2014;5906122.95;0;0;109132.38;4715911.18;798861.02;0;184878.83;75568.01;21771.53
711;31/12/2014;14097270.64;3400;0;18078;12608568.5;1183169.36;0;284054.78;0;0
721;31/12/2014;12912310.6;0;0;0;10860808.73;1283817.83;0;757966.86;0;9717.18
731;31/12/2014;18733490.53;0;0;0;16148798.74;1862301.53;467945;198591.32;54893.94;960
741;31/12/2014;36054996.64;0;0;210215.91;32933040.5;2629020;0;208557.24;65997.81;8165.18
751;31/12/2014;219561195.46;0;0;782000;199288904.6;19500341.09;0;0;-10050.23;0
768;31/12/2014;39081840.37;0;0;201611.5;34641864.48;2080952.05;724873.44;956973.59;447723.37;27841.94
771;31/12/2014;59189787.6;0;0;2105407.6;51539200.11;5522927.66;22252.23;0;0;0
781;31/12/2014;97584524.88;0;0;112207.69;84092940.56;12751726.63;627650;0;0;0
791;31/12/2014;9861658.06;0;0;15180;8586513.77;1140826.28;0;119138.01;0;0
801;31/12/2014;18056864.13;0;0;80710;12897788.3;4591137.85;381170.03;103202.35;0;2855.6
811;31/12/2014;18689685.25;0;0;21000;16587853.79;1815916;47367;175645.72;41902.74;0
821;31/12/2014;9443625;0;0;17672;7859912.07;1173045.46;51000;165494.34;173728.3;2772.83
831;31/12/2014;57516531.57;0;0;14160;51253634.18;3282003.72;0;2025085.15;920438.31;21210.21
841;31/12/2014;30470738.11;0;0;0;26495503.53;3646027.42;36751;245078.56;37825.6;9552
851;31/12/2014;13426309.19;15424.92;0;84857.39;10542478.59;2152664.95;15442;615441.34;0;0
861;31/12/2014;16322219.73;0;0;63712;14566835.32;1628397.42;12676.12;50598.87;0;0
871;31/12/2014;13051238.79;0;0;17082.8;11944784.56;989371.43;100000;0;0;0
881;31/12/2014;8946810.18;0;0;11985;8115933.17;636808.44;19256.4;115545.17;47282;0
891;31/12/2014;9977549.57;0;0;0;9053452.93;924096.64;0;0;0;0
901;31/12/2014;5258147.46;0;0;2160;4535605.84;645425.54;0;75556.08;-600;0
911;31/12/2014;69844978.84;20928;0;41322.5;62699426.37;5748870.77;53088.94;1281342.26;0;0
921;31/12/2014;140396905.35;0;0;374827.52;128635534.83;11386543;0;0;0;0
931;31/12/2014;121496246.34;0;0;108336;86169282.86;33940493.32;883926;321742.1;72466.06;0
941;31/12/2014;111148156.75;0;0;19572;97781942.98;13350130.05;0;0;-3488.28;0
951;31/12/2014;72780043.82;0;0;666952.48;62723239.56;8281670.75;0;1070743.28;37437.75;0
971;31/12/2014;18500625.27;24337.81;0;893478.15;14749953.46;1146455.58;0;0;33086.08;1653314.19
972;31/12/2014;21372852.94;0;0;78856;18071388.11;3018188.12;0;204420.71;0;0
973;31/12/2014;9026247;0;0;20500;8463908.2;432852.59;0;108986.21;0;0
974;31/12/2014;48092769.87;0;0;1136358.85;31599293.04;13480779.96;120000;1703683.42;0;52654.6
