Maison des Associations;Date ;Heure de début;Heure de fin;Activité;Type de réservation;Association
NICE-EST SAINT ROCH;19/12/2014;17H00;21H00;SOCIAL;ASSEMBLEE GENERALE;CAUSETTE
NICE-EST SAINT ROCH;19/12/2014;18H00;20H00;COURS DE LANGUE;COURS;PLANETE ASIE 
NICE-EST SAINT ROCH;19/12/2014;18H00;21H00;CINEMA;ATELIER;OBJECTIF GRAND ANGLE
NICE-EST SAINT ROCH;19/12/2014;19H00;21H00;SPORT;COURS;AZUR TAI CHI ASSOCIATION CULTURELLE ETHIQUE ET SOLIDAIRE EN PROVENCE ALPES COTE D'AZUR
NICE-EST SAINT ROCH;19/12/2014;19H00;21H00;THEATRE;COURS;PLAYS AND SONGS
NICE-EST SAINT ROCH;19/12/2014;19H00;21H00;MUSIQUE;REPETITION;NHA MITA PEREIRA
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;COURS DE LANGUE;COURS;ATHEMIS - ASSISTANCE DU TOURISME, L'HOTELLERIE ET LA MAIN D'OEUVRE INTERNATIONALE SPECIALISEE
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;20/12/2014;10H00;12H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;CITOYENNETE;OCCUPATION PERMANENTE;AGIR - ASS. GRALE DES INTERVENANTS RETRAITES POUR ACTIONS BENEVOLES DE COOPERATION ET DE DEVELOPPT
NICE-EST SAINT ROCH;20/12/2014;10H00;12H00;ENSEIGNEMENT;ATELIER;DESIR D'AVENIR
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;ENSEIGNEMENT;COURS;MAAT LE CHEMIN DU COEUR - ATELIER DE DEVELOPPEMENT PERSONNEL
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;20/12/2014;10H00;12H00;THEATRE;COURS;PLAYS AND SONGS
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;20/12/2014;10H00;12H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;20/12/2014;10H00;13H00;LOISIRS;COURS;AAA - ATHANOR ASTROLOGIQUE
NICE-EST SAINT ROCH;20/12/2014;10H00;12H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
NICE-EST SAINT ROCH;20/12/2014;11H00;12H00;MUSIQUE;COURS;BLUES AZUR 
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;20/12/2014;14H00;17H00;LOISIRS;REUNION;CLUB PHILATELIQUE ET CARTOPHILE DE NICE
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;CITOYENNETE;OCCUPATION PERMANENTE;AGIR - ASS. GRALE DES INTERVENANTS RETRAITES POUR ACTIONS BENEVOLES DE COOPERATION ET DE DEVELOPPT
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;ENSEIGNEMENT;COURS;MAAT LE CHEMIN DU COEUR - ATELIER DE DEVELOPPEMENT PERSONNEL
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;20/12/2014;14H00;16H00;ENSEIGNEMENT;COURS;FRANCE RUSSIE
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;SOCIAL;CONFERENCE;CAUSETTE
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;20/12/2014;14H00;16H00;ENSEIGNEMENT;COURS;FRANCE RUSSIE
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;20/12/2014;14H00;17H00;CULTURE;COURS;LE RENDEZ-VOUS ASTROLOGIQUE
NICE-EST SAINT ROCH;20/12/2014;14H00;16H00;SANTE;COURS;LE MIROIR DE MISCHA
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;20/12/2014;14H00;18H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;20/12/2014;15H00;18H00;SOCIAL;PERMANENCE;GFAA - GENERATION FEMMES D'AFRIQUE ET D'AILLEURS
NICE-EST SAINT ROCH;20/12/2014;16H00;17H00;ENSEIGNEMENT;COURS;FRANCE RUSSIE
TRACHEL;15/12/2014;14H00;19H00;PROXIMITE;PERMANENCE;ASSOCIATION DU QUARTIER SAINT-ETIENNE
TRACHEL;16/12/2014;16H00;18H00;SOUTIEN SCOLAIRE;COURS;APPESE - ASS. POUR LA PROMOTION DE LA PREVENTION ET DE L'ECONOMIE SOCIALE EN EUROPE
TRACHEL;16/12/2014;18H00;21H00;PROXIMITE;PERMANENCE;ASPACA - ASSOCIATION SENEGALAISE PROVENCE ALPES COTE D'AZUR
TRACHEL;17/12/2014;09H00;10H00;SOCIAL;ATELIER;ASSOCIATION ANTHROPOSOPHIQUE DE NICE 
TRACHEL;17/12/2014;14H00;19H00;PROXIMITE;PERMANENCE;ASSOCIATION DU QUARTIER SAINT-ETIENNE
TRACHEL;17/12/2014;19H00;21H00;ACTIVITE BIEN ETRE;COURS;DE L'ETOILE O SAMA
TRACHEL;18/12/2014;19H00;21H00;PROXIMITE;PERMANENCE;ASPACA - ASSOCIATION SENEGALAISE PROVENCE ALPES COTE D'AZUR
TRACHEL;19/12/2014;17H00;19H00;SOUTIEN SCOLAIRE;COURS;APPESE - ASS. POUR LA PROMOTION DE LA PREVENTION ET DE L'ECONOMIE SOCIALE EN EUROPE
TRACHEL;19/12/2014;19H00;21H00;LOISIRS;COURS;ECVE - LES ETOILES DU CAP VERT, ESPERANCE
TRACHEL;20/12/2014;10H00;13H00;THEATRE;COURS;LE QUADRANT MAGIQUE
TRACHEL;20/12/2014;18H00;20H00;DANSE ;COURS;AMCTCN - ASSOCIATION MASSIWA POUR LA CULTURE ET LA TRADITION COMORIENNE A NICE
