Maison des Associations;Date;Heure de début;Heure de fin;Activité;Type de réservation;Association
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;15/09/2015;10H00;12H00;AFFAIRES MILITAIRES;;SMLH - SOCIETE DES MEMBRES DE LA LEGION D'HONNEUR - SECTION DES A.M.
GARIBALDI;14/09/2015;09H00;13H00;EMPLOI;REUNION;EGEE 06 - ENTENTE DES GENERATIONS POUR L'EMPLOI ET L'ENTREPRISE
GARIBALDI;14/09/2015;09H00;11H00;ACTIVITE BIEN ETRE;COURS;QI GONG & SANTE
GARIBALDI;14/09/2015;09H00;12H00;ACTIVITE BIEN ETRE;COURS;LES PONTS DES PIES
GARIBALDI;14/09/2015;09H00;12H30;ORGANISME PUBLIC;EXAMEN;POLE ACTIVITES MARITIMES
GARIBALDI;14/09/2015;12H00;14H00;ACTIVITE BIEN ETRE;COURS;LES COULEURS DU CIEL ART THERAPIE ET YOGA
GARIBALDI;14/09/2015;16H00;17H00;ACTIVITE BIEN ETRE;COURS;SOPHROLOGIE ET SOI
GARIBALDI;14/09/2015;17H00;19H00;DANSE ;COURS;OKINAWA
GARIBALDI;14/09/2015;19H00;20H00;ACTIVITE BIEN ETRE;COURS;MANGALAM
GARIBALDI;14/09/2015;19H00;21H00;SANTE;ASSEMBLEE GENERALE;SOS CANCER DU SEIN REGION PACA
GARIBALDI;14/09/2015;20H00;21H00;SPORT;ANIMATION;LA GYM SUEDOISE NICE 
GARIBALDI;15/09/2015;09H00;17H00;ORGANISME PUBLIC;ATELIER;METROPOLE NICE COTE D'AZUR
GARIBALDI;15/09/2015;09H00;17H00;ORGANISME PUBLIC;ATELIER;METROPOLE NICE COTE D'AZUR
GARIBALDI;15/09/2015;09H00;17H00;ORGANISME PUBLIC;ATELIER;METROPOLE NICE COTE D'AZUR
GARIBALDI;15/09/2015;09H00;17H00;ORGANISME PUBLIC;ATELIER;METROPOLE NICE COTE D'AZUR
GARIBALDI;15/09/2015;09H00;17H00;ORGANISME PUBLIC;ATELIER;METROPOLE NICE COTE D'AZUR
GARIBALDI;15/09/2015;09H00;17H00;ORGANISME PUBLIC;ATELIER;METROPOLE NICE COTE D'AZUR
GARIBALDI;15/09/2015;09H00;17H00;ORGANISME PUBLIC;ATELIER;METROPOLE NICE COTE D'AZUR
GARIBALDI;15/09/2015;17H00;19H00;CULTURE;COURS;ACFI - ASSOCIATION CULTURELLE FRANCO ITALIENNE
GARIBALDI;15/09/2015;18H00;19H00;ACTIVITE BIEN ETRE;COURS;VAYOGA-CULTURE ET YOGA
GARIBALDI;15/09/2015;18H00;21H00;ORGANISME PUBLIC;REUNION;SVA TELETHON
GARIBALDI;15/09/2015;18H00;20H00;ACTIVITE BIEN ETRE;COURS;SOPHROLOGIE ET SOI
GARIBALDI;15/09/2015;19H00;21H00;LOISIRS;REUNION;COUNTA BLABLA
GARIBALDI;15/09/2015;19H00;20H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
GARIBALDI;15/09/2015;19H00;21H00;EMPLOI;REUNION;PWN - PROFESSIONEL WOMEN'S NETWORK NICE COTE D'AZUR
GARIBALDI;15/09/2015;19H00;21H00;SANTE;REUNION;L'ECOLE DE LA VIE
GARIBALDI;15/09/2015;20H00;21H00;DANSE ;COURS;TIGRE TANGO
GARIBALDI;16/09/2015;09H00;12H00;ACTIVITE BIEN ETRE;COURS;LES PONTS DES PIES
GARIBALDI;16/09/2015;10H00;12H00;SANTE;COURS;ASSOCIATION HOSPITALIERE SAINTE MARIE
GARIBALDI;16/09/2015;11H00;13H00;COURS DE LANGUE;COURS;SUNCHINE 
GARIBALDI;16/09/2015;14H00;16H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
GARIBALDI;16/09/2015;14H00;17H00;SPORT;COURS;DAME D'AZUR - DA
GARIBALDI;16/09/2015;16H00;20H00;SOCIAL;COURS;AZUR ENTRAIDE
GARIBALDI;16/09/2015;16H00;20H00;SOCIAL;COURS;AZUR ENTRAIDE
GARIBALDI;16/09/2015;17H00;19H00;ACTIVITE BIEN ETRE;COURS;SHANTI-YOGA
GARIBALDI;16/09/2015;17H00;21H00;ACTIVITE BIEN ETRE;COURS;DE L'ETOILE O SAMA
GARIBALDI;16/09/2015;18H00;21H00;CULTURE;PERMANENCE;ACCA - ASSOCIATION CONGOLAISE DE LA COTE D'AZUR
GARIBALDI;16/09/2015;19H00;21H00;ACTIVITE BIEN ETRE;COURS;AZUR TAI CHI ASSOCIATION CULTURELLE ETHIQUE ET SOLIDAIRE EN PROVENCE ALPES COTE D'AZUR
GARIBALDI;16/09/2015;19H00;21H00;ENVIRONNEMENT;REUNION;POMECOLO - POUR UNE MAISON DE L'ECOLOGIE DES ALPES MARITIMES
GARIBALDI;16/09/2015;20H00;21H00;DANSE ;COURS;TIGERACT AND CO
GARIBALDI;17/09/2015;09H00;11H00;ACTIVITE BIEN ETRE;COURS;QI GONG & SANTE
GARIBALDI;17/09/2015;09H00;17H00;ORGANISME PUBLIC;REUNION;METROPOLE NICE COTE D'AZUR
GARIBALDI;17/09/2015;09H00;12H00;LOISIRS;COURS;L'ESCAPADE
GARIBALDI;17/09/2015;10H00;12H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
GARIBALDI;17/09/2015;11H00;12H00;ACTIVITE BIEN ETRE;COURS;MANGALAM
GARIBALDI;17/09/2015;12H00;14H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
GARIBALDI;17/09/2015;13H00;17H00;ORGANISME PUBLIC;REUNION;METROPOLE NICE COTE D'AZUR
GARIBALDI;17/09/2015;13H00;15H00;LOISIRS;PERMANENCE;SAVA - SPORT ACTION VOYAGES AMITIE 
GARIBALDI;17/09/2015;14H00;17H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
GARIBALDI;17/09/2015;14H00;17H00;SOCIAL;PERMANENCE;SOS FAMILLES EMMAUS NICE
GARIBALDI;17/09/2015;14H00;16H00;SOCIAL;PERMANENCE;FAVEC 06 -ASSOCIATION DEPARTEMENTALE DES CONJOINTS SURVIVANTS ET PARENTS D'ORPHELINS
GARIBALDI;17/09/2015;17H00;18H00;ACTIVITE BIEN ETRE;COURS;YOGADOR
GARIBALDI;17/09/2015;17H00;19H00;LOISIRS;COURS;L'ESCAPADE
GARIBALDI;17/09/2015;17H00;19H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
GARIBALDI;17/09/2015;18H00;20H00;COURS DE LANGUE;COURS;MANABI
GARIBALDI;17/09/2015;18H00;21H00;THEATRE;COURS;LE QUADRANT MAGIQUE
GARIBALDI;17/09/2015;18H00;19H00;SPORT;COURS;DAME D'AZUR - DA
GARIBALDI;17/09/2015;18H00;19H00;ACTIVITE BIEN ETRE;COURS;YOGADOR
GARIBALDI;17/09/2015;18H00;21H00;CULTURE;CONFERENCE;LES AMIS DE LA LIBERTE 
GARIBALDI;17/09/2015;19H00;21H00;THEATRE;COURS;LE PETIT THEATRE DE LAURE
GARIBALDI;17/09/2015;19H00;21H00;COURS DE LANGUE;COURS;LET'S SPEAK IN ENGLISH
GARIBALDI;18/09/2015;09H00;12H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
GARIBALDI;18/09/2015;12H00;14H00;SANTE;COURS;SOS CANCER DU SEIN REGION PACA
GARIBALDI;18/09/2015;14H00;17H00;ORGANISME PUBLIC;REUNION;CESAN
GARIBALDI;18/09/2015;14H00;18H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
GARIBALDI;18/09/2015;15H00;20H00;MUSIQUE;COURS;CMM - CENTRE MUSICAL MEDITERRANEEN
GARIBALDI;18/09/2015;17H00;19H00;CULTURE;COURS;OKINAWA
GARIBALDI;18/09/2015;18H00;21H00;CULTURE;CONFERENCE;ARJNCA - ASSOCIATION DES RESSORTISSANTS JAPONAIS DE NICE COTE D'AZUR
GARIBALDI;18/09/2015;18H00;21H00;ENSEIGNEMENT;CONFERENCE;CAZ - CENTRE D'ANALYSE ZETETIQUE 
GARIBALDI;18/09/2015;18H00;21H00;CULTURE;REUNION;LES MOTS A LA BOUCHE
GARIBALDI;19/09/2015;10H00;12H00;SPORT;COURS;DAME D'AZUR - DA
GARIBALDI;19/09/2015;10H00;11H00;ENVIRONNEMENT;COURS;TEAMDEFIS
GARIBALDI;19/09/2015;11H00;13H00;DANSE ;COURS;TIGERACT AND CO
LIBERATION;14/09/2015;18H00;21H00;ACTIVITE BIEN ETRE;COURS;ENVIE D'ENERGIE
LIBERATION;15/09/2015;18H00;21H00;ACTIVITE BIEN ETRE;COURS;ENVIE D'ENERGIE
LIBERATION;16/09/2015;18H00;21H00;ACTIVITE BIEN ETRE;COURS;LES PONTS DES PIES
LIBERATION;17/09/2015;09H00;10H00;SOCIAL;COURS;ASSOCIATION ANTHROPOSOPHIQUE DE NICE 
LIBERATION;18/09/2015;18H00;19H00;SOCIAL;COURS;ASSOCIATION ANTHROPOSOPHIQUE DE NICE 
LIBERATION;18/09/2015;19H00;21H00;DANSE ;COURS;GOLIBONOU
LIBERATION;19/09/2015;10H00;12H00;LOISIRS;PERMANENCE;ASM - ARTS SACRES DU MONDE
LIBERATION;19/09/2015;16H00;19H00;SOCIAL;REUNION;FADAM - FEDERATION DES ASSOCIATIONS DE LA DIVERSITE DANS LES ALPES-MARITIMES
NICE-CENTRE;14/09/2015;09H00;12H00;MUSIQUE;REUNION;MUSIQUE CLASSIQUE 06
NICE-CENTRE;14/09/2015;11H00;13H00;CITOYENNETE;REUNION;ENGAGEMENT CITOYEN POUR LA FRANCE
NICE-CENTRE;14/09/2015;18H00;21H00;ENSEIGNEMENT;ANIMATION;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-CENTRE;15/09/2015;09H00;12H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;15/09/2015;11H00;13H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-CENTRE;15/09/2015;14H00;19H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;16/09/2015;10H00;19H00;SOCIAL;REUNION;CHRYSALIDES
NICE-CENTRE;16/09/2015;10H00;19H00;SOCIAL;REUNION;CHRYSALIDES
NICE-CENTRE;16/09/2015;10H00;13H00;SANTE;PERMANENCE;ANPAA06 - ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE -COMITE DES A M   
NICE-CENTRE;16/09/2015;13H00;17H00;SOCIAL;REUNION;CHRYSALIDES
NICE-CENTRE;16/09/2015;17H00;18H00;CULTURE;ATELIER;VOCATIF
NICE-CENTRE;16/09/2015;18H00;20H00;SANTE;REUNION;OA - OUTRE-MANGEURS ANONYMES
NICE-CENTRE;17/09/2015;14H00;16H00;ORGANISME PUBLIC;REUNION;SVA SERVICE DE LA VIE ASSOCIATIVE
NICE-CENTRE;17/09/2015;14H00;17H00;COURS DE LANGUE;REUNION;FRANCE GRANDE BRETAGNE
NICE-CENTRE;17/09/2015;18H00;21H00;CITOYENNETE;REUNION;CNR - COMITE POUR UNE NOUVELLE RESISTANCE 
NICE-CENTRE;18/09/2015;09H00;11H00;COURS DE LANGUE;COURS;CFLEC CENTRE DE FORMATION LANGUES ET CIVILISATIONS 
NICE-CENTRE;18/09/2015;14H00;17H00;COURS DE LANGUE;COURS;CFLEC CENTRE DE FORMATION LANGUES ET CIVILISATIONS 
NICE-CENTRE;18/09/2015;15H00;17H00;COURS DE LANGUE;COURS;CFLEC CENTRE DE FORMATION LANGUES ET CIVILISATIONS 
NICE-CENTRE;18/09/2015;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-CENTRE;18/09/2015;18H00;21H00;THEATRE;COURS;LE QUADRANT MAGIQUE
NICE-CENTRE;18/09/2015;18H00;21H00;THEATRE;REPETITION;LE QUADRANT MAGIQUE
NICE-CENTRE;18/09/2015;18H00;21H00;THEATRE;COURS;LE QUADRANT MAGIQUE
NICE-CENTRE;18/09/2015;19H00;21H00;ENSEIGNEMENT;REUNION;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-EST SAINT ROCH;14/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;14/09/2015;09H00;13H00;ORGANISME PUBLIC;COURS;POLE EDUCATION ROUTIERE
NICE-EST SAINT ROCH;14/09/2015;09H00;12H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;14/09/2015;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;14/09/2015;09H00;17H00;ORGANISME PUBLIC;FORMATION;MAIRIE DE NICE
NICE-EST SAINT ROCH;14/09/2015;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;14/09/2015;09H00;15H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;14/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;14/09/2015;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;14/09/2015;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;14/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;14/09/2015;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;14/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;14/09/2015;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;14/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;14/09/2015;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;14/09/2015;10H00;12H00;SOCIAL;PERMANENCE;MENSA COTE D'AZUR
NICE-EST SAINT ROCH;14/09/2015;12H00;13H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;14/09/2015;15H00;18H00;THEATRE;COURS;POIVRE ET SEL
NICE-EST SAINT ROCH;14/09/2015;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;14/09/2015;18H00;21H00;DANSE ;COURS;CORPS & GRAPHIK
NICE-EST SAINT ROCH;14/09/2015;18H00;20H00;ACTIVITE BIEN ETRE;COURS;LES PONTS DES PIES
NICE-EST SAINT ROCH;14/09/2015;19H00;21H00;DANSE ;COURS;TRINITE COUNTRY
NICE-EST SAINT ROCH;14/09/2015;19H00;21H00;THEATRE;COURS;PLAYS AND SONGS
NICE-EST SAINT ROCH;14/09/2015;19H00;21H00;ENSEIGNEMENT;COURS;PRM - PREVENIR REAGIR MAITRISER
NICE-EST SAINT ROCH;14/09/2015;20H00;21H00;ACTIVITE BIEN ETRE;COURS;LES PONTS DES PIES
NICE-EST SAINT ROCH;15/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/09/2015;09H00;17H00;SOCIAL;COURS;ALAID
NICE-EST SAINT ROCH;15/09/2015;09H00;12H00;HUMANITAIRE;REUNION;ECTI - ECHANGES ET CONSULTATIONS PROFESSIONNELS SENIORS BENEVOLES
NICE-EST SAINT ROCH;15/09/2015;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;15/09/2015;09H00;17H00;ORGANISME PUBLIC;FORMATION;MAIRIE DE NICE
NICE-EST SAINT ROCH;15/09/2015;09H00;15H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;15/09/2015;09H00;13H00;ORGANISME PUBLIC;COURS;POLE EDUCATION ROUTIERE
NICE-EST SAINT ROCH;15/09/2015;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;15/09/2015;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;15/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/09/2015;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;15/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/09/2015;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;15/09/2015;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;15/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/09/2015;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;15/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/09/2015;11H00;12H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;15/09/2015;13H00;14H00;DANSE ;COURS;LOS TIGRES TANGO
NICE-EST SAINT ROCH;15/09/2015;14H00;17H00;SANTE;COURS;GROUPEMENT DE PARKINSONIENS DES ALPES-MARITIMES ET PACA - GPAM PACA
NICE-EST SAINT ROCH;15/09/2015;14H00;16H00;THEATRE;COURS;COMPAGNIE DE L'ECHO ERRANT
NICE-EST SAINT ROCH;15/09/2015;14H00;17H00;LOISIRS;COURS;LE CLAN DES BOULEGANS
NICE-EST SAINT ROCH;15/09/2015;14H00;17H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;15/09/2015;14H00;16H00;ENSEIGNEMENT;CONFERENCE;CODES06 - COMITE DEPARTEMENTAL D'EDUCATION POUR LA SANTE 
NICE-EST SAINT ROCH;15/09/2015;16H00;19H00;ENSEIGNEMENT;FORMATION;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;15/09/2015;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;15/09/2015;17H00;20H00;SOCIAL;COURS;GFAA - GENERATION FEMMES D'AFRIQUE ET D'AILLEURS
NICE-EST SAINT ROCH;15/09/2015;18H00;19H00;CULTURE;ATELIER;NUX VOMICA
NICE-EST SAINT ROCH;15/09/2015;18H00;20H00;ACTIVITE BIEN ETRE;COURS;LES PONTS DES PIES
NICE-EST SAINT ROCH;15/09/2015;19H00;21H00;DANSE ;COURS;CORPS & GRAPHIK
NICE-EST SAINT ROCH;15/09/2015;19H00;21H00;DANSE ;COURS;AMICALEMENT DANSE
NICE-EST SAINT ROCH;15/09/2015;19H00;20H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
NICE-EST SAINT ROCH;16/09/2015;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;16/09/2015;09H00;12H00;SOCIAL;PERMANENCE;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;16/09/2015;09H00;12H00;EMPLOI;REUNION;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;16/09/2015;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;16/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/09/2015;09H00;12H00;SOCIAL;PERMANENCE;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;16/09/2015;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;16/09/2015;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;16/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/09/2015;09H00;13H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;16/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/09/2015;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;16/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/09/2015;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;16/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/09/2015;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
