id;cout_materiaux_ht;cout_implementation_ht;cout_total_ht;cout_induit_ht;date_sigture_devis;date_facture;date_x;annee_travaux;revenu_mo;climat;Code rÈgion;Code dÈpartement;departement;type_logement;annee_construction;constr_cat;nb_pieces;surf_habitable;montant_aides_fincieres;type_aides_fincieres;renovation_globale;marque;modele;energie_chauffage_avt_travaux;energie_chauffage_installee;generateur;type_chaudiere;cop;puissance;rendement;Colonne1
216;;;2405.687204;;;02/03/2014;02/03/2014;2014;;H2;53;56;MORBIHAN;;;;;;;;;DE DIETRICH;MCR;;GAZ;CHAUDIERE;A CONDENSATION;;24;;
217;3413.270142;1054.028436;4467.298578;;;31/05/2011;31/05/2011;2011;;H2;53;56;MORBIHAN;;;;;;;;;CHAFFOTEAUX;MICRA GREEN;;GAZ;CHAUDIERE;A CONDENSATION;;5;;
219;3383;589;3972;625.901;;04/09/2015;04/09/2015;2015;;H2;53;56;MORBIHAN;;;;;;;;;MCZ;SUITE/CLUB 2.0;;;POELE;;;3;92;
221;3540.28436;490.0473934;4030.331754;;;27/05/2014;27/05/2014;2014;;H2;53;56;MORBIHAN;;;;;;;;;FRISQUET ;HYDROMOTIX VISIO;;GAZ;CHAUDIERE;A CONDENSATION;;25;;
222;3339;458;3797;1162.45;;18/04/2017;18/04/2017;2017;;H2;53;56;MORBIHAN;;;;;;;;;MCZ;MUZA 2.0 CONFORT;;BOIS;POELE;;;4;92;
28;;;16303.31754;;;;;;;H1;32;60;OISE;INDIVIDUEL;1949;de 1945 ‡ 1973;;134;;;RÈnovation ‡ plusieurs gestes de travaux ;;;AUTRES;BOIS;AUTRES;;;;;
37;;;16473.93365;;;;;;;H1;32;60;OISE;INDIVIDUEL;1900;av. 1945;;120;;;RÈnovation ‡ plusieurs gestes de travaux ;;;ELECTRICITE;BOIS;POELE;;;;;
48;;;16575.35545;;;;;;;H1;32;60;OISE;COLLECTIF;1900;av. 1945;;124;;;RÈnovation ‡ plusieurs gestes de travaux ;;;FIOUL;FIOUL;AUTRES;;;;;
49;;;3957.345972;;;;;;;H1;32;60;OISE;INDIVIDUEL;1949;de 1945 ‡ 1973;;115;;;RÈnovation ‡ plusieurs gestes de travaux ;;;FIOUL;FIOUL;AUTRES;;;;;
50;;;9924.170616;;;;;;;H1;32;60;OISE;INDIVIDUEL;1949;de 1945 ‡ 1973;;240;;;RÈnovation ‡ plusieurs gestes de travaux ;;;FIOUL;GAZ;CHAUDIERE;HPE;;;;
51;;;4644.549763;;;;;;;H1;32;60;OISE;INDIVIDUEL;1949;de 1945 ‡ 1973;;80;;;RÈnovation ‡ plusieurs gestes de travaux ;;;ELECTRICITE;BOIS;POELE;;;;;
52;;;6222.748815;;;;;;;H1;32;60;OISE;INDIVIDUEL;1976;de 1974 ‡ 1990;;101;;;RÈnovation ‡ plusieurs gestes de travaux ;;;GAZ;GAZ;CHAUDIERE;HPE;;;;
53;;;12000;;;;;;;H1;32;60;OISE;INDIVIDUEL;1900;av. 1945;;65;;;RÈnovation ‡ plusieurs gestes de travaux ;;;GAZ;GAZ;AUTRES;;;;;
60;;;2240.758294;;;;;;;H1;32;60;OISE;INDIVIDUEL;1949;de 1945 ‡ 1973;;80;;;RÈnovation ‡ plusieurs gestes de travaux ;;;ELECTRICITE;BOIS;POELE;;;;;
2363;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;
74;;;14741.23223;;;;;;;H1;32;60;OISE;INDIVIDUEL;1900;av. 1945;;95;;;RÈnovation ‡ plusieurs gestes de travaux ;;;GAZ;GAZ;CHAUDIERE;HPE;;;;
76;;;9080.56872;;;;;;;H1;32;60;OISE;INDIVIDUEL;1949;de 1945 ‡ 1973;;84;;;RÈnovation ‡ plusieurs gestes de travaux ;;;FIOUL;;AUTRES;;;;;
77;;;3822.748815;;;;;;;H1;32;60;OISE;INDIVIDUEL;1976;de 1974 ‡ 1990;;53;;;RÈnovation ‡ plusieurs gestes de travaux ;;;ELECTRICITE;BOIS;POELE;;;;;
78;;;21018.00948;;;;;;38914;H1;32;60;OISE;INDIVIDUEL;1900;av. 1945;;90;;;RÈnovation ‡ plusieurs gestes de travaux ;;;FIOUL;;AUTRES;;;;;
79;;;6166.824645;;;;;;;H1;32;60;OISE;INDIVIDUEL;1900;av. 1945;;100;;;RÈnovation ‡ plusieurs gestes de travaux ;;;GAZ;GAZ;AUTRES;;;;;
80;;;3839.810427;;;;;;;H1;32;60;OISE;INDIVIDUEL;1900;av. 1945;;69;;;RÈnovation ‡ plusieurs gestes de travaux ;;;GAZ;GAZ;CHAUDIERE;HPE;;;;
81;;;5600;;;;;;23410;H1;32;60;OISE;INDIVIDUEL;1976;de 1974 ‡ 1990;;100;;;RÈnovation ‡ plusieurs gestes de travaux ;;;ELECTRICITE;BOIS;POELE;;;;;
82;;;7582.938389;;;;;;;H1;32;60;OISE;INDIVIDUEL;1900;av. 1945;;180;;;RÈnovation ‡ plusieurs gestes de travaux ;;;FIOUL;FIOUL;AUTRES;;;;;
83;;;15165.87678;;;;;;;H1;32;60;OISE;INDIVIDUEL;1900;av. 1945;;199;;;RÈnovation ‡ plusieurs gestes de travaux ;;;FIOUL;BOIS;CHAUDIERE;;;;;
1187;3361;990;4351;;17/02/2017;;17/02/2017;2017;;H1;28;61;ORNE;INDIVIDUEL;;;;;;;;LA NORDICA;COMFORT P70 H 49;;BOIS;INSERT;;;7.8;90;
1188;6632;840;7472;;;18/12/2016;18/12/2016;2016;;H1;28;61;ORNE;INDIVIDUEL;;;;;;;;CHAPPEE;SEMPRA NOVA HTE 32;;FIOUL;CHAUDIERE;A CONDENSATION;;31;90;
1189;16168;;18098;1930.13;25/11/2017;;25/11/2017;2017;;H1;28;61;ORNE;INDIVIDUEL;;;;;;;RÈnovation ‡ plusieurs gestes;OKOFEN;PELLMATIC PES 20;;BOIS;CHAUDIERE;STANDARD;;20;91;
1190;20543;4800;32220;6876.76;11/08/2017;;11/08/2017;2017;;H1;28;61;ORNE;INDIVIDUEL;;;;;;;;LEMASSON;ENDUR'EAU + HTM42-G;;ELECTRICITE;PAC;AUTRES;;11;;
2468;9133;2128;11261;;27/06/2017;28/06/2018;28/06/2018;2018;;H1;84;63;PUY-DE-DOME;INDIVIDUEL;;;;;;;;ATLANTIC;ALFELIA EXCELLIA;;ELECTRICITE;PAC;AIR-EAU;;;;
2590;;;3862.559242;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1994;ap. 1990;;107;;;;;;GAZ;BOIS;INSERT;;;;;
2592;;;4739.336493;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1983;de 1974 ‡ 1990;;100;;;;;;FIOUL;BOIS;INSERT;;;;;
2593;;;5780.094787;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;118;;;;;;FIOUL;BOIS;INSERT;;;;;
2595;;;15711.84834;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1981;de 1974 ‡ 1990;;149;;;;;;BOIS;BOIS;CHAUDIERE;;;;;
2596;;;2719.43128;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1960;de 1945 ‡ 1973;;92;;;;;;ELECTRICITE;BOIS;INSERT;;;;;
2597;;;8265.402844;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1947;de 1945 ‡ 1973;;130;;;;;;FIOUL;BOIS;INSERT;;;;;
2601;;;4620.853081;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1996;ap. 1990;;133;;;;;;FIOUL;BOIS;INSERT;;;;;
2385;2376.303318;1098.696682;3475;;07/09/2018;07/12/2018;07/12/2018;2018;;H1;24;;;COLLECTIF;;;;;;;RENOVATION SIMPLE;ELM LEBLANC;MEGALIS;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;21;94;
2603;;;3737.440758;;;;;;;H1;84;69;RHONE;INDIVIDUEL;2004;ap. 1990;;160;;;;;;ELECTRICITE;GAZ;INSERT;;;;;
2604;;;5432.227488;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;160;;;;;;FIOUL;BOIS;INSERT;;;;;
2388;4900;639;5539;240;07/10/2018;28/09/2017;28/09/2017;2017;;H1;24;;;INDIVIDUEL;;;;;;HABITER MIEUX;RENOVATION A PLUSIEURS GESTES DE TRAVAUX;FRISQUET ;HPE VISIO;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;25;;
2605;;;4222.748815;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;45;;;;;;BOIS;BOIS;INSERT;;;;;
2606;;;3791.469194;;;;;;;H1;84;69;RHONE;INDIVIDUEL;2000;ap. 1990;;100;;;;;;ELECTRICITE;BOIS;INSERT;;;;;
2607;;;1557.345972;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;100;;;;;;;GAZ;INSERT;;;;;
2608;;;5206.635071;;;;;;;H1;84;69;RHONE;INDIVIDUEL;2001;ap. 1990;;105;;;;;;ELECTRICITE;BOIS;INSERT;;;;;
2393;5556;495;6051;1396.2;19/11/2017;07/06/2018;07/06/2018;2018;;H1;24;;;INDIVIDUEL;;;;;;;;FRISQUET ;PRESTIGE CONDENSATION VISIO;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;20;;
2609;;;12258.76777;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;100;;;;;;BOIS;BOIS;CHAUDIERE;;;;;
2610;;;3233.175355;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;170;;;;;;BOIS;BOIS;INSERT;;;;;
2612;;;4364.92891;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1988;de 1974 ‡ 1990;;93;;;;;;AUTRES;BOIS;INSERT;;;;;
2397;2221;94;2315;;06/12/2018;25/06/2018;25/06/2018;2018;;H1;24;;;COLLECTIF;;;;;;;RENOVATION SIMPLE;THERMOROSSI;INGENIO 3;ELECTRICITE;ELECTRICITE;;;;6;;
2613;;;14619.90521;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1960;de 1945 ‡ 1973;;167;;;;;;ELECTRICITE;BOIS;CHAUDIERE;;;;;
2615;;;4516.587678;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;120;;;;;;ELECTRICITE;BOIS;CHAUDIERE;;;;;
2616;;;5317.535545;;;;;;;H1;84;69;RHONE;INDIVIDUEL;2007;ap. 1990;;110;;;;;;AUTRES;BOIS;INSERT;;;;;
2617;;;11784.83412;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;140;;;;;;;BOIS;CHAUDIERE;;;;;
2618;;;10675.82938;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;120;;;;;;;ELECTRICITE;PAC;;;;;
2619;;;3633.175355;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1980;de 1974 ‡ 1990;;91;;;;;;ELECTRICITE;BOIS;INSERT;;;;;
2620;;;22251.18483;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;240;;;;;;FIOUL;BOIS;CHAUDIERE;;;;;
2622;;;14314.69194;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;109;;;;;;;ELECTRICITE;PAC;;;;;
2623;;;13381.99052;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;84;;;;;;BOIS;BOIS;CHAUDIERE;;;;;
2624;;;19532.70142;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1940;av. 1945;;120;;;;;;;BOIS;CHAUDIERE;;;;;
2625;;;21046.4455;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;104;;;;;;;BOIS;CHAUDIERE;;;;;
2409;2700;571;3270;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1992;ap. 1990;;112;11841;"HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;30.6;109.2;
2626;;;2819.905213;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;200;;;;;;BOIS;BOIS;INSERT;;;;;
2627;;;15684.36019;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;170;;;;;;;BOIS;CHAUDIERE;;;;;
2628;;;5838.862559;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1985;de 1974 ‡ 1990;;111;;;;;;ELECTRICITE;BOIS;INSERT;;;;;
2413;5094;1587;6681;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1971;de 1945 ‡ 1973;;83;7148;"HABITER MIEUXCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;19;109;
2629;;;2791.469194;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;200;;;;;;FIOUL;BOIS;INSERT;;;;;
2630;;;2606.635071;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;90;;;;;;;BOIS;INSERT;;;;;
2631;;;1888.151659;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1982;de 1974 ‡ 1990;;102;;;;;;BOIS;BOIS;INSERT;;;;;
2632;;;1681.516588;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;160;;;;;;FIOUL;BOIS;INSERT;;;;;
2633;;;2734.597156;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1976;de 1974 ‡ 1990;;100;;;;;;BOIS;BOIS;INSERT;;;;;
2634;;;3138.388626;;;;;;;H1;84;69;RHONE;COLLECTIF;1972;de 1945 ‡ 1973;;87;;;;;;;BOIS;CHAUDIERE;;;;;
2635;;;4765.876777;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1968;de 1945 ‡ 1973;;100;;;;;;FIOUL;BOIS;INSERT;;;;;
2636;;;9869.194313;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;180;;;;;;FIOUL;BOIS;INSERT;;;;;
2637;;;10330.80569;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;85;;;;;;BOIS;BOIS;INSERT;;;;;
2423;5570;2500;8070;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1889;av. 1945;;88;18800;"HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;30;109.2;
2424;8058;256;8709;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1900;av. 1945;;93;16243;"HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;FIOUL;FIOUL;CHAUDIERE;A CONDENSATION;;24.6;;
2425;1511;480;1991;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1920;av. 1945;;68;14000;"HABITER MIEUXCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;;;25;91.5;
2638;;;2837.914692;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1905;av. 1945;;80;;;;;;ELECTRICITE;BOIS;INSERT;;;;;
2639;;;12180.09479;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;168;;;;;;ELECTRICITE;GAZ;CHAUDIERE;;;;;
2428;10915;2500;13415;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1974;de 1974 ‡ 1990;;123;12500;"HABITER MIEUXCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;FIOUL;ELECTRICITE;PAC;GEOTHERMIE;;12;;
2429;;;2960;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1955;de 1945 ‡ 1973;;70;8488.92;"HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;25;108.4;
2640;;;3953.554502;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;75;;;;;;ELECTRICITE;BOIS;INSERT;;;;;
2641;;;7444.549763;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1991;ap. 1990;;150;;;;;;ELECTRICITE;BOIS;INSERT;;;;;
2642;;;5554.50237;;;;;;;H1;84;69;RHONE;INDIVIDUEL;2001;ap. 1990;;125;;;;;;FIOUL;BOIS;INSERT;;;;;
2433;6109;320;7469;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1956;de 1945 ‡ 1973;;95;12200;"HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;;;25.5;;
2643;;;8937.440758;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1980;de 1974 ‡ 1990;;122;;;;;;ELECTRICITE;BOIS;INSERT;;;;;
2435;14115;2259;16374;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1967;de 1945 ‡ 1973;;187;12436;"HABITER MIEUXCOMMUANUTE DE COMMUNES";RÈnovation simple;;;FIOUL;ELECTRICITE;PAC;GEOTHERMIE;5.03;14.72;;
2644;;;5921.327014;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1980;de 1974 ‡ 1990;;100;;;;;;FIOUL;BOIS;INSERT;;;;;
2645;;;13280.56872;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;120;;;;;;FIOUL;BOIS;CHAUDIERE;;;;;
2646;;;12872.98578;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 ‡ 1973;;180;;;;;;BOIS;BOIS;CHAUDIERE;;;;;
2469;7968;2306;13489;3211;03/07/2017;28/06/2018;28/06/2018;2018;;H1;27;71;SAONE-ET-LOIRE;INDIVIDUEL;;;;;;;;MORVAN;SX EASY;;GAZ;CHAUDIERE;STANDARD;;25;90;
2470;2676;772;3448;;02/09/2017;28/06/2018;28/06/2018;2018;28000;H1;27;71;SAONE-ET-LOIRE;INDIVIDUEL;1982;de 1974 ‡ 1990;;84;;;RENOVATION SIMPLE;VAILLANT;ECO TEC PRO;;GAZ;CHAUDIERE;A CONDENSATION;;;92;
576;;;;;15/06/2018;15/06/2017;15/06/2017;2017;;H1;28;76;SEINE-MARITIME;;;;;;1592;REGION + AGGLOMERATION;RENOVATION A PLUSIEURS GESTES DE TRAVAUX;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;;;
577;;;;;06/01/2018;15/06/2018;15/06/2018;2018;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;1988;de 1974 ‡ 1990;;;;;RENOVATION SIMPLE;;;ELECTRICITE;;POELE;;;;;
2443;4041;616;4656;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1965;de 1945 ‡ 1973;;78;15800;"HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;FIOUL;GAZ;CHAUDIERE;A CONDENSATION;;28;107.5;
578;;;;;15/05/2018;15/06/2018;15/06/2018;2018;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;;;RENOVATION SIMPLE;;;FIOUL;FIOUL;CHAUDIERE;AUTRES;;;;
2445;16769;2160;18929;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1900;av. 1945;;240;13770;"HABITER MIEUXREGIONCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;FIOUL;BOIS;CHAUDIERE;;;32;94.7;
2446;2132;598;2730;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1958;de 1945 ‡ 1973;;;3590.03;"HABITER MIEUXCOMMUANUTE DE COMMUNES";RÈnovation simple;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;25;108.4;
579;;;4414;;03/01/2017;15/06/2018;15/06/2018;2018;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;;;RENOVATION SIMPLE;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;;;
2448;3918;2533;6451;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1933;av. 1945;;74;13300;"HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;FIOUL;GAZ;CHAUDIERE;A CONDENSATION;;24;108.8;
580;;;12800;;09/10/2017;15/06/2018;15/06/2018;2018;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;;;RENOVATION A PLUSIEURS GESTES DE TRAVAUX;;;ELECTRICITE;GAZ;CHAUDIERE;A CONDENSATION;;;;
581;;;4469.194313;;15/06/2018;04/05/2017;04/05/2017;2017;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;2250;REGION + AGGLOMERATION;;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;;;
2451;2800;685;3485;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1900;av. 1945;;123;18200;"HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;25;108;
2452;;;2145;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1973;de 1945 ‡ 1973;;115;17700;"HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES";RÈnovation ‡ plusieurs gestes de travaux;;;ELECTRICITE;ELECTRICITE;;;;6;;
582;;;;;04/01/2017;15/06/2018;15/06/2018;2018;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;;;RENOVATION SIMPLE;;;FIOUL;FIOUL;CHAUDIERE;A CONDENSATION;;;;
2454;3834;935;4803;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1800;av. 1945;;125;6353;HABITER MIEUX;RÈnovation simple;;;FIOUL;FIOUL;CHAUDIERE;;;25.8;;
583;;;4185;;11/10/2017;15/06/2018;15/06/2018;2018;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;;;RENOVATION A PLUSIEURS GESTES DE TRAVAUX;;;;GAZ;CHAUDIERE;A CONDENSATION;;;;
584;;;4024;;15/06/2018;01/06/2017;01/06/2017;2017;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;1920;REGION + AGGLOMERATION;;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;;;
587;;;1532;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;85;1200;DEPT - AIDE A L'HABITAT DURABLE;"rÈ-isolation sol des combles+ 5 fenêtres et porte+ 2 convecteurs replacÈs par caloporteurs+ vmc remplacÈe par vmc hygro B+ cumulus remplacÈ par ballon thermodymique";;;;;;;;;;
589;;;3162;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;84;632;AH - AUTRE TRAVAUX PO;"Remplacement de chaudière par une ‡ condensation";;;;;;;;;;
590;;;3162;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;84;1000.81;DEPT - AIDE A L'HABITAT DURABLE;"Remplacement de chaudière par une ‡ condensation";;;;;;;;;;
593;;;4859;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;178;1000;DEPT - AIDE A L'HABITAT DURABLE;Remplacement chaudiere ;;;;;;;;;;
2461;;;8132;;03/01/2018;;03/01/2018;2018;;H1;44;;;;1954;de 1945 ‡ 1973;;87;;;;VIESSMANN ;VITODENS 222F;;GAZ;CHAUDIERE;A CONDENSATION;;;;
602;;;2224;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;137;7000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"Poele ‡ bois en complÈment du chauffage elec existant+ Menuiseries+ Chauffe eau thermodymique";;;;;;;;;;
2463;;;8994;;15/02/2016;;15/02/2016;2016;;;44;;;;1956;de 1945 ‡ 1973;;90;;;;VIESSMANN ;VITODENS 222F;;GAZ;CHAUDIERE;A CONDENSATION;;;;
2464;;;14749.76303;;;;;;;;11;;;;;;;;;;;FRISQUET ;HYDROCONFORT 20KW;;GAZ;CHAUDIERE;A CONDENSATION;;;;
2465;;;14145.0237;;;;;;;;11;;;;;;;;;;;VIESSMANN ;VITODENS 111;;GAZ;CHAUDIERE;A CONDENSATION;;;;
2466;;;7044.549763;;;;;;;;11;;;;;;;;;;;FRISQUET ;PRESTIGE 25 KW AVEC PRODUCTION ECS;;GAZ;CHAUDIERE;A CONDENSATION;;;;
2467;;;5402.843602;;;;;;;;11;;;;;;;;;;;HASE;SILA 6 KW;;BOIS;POELE;;;;;
608;;;8488;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;90;1200;DEPT - AIDE A L'HABITAT DURABLE;"Remplacement convecteurs parchaudière gaz ‡ condensation et ecs+ vannes th. et programmateur+ 4 fenêtres";;;;;;;;;;
610;;;4510;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;82;2770;CHEQUE ENERGIE REGION;"Remplacement toiture (1 ouverture ‡ travers combles donnt sur cuisine)+ rÈ-isolation des combles (R = 7)+ poêle ‡ granulÈs (9kw, rendement 94%)+ vmc hygro B+ isolation plafond cave (R=4,65)+ porte d'entrÈe ";;;;;;;;;;
612;;;6789;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;74;2100;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"remplacement chaudière fuel par gaz+ isolation combles + fenêtre toit+ ÈlectricitÈ + volets+ sdb";;;;;;;;;;
613;;;6789;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;74;1800;DEPT - AIDE A L'HABITAT DURABLE;"remplacement chaudière fuel par gaz+ isolation combles + fenêtre toit+ ÈlectricitÈ + volets+ sdb";;;;;;;;;;
616;;;1532;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;85;2000;CODAH - ASE;"rÈ-isolation sol des combles+ 5 fenêtres et porte+ 2 convecteurs replacÈs par caloporteurs+ vmc remplacÈe par vmc hygro B+ cumulus remplacÈ par ballon thermodymique";;;;;;;;;;
617;;;14624;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;110;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;remplacement d'un chauffage electrique par chauffage central au Gaz;;;;;;;;;;
618;;;6789;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;74;2400;CODAH - ASE;"remplacement chaudière fuel par gaz+ isolation combles + fenêtre toit+ ÈlectricitÈ + volets+ sdb";;;;;;;;;;
625;;;4859;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;178;1701;AH - AUTRE TRAVAUX PO;Remplacement chaudiere ;;;;;;;;;;
626;;;8488;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;90;2000;CODAH - ASE;"Remplacement convecteurs parchaudière gaz ‡ condensation et ecs+ vannes th. et programmateur+ 4 fenêtres";;;;;;;;;;
