SITE;APPLICATION;ANNEE;MOIS;PREMIERE_VISITE;DERNIERE_VISITE;NB_VISITEURS;NB_VISITE;MOY_VISITEURS_VISITE;PAGES;MOY_PAGES_VISITE;HITS;MOY_HITS_VISITE;VOL_BANDEPASSANTE;MOY_BANDEPASSANTE_VISITE
alim.agriculture.gouv.fr_ift-api;ift-api;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:02;1081;1820;1,68;121190;66,59;122254;67,17;242,25;136,30
alim.agriculture.gouv.fr_sfb;sfb;2018;Décembre;NA;31 Dec 2018 - 15:35;42;113;2,69;690;6,11;8198;72,55;24,34;220,52
alim.agriculture.gouv.fr_sial-bdni-consultation;sial-bdni-consultation;2018;Décembre;03 Dec 2018 - 07:42;31 Dec 2018 - 12:15;33;222;6,73;10443;47,04;11540;51,98;33,97;156,68
alim.agriculture.gouv.fr_sial-bdni-equarrissage;sial-bdni-equarrissage;2018;Décembre;03 Dec 2018 - 10:21;31 Dec 2018 - 10:35;3;16;5,33;30;1,88;77;4,81;0,18;11,44
alim.agriculture.gouv.fr_sial-bdni-statistiques;sial-bdni-statistiques;2018;Décembre;NA;31 Dec 2018 - 16:36;316;2199;6,96;64597;29,38;72087;32,78;162,04;75,46
alim.agriculture.gouv.fr_sial-biovigilance;sial-biovigilance;2018;Décembre;02 Dec 2018 - 18:34;31 Dec 2018 - 18:48;122;273;2,24;162981;597,00;206250;755,49;623,84;2339,99
alim.agriculture.gouv.fr_sial-nomenclatures;sial-nomenclatures;2018;Décembre;03 Dec 2018 - 10:50;27 Dec 2018 - 08:57;50;121;2,42;29062;240,18;31331;258,93;56,00;473,94
alim.agriculture.gouv.fr_sial-portail;sial-portail;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 21:02;1735;8772;5,06;4660580;531,30;5578138;635,90;15084,31;1760,87
alim.agriculture.gouv.fr_sigal-vsb;sigal-vsb;2018;Décembre;01 Dec 2018 - 08:05;31 Dec 2018 - 22:23;2479;9148;3,69;226946;24,81;983042;107,46;6699,65;749,94
alim.national.agri;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;900;7608;8,45;20971993;2756,57;22703783;2984,20;47465,12;6388,58
alim.national.agri_expader;expader;2018;Décembre;05 Dec 2018 - 11:44;31 Dec 2018 - 15:53;10;22;2,20;26;1,18;1153;52,41;0,64;29,77
alim.national.agri_sial-habilitations;sial-habilitations;2018;Décembre;01 Dec 2018 - 00:04;31 Dec 2018 - 23:58;80;277;3,46;895454;3232,69;915196;3303,96;1057,82;3910,48
alim.national.agri_sial-inspections;sial-inspections;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;623;3782;6,07;9324331;2465,45;9860479;2607,21;16806,74;4550,53
alim.national.agri_sial-methodes;sial-methodes;2018;Décembre;01 Dec 2018 - 00:03;31 Dec 2018 - 23:58;45;122;2,71;180284;1477,74;181848;1490,56;523,07;4390,38
alim.national.agri_sial-op-consolidees;sial-op-consolidees;2018;Décembre;01 Dec 2018 - 00:04;31 Dec 2018 - 23:59;64;170;2,66;466903;2746,49;483194;2842,32;688,18;4145,28
alim.national.agri_sial-si2a;sial-si2a;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 21:00;109;454;4,17;4585252;10099,67;5125428;11289,49;11499,83;25937,93
alim.national.agri_sial-usagers;sial-usagers;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:55;543;2073;3,82;3805271;1835,63;4231268;2041,13;11833,91;5845,60
alim.national.agri_sigal-asda-services-ws;sigal-asda-services-ws;2018;Décembre;NA;31 Dec 2018 - 17:58;6;246;41,00;32803;133,35;32803;133,35;8,60;35,80
alim.national.agri_sigal_administration;sigal_administration;2018;Décembre;03 Dec 2018 - 09:52;26 Dec 2018 - 10:08;16;34;2,12;806;23,71;5775;169,85;21,53;648,38
alim.national.agri_spiral;spiral;2018;Décembre;03 Dec 2018 - 11:02;21 Dec 2018 - 08:56;6;8;1,33;79;9,88;1796;224,50;6,16;788,25
annuaire.agricoll.agriculture.ader.gouv.fr;;2018;Décembre;NA;31 Dec 2018 - 14:07;6;103;17,17;1751;17,00;12407;120,46;55,05;547,30
annuaire.agricoll.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 08:28;31 Dec 2018 - 19:03;1072;2447;2,28;39107;15,98;214294;87,57;963,64;403,26
annuaire.agricoll.national.agri;;2018;Décembre;01 Dec 2018 - 15:42;31 Dec 2018 - 16:41;880;2700;3,07;37801;14,00;156897;58,11;684,98;259,79
appli.agriculture;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;160;878;5,49;319990;364,45;466519;531,34;1682,55;1962,33
appli.agriculture.ader.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;34;2658;78,18;981669;369,33;2525325;950,08;75252,22;28991,07
appli.agriculture_ideoproject;ideoproject;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;160;827;5,17;317564;384,00;454189;549,20;1024,83;1268,95
appli.agriculture_nuxeo;nuxeo;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
assistance.bmsq.auzeville.agri;;2018;Décembre;03 Dec 2018 - 08:42;31 Dec 2018 - 15:12;55;298;5,42;17721;59,47;260851;875,34;1016,46;3492,79
assistance.rh.national.agri;;2018;Décembre;03 Dec 2018 - 08:11;31 Dec 2018 - 16:10;15;207;13,80;38116;184,14;276690;1336,67;1371,00;6782,16
auth.agricoll.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 09:48;31 Dec 2018 - 11:44;389;889;2,29;7934;8,92;22296;25,08;92,30;106,31
cdp.national.agri;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:58;182;1569;8,62;975145;621,51;1162454;740,89;16413,08;10711,92
cdp.national.agri_gedcdp;gedcdp;2018;Décembre;03 Dec 2018 - 10:51;28 Dec 2018 - 16:47;21;79;3,76;1848;23,39;7336;92,86;84,98;1101,56
cdp.national.agri_rundeck-zsg;rundeck-zsg;2018;Décembre;NA;31 Dec 2018 - 08:08;27;199;7,37;92646;465,56;122230;614,22;161,80;832,58
cdp.national.agri_rundeck-zsi;rundeck-zsi;2018;Décembre;NA;28 Dec 2018 - 12:35;19;78;4,11;26301;337,19;38682;495,92;58,24;764,58
ci.forge.agriculture;;2018;Décembre;03 Dec 2018 - 10:14;31 Dec 2018 - 10:55;6;24;4,00;39782;1657,58;45929;1913,71;1072,13;45744,08
conf.proxy.national.agri;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;7300;204714;28,04;1814270;8,86;1814270;8,86;15759,99;78,83
data.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 04:55;31 Dec 2018 - 19:43;925;5151;5,57;1444742;280,48;2448178;475,28;16777,12;3335,23
data.agriculture.gouv.fr_bobi;bobi;2018;Décembre;NA;31 Dec 2018 - 10:12;49;125;2,55;369;2,95;1401;11,21;9,30;76,17
e-phy.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:45;31 Dec 2018 - 23:33;5218;7429;1,42;30725;4,14;100279;13,50;192,05;26,47
eau.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;6006;11280;1,88;3836611;340,13;5689923;504,43;116425,77;10569,15
eau.agriculture.gouv.fr_cascade;cascade;2018;Décembre;01 Dec 2018 - 05:31;31 Dec 2018 - 15:46;34;172;5,06;1808643;10515,37;1939114;11273,92;6397,69;38088,55
eau.agriculture.gouv.fr_domineau;domineau;2018;Décembre;10 Dec 2018 - 15:55;21 Dec 2018 - 16:56;1;8;8,00;36;4,50;522;65,25;2,07;265,50
eau.agriculture.gouv.fr_lanceleau;lanceleau;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 20:13;883;2501;2,83;141247;56,48;908029;363,07;5577,86;2283,78
eau.agriculture.gouv.fr_licorne;licorne;2018;Décembre;03 Dec 2018 - 07:21;31 Dec 2018 - 17:42;25;94;3,76;1010258;10747,43;1096062;11660,23;3189,48;34744,97
eau.agriculture.gouv.fr_oasis;oasis;2018;Décembre;03 Dec 2018 - 08:41;28 Dec 2018 - 15:50;11;58;5,27;154208;2658,76;160033;2759,19;1582,73;27943,38
eau.agriculture.gouv.fr_propluviaprive;propluviaprive;2018;Décembre;03 Dec 2018 - 09:04;28 Dec 2018 - 16:52;1;31;31,00;1153;37,19;4397;141,84;49,20;1625,26
eau.agriculture.gouv.fr_roseau;roseau;2018;Décembre;01 Dec 2018 - 09:25;28 Dec 2018 - 17:38;27;123;4,56;33009;268,37;154499;1256,09;1791,72;14916,41
eau.agriculture.gouv.fr_sillage;sillage;2018;Décembre;03 Dec 2018 - 11:25;28 Dec 2018 - 14:28;27;130;4,81;30354;233,49;42232;324,86;2923,78;23030,42
eau.agriculture.gouv.fr_telesillage;telesillage;2018;Décembre;01 Dec 2018 - 04:03;31 Dec 2018 - 23:59;3669;6268;1,71;268228;42,79;734105;117,12;59315,48;9690,34
eau.agriculture.gouv.fr_telesillageprive;telesillageprive;2018;Décembre;01 Dec 2018 - 00:14;31 Dec 2018 - 20:17;811;2362;2,91;244438;103,49;447692;189,54;32612,34;14138,46
eau.agriculture.gouv.fr_verseau;verseau;2018;Décembre;03 Dec 2018 - 08:40;30 Dec 2018 - 21:17;47;201;4,28;10285;51,17;56090;279,05;414,65;2112,46
ecoagri.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 06:49;31 Dec 2018 - 23:11;710;1135;1,60;172273;151,78;258331;227,60;1213,10;1094,46
ecoagri.agriculture.gouv.fr_calamnat-usager;calamnat-usager;2018;Décembre;01 Dec 2018 - 06:49;31 Dec 2018 - 23:11;482;724;1,50;8823;12,19;83610;115,48;793,55;1122,36
ecoagri.agriculture.gouv.fr_logics-usager;logics-usager;2018;Décembre;01 Dec 2018 - 07:07;31 Dec 2018 - 19:42;227;411;1,81;161642;393,29;171363;416,94;412,81;1028,51
ecoagri.agriculture.gouv.fr_telecalam-usager;telecalam-usager;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ecoagri.national.agri;;2018;Décembre;01 Dec 2018 - 00:01;31 Dec 2018 - 23:55;45;316;7,02;139583;441,72;242950;768,83;2800,70;9075,68
ecoagri.national.agri_calamnat-agent;calamnat-agent;2018;Décembre;03 Dec 2018 - 04:47;31 Dec 2018 - 12:30;25;196;7,84;61858;315,60;152192;776,49;2051,44;10717,76
ecoagri.national.agri_calamnat-reprise-agent;calamnat-reprise-agent;2018;Décembre;NA;27 Dec 2018 - 14:35;2;2;1,00;10;5,00;353;176,50;0,56;287,50
ecoagri.national.agri_calamnat-suivi;calamnat-suivi;2018;Décembre;03 Dec 2018 - 10:09;28 Dec 2018 - 14:19;6;39;6,50;671;17,21;3813;97,77;22,02;578,03
ecoagri.national.agri_calamnat-webmin;calamnat-webmin;2018;Décembre;NA;28 Dec 2018 - 17:28;9;31;3,44;1138;36,71;4274;137,87;32,50;1073,52
ecoagri.national.agri_logics-agent;logics-agent;2018;Décembre;01 Dec 2018 - 00:01;31 Dec 2018 - 23:55;13;98;7,54;42164;430,24;44858;457,73;640,51;6692,72
ecoagri.national.agri_logics-export;logics-export;2018;Décembre;03 Dec 2018 - 10:51;20 Dec 2018 - 12:14;2;6;3,00;547;91,17;591;98,50;1,74;297,00
ecoagri.national.agri_logics-param;logics-param;2018;Décembre;03 Dec 2018 - 13:44;27 Dec 2018 - 17:23;5;9;1,80;1303;144,78;1397;155,22;2,73;310,33
ecoagri.national.agri_logics-webmin;logics-webmin;2018;Décembre;03 Dec 2018 - 11:45;14 Dec 2018 - 14:13;1;7;7,00;14304;2043,43;14310;2044,29;8,93;1306,00
ensagri.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;4122;12383;3,00;3242818;261,88;4137025;334,09;28629,92;2367,52
ensagri.agriculture.gouv.fr_alexia;alexia;2018;Décembre;01 Dec 2018 - 17:10;28 Dec 2018 - 12:24;31;52;1,68;1029;19,79;5261;101,17;58,40;1150,08
ensagri.agriculture.gouv.fr_arpent-examen;arpent-examen;2018;Décembre;01 Dec 2018 - 00:06;31 Dec 2018 - 20:20;798;1590;1,99;56639;35,62;93029;58,51;5857,57;3772,43
ensagri.agriculture.gouv.fr_arpent-resultats;arpent-resultats;2018;Décembre;01 Dec 2018 - 00:27;31 Dec 2018 - 23:59;1689;2542;1,51;26955;10,60;91995;36,19;4310,05;1736,23
ensagri.agriculture.gouv.fr_arpent-resultats-api;arpent-resultats-api;2018;Décembre;01 Dec 2018 - 00:27;31 Dec 2018 - 23:57;1323;1700;1,28;24072;14,16;24657;14,50;33,55;20,21
ensagri.agriculture.gouv.fr_elena;elena;2018;Décembre;NA;27 Dec 2018 - 15:51;20;27;1,35;13859;513,30;17168;635,85;147,89;5608,85
ensagri.agriculture.gouv.fr_fregata;fregata;2018;Décembre;01 Dec 2018 - 10:43;31 Dec 2018 - 23:01;432;1046;2,42;372347;355,97;417289;398,94;1771,76;1734,49
ensagri.agriculture.gouv.fr_guepard;guepard;2018;Décembre;01 Dec 2018 - 01:48;31 Dec 2018 - 15:29;436;1499;3,44;56998;38,02;233844;156,00;2252,93;1539,03
ensagri.agriculture.gouv.fr_habilis;habilis;2018;Décembre;02 Dec 2018 - 12:38;21 Dec 2018 - 17:30;41;90;2,20;32562;361,80;34830;387,00;178,99;2036,51
ensagri.agriculture.gouv.fr_indexa2acteur;indexa2acteur;2018;Décembre;01 Dec 2018 - 00:04;31 Dec 2018 - 23:58;44;76;1,73;12618;166,03;13439;176,83;200,20;2697,37
ensagri.agriculture.gouv.fr_indexa2assr;indexa2assr;2018;Décembre;01 Dec 2018 - 00:01;31 Dec 2018 - 23:56;37;69;1,86;18003;260,91;18642;270,17;214,56;3184,22
ensagri.agriculture.gouv.fr_indexa2ccf;indexa2ccf;2018;Décembre;01 Dec 2018 - 00:04;31 Dec 2018 - 23:57;77;116;1,51;15162;130,71;15933;137,35;197,36;1742,20
ensagri.agriculture.gouv.fr_indexa2delib;indexa2delib;2018;Décembre;03 Dec 2018 - 04:09;21 Dec 2018 - 12:01;12;33;2,75;12317;373,24;13004;394,06;36,18;1122,70
ensagri.agriculture.gouv.fr_indexa2inscription;indexa2inscription;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:57;436;2093;4,80;930774;444,71;979439;467,96;1990,40;973,80
ensagri.agriculture.gouv.fr_indexa2jury;indexa2jury;2018;Décembre;05 Dec 2018 - 10:01;18 Dec 2018 - 11:15;3;3;1,00;155;51,67;170;56,67;1,75;597,33
ensagri.agriculture.gouv.fr_indexa2resultat;indexa2resultat;2018;Décembre;01 Dec 2018 - 00:01;31 Dec 2018 - 23:58;156;234;1,50;104515;446,65;109314;467,15;668,25;2924,29
ensagri.agriculture.gouv.fr_indexa2term;indexa2term;2018;Décembre;01 Dec 2018 - 00:03;31 Dec 2018 - 23:59;5;36;7,20;9125;253,47;9306;258,50;161,64;4597,89
ensagri.agriculture.gouv.fr_indexa2uc;indexa2uc;2018;Décembre;01 Dec 2018 - 00:02;31 Dec 2018 - 23:55;479;2392;4,99;179253;74,94;608036;254,20;5721,41;2449,30
ensagri.agriculture.gouv.fr_iris;iris;2018;Décembre;01 Dec 2018 - 00:41;31 Dec 2018 - 16:22;132;281;2,13;13989;49,78;30251;107,65;511,64;1864,48
ensagri.agriculture.gouv.fr_phoenix-admin;phoenix-admin;2018;Décembre;03 Dec 2018 - 14:05;21 Dec 2018 - 14:48;8;25;3,12;1334;53,36;1566;62,64;8,70;356,24
ensagri.agriculture.gouv.fr_phoenix-dotation;phoenix-dotation;2018;Décembre;01 Dec 2018 - 10:17;31 Dec 2018 - 16:20;312;1113;3,57;293479;263,68;317883;285,61;1448,29;1332,47
ensagri.agriculture.gouv.fr_portailexamen;portailexamen;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;732;3430;4,69;736256;214,65;752579;219,41;1626,45;485,57
ensagri.agriculture.gouv.fr_portalis;portalis;2018;Décembre;01 Dec 2018 - 10:43;31 Dec 2018 - 23:24;577;1303;2,26;238054;182,70;245323;188,28;459,91;361,43
ensagri.agriculture.gouv.fr_refea;refea;2018;Décembre;NA;28 Dec 2018 - 16:08;161;283;1,76;67372;238,06;76492;270,29;534,10;1932,58
ensagri.agriculture.gouv.fr_sna;sna;2018;Décembre;NA;21 Dec 2018 - 14:02;3;4;1,33;387;96,75;1123;280,75;20,94;5361,25
ensagri.agriculture.gouv.fr_ti-etab;ti-etab;2018;Décembre;NA;21 Dec 2018 - 08:27;7;7;1,00;364;52,00;409;58,43;2,69;392,86
ensagri.agriculture.gouv.fr_tr-etab;tr-etab;2018;Décembre;03 Dec 2018 - 09:16;20 Dec 2018 - 09:38;11;11;1,00;897;81,55;969;88,09;5,34;496,82
ensagri.agriculture.gouv.fr_tr-usagers;tr-usagers;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ensagri.national.agri;;2018;Décembre;NA;30 Dec 2018 - 16:48;141;665;4,72;48767;73,33;85799;129,02;963,87;1484,22
ensagri.national.agri_aeea;aeea;2018;Décembre;03 Dec 2018 - 09:07;29 Dec 2018 - 18:13;59;190;3,22;1577;8,30;9506;50,03;53,24;286,95
ensagri.national.agri_arpent-api-sinex;arpent-api-sinex;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ensagri.national.agri_arpent-examen;arpent-examen;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ensagri.national.agri_indexa2parametrage;indexa2parametrage;2018;Décembre;03 Dec 2018 - 08:09;26 Dec 2018 - 10:54;42;138;3,29;25279;183,18;28197;204,33;92,91;689,45
foret.agriculture.gouv.fr;;2018;Décembre;NA;28 Dec 2018 - 15:30;42;257;6,12;15709;61,12;42488;165,32;492,23;1961,28
foret.national.agri;;2018;Décembre;03 Dec 2018 - 08:04;28 Dec 2018 - 17:14;47;174;3,70;122316;702,97;135603;779,33;428,00;2518,83
foret.national.agri_sylvanat;sylvanat;2018;Décembre;03 Dec 2018 - 08:04;28 Dec 2018 - 17:14;20;85;4,25;96113;1130,74;103992;1223,44;286,86;3455,85
formation.alim.national.agri;;2018;Décembre;03 Dec 2018 - 08:45;31 Dec 2018 - 17:18;185;556;3,01;464732;835,85;504799;907,91;878,91;1618,72
formation.alim.national.agri_sial-habilitations-autoform;sial-habilitations-autoform;2018;Décembre;03 Dec 2018 - 16:24;27 Dec 2018 - 16:09;23;30;1,30;37741;1258,03;38726;1290,87;42,38;1446,73
formation.alim.national.agri_sial-habilitations-stagiaire;sial-habilitations-stagiaire;2018;Décembre;04 Dec 2018 - 08:18;27 Dec 2018 - 11:57;7;16;2,29;3166;197,88;3337;208,56;7,10;454,38
formation.alim.national.agri_sial-inspections-autoform;sial-inspections-autoform;2018;Décembre;03 Dec 2018 - 09:29;27 Dec 2018 - 16:34;40;94;2,35;35902;381,94;38926;414,11;68,58;747,10
formation.alim.national.agri_sial-inspections-stagiaire;sial-inspections-stagiaire;2018;Décembre;03 Dec 2018 - 16:24;27 Dec 2018 - 16:09;23;30;1,30;37741;1258,03;38726;1290,87;42,38;1446,73
formation.alim.national.agri_sial-methodes-autoform;sial-methodes-autoform;2018;Décembre;03 Dec 2018 - 14:42;27 Dec 2018 - 11:01;11;17;1,55;26714;1571,41;26904;1582,59;21,86;1316,53
formation.alim.national.agri_sial-methodes-stagiaire;sial-methodes-stagiaire;2018;Décembre;04 Dec 2018 - 08:18;27 Dec 2018 - 11:58;4;12;3,00;1104;92,00;1219;101,58;4,30;366,50
formation.alim.national.agri_sial-nomenclatures-autoform;sial-nomenclatures-autoform;2018;Décembre;03 Dec 2018 - 15:57;27 Dec 2018 - 10:59;10;20;2,00;3451;172,55;3712;185,60;6,34;324,80
formation.alim.national.agri_sial-nomenclatures-stagiaire;sial-nomenclatures-stagiaire;2018;Décembre;04 Dec 2018 - 08:18;27 Dec 2018 - 11:59;3;12;4,00;488;40,67;558;46,50;3,09;263,83
formation.alim.national.agri_sial-si2a-autoform;sial-si2a-autoform;2018;Décembre;03 Dec 2018 - 11:59;28 Dec 2018 - 17:00;24;114;4,75;59020;517,72;65375;573,46;107,59;966,39
formation.alim.national.agri_sial-si2a-stagiaire;sial-si2a-stagiaire;2018;Décembre;NA;27 Dec 2018 - 11:59;8;19;2,38;1290;67,89;1423;74,89;5,90;317,79
formation.alim.national.agri_sial-usagers-autoform;sial-usagers-autoform;2018;Décembre;03 Dec 2018 - 09:35;28 Dec 2018 - 16:05;57;129;2,26;44351;343,81;48127;373,08;94,76;752,20
formation.alim.national.agri_sial-usagers-stagiaire;sial-usagers-stagiaire;2018;Décembre;NA;27 Dec 2018 - 12:00;16;33;2,06;8060;244,24;9269;280,88;28,22;875,70
forums.agricoll.agriculture.gouv.fr;;2018;Décembre;NA;30 Dec 2018 - 20:07;161;327;2,03;2975;9,10;4909;15,01;46,33;145,07
forums.agricoll.national.agri;;2018;Décembre;03 Dec 2018 - 08:22;31 Dec 2018 - 11:22;96;184;1,92;1484;8,07;2249;12,22;19,74;109,89
ftp.agriculture.ader.gouv.fr;;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ftp.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;64;125;1,95;89697;717,58;89923;719,38;2758,57;22598,22
ftp.national.agri;;2018;Décembre;NA;28 Dec 2018 - 11:23;25;31;1,24;48;1,55;11514;371,42;12726,79;420394,68
ged.agriculture;;2018;Décembre;03 Dec 2018 - 08:04;31 Dec 2018 - 11:27;171;574;3,36;24974;43,51;80040;139,44;3754,01;6697,05
ged.agriculture.ader.gouv.fr;;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ged.agriculture.ader.gouv.fr_gednet;gednet;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ged.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 10:02;31 Dec 2018 - 14:57;207;415;2,00;20390;49,13;53147;128,07;2034,64;5020,41
ged.agriculture.gouv.fr_gednet;gednet;2018;Décembre;01 Dec 2018 - 10:02;31 Dec 2018 - 14:57;206;414;2,01;20389;49,25;53146;128,37;2034,64;5032,54
ged.agriculture_gedsi;gedsi;2018;Décembre;03 Dec 2018 - 08:04;31 Dec 2018 - 11:27;171;574;3,36;24974;43,51;80040;139,44;3754,01;6697,05
ged.national.agri;;2018;Décembre;01 Dec 2018 - 05:03;31 Dec 2018 - 16:35;1139;6646;5,83;225825;33,98;755890;113,74;23483,38;3618,26
ged.national.agri_gedcourrier;gedcourrier;2018;Décembre;03 Dec 2018 - 04:02;31 Dec 2018 - 15:01;94;431;4,59;16642;38,61;50050;116,13;307,44;730,43
ged.national.agri_gednet;gednet;2018;Décembre;03 Dec 2018 - 09:23;28 Dec 2018 - 16:36;96;190;1,98;5324;28,02;10192;53,64;668,04;3600,38
ged.national.agri_gedsi;gedsi;2018;Décembre;01 Dec 2018 - 05:03;31 Dec 2018 - 16:35;994;5784;5,82;203479;35,18;695268;120,21;22507,90;3984,80
geo.national.agri;;2018;Décembre;03 Dec 2018 - 07:41;31 Dec 2018 - 17:29;40;371;9,28;234434;631,90;234720;632,67;1509,70;4166,92
geo.national.agri_geo-ide-base-doc;geo-ide-base-doc;2018;Décembre;03 Dec 2018 - 10:17;12 Dec 2018 - 18:01;1;3;3,00;52;17,33;338;112,67;10,97;3744,00
gestion.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 18:22;31 Dec 2018 - 16:56;513;1842;3,59;568667;308,72;660177;358,40;6349,38;3529,73
gestion.agriculture.gouv.fr_darwin;darwin;2018;Décembre;02 Dec 2018 - 12:46;28 Dec 2018 - 11:30;73;297;4,07;36515;122,95;68992;232,30;1084,37;3738,72
gestion.agriculture.gouv.fr_decouverte-mobile;decouverte-mobile;2018;Décembre;05 Dec 2018 - 14:00;27 Dec 2018 - 09:57;7;15;2,14;1667;111,13;1764;117,60;6,14;418,87
gestion.agriculture.gouv.fr_elecprorh;elecprorh;2018;Décembre;03 Dec 2018 - 10:15;28 Dec 2018 - 09:21;352;719;2,04;268913;374,01;297719;414,07;2228,77;3174,22
gestion.national.agri;;2018;Décembre;01 Dec 2018 - 10:14;31 Dec 2018 - 23:59;468;3544;7,57;1889175;533,06;2323552;655,63;20593,20;5950,18
gestion.national.agri_decouverte;decouverte;2018;Décembre;03 Dec 2018 - 08:09;31 Dec 2018 - 16:49;194;2055;10,59;184120;89,60;494937;240,85;12092,91;6025,86
gestion.national.agri_escale;escale;2018;Décembre;03 Dec 2018 - 06:00;27 Dec 2018 - 16:41;30;137;4,57;4408;32,18;24005;175,22;96,35;720,14
gestion.national.agri_themis;themis;2018;Décembre;03 Dec 2018 - 09:18;31 Dec 2018 - 15:19;11;96;8,73;10929;113,84;16072;167,42;221,37;2361,32
