Maisons des Associations;Date ;Heure de début;Heure de fin;Activité;Type de réservation;Associations
GARIBALDI;18/09/2018;09H00;12H00;SOCIAL;PERMANENCE;AAVAA - ASSOCIATION D'ASSISTANCE AUX VICTIMES D'ACCIDENTS ET D'AGRESSIONS
GARIBALDI;18/09/2018;09H00;11H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION TOURISTIQUE SPORTIVE CULTURELLE DES ADMINISTRATIONS FINANCIERES
GARIBALDI;18/09/2018;10H00;12H00;ACTIVITE BIEN ETRE;COURS;L'ESPACE DES POSSIBLES
GARIBALDI;18/09/2018;13H00;14H00;DANSE ;ATELIER;TIGERACT AND CO
GARIBALDI;18/09/2018;14H00;17H00;SANTE;REUNION;GROUPEMENT DE PARKINSONIENS DES ALPES-MARITIMES ET PACA - GPAM PACA
GARIBALDI;18/09/2018;14H00;17H00;THEATRE;COURS;SCENE OUVERTE COMPAGNIE
GARIBALDI;18/09/2018;14H00;17H00;THEATRE;COURS;SCENE OUVERTE COMPAGNIE
GARIBALDI;18/09/2018;14H00;17H00;SANTE;REUNION;GROUPEMENT DE PARKINSONIENS DES ALPES-MARITIMES ET PACA - GPAM PACA
GARIBALDI;18/09/2018;15H00;18H00;ACTIVITE BIEN ETRE;COURS;LES ATELIERS DU SUD
GARIBALDI;18/09/2018;18H00;21H00;ECONOMIE;REUNION;LES AMIS DE NICE COOP
GARIBALDI;18/09/2018;18H00;19H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE CORVESY GV CORVESY
GARIBALDI;18/09/2018;19H00;21H00;ECONOMIE;REUNION;LES AMIS DE NICE COOP
GARIBALDI;18/09/2018;19H00;21H00;DANSE ;COURS;TIGRE TANGO
GARIBALDI;18/09/2018;19H00;20H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
GARIBALDI;19/09/2018;09H00;13H00;ACTIVITE BIEN ETRE;COURS;L'ESPACE DES POSSIBLES
GARIBALDI;19/09/2018;09H00;18H00;SOCIAL;ATELIER;CHRYSALIDES
GARIBALDI;19/09/2018;10H00;12H00;SANTE;ATELIER;ASSOCIATION HOSPITALIERE SAINTE MARIE
GARIBALDI;19/09/2018;10H00;11H00;CULTURE;ATELIER;BUBULLE
GARIBALDI;19/09/2018;11H00;12H00;SANTE;COURS;ASSOCIATION ANTHROPOSOPHIQUE DE NICE 
GARIBALDI;19/09/2018;13H00;18H00;SOCIAL;ATELIER;CHRYSALIDES
GARIBALDI;19/09/2018;13H00;18H00;SOCIAL;ATELIER;CHRYSALIDES
GARIBALDI;19/09/2018;18H00;20H00;ACTIVITE BIEN ETRE;COURS;LA VOIE ZEN GESTION DU STRESS
GARIBALDI;19/09/2018;18H00;21H00;CITOYENNETE;REUNION;LDH - LIGUE DES DROITS DE L'HOMME
GARIBALDI;19/09/2018;18H00;20H00;CULTURE;COURS;COMMUNAUTE GRECQUE DES ALPES-MARITIMES CGDAM
GARIBALDI;19/09/2018;18H00;20H00;ACTIVITE BIEN ETRE;COURS;L'ESPACE DES POSSIBLES
GARIBALDI;20/09/2018;09H00;11H00;ACTIVITE BIEN ETRE;COURS;QI GONG & SANTE
GARIBALDI;20/09/2018;10H00;13H00;CULTURE;COURS;COMMUNAUTE GRECQUE DES ALPES-MARITIMES CGDAM
GARIBALDI;20/09/2018;10H00;12H00;ACTIVITE BIEN ETRE;COURS;SOPHROLOGIE ET SOI
GARIBALDI;20/09/2018;10H00;12H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
GARIBALDI;20/09/2018;11H00;12H00;ACTIVITE BIEN ETRE;COURS;MANGALAM
GARIBALDI;20/09/2018;12H00;13H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE CORVESY GV CORVESY
GARIBALDI;20/09/2018;13H00;15H00;SOCIAL;REUNION;ASSOCIATION ESPOIR DE VIVRE
GARIBALDI;20/09/2018;14H00;16H00;CULTURE;COURS;COMMUNAUTE GRECQUE DES ALPES-MARITIMES CGDAM
GARIBALDI;20/09/2018;14H00;17H00;CULTURE;REPETITION;ASSOCIATION FRANCE-JAPON - CHAIRE KAWABATA
GARIBALDI;20/09/2018;16H00;17H00;DANSE ;COURS;TIGERACT AND CO
GARIBALDI;20/09/2018;16H00;18H00;ORGANISME PUBLIC;REUNION;CESAN - COMITED'ENTRAIDE SOCIALE, D'ACTIONS CULTURELLES ET DE LOISIRS DE NICE COTE D'AZUR
GARIBALDI;20/09/2018;17H00;18H00;HUMANITAIRE;REUNION;ATDQM - AGIR TOUS POUR LA DIGNITE DU QUART MONDE
GARIBALDI;20/09/2018;18H00;21H00;ECONOMIE;REUNION;LES AMIS DE NICE COOP
GARIBALDI;20/09/2018;18H00;20H00;COURS DE LANGUE;COURS;MANABI
GARIBALDI;20/09/2018;18H00;21H00;CITOYENNETE;PERMANENCE;LDH - LIGUE DES DROITS DE L'HOMME
GARIBALDI;20/09/2018;18H00;21H00;THEATRE;COURS;LE QUADRANT MAGIQUE
GARIBALDI;20/09/2018;18H00;20H00;ACTIVITE BIEN ETRE;COURS;VAYOGA-CULTURE ET YOGA
GARIBALDI;21/09/2018;09H00;16H00;CITOYENNETE;REUNION;FO - FORCE OUVRIERE
GARIBALDI;21/09/2018;10H00;11H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
GARIBALDI;21/09/2018;10H00;14H00;HANDICAP;REUNION;ASSOCIATION ESPOIR DE VIVRE
GARIBALDI;21/09/2018;11H00;13H00;CULTURE;ATELIER;ARJNCA - ASSOCIATION DES RESSORTISSANTS JAPONAIS DE NICE COTE D'AZUR
GARIBALDI;21/09/2018;12H00;14H00;SANTE;COURS;SOS CANCER DU SEIN REGION PACA
GARIBALDI;21/09/2018;14H00;16H00;CULTURE;REUNION;ARJNCA - ASSOCIATION DES RESSORTISSANTS JAPONAIS DE NICE COTE D'AZUR
GARIBALDI;21/09/2018;14H00;15H00;DANSE ;ATELIER;TIGERACT AND CO
GARIBALDI;21/09/2018;15H00;17H00;THEATRE;COURS;SCENE OUVERTE COMPAGNIE
GARIBALDI;21/09/2018;16H00;18H00;CULTURE;COURS;FRANCE ETATS UNIS NICE
GARIBALDI;21/09/2018;18H00;21H00;SANTE;CONFERENCE;ESPACE ETHIQUE AZUREEN
GARIBALDI;21/09/2018;18H00;21H00;ECONOMIE;CONFERENCE;LES AMIS DE NICE COOP
GARIBALDI;21/09/2018;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
GARIBALDI;21/09/2018;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
GARIBALDI;21/09/2018;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
GARIBALDI;22/09/2018;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
GARIBALDI;22/09/2018;10H00;13H00;THEATRE;COURS;LE QUADRANT MAGIQUE
GARIBALDI;22/09/2018;10H00;13H00;SANTE;REUNION;RAISONNANCE
GARIBALDI;22/09/2018;11H00;13H00;ACTIVITE BIEN ETRE;COURS;SHANTI-YOGA
GARIBALDI;22/09/2018;14H00;20H00;CULTURE;CONFERENCE;CEPPI - CENTRE D'ETUDES PARAPSYCHOLOGIQUES ET DES PHENOMENES INEXPLIQUES
GARIBALDI;22/09/2018;14H00;18H00;CINEMA;ATELIER;CSF - CINEMA SANS FRONTIERES
GARIBALDI;22/09/2018;14H00;18H00;SANTE;REUNION;RAISONNANCE
GARIBALDI;22/09/2018;14H00;17H00;DANSE ;COURS;TIGRE TANGO
GARIBALDI;22/09/2018;15H00;18H00;SPECTACLE VIVANT;ANIMATION;LA FABRIQUE DES MIRAGES
LA LUNA;17/09/2018;10H00;12H00;PROXIMITE;COURS;ASSOCIATION MEDIATION CITE
LA LUNA;17/09/2018;14H00;17H00;LOISIRS;ANIMATION;PROMO LOISIRS
LA LUNA;17/09/2018;14H00;17H00;MUSIQUE;PERMANENCE;ORCHESTRE SYMPHONIQUE EUROPEEN MUSICA E PACE
LA LUNA;17/09/2018;16H00;17H00;ACTIVITE BIEN ETRE;COURS;OLEA PADMA
LA LUNA;18/09/2018;10H00;11H00;ACTIVITE BIEN ETRE;COURS;GYM ET BIEN ETRE
LA LUNA;18/09/2018;11H00;13H00;ACTIVITE BIEN ETRE;COURS;EVEIL MASALA
LA LUNA;18/09/2018;14H00;17H00;CHANT;COURS;SENSATIONS
LA LUNA;18/09/2018;18H00;20H00;DANSE ;COURS;1000 AURAS DANSENT
LA LUNA;18/09/2018;18H00;20H00;ACTIVITE BIEN ETRE;COURS;YOGA ESSENCE
LA LUNA;18/09/2018;19H00;20H00;ACTIVITE BIEN ETRE;COURS;DE L'ETOILE O SAMA
LA LUNA;19/09/2018;10H00;12H00;PROXIMITE;COURS;ASSOCIATION MEDIATION CITE
LA LUNA;19/09/2018;14H00;16H00;ACTIVITE BIEN ETRE;ATELIER;L'EVEIL DU COEUR
LA LUNA;19/09/2018;14H00;18H00;LOISIRS;ANIMATION;PROMO LOISIRS
LA LUNA;19/09/2018;14H00;18H00;LOISIRS;ANIMATION;PROMO LOISIRS
LA LUNA;19/09/2018;17H00;18H00;ACTIVITE BIEN ETRE;COURS;OLEA PADMA
LA LUNA;19/09/2018;18H00;19H00;ACTIVITE BIEN ETRE;COURS;L'EVEIL DU COEUR
LA LUNA;19/09/2018;18H00;20H00;ACTIVITE BIEN ETRE;COURS;OLEA PADMA
LA LUNA;20/09/2018;09H00;11H00;DANSE ;COURS;1000 AURAS DANSENT
LA LUNA;20/09/2018;10H00;12H00;ACTIVITE BIEN ETRE;COURS;L'ESPACE DES POSSIBLES
LA LUNA;20/09/2018;10H00;11H00;ACTIVITE BIEN ETRE;COURS;GYM ET BIEN ETRE
LA LUNA;20/09/2018;11H00;13H00;ACTIVITE BIEN ETRE;CONFERENCE;SESAME
LA LUNA;20/09/2018;14H00;16H00;SOCIAL;PERMANENCE;ASSOCIATION APOGE
LA LUNA;20/09/2018;17H00;19H00;ACTIVITE BIEN ETRE;COURS;L'EVEIL DU COEUR
LA LUNA;20/09/2018;18H00;20H00;DANSE ;COURS;1000 AURAS DANSENT
LA LUNA;20/09/2018;18H00;19H00;ACTIVITE BIEN ETRE;COURS;YOGADOR
LA LUNA;20/09/2018;19H00;20H00;ACTIVITE BIEN ETRE;COURS;YOGA ESSENCE
LA LUNA;21/09/2018;09H00;17H00;PROXIMITE;FORMATION;AMI - ALTERNATIVE DE MEDIATEURS INDEPENDANTS
LA LUNA;21/09/2018;10H00;11H00;ACTIVITE BIEN ETRE;COURS;OLEA PADMA
LA LUNA;22/09/2018;10H00;12H00;COURS DE LANGUE;COURS;PLANETE ASIE 
LA LUNA;22/09/2018;14H00;18H00;ACTIVITE BIEN ETRE;ATELIER;SESAME
LA LUNA;22/09/2018;14H00;17H00;CULTURE;COURS;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
LA LUNA;22/09/2018;15H00;17H00;CULTURE;ATELIER;ASSOCIATION FRANCO RUSSE NATHALIE
LA LUNA;22/09/2018;17H00;18H00;SPECTACLE VIVANT;ATELIER;VAGUES DE SOLEILS
LIBERATION;22/09/2018;10H00;12H00;ECONOMIE;REUNION;LES AMIS DE NICE COOP
NICE-CENTRE;17/09/2018;09H00;11H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;18/09/2018;09H00;14H00;ORGANISME PUBLIC;REUNION;SVA SERVICE DE LA VIE ASSOCIATIVE
NICE-CENTRE;18/09/2018;10H00;11H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
NICE-CENTRE;18/09/2018;16H00;17H00;HANDICAP;COURS;SESSAD LES NOISETIERS
NICE-CENTRE;18/09/2018;17H00;18H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;18/09/2018;18H00;20H00;CULTURE;COURS;ART PLUME 7
NICE-CENTRE;18/09/2018;18H00;20H00;CULTURE;REUNION;CERCLE DES ECRIVAINS
NICE-CENTRE;18/09/2018;18H00;19H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;19/09/2018;09H00;12H00;SOCIAL;PERMANENCE;ABI 06 - ASSOCIATION AU BENEFICE DE L'INSERTION
NICE-CENTRE;19/09/2018;09H00;14H00;SOCIAL;COURS;CHRYSALIDES
NICE-CENTRE;19/09/2018;10H00;12H00;CULTURE;ATELIER;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-CENTRE;19/09/2018;12H00;14H00;HANDICAP;COURS;SESSAD LES NOISETIERS
NICE-CENTRE;19/09/2018;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;19/09/2018;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;19/09/2018;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;19/09/2018;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;19/09/2018;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;19/09/2018;18H00;20H00;SANTE;REUNION;OA - OUTRE-MANGEURS ANONYMES
NICE-CENTRE;19/09/2018;18H00;20H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-CENTRE;20/09/2018;09H00;12H00;ENSEIGNEMENT;REUNION;ECTI - ECHANGES ET CONSULTATIONS PROFESSIONNELS SENIORS BENEVOLES
NICE-CENTRE;20/09/2018;17H00;18H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;20/09/2018;17H00;20H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-CENTRE;20/09/2018;18H00;19H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;20/09/2018;18H00;19H00;PATRIMOINE;COURS;ACADEMIA NISSARDA
NICE-CENTRE;20/09/2018;18H00;19H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-CENTRE;21/09/2018;10H00;12H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-CENTRE;21/09/2018;14H00;17H00;COURS DE LANGUE;REUNION;FRANCE GRANDE BRETAGNE
NICE-CENTRE;22/09/2018;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;22/09/2018;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;22/09/2018;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;22/09/2018;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;22/09/2018;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;22/09/2018;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;22/09/2018;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;22/09/2018;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;22/09/2018;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;22/09/2018;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-EST SAINT ROCH;17/09/2018;09H00;12H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;17/09/2018;09H00;10H00;ACTIVITE BIEN ETRE;COURS;FORCE SANTE BIEN ETRE EN YOGA A NICE 
NICE-EST SAINT ROCH;17/09/2018;14H00;17H00;SPORT;REUNION;ASSOCIATION SPORTIVE CULTURELLE ET HUMANITAIRE EXPLOITS SANS FRONTIERE
NICE-EST SAINT ROCH;17/09/2018;15H00;17H00;HANDICAP;COURS;SIGNES
NICE-EST SAINT ROCH;17/09/2018;15H00;18H00;COMMUNICATION;REUNION;LES MOTS A LA BOUCHE
NICE-EST SAINT ROCH;17/09/2018;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;17/09/2018;17H00;21H00;SPECTACLE VIVANT;COURS;CORPS & GRAPHIK
NICE-EST SAINT ROCH;17/09/2018;17H00;18H00;DANSE ;COURS;MOUVANCES
NICE-EST SAINT ROCH;17/09/2018;18H00;19H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE LA PASSERELLE
NICE-EST SAINT ROCH;17/09/2018;18H00;20H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO JAPONAIS
NICE-EST SAINT ROCH;17/09/2018;18H00;21H00;CULTURE;ATELIER;CEPPI - CENTRE D'ETUDES PARAPSYCHOLOGIQUES ET DES PHENOMENES INEXPLIQUES
NICE-EST SAINT ROCH;17/09/2018;18H00;20H00;COURS DE LANGUE;COURS;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-EST SAINT ROCH;17/09/2018;18H00;20H00;ACTIVITE BIEN ETRE;COURS;SOPHROLOGIE ET SOI
NICE-EST SAINT ROCH;17/09/2018;19H00;20H00;ACTIVITE BIEN ETRE;COURS;MANGALAM
NICE-EST SAINT ROCH;17/09/2018;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;17/09/2018;19H00;21H00;CULTURE;COURS;ART PLUME 7
NICE-EST SAINT ROCH;17/09/2018;19H00;21H00;COMMUNICATION;COURS;LUNDI CLINIQUE
NICE-EST SAINT ROCH;17/09/2018;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;17/09/2018;19H00;20H00;ACTIVITE BIEN ETRE;COURS;FORCE SANTE BIEN ETRE EN YOGA A NICE 
NICE-EST SAINT ROCH;18/09/2018;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;18/09/2018;09H00;10H00;SPORT;COURS;CREACTIVE 06
NICE-EST SAINT ROCH;18/09/2018;09H00;12H00;EMPLOI;PERMANENCE;APPASCAM ASS. PROMOTION ET PROFESSIONALISATION DE L'ANIMATION SPORTIVE ET CULTURELLE DANS LES A.M.
NICE-EST SAINT ROCH;18/09/2018;09H00;12H00;EMPLOI;COURS;AXPERIENCE
NICE-EST SAINT ROCH;18/09/2018;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;18/09/2018;14H00;16H00;ENSEIGNEMENT;COURS;CODES 06 - COMITE DEPARTEMENTAL D'EDUCATION POUR LA SANTE
NICE-EST SAINT ROCH;18/09/2018;14H00;17H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;18/09/2018;14H00;17H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;18/09/2018;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;18/09/2018;17H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;18/09/2018;17H00;20H00;SPECTACLE VIVANT;COURS;LA RAPPORTEUSE
NICE-EST SAINT ROCH;18/09/2018;18H00;20H00;ACTIVITE BIEN ETRE;COURS;LA VOIE ZEN GESTION DU STRESS
NICE-EST SAINT ROCH;18/09/2018;18H00;21H00;CHANT;COURS;AZURUS
NICE-EST SAINT ROCH;18/09/2018;18H00;19H00;SPORT;COURS;CREACTIVE 06
NICE-EST SAINT ROCH;18/09/2018;18H00;20H00;SOCIAL;COURS;PAROLE PROJETS ACTIONS RESSOURCES ORIENTES VERS LA LUTTE CONTRE LES EXCLUSIONS
NICE-EST SAINT ROCH;18/09/2018;18H00;19H00;CULTURE;PERMANENCE;NUX VOMICA
NICE-EST SAINT ROCH;18/09/2018;19H00;20H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;18/09/2018;20H00;21H00;CULTURE;COURS;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-EST SAINT ROCH;19/09/2018;10H00;12H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;19/09/2018;10H00;12H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;19/09/2018;11H00;12H00;LOISIRS;COURS;BRIN D'SOLEIL
NICE-EST SAINT ROCH;19/09/2018;12H00;19H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;19/09/2018;14H00;18H00;LOISIRS;COURS;LE CLAN DES BOULEGANS
NICE-EST SAINT ROCH;19/09/2018;14H00;16H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;19/09/2018;14H00;16H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;19/09/2018;14H00;16H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;19/09/2018;14H00;16H00;LOISIRS;COURS;CLUB DES CHIFFRES ET DES LETTRES DE NICE
NICE-EST SAINT ROCH;19/09/2018;14H00;16H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;19/09/2018;14H00;17H00;SENIORS;ATELIER;POIVRE ET SEL
NICE-EST SAINT ROCH;19/09/2018;14H00;16H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;19/09/2018;14H00;16H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;19/09/2018;14H00;17H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;19/09/2018;14H00;16H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;19/09/2018;15H00;16H00;COURS DE LANGUE;COURS;ANLV - ACADEMIE NICOISE DES LANGUES VIVANTES
NICE-EST SAINT ROCH;19/09/2018;16H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;19/09/2018;16H00;19H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;19/09/2018;16H00;18H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;19/09/2018;16H00;19H00;PROXIMITE;REUNION;SEL NICE AZUR PROVENCE
NICE-EST SAINT ROCH;19/09/2018;17H00;18H00;ACTIVITE BIEN ETRE;COURS;FORCE SANTE BIEN ETRE EN YOGA A NICE 
NICE-EST SAINT ROCH;19/09/2018;17H00;19H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;19/09/2018;18H00;19H00;MUSIQUE;COURS;NHA MITA PEREIRA
NICE-EST SAINT ROCH;19/09/2018;18H00;20H00;PATRIMOINE;COURS;INSTITUT D'ETUDES OCCITANES - IEO06
NICE-EST SAINT ROCH;19/09/2018;18H00;20H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO JAPONAIS
NICE-EST SAINT ROCH;19/09/2018;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;19/09/2018;19H00;21H00;CULTURE;COURS;ART PLUME 7
NICE-EST SAINT ROCH;19/09/2018;19H00;21H00;DANSE ;COURS;ANCA - AMERICAN NEW COUNTRY ATTITUDE
