FID,ID,CODE_06,CODE_12,CHANGE,AREA_HA,LIBCODE12,GlobalID,SHAPE_Length,SHAPE_Area
341,FR-6316,211,324,211-324,14.5961203847,Terres arables hors périmètres d'irrigation,{2CC4F184-871A-4225-88D7-1EEBC9256A03},1617.91569132337,145961.217410517
342,FR-21653,312,324,312-324,5.19782183662,Forêts de conifères,{86739299-EF50-41D6-8C56-ADD7C3EDBA1B},890.794390688788,51978.2189895707
343,FR-24791,324,311,324-311,27.0962541426,Forêt et végétation arbustive en mutation,{0AE8A2E6-2198-440A-90B3-79B6DF67D531},2453.67824868538,270962.52258084
344,FR-14207,311,324,311-324,5.86469932305,Forêts de feuillus,{C41052A0-9932-4E0B-B5CF-B416E5519B8D},969.715743469543,58646.9851668504
345,FR-21648,312,324,312-324,5.50730910073,Forêts de conifères,{1971EF95-5D0C-4073-8F87-2FECC5097147},1049.21061456072,55073.0910749726
346,FR-14199,311,324,311-324,7.02452610954,Forêts de feuillus,{02BD9B51-F9AD-4D1F-A67A-C21C162FAAF9},1142.84238361673,70245.2610957304
347,FR-8870,231,324,231-324,19.6668518536,Prairies et autres surfaces toujours en herbe à usage agricole,{460F3C6F-947E-4526-9EF8-67B76FF58370},1913.75630283428,196668.492215311
348,FR-21644,312,324,312-324,8.15104593659,Forêts de conifères,{25381D94-F888-4AF0-B304-A969F87F13A7},1293.78577359001,81510.4593666163
349,FR-14195,311,324,311-324,12.7985308364,Forêts de feuillus,{F63D6F62-2E40-47B3-9457-FBF309243CCA},1528.42002348021,127985.315036452
350,FR-14187,311,324,311-324,16.6520135179,Forêts de feuillus,{2C5D7FD6-4F0F-48CB-8C48-D4A6FCE0B0F8},2512.864473384,166520.135178894
351,FR-24777,324,311,324-311,25.0858095883,Forêt et végétation arbustive en mutation,{7014ECAB-4AC5-4EE1-8FE0-79707E1E16CD},2517.07073932429,250858.123622808
352,FR-24775,324,311,324-311,45.8582377914,Forêt et végétation arbustive en mutation,{0CC500F7-0ACD-425A-9AAC-B52AA6C2C652},3677.23034505854,458582.351358536
353,FR-21630,312,324,312-324,17.9360083651,Forêts de conifères,{2ED20C37-8DA2-40B4-B044-154BB0BEA543},1865.66913137008,179360.078481894
354,FR-21628,312,324,312-324,10.6336259382,Forêts de conifères,{A5B522F9-0D40-4A6B-BCD6-0E49478D2CD8},1376.85904201034,106336.259381168
355,FR-8369,231,211,231-211,11.9084056296,Prairies et autres surfaces toujours en herbe à usage agricole,{9E0BAE40-1BAA-49B8-AE95-87153F4A3218},1686.87189680391,119084.052270207
356,FR-23323,313,324,313-324,25.4298280343,Forêts mélangées,{A7DB5AD1-5A94-4C47-BD50-DCAE30CDE5B3},2358.18981631854,254298.294146379
357,FR-23321,313,324,313-324,7.91496967938,Forêts mélangées,{F79D5581-B5EA-4FEF-9CF6-BCB2980C1E59},1138.27981854768,79149.6967943529
358,FR-14161,311,324,311-324,11.9461026237,Forêts de feuillus,{3C956FB5-BD9A-49C5-9D5B-B8338D8A3E28},1472.07071504363,119461.019414723
359,FR-14156,311,324,311-324,9.6400228336,Forêts de feuillus,{E35D9DD5-9E16-429E-9254-C8953BEB878D},1294.41819456675,96400.2283370373
360,FR-30150,324,313,324-313,11.3269088882,Forêt et végétation arbustive en mutation,{823D1BAA-2526-47DA-9950-98346C788CBA},1439.90637565386,113269.105527734
361,FR-3192,211,112,211-112,5.10802141057,Terres arables hors périmètres d'irrigation,{550E4FC2-9A85-474D-86C9-1BE489258BD2},907.436912819029,51080.2170376234
362,FR-24758,324,311,324-311,48.5120475058,Forêt et végétation arbustive en mutation,{163017B8-0E06-41A1-934F-6CCC61ABAAE0},4749.62163656857,485120.457730762
363,FR-11762,311,131,311-131,9.15376466043,Forêts de feuillus,{57E1B778-CB54-4CB6-A61E-1E615465BE15},1217.60536908113,91537.6484234116
364,FR-14126,311,324,311-324,12.1545514372,Forêts de feuillus,{0424F4BB-FD8F-4251-BFC5-2CC505487B41},1398.61675683653,121545.514373389
365,FR-8367,231,211,231-211,8.28867250594,Prairies et autres surfaces toujours en herbe à usage agricole,{F1D7DC2A-B047-44EA-8919-17FB0A04137C},1267.30999288333,82886.7229540015
366,FR-624,131,324,131-324,25.5975621147,Extraction de matériaux,{131EA93B-0BE1-4FBF-A772-87DDC8E1E7A8},2078.91253705659,255975.620767057
367,FR-14059,311,324,311-324,5.90664025505,Forêts de feuillus,{BC10E78B-0684-49FC-857E-11D36A662570},979.614366338752,59066.4025497539
368,FR-31100,331,324,331-324,38.449949083,"Plages, dunes et sable",{423D5C6E-C10C-4582-AA82-672FE64E778D},2956.94716345181,384499.503742755
369,FR-4974,211,131,211-131,21.2663139579,Terres arables hors périmètres d'irrigation,{C175AD77-3AF5-4906-9AA9-94E43B054971},2397.34020323381,212663.138554516
