STATION_NOM,POLLUANT_NOM,DATE_MESURE,MESURE_H01,MESURE_H02,MESURE_H03,MESURE_H04,MESURE_H05,MESURE_H06,MESURE_H07,MESURE_H08,MESURE_H09,MESURE_H10,MESURE_H11,MESURE_H12,MESURE_H13,MESURE_H14,MESURE_H15,MESURE_H16,MESURE_H17,MESURE_H18,MESURE_H19,MESURE_H20,MESURE_H21,MESURE_H22,MESURE_H23,MESURE_H24,MES_H_MINI,MES_H_MAXI,MOYENNE_JOUR
Ambès1,NO,2015-01-02,1,1,1,1,1,1,2,2,3,5,5,5,4,5,4,5,4,4,4,4,3,3,2,3,1,5,3
Ambès1,NO,2015-01-03,3,3,2,2,2,3,5,4,5,10,14,15,5,1,1,2,2,1,1,1,0,0,0,1,0,15,3
Ambès1,NO,2015-01-04,1,0,1,1,0,1,1,1,1,2,3,3,1,1,5,3,2,2,1,2,2,2,1,1,0,5,2
Ambès1,NO,2015-01-05,2,4,2,2,3,4,7,2,3,5,5,6,5,4,3,3,3,2,2,1,1,1,1,1,1,7,3
Ambès1,NO,2015-01-06,1,1,1,1,1,3,4,10,7,9,12,9,7,6,6,8,5,7,7,6,4,4,3,2,1,12,5
Ambès1,NO,2015-01-07,2,1,1,1,2,4,8,10,15,16,17,16,11,8,7,5,5,26,29,26,32,34,16,7,1,34,12
Ambès1,NO,2015-01-08,6,8,5,3,2,6,11,14,23,28,39,54,29,23,2,3,2,2,1,1,1,2,1,2,1,54,11
Ambès1,NO,2015-01-09,2,1,1,1,2,4,1,3,3,2,2,2,2,3,2,3,2,2,1,1,1,1,0,1,0,4,2
Ambès1,NO,2015-01-10,0,0,1,1,0,0,1,1,1,4,2,2,1,1,2,1,1,2,1,1,1,0,0,1,0,4,1
Ambès1,NO,2015-01-11,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,9,6,8,6,24,30,8,0,30,4
Ambès1,NO,2015-01-12,4,3,2,2,2,2,7,10,7,8,7,11,10,12,10,9,5,5,3,5,8,3,4,2,2,12,6
Ambès1,NO,2015-01-13,2,2,1,2,2,5,9,12,20,15,20,2,2,1,1,2,3,2,2,1,1,0,0,0,0,20,4
Ambès1,NO,2015-01-14,0,0,1,1,1,1,1,2,3,2,4,2,2,2,1,1,1,1,2,7,1,1,1,1,0,7,2
Ambès1,NO,2015-01-15,1,1,1,1,1,2,3,3,5,4,4,5,7,9,8,3,12,4,2,2,2,4,2,0,0,12,4
Ambès1,NO,2015-01-16,0,0,1,1,1,5,3,3,10,17,14,2,2,3,3,3,2,2,2,2,1,0,1,1,0,17,3
Ambès1,NO,2015-01-17,1,2,1,1,1,1,1,2,3,3,2,4,3,2,1,1,1,2,3,2,2,1,1,1,1,4,2
Ambès1,NO,2015-01-18,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1
Ambès1,NO,2015-01-19,1,1,1,1,1,1,2,1,2,5,3,3,3,2,2,3,4,2,2,1,1,1,1,1,1,5,2
Ambès1,NO,2015-01-20,1,1,2,3,2,4,10,12,51,48,35,23,3,2,2,2,2,3,3,3,5,5,3,3,1,51,10
Ambès1,NO,2015-01-21,3,2,2,2,1,2,3,5,7,7,6,4,3,2,2,2,1,2,2,2,2,2,1,1,1,7,3
Ambès1,NO,2015-01-22,0,1,1,0,1,1,5,4,3,3,6,4,2,2,2,3,2,4,2,1,1,1,1,1,0,6,2
Ambès1,NO,2015-01-23,1,1,1,1,1,5,4,5,8,8,8,5,4,4,4,3,4,3,2,2,1,1,1,2,1,8,3
Ambès1,NO,2015-01-24,2,2,2,5,5,9,20,44,40,35,19,7,3,2,2,2,2,2,7,10,1,1,1,1,1,44,9
Ambès1,NO,2015-01-25,0,0,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,3,4,3,0,4,2
Ambès1,NO,2015-01-26,2,3,3,5,9,27,39,56,110,151,92,7,3,2,2,2,2,2,2,1,1,1,1,1,1,151,22
Ambès1,NO,2015-01-27,1,0,1,1,1,1,3,3,2,,,,3,1,2,2,2,5,2,1,1,1,1,1,0,5,2
Ambès1,NO,2015-01-28,1,1,1,1,2,2,2,3,8,12,6,5,3,2,1,2,2,2,1,0,0,1,0,1,0,12,2
Ambès1,NO,2015-01-29,1,0,0,0,0,2,4,2,2,2,2,2,1,2,2,1,1,1,0,0,0,0,1,0,0,4,1
Ambès1,NO,2015-01-30,0,0,0,0,1,1,7,4,2,3,4,2,1,1,1,1,1,3,2,1,1,1,1,1,0,7,2
Ambès1,NO,2015-01-31,1,1,1,1,0,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,2,1
Ambès1,NO,2015-02-01,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,2,1
Ambès1,NO,2015-02-02,1,1,0,1,6,21,38,24,47,39,28,16,7,2,2,1,1,2,1,1,1,1,1,1,0,47,10
Ambès1,NO,2015-02-03,0,1,1,1,1,2,3,3,4,3,4,3,2,1,2,3,5,4,3,2,1,1,1,1,0,5,2
Ambès1,NO,2015-02-04,1,1,1,1,1,2,2,3,2,2,3,4,5,3,3,3,3,2,1,1,1,1,1,1,1,5,2
Ambès1,NO,2015-02-05,1,0,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,0,1,0,1,0,2,1
Ambès1,NO,2015-02-06,1,1,1,1,1,1,2,3,2,2,3,3,3,2,2,2,2,2,1,2,1,1,1,1,1,3,2
Ambès1,NO,2015-02-07,1,1,1,1,1,1,1,2,3,3,3,3,2,2,2,1,1,1,2,1,1,1,1,1,1,3,2
Ambès1,NO,2015-02-08,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1
Ambès1,NO,2015-02-09,1,1,1,1,1,4,7,5,3,3,3,1,1,2,2,3,3,3,2,1,1,1,1,1,1,7,2
Ambès1,NO,2015-02-10,1,1,1,1,2,5,7,17,11,11,8,2,2,1,2,3,4,5,5,6,3,3,6,35,1,35,6
Ambès1,NO,2015-02-11,26,38,37,28,6,19,13,16,20,15,12,11,8,4,2,2,2,4,3,4,3,3,3,24,2,38,13
Ambès1,NO,2015-02-12,41,32,24,18,22,19,12,28,19,21,13,14,7,5,4,3,2,2,2,3,5,3,3,2,2,41,13
Ambès1,NO,2015-02-13,2,1,2,1,2,3,3,4,14,11,11,6,2,1,1,1,2,2,1,1,1,1,1,1,1,14,3
Ambès1,NO,2015-02-14,1,1,0,0,1,1,1,1,2,1,2,1,1,2,1,1,1,1,3,1,1,1,1,1,0,3,1
Ambès1,NO,2015-02-15,1,1,2,1,1,1,1,2,2,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1
Ambès1,NO,2015-02-16,2,1,1,1,1,2,2,21,14,27,44,18,8,3,2,2,2,2,1,2,1,1,1,1,1,44,7
Ambès1,NO,2015-02-17,0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,2,2,1,1,1,1,1,1,0,3,1
Ambès1,NO,2015-02-18,1,1,1,1,1,1,4,3,4,3,4,4,3,3,3,3,4,3,2,2,1,2,3,3,1,4,3
Ambès1,NO,2015-02-19,5,14,18,10,13,4,11,17,21,15,12,5,2,3,3,2,2,2,2,8,7,3,2,3,2,21,8
Ambès1,NO,2015-02-20,9,27,14,8,4,2,3,7,10,11,9,13,9,2,2,1,2,1,1,1,1,1,1,1,1,27,6
Ambès1,NO,2015-02-21,1,1,0,1,1,1,5,26,7,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,26,3
Ambès1,NO,2015-02-22,1,1,1,1,0,1,1,3,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,3,1
Ambès1,NO,2015-02-23,1,0,0,0,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,0,2,1
Ambès1,NO,2015-02-24,0,1,0,1,1,1,1,1,2,1,,,,1,0,1,1,1,1,1,1,1,1,1,0,2,1
Ambès1,NO,2015-02-25,1,1,1,1,1,2,2,9,5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,9,1
Ambès1,NO,2015-02-26,0,0,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,2,1,1,1,0,1,1,0,2,1
Ambès1,NO,2015-02-27,1,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,0,2,1
Ambès1,NO,2015-02-28,1,1,3,5,2,2,1,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,0,0,0,5,2
Ambès1,NO,2015-03-01,1,0,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,0,0,1,0,1,0,2,1
Ambès1,NO,2015-03-02,0,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,0,3,1
Ambès1,NO,2015-03-03,1,1,1,2,2,3,9,21,31,25,6,2,1,1,2,4,4,2,1,2,1,1,0,0,0,31,5
Ambès1,NO,2015-03-04,0,0,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1
Ambès1,NO,2015-03-05,1,1,1,1,1,3,4,4,3,3,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,4,2
Ambès1,NO,2015-03-06,1,1,1,1,1,14,7,7,11,2,2,2,2,1,1,1,2,4,3,3,3,3,14,2,1,14,4
Ambès1,NO,2015-03-07,2,2,3,7,2,20,14,8,9,6,5,7,5,3,3,3,3,4,1,2,1,2,1,1,1,20,5
Ambès1,NO,2015-03-08,2,1,1,2,1,3,8,7,4,3,3,1,1,1,1,1,1,1,2,1,1,0,1,0,0,8,2
Ambès1,NO,2015-03-09,1,1,1,1,1,1,6,2,2,2,2,2,1,1,5,3,3,1,2,7,1,1,1,1,1,7,2
Ambès1,NO,2015-03-10,1,1,1,1,1,1,5,6,6,7,6,4,4,2,2,2,3,3,4,5,3,2,1,1,1,7,3
Ambès1,NO,2015-03-11,1,1,1,2,2,4,24,18,11,6,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,24,3
Ambès1,NO,2015-03-12,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
Ambès1,NO,2015-03-13,0,0,0,0,0,4,3,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,1
Ambès1,NO,2015-03-14,0,0,0,0,0,1,0,2,1,3,2,1,1,1,1,0,1,3,1,0,1,1,1,0,0,3,1
Ambès1,NO,2015-03-15,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-03-16,0,0,0,0,1,2,5,4,3,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,1
Ambès1,NO,2015-03-17,0,0,0,0,0,0,1,2,2,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1
Ambès1,NO,2015-03-18,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
Ambès1,NO,2015-03-19,0,0,0,0,1,2,11,5,6,6,5,5,5,3,2,2,2,3,1,1,0,0,0,0,0,11,3
Ambès1,NO,2015-03-20,0,0,0,0,0,1,3,1,1,3,2,2,3,1,2,2,3,7,2,2,0,0,0,0,0,7,1
Ambès1,NO,2015-03-21,1,0,0,0,0,0,1,3,5,2,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,5,1
Ambès1,NO,2015-03-22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Ambès1,NO,2015-03-23,0,0,0,1,0,2,4,6,3,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,6,1
Ambès1,NO,2015-03-24,0,0,0,0,0,4,10,8,8,2,3,,,,2,0,2,1,0,0,0,1,0,0,0,10,2
Ambès1,NO,2015-03-25,0,0,0,0,1,2,9,2,2,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,9,1
Ambès1,NO,2015-03-26,0,0,0,0,2,10,16,16,19,6,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,19,3
Ambès1,NO,2015-03-27,0,0,0,0,1,2,4,2,2,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,4,1
Ambès1,NO,2015-03-28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Ambès1,NO,2015-03-29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-03-30,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-03-31,0,0,0,0,0,1,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Ambès1,NO,2015-04-01,0,0,0,0,1,4,5,3,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,5,1
Ambès1,NO,2015-04-02,0,0,0,1,7,14,3,3,4,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,14,2
Ambès1,NO,2015-04-03,0,0,1,4,5,10,8,8,6,4,2,0,1,0,1,1,1,0,1,0,0,0,0,1,0,10,2
Ambès1,NO,2015-04-04,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0
Ambès1,NO,2015-04-05,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambès1,NO,2015-04-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-04-08,0,0,0,0,0,15,21,2,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,2
Ambès1,NO,2015-04-09,0,0,0,0,0,14,11,9,3,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,14,2
Ambès1,NO,2015-04-10,0,0,0,0,0,0,0,1,1,3,3,0,1,1,0,1,2,1,1,0,0,0,0,0,0,3,1
Ambès1,NO,2015-04-11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-04-12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-04-13,0,0,0,0,1,12,13,9,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,2
Ambès1,NO,2015-04-14,0,0,0,2,1,5,19,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
Ambès1,NO,2015-04-15,0,0,0,0,6,5,2,3,2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,6,1
Ambès1,NO,2015-04-16,0,0,0,0,0,1,2,5,2,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,5,1
Ambès1,NO,2015-04-17,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0
Ambès1,NO,2015-04-18,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0
Ambès1,NO,2015-04-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-04-20,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
Ambès1,NO,2015-04-21,0,0,0,2,1,7,3,9,,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,1
Ambès1,NO,2015-04-22,0,0,0,0,2,1,1,2,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1
Ambès1,NO,2015-04-23,0,0,0,0,1,1,1,1,1,2,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,2,1
Ambès1,NO,2015-04-24,0,0,0,1,1,4,8,7,3,2,1,0,0,1,1,0,0,2,0,2,1,0,0,0,0,8,1
Ambès1,NO,2015-04-25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0
Ambès1,NO,2015-04-26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-04-27,0,0,0,0,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
Ambès1,NO,2015-04-28,0,0,0,1,2,4,3,3,4,3,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,4,1
Ambès1,NO,2015-04-29,0,0,0,0,1,1,6,6,3,2,2,1,1,0,1,1,1,0,0,1,1,0,0,0,0,6,1
Ambès1,NO,2015-04-30,0,0,0,1,1,2,6,5,1,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,6,1
Ambès1,NO,2015-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
Ambès1,NO,2015-05-02,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3,1,4,0,0,3,0,0,0,4,1
Ambès1,NO,2015-05-03,0,1,0,0,0,0,2,1,3,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,1
Ambès1,NO,2015-05-04,0,1,1,0,1,2,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Ambès1,NO,2015-05-05,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-05-06,0,0,0,0,0,0,3,2,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,3,1
Ambès1,NO,2015-05-07,0,0,0,0,1,7,3,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1
Ambès1,NO,2015-05-08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-05-09,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0
Ambès1,NO,2015-05-10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Ambès1,NO,2015-05-11,1,0,0,0,0,4,8,13,8,5,3,1,1,0,1,1,0,1,0,1,0,0,0,0,0,13,2
Ambès1,NO,2015-05-12,0,0,0,1,2,2,3,2,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,3,1
Ambès1,NO,2015-05-13,0,0,0,0,0,1,5,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
Ambès1,NO,2015-05-14,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-05-15,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-05-16,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-05-17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-05-18,0,0,0,1,6,4,2,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,6,1
Ambès1,NO,2015-05-19,0,0,0,0,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Ambès1,NO,2015-05-20,0,0,0,1,3,4,3,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1
Ambès1,NO,2015-05-21,0,0,0,0,2,4,4,3,1,0,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,4,1
Ambès1,NO,2015-05-22,0,0,0,1,2,2,2,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,3,1
Ambès1,NO,2015-05-23,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-05-24,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-05-25,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-05-26,0,0,0,0,3,2,2,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,3,1
Ambès1,NO,2015-05-27,0,0,0,0,0,2,5,2,,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,5,1
Ambès1,NO,2015-05-28,0,0,0,5,6,5,2,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,6,1
Ambès1,NO,2015-05-29,0,0,0,1,3,4,4,2,2,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,4,1
Ambès1,NO,2015-05-30,0,0,0,0,0,0,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0
Ambès1,NO,2015-05-31,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-06-01,0,0,0,1,1,4,2,2,2,2,2,1,2,1,2,2,1,1,0,0,0,0,0,0,0,4,1
Ambès1,NO,2015-06-02,0,0,0,0,5,23,17,11,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,23,3
Ambès1,NO,2015-06-03,0,0,0,0,2,3,2,2,2,2,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1
Ambès1,NO,2015-06-04,0,0,0,1,5,2,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1
Ambès1,NO,2015-06-05,0,0,0,0,0,1,2,4,7,4,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,7,1
Ambès1,NO,2015-06-06,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Ambès1,NO,2015-06-07,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
Ambès1,NO,2015-06-08,0,0,0,0,2,2,2,2,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1
Ambès1,NO,2015-06-09,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-06-10,0,0,0,0,1,2,2,2,1,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1
Ambès1,NO,2015-06-11,0,0,0,0,1,1,2,3,4,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4,1
Ambès1,NO,2015-06-12,0,0,0,1,1,0,1,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
Ambès1,NO,2015-06-13,0,0,0,0,0,0,2,0,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0
Ambès1,NO,2015-06-14,0,0,0,1,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
Ambès1,NO,2015-06-15,0,0,0,0,1,1,1,2,1,0,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,2,1
Ambès1,NO,2015-06-16,0,0,0,1,0,3,2,3,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,1
Ambès1,NO,2015-06-17,0,0,0,0,1,1,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Ambès1,NO,2015-06-18,0,0,0,1,3,6,2,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,6,1
Ambès1,NO,2015-06-19,0,0,0,0,0,2,2,2,2,1,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,2,1
Ambès1,NO,2015-06-20,0,0,0,0,11,5,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,11,1
Ambès1,NO,2015-06-21,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
Ambès1,NO,2015-06-22,0,0,0,2,33,23,12,5,5,3,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,33,4
Ambès1,NO,2015-06-23,0,0,0,1,2,2,1,2,2,1,2,1,,0,1,1,1,0,1,0,0,0,0,0,0,2,1
Ambès1,NO,2015-06-24,0,0,0,0,1,7,5,4,2,1,1,1,2,0,1,1,1,0,0,0,1,0,0,0,0,7,1
Ambès1,NO,2015-06-25,0,0,0,2,10,5,4,6,5,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,10,2
Ambès1,NO,2015-06-26,0,0,0,6,2,8,7,4,6,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,8,2
Ambès1,NO,2015-06-27,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0
Ambès1,NO,2015-06-28,0,0,1,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Ambès1,NO,2015-06-29,0,0,0,2,3,4,4,2,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,4,1
Ambès1,NO,2015-06-30,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Ambès1,NO,2015-07-01,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-07-02,0,0,0,1,2,3,4,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
Ambès1,NO,2015-07-03,0,0,0,1,2,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1
Ambès1,NO,2015-07-04,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Ambès1,NO,2015-07-05,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-07-06,0,0,0,0,2,2,3,2,3,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,3,1
Ambès1,NO,2015-07-07,0,0,0,0,2,4,2,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1
Ambès1,NO,2015-07-08,0,0,0,1,5,3,2,3,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1
Ambès1,NO,2015-07-09,0,0,0,1,2,3,2,2,1,1,1,2,1,0,0,1,1,0,2,0,0,0,0,0,0,3,1
Ambès1,NO,2015-07-10,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-07-11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-07-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-07-13,0,0,1,4,19,13,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19,2
Ambès1,NO,2015-07-14,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO,2015-07-15,0,0,0,1,3,4,4,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1
Ambès1,NO,2015-07-16,0,0,0,1,0,1,3,8,7,3,1,0,,,,,,,,0,0,0,0,0,0,8,1
