FID,codcomm,id_sect,surface,type,phasage,coment,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area
551,020691,2764,3871,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{8B680C40-B5F2-44C6-BEB5-3C9215B4DBFA},2018/11/16 18:18:18,mickael.delaere,2018/11/16 18:18:18,mickael.delaere,357.551044743296,3871.17600321046
552,020549,2765,88602,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{33E6CE47-0586-4DA9-86E9-A2E01D6AA6BA},2018/11/16 18:18:19,mickael.delaere,2018/11/16 18:18:19,mickael.delaere,1538.16556500906,88602.4488727864
553,020571,2883,267762,U, ,Zones où s'applique le droit de préemption urbain (DPU),{E1A389D8-9B81-4A3A-8562-BA22A31E6255},2018/11/16 18:18:19,mickael.delaere,2018/11/16 18:18:19,mickael.delaere,4234.68275999053,267762.38515977
554,020571,2884,47410,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{677D8D90-E239-48BA-8372-20CCD647F10A},2018/11/16 18:18:20,mickael.delaere,2018/11/16 18:18:20,mickael.delaere,1032.3448192158,47409.5960089337
555,020691,2768,1091923,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{ABEBE73F-9567-41B8-A5F5-CBB9DD048802},2018/11/16 18:18:20,mickael.delaere,2018/11/16 18:18:20,mickael.delaere,6450.50098241932,611694.08138158
556,020691,2885,268512,UEc, ,Zones où s'applique le droit de préemption urbain (DPU),{BBB1A3AA-8C1A-446F-9C88-6E1575901A50},2018/11/16 18:18:21,mickael.delaere,2018/11/16 18:18:21,mickael.delaere,2934.96058992925,268512.441405439
557,020691,2778,171309,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{B9F0FA70-FBC4-4CD8-93B5-C197EFCD38E6},2018/11/16 18:18:21,mickael.delaere,2018/11/16 18:18:21,mickael.delaere,1911.40980964898,171309.000522399
558,020691,2782,77820,UCb, ,Zones où s'applique le droit de préemption urbain (DPU),{14C2EDA0-3699-4627-B3A8-3DE0C2E4B335},2018/11/16 18:18:22,mickael.delaere,2018/11/16 18:18:22,mickael.delaere,1242.87676614753,77820.3238884854
559,020340,2887,74169,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{60D6A4EA-8503-4578-B758-096BC310F3DA},2018/11/16 18:18:23,mickael.delaere,2018/11/16 18:18:23,mickael.delaere,1301.24449222752,74168.5518754361
560,020691,2809,90563,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{DBA42939-5CE9-406F-8C08-B58473357673},2018/11/16 18:18:24,mickael.delaere,2018/11/16 18:18:24,mickael.delaere,1573.74000220663,90563.0105982289
561,020340,2814,106014,UEa, ,Zones où s'applique le droit de préemption urbain (DPU),{BE7AA62B-D44F-4607-B872-59DD0AAA62CA},2018/11/16 18:18:24,mickael.delaere,2018/11/16 18:18:24,mickael.delaere,1445.7083047992,106013.83552107
562,020340,2815,221068,UEc, ,Zones où s'applique le droit de préemption urbain (DPU),{53B94B55-7329-4196-A239-90DC29135622},2018/11/16 18:18:25,mickael.delaere,2018/11/16 18:18:25,mickael.delaere,1995.85382735986,221068.246233562
563,020340,2816,137095,UEc, ,Zones où s'applique le droit de préemption urbain (DPU),{0CBBF025-43C7-4F8B-8BE7-1CA75D747758},2018/11/16 18:18:26,mickael.delaere,2018/11/16 18:18:26,mickael.delaere,1537.62177702978,137095.011214428
564,020691,2783,413988,UCb, ,Zones où s'applique le droit de préemption urbain (DPU),{F8328029-CE16-4A3F-987F-1DB5BD543479},2018/11/16 18:18:27,mickael.delaere,2018/11/16 18:18:27,mickael.delaere,4334.54487054522,413987.767918395
565,020340,2787,3540,UCa, ,Zones où s'applique le droit de préemption urbain (DPU),{011A67E7-4FF9-45A9-84A1-7D079E31B9A5},2018/11/16 18:18:27,mickael.delaere,2018/11/16 18:18:27,mickael.delaere,275.072748822268,3539.92268119775
566,020340,2789,21788,UCa, ,Zones où s'applique le droit de préemption urbain (DPU),{617C3D17-7A36-4D69-94C9-FA4D9EF1F716},2018/11/16 18:18:30,mickael.delaere,2018/11/16 18:18:30,mickael.delaere,621.162199428112,21787.7973109993
567,020340,2790,28314,UCa, ,Zones où s'applique le droit de préemption urbain (DPU),{B8557DE2-4CB2-47EB-8AF3-378250B3D1E3},2018/11/16 18:18:30,mickael.delaere,2018/11/16 18:18:30,mickael.delaere,740.188292029332,28313.772919574
568,020549,2794,78372,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{D77AFEA3-D60E-4926-AA86-7CB436962D5C},2018/11/16 18:18:31,mickael.delaere,2018/11/16 18:18:31,mickael.delaere,1806.36039813966,78371.6759389175
569,020691,2817,77705,UEc, ,Zones où s'applique le droit de préemption urbain (DPU),{A0DF2E30-2497-49CB-90DA-B9F2117ACDBC},2018/11/16 18:18:31,mickael.delaere,2018/11/16 18:18:31,mickael.delaere,1289.22551696016,77705.0697920987
570,020691,2798,239961,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{28D80C8E-213A-44BF-8869-75DC5875DF46},2018/11/16 18:18:32,mickael.delaere,2018/11/16 18:18:32,mickael.delaere,3316.49125782663,239960.504215075
571,020549,2888,17138,NL, , ,{3E084C64-836B-4186-A0D5-94EDDBBAC2EE},2018/11/16 18:18:32,mickael.delaere,2018/11/16 18:18:32,mickael.delaere,551.118476222043,17137.7528488235
572,020340,2800,85181,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{A409137B-400A-43EF-8C7D-C77A7C30756F},2018/11/16 18:18:33,mickael.delaere,2018/11/16 18:18:33,mickael.delaere,2077.41431212842,85181.2120796565
573,020288,2801,39271,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{92B8016C-79D4-4376-AE0E-72713EE51FB0},2018/11/16 18:18:34,mickael.delaere,2018/11/16 18:18:34,mickael.delaere,871.116301722976,39270.725398386
574,020691,2803,184032,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{36E40ED2-2CFB-498B-88B8-86B385844155},2018/11/16 18:18:34,mickael.delaere,2018/11/16 18:18:34,mickael.delaere,2179.74518413008,184031.636458336
575,020691,2824,166123,UEebp, ,Zones où s'applique le droit de préemption urbain (DPU),{EC1EC85D-0606-4AB1-8230-44750C7BC5B2},2018/11/16 18:18:34,mickael.delaere,2018/11/16 18:18:34,mickael.delaere,2313.74809893779,166123.012044033
576,020691,2819,1212546,UEc, ,Zones où s'applique le droit de préemption urbain (DPU),{360DFB3C-8CB3-4C35-B845-D1294E6E94B8},2018/11/16 18:18:35,mickael.delaere,2018/11/16 18:18:35,mickael.delaere,5916.81215548944,801681.435742641
577,020691,2821,26226,UEea, ,Zones où s'applique le droit de préemption urbain (DPU),{DC5781F7-78E3-4097-8A61-E0D3D659C91F},2018/11/16 18:18:35,mickael.delaere,2018/11/16 18:18:35,mickael.delaere,938.767758447721,26225.5066636253
578,020691,2822,67521,UEea, ,Zones où s'applique le droit de préemption urbain (DPU),{D39B52F0-3A0B-4CDF-BA74-2926FA7E9B58},2018/11/16 18:18:35,mickael.delaere,2018/11/16 18:18:35,mickael.delaere,1307.54825940418,67520.5779021836
579,020383,2889,41838,2AU,6_12,Zones où s'applique le droit de préemption urbain (DPU),{1F4343A4-9EC1-4608-9917-6CB296FBB617},2018/11/16 18:18:36,mickael.delaere,2018/11/16 18:18:36,mickael.delaere,941.091021298644,41837.9309490015
580,020383,2890,14913,Nh, , ,{1F566108-93F1-417C-ADC8-4C4C38E442C7},2018/11/16 18:18:36,mickael.delaere,2018/11/16 18:18:36,mickael.delaere,525.850967035057,14912.9816359469
581,020659,2812,528174,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{DC6E66EB-BC76-4F32-BE7F-001DF34E5B57},2018/11/16 18:18:38,mickael.delaere,2018/11/16 18:18:38,mickael.delaere,3458.25065106472,528173.935535253
582,020691,2823,1153288,UEeb, ,Zones où s'applique le droit de préemption urbain (DPU),{1603719C-4F21-4697-9DEA-C04E8B9F2653},2018/11/16 18:18:39,mickael.delaere,2018/11/16 18:18:39,mickael.delaere,7165.25708434426,1153287.65234041
583,020371,2805,76803,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{DDEEF320-EF14-4476-9C2F-3F74B0B55A7A},2018/11/16 18:18:39,mickael.delaere,2018/11/16 18:18:39,mickael.delaere,1604.86715745616,76802.8053120327
584,020288,2892,213085,Nce, , ,{B1A7CFCE-29C1-4286-B1F4-7CD581A983AE},2018/11/16 18:18:40,mickael.delaere,2018/11/16 18:18:40,mickael.delaere,4286.19225660443,213085.390465483
585,020288,2893,10138,U, ,Zones où s'applique le droit de préemption urbain (DPU),{AFD8B13F-4810-4C61-9F8F-5B2ECD8AF594},2018/11/16 18:18:42,mickael.delaere,2018/11/16 18:18:42,mickael.delaere,649.845804282452,10137.850352282
586,020691,2894,60330,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{E5179D62-8E3C-4E57-AA6B-0B9949F206D4},2018/11/16 18:18:43,mickael.delaere,2018/11/16 18:18:43,mickael.delaere,1049.51596578856,60329.6716496252
587,020303,2738,592057,U, ,Zones où s'applique le droit de préemption urbain (DPU),{F195C48C-5C72-4734-80AA-1F27E4ACDD41},2018/11/16 18:18:43,mickael.delaere,2018/11/16 18:18:43,mickael.delaere,5604.42607739673,592057.495446392
588,020319,0,1401,Nh, , ,{E4C76D07-41FA-4CE6-AD5A-857123396D19},2018/11/16 18:18:44,mickael.delaere,2018/11/16 18:18:44,mickael.delaere,157.922273772299,1401.24798404143
589,020319,0,19098,Nh, , ,{6F5C9514-F254-4A24-B0C5-2F1C9EE46852},2018/11/16 18:18:45,mickael.delaere,2018/11/16 18:18:45,mickael.delaere,1052.82177461062,19097.5836556296
590,020549,2888,9615,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{D3E7D839-9158-4F16-915D-3E9B0CC834CD},2018/11/16 18:18:45,mickael.delaere,2018/11/16 18:18:45,mickael.delaere,717.236318419305,9615.10239886347
591,020420,0,5555,Nh, , ,{129C025B-0514-46B6-9754-C81C966C326A},2018/11/16 18:18:46,mickael.delaere,2018/11/16 18:18:46,mickael.delaere,313.065317169258,5554.64274218088
592,020383,2599,12967704,A, , ,{95C22D9D-A745-4E9F-B5D3-125D87610188},2018/11/16 18:18:46,mickael.delaere,2018/11/16 18:18:46,mickael.delaere,30378.8885191974,12967703.9536632
593,020288,2750,53285,U, ,Zones où s'applique le droit de préemption urbain (DPU),{054120EF-9020-4311-9FCF-F5C3C2CB7611},2018/11/16 18:18:47,mickael.delaere,2018/11/16 18:18:47,mickael.delaere,1067.14343747702,53284.7570750012
594,020371,2805,118568,UEc, ,Zones où s'applique le droit de préemption urbain (DPU),{4BDCFB85-AFF9-4104-9920-ECA5B9A613CE},2018/11/16 18:18:47,mickael.delaere,2018/11/16 18:18:47,mickael.delaere,1730.3172125414,118568.295182345
595,020459,0,24960,Ap, , ,{94444989-6B85-4DBB-B372-E61FC9AE9B52},2018/11/16 18:18:47,mickael.delaere,2018/11/16 18:18:47,mickael.delaere,651.294018777706,24959.7158049611
596,020383,2731,864317,U, ,Zones où s'applique le droit de préemption urbain (DPU),{BEFD05CE-E488-4DAA-9D26-40897EA31938},2018/11/16 18:18:48,mickael.delaere,2018/11/16 18:18:48,mickael.delaere,10808.4016655006,864316.756011608
597,020340,2797,55177,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{31FF4A79-E6D7-4C22-B030-7EAB3E26E3AF},2018/11/16 18:18:48,mickael.delaere,2018/11/16 18:18:48,mickael.delaere,1160.44345837048,55176.5863270214
598,020340,2797,517921,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{ED0C2370-BD3B-490D-BD2C-D68A4079B1CD},2018/11/16 18:18:49,mickael.delaere,2018/11/16 18:18:49,mickael.delaere,5866.64997246879,517920.858511087
599,020288,2618,2427488,A, , ,{F97F9A47-9BE5-48FF-91AB-4677196E11E6},2018/11/16 18:18:50,mickael.delaere,2018/11/16 18:18:50,mickael.delaere,11186.2403140071,2427488.02466118
600,020340,2797,814793,UEr, ,Zones où s'applique le droit de préemption urbain (DPU),{21638686-33EE-47C9-B17E-0D193D22E205},2018/11/16 18:18:50,mickael.delaere,2018/11/16 18:18:50,mickael.delaere,5352.54730471985,814792.881647936
601,020340,2660,638702,Nce, , ,{F8118149-9849-4548-B1A8-D46E60BED9FA},2018/11/16 18:18:51,mickael.delaere,2018/11/16 18:18:51,mickael.delaere,5376.38195767868,638702.290881087
602,020340,2107,1666314,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{1F5A2B53-CF7D-415F-A981-8658D2943BA8},2018/11/16 18:18:52,mickael.delaere,2018/11/16 18:18:52,mickael.delaere,11883.6518489286,1666313.35349996
603,020340,2874,209302,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{6771A57F-C9F0-4A3E-99F1-80DF490EDC96},2018/11/16 18:18:52,mickael.delaere,2018/11/16 18:18:52,mickael.delaere,3289.38389315982,209655.875912681
604,020310,2592,7481065,A, , ,{E734B9B8-CC53-4F03-8414-918F002174B6},2018/11/16 18:18:53,mickael.delaere,2018/11/16 18:18:53,mickael.delaere,20700.5834401528,7481065.10985681
605,020549,2603,6480647,A, , ,{7CEADFDA-5F4B-41A5-9AAF-3CA1E85C7AC7},2018/11/16 18:18:53,mickael.delaere,2018/11/16 18:18:53,mickael.delaere,25877.3010496361,6480647.0351817
606,020691,2661,188088,Nce, , ,{B0DCDF61-0221-4FB7-A661-6C03DEE6A1AD},2018/11/16 18:18:53,mickael.delaere,2018/11/16 18:18:53,mickael.delaere,2005.15327710664,188088.245805373
607,020691,2786,2757,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{76472AA8-5C1E-4E61-97C4-2ADEA88BC21F},2018/11/16 18:18:54,mickael.delaere,2018/11/16 18:18:54,mickael.delaere,231.33468869263,2756.94493690884
608,020322,0,11462845,A, , ,{AFF91BA3-FBBF-4FE1-80AC-0D9CBEB77F15},2018/11/16 18:18:56,mickael.delaere,2018/11/16 18:18:56,mickael.delaere,22142.8016755712,11462845.4551629
609,020459,2591,6810470,A, , ,{985952D7-F286-48C7-BB53-A6780640BDE9},2018/11/16 18:18:57,mickael.delaere,2018/11/16 18:18:57,mickael.delaere,23616.793849877,6810469.68187078
610,020383,2658,315,Nce, , ,{55247BBF-DB4C-4D72-AB2F-5AA8EA948CE1},2018/11/16 18:18:57,mickael.delaere,2018/11/16 18:18:57,mickael.delaere,466.951267135434,314.782781603482
611,020371,2658,335529,Nce, , ,{34D79A5B-09E8-438B-B905-C8599ABEF1DA},2018/11/16 18:18:58,mickael.delaere,2018/11/16 18:18:58,mickael.delaere,4463.09839833805,232329.949459332
612,020371,2712,1285981,A,zzzz, ,{C66A1EFC-126C-4C03-A098-EBA285ED986C},2018/11/16 18:18:58,mickael.delaere,2018/11/16 18:18:58,mickael.delaere,7306.62287225471,1881172.78233236
613,020571,0,6286433,A,,,{E0038143-657A-4EC7-B93B-1C09BDD69684},2018/11/16 18:18:59,mickael.delaere,2018/11/16 18:18:59,mickael.delaere,14874.3622649271,6286433.18586517
614,020371,0,105657,Nh,,,{AC43F8F0-8DAE-48A4-9F64-1FE8CCE0E665},2018/11/16 18:19:00,mickael.delaere,2018/11/16 18:19:00,mickael.delaere,1793.06747818028,105656.990049063
615,020371,0,33958,Nh,,,{658BAB01-DB07-4E5B-AD42-BDFD0CFE3956},2018/11/16 18:19:00,mickael.delaere,2018/11/16 18:19:00,mickael.delaere,1209.10631575968,33958.001854602
616,020383,0,1380,Nh,,,{4246D535-D304-4184-B161-AFA2F0951438},2018/11/16 18:19:00,mickael.delaere,2018/11/16 18:19:00,mickael.delaere,173.805571306183,1379.60690009251
617,020691,2660,966357,Nce, , ,{9C73EF1D-7D78-4112-AD89-52ECD1EC8A9D},2018/11/16 18:19:01,mickael.delaere,2018/11/16 18:19:01,mickael.delaere,9967.63878648852,966319.836004633
618,020303,2819,1212546,UEc, ,Zones où s'applique le droit de préemption urbain (DPU),{E22D0A72-6BCD-4BCE-B3AE-4AB2B58E2B04},2018/11/16 18:19:01,mickael.delaere,2018/11/16 18:19:01,mickael.delaere,3606.25267189422,410864.085207541
619,020359,2600,8803022,A, , ,{B0AD1769-2D13-4CC8-A760-3D9B0190E987},2018/11/16 18:19:01,mickael.delaere,2018/11/16 18:19:01,mickael.delaere,17396.4588591489,3600995.21675513
620,020383,2658,335529,Nce, , ,{F276A75A-B3F6-4ADB-AFCA-9D2C5B483737},2018/11/16 18:19:02,mickael.delaere,2018/11/16 18:19:02,mickael.delaere,1512.43025163618,103199.248110756
621,020659,2616,4677670,A, , ,{E5C03BF5-FF76-4091-966D-859E067FCFB5},2018/11/16 18:19:02,mickael.delaere,2018/11/16 18:19:02,mickael.delaere,13280.7070391998,3484461.67021012
622,020659,2616,4677670,A, , ,{189D86F5-D366-47D3-929C-A3F49DD5C6F1},2018/11/16 18:19:03,mickael.delaere,2018/11/16 18:19:03,mickael.delaere,574.681035824195,97.8578182177016
623,020691,2582,6057549,A, , ,{90A4D9DB-508C-4B5B-A059-FE81AABE4D5B},2018/11/16 18:19:03,mickael.delaere,2018/11/16 18:19:03,mickael.delaere,10776.1638834969,1338443.35007079
624,020659,2674,1357455,Nce, , ,{CB6E42AD-39DC-477C-9C1F-D6DFCE4AFFBC},2018/11/16 18:19:04,mickael.delaere,2018/11/16 18:19:04,mickael.delaere,3812.55875404825,269258.242777876
625,020371,2768,1091923,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{307E417B-24BE-4D0F-8E6A-95A264C1E310},2018/11/16 18:19:04,mickael.delaere,2018/11/16 18:19:04,mickael.delaere,5259.49003229686,480228.709909763
626,020659,2674,1357455,Nce, , ,{668B9FAB-A0F8-4ADF-8577-66CB2918BE84},2018/11/16 18:19:04,mickael.delaere,2018/11/16 18:19:04,mickael.delaere,1422.74319002431,22693.7624731851
627,020371,2616,4677670,A, , ,{D02554A4-292E-49B9-8A11-A10FF241EEE8},2018/11/16 18:19:05,mickael.delaere,2018/11/16 18:19:05,mickael.delaere,3640.37191466238,505269.559537728
628,020481,2712,1285981,A,zzzz, ,{7356DCBB-FABE-4425-B577-DC4B4F54AD57},2018/11/16 18:19:05,mickael.delaere,2018/11/16 18:19:05,mickael.delaere,1945.16213332833,92649.3474967177
