% Requête :select s.senmat as "Matricule", s.quacod as "Qualité", s.sennomuse as "Nom usuel", s.senprenomuse as "Prénom usuel", s.etasencod as "État Sénateur",
% c.COMLIBAMELI as "Nom commission", typ.TYPORGLIB as "Type commission", mc.MEMCOMID as "Id d'appartenance",  mc.MEMCOMDATDEB as "Début d'appartenance", mc.memcomdatfin as "Fin d'appartenance",
% fmc.FONMEMCOMID as "Id de fonction",
% fmc.FONMEMCOMDATDEB as "Début de fonction", fmc.FONMEMCOMDATFIN as "Fin de fonction",
% fc.FONCOMLIB as "Fonction"
% from senateurs.sen s
% inner join senateurs.memcom mc ON s.senmat = mc.senmat
% inner join senateurs.com c on mc.ORGCOD = c.ORGCOD
% inner join senateurs.fonmemcom fmc on mc.MEMCOMID = fmc.memcomid
% inner join senateurs.foncom fc on fmc.FONCOMCOD = fc.FONCOMCOD
% inner join senateurs.typorg typ on c.TYPORGCOD = typ.TYPORGCOD
% where s.etasencod in ('ACTIF', 'ANCIEN') 
% and c.EVETEMPUB = 'OUI'
% and mc.EVETEMPUB = 'OUI'
% and fmc.EVETEMPUB = 'OUI'
% order by s.sennomuse, s.senprenomuse, s.senmat, mc.MEMCOMDATDEB, fmc.fonmemcomdatdeb
% Aucun paramètre
% 14723 ligne(s) de résultat
Matricule,Qualité,Nom usuel,Prénom usuel,État Sénateur,Nom commission,Type commission,Id d'appartenance,Début d'appartenance,Fin d'appartenance,Id de fonction,Début de fonction,Fin de fonction,Fonction
08044W,Mme,Joissains,Sophie,ANCIEN,DONNEES,Commission mixte paritaire,14055,2018-03-29 00:00:00.0,2018-04-08 00:00:00.0,16777,2018-03-29 00:00:00.0,2018-04-08 00:00:00.0," "
83038V,M.,Jolibois,Charles,ANCIEN,commission des lois,Commission permanente,138,1983-10-06 00:00:00.0,2001-09-30 00:00:00.0,2924,1983-10-06 00:00:00.0,1996-02-21 00:00:00.0," "
83038V,M.,Jolibois,Charles,ANCIEN,commission des lois,Commission permanente,138,1983-10-06 00:00:00.0,2001-09-30 00:00:00.0,138,1996-02-21 00:00:00.0,1998-10-06 00:00:00.0,Vice-Président
83038V,M.,Jolibois,Charles,ANCIEN,commission des lois,Commission permanente,138,1983-10-06 00:00:00.0,2001-09-30 00:00:00.0,523,1998-10-07 00:00:00.0,2001-09-30 00:00:00.0,Vice-Président
95040D,M.,Joly,Bernard,ANCIEN,,Commission mixte paritaire,1815,2003-05-15 00:00:00.0,2004-09-30 00:00:00.0,2375,2003-05-15 00:00:00.0,2004-09-30 00:00:00.0," "
95040D,M.,Joly,Bernard,ANCIEN,,Commission mixte paritaire,1926,2003-07-15 00:00:00.0,2004-09-30 00:00:00.0,2535,2003-07-15 00:00:00.0,2004-09-30 00:00:00.0," "
95040D,M.,Joly,Bernard,ANCIEN,,Commission mixte paritaire,1954,2003-07-23 00:00:00.0,2004-09-30 00:00:00.0,2563,2003-07-23 00:00:00.0,2004-09-30 00:00:00.0," "
95040D,M.,Joly,Bernard,ANCIEN,,Commission mixte paritaire,2262,2004-04-13 00:00:00.0,2004-09-30 00:00:00.0,3114,2004-04-13 00:00:00.0,2004-09-30 00:00:00.0," "
95040D,M.,Joly,Bernard,ANCIEN,,Commission mixte paritaire,2290,2004-05-12 00:00:00.0,2004-09-30 00:00:00.0,3143,2004-05-12 00:00:00.0,2004-09-30 00:00:00.0," "
95040D,M.,Joly,Bernard,ANCIEN,,Commission mixte paritaire,2381,2004-07-08 00:00:00.0,2004-09-30 00:00:00.0,3234,2004-07-08 00:00:00.0,2004-09-30 00:00:00.0," "
95040D,M.,Joly,Bernard,ANCIEN,commission de l'économie,Commission permanente,225,,2004-09-30 00:00:00.0,822,2001-10-03 00:00:00.0,2001-10-03 00:00:00.0," "
95040D,M.,Joly,Bernard,ANCIEN,commission de l'économie,Commission permanente,225,,2004-09-30 00:00:00.0,1190,2001-10-04 00:00:00.0,2004-09-30 00:00:00.0,Secrétaire
95040D,M.,Joly,Bernard,ANCIEN,commission de l'économie,Commission permanente,225,,2004-09-30 00:00:00.0,225,,2001-10-03 00:00:00.0," "
19531S,M.,Joly,Patrice,ACTIF,Aucune (Président du Sénat),Commission permanente,13176,2017-10-02 00:00:00.0,2017-10-03 00:00:00.0,15420,2017-10-02 00:00:00.0,2017-10-03 00:00:00.0," "
19531S,M.,Joly,Patrice,ACTIF,commission des finances,Commission permanente,13445,2017-10-04 00:00:00.0,,15895,2017-10-04 00:00:00.0,," "
19531S,M.,Joly,Patrice,ACTIF,CE sur les mutations de la Haute fonction publique,Commission d'enquête,14145,2018-04-11 00:00:00.0,2018-10-07 00:00:00.0,16867,2018-04-11 00:00:00.0,2018-10-07 00:00:00.0," "
19531S,M.,Joly,Patrice,ACTIF,MI sous-utilisation fonds européens en France,"Mission commune d'information ",14926,2019-05-22 00:00:00.0,2019-10-04 00:00:00.0,17764,2019-05-22 00:00:00.0,2019-10-04 00:00:00.0," "
19531S,M.,Joly,Patrice,ACTIF,CE sur l'évolution des concessions autoroutières,Commission d'enquête,15399,2020-01-29 00:00:00.0,,18319,2020-01-29 00:00:00.0,2020-02-03 00:00:00.0," "
19531S,M.,Joly,Patrice,ACTIF,CE sur l'évolution des concessions autoroutières,Commission d'enquête,15399,2020-01-29 00:00:00.0,,18361,2020-02-04 00:00:00.0,,Vice-Président
19531S,M.,Joly,Patrice,ACTIF,MI Compétences des départements,"Mission commune d'information ",15510,2020-02-19 00:00:00.0,,18438,2020-02-19 00:00:00.0,," "
19531S,M.,Joly,Patrice,ACTIF,PLFR3,Commission mixte paritaire,15842,2020-07-17 00:00:00.0,,18816,2020-07-17 00:00:00.0,," "
19531S,M.,Joly,Patrice,ACTIF,commission des affaires européennes,Commission européenne,16113,2020-10-07 00:00:00.0,,19356,2020-10-07 00:00:00.0,," "
19531S,M.,Joly,Patrice,ACTIF,DDADUEF,Commission mixte paritaire,16165,2020-10-23 00:00:00.0,,19502,2020-10-23 00:00:00.0,," "
19683J,M.,Jomier,Bernard,ACTIF,Aucune (Président du Sénat),Commission permanente,13125,2017-10-02 00:00:00.0,2017-10-03 00:00:00.0,15368,2017-10-02 00:00:00.0,2017-10-03 00:00:00.0," "
19683J,M.,Jomier,Bernard,ACTIF,commission des affaires sociales,Commission permanente,13518,2017-10-04 00:00:00.0,,16044,2017-10-04 00:00:00.0,2020-10-06 00:00:00.0," "
19683J,M.,Jomier,Bernard,ACTIF,commission des affaires sociales,Commission permanente,13518,2017-10-04 00:00:00.0,,19203,2020-10-07 00:00:00.0,,Vice-Président
19683J,M.,Jomier,Bernard,ACTIF,PLFSS2018,Commission mixte paritaire,13632,2017-11-20 00:00:00.0,2017-11-23 00:00:00.0,16311,2017-11-20 00:00:00.0,2017-11-23 00:00:00.0," "
19683J,M.,Jomier,Bernard,ACTIF,MI sur le développement de l'herboristerie,"Mission commune d'information ",14101,2018-04-11 00:00:00.0,2018-09-30 00:00:00.0,16823,2018-04-11 00:00:00.0,2018-09-30 00:00:00.0," "
19683J,M.,Jomier,Bernard,ACTIF,Mission d'information sur la pénurie de médicaments,"Mission commune d'information ",14262,2018-06-27 00:00:00.0,2018-09-30 00:00:00.0,16993,2018-06-27 00:00:00.0,2018-09-30 00:00:00.0," "
19683J,M.,Jomier,Bernard,ACTIF,SYSTEME,Commission mixte paritaire,14992,2019-06-05 00:00:00.0,2019-06-20 00:00:00.0,17839,2019-06-05 00:00:00.0,2019-06-20 00:00:00.0," "
19683J,M.,Jomier,Bernard,ACTIF,Commission spéciale sur la bioéthique,Commission spéciale,15225,2019-10-16 00:00:00.0,,18105,2019-10-16 00:00:00.0,2019-10-23 00:00:00.0," "
19683J,M.,Jomier,Bernard,ACTIF,Commission spéciale sur la bioéthique,Commission spéciale,15225,2019-10-16 00:00:00.0,,18173,2019-10-24 00:00:00.0,2020-10-06 00:00:00.0,Rapporteur
19683J,M.,Jomier,Bernard,ACTIF,Commission spéciale sur la bioéthique,Commission spéciale,15225,2019-10-16 00:00:00.0,,19293,2020-10-07 00:00:00.0,,Rapporteur
19683J,M.,Jomier,Bernard,ACTIF,CHEQUEVAC,Commission mixte paritaire,15719,2020-06-24 00:00:00.0,2020-07-03 00:00:00.0,18682,2020-06-24 00:00:00.0,2020-07-03 00:00:00.0," "
19683J,M.,Jomier,Bernard,ACTIF,CE Évaluation des politiques publiques face aux pandémies,Commission d'enquête,15752,2020-07-01 00:00:00.0,,18715,2020-07-01 00:00:00.0,2020-07-01 00:00:00.0," "
19683J,M.,Jomier,Bernard,ACTIF,CE Évaluation des politiques publiques face aux pandémies,Commission d'enquête,15752,2020-07-01 00:00:00.0,,18729,2020-07-02 00:00:00.0,2020-10-06 00:00:00.0,Rapporteur
19683J,M.,Jomier,Bernard,ACTIF,CE Évaluation des politiques publiques face aux pandémies,Commission d'enquête,15752,2020-07-01 00:00:00.0,,19330,2020-10-07 00:00:00.0,,Rapporteur
19683J,M.,Jomier,Bernard,ACTIF,MCI Effets des mesures en matière de confinement,"Mission commune d'information ",16324,2021-01-13 00:00:00.0,,19662,2021-01-13 00:00:00.0,2021-01-25 00:00:00.0," "
19683J,M.,Jomier,Bernard,ACTIF,MCI Effets des mesures en matière de confinement,"Mission commune d'information ",16324,2021-01-13 00:00:00.0,,19674,2021-01-26 00:00:00.0,,Président
20056C,Mme,Joseph,Else,ACTIF,Aucune (Président du Sénat),Commission permanente,15900,2020-10-01 00:00:00.0,2020-10-05 00:00:00.0,18875,2020-10-01 00:00:00.0,2020-10-05 00:00:00.0," "
20056C,Mme,Joseph,Else,ACTIF,commission de la culture,Commission permanente,16036,2020-10-06 00:00:00.0,,19099,2020-10-06 00:00:00.0,," "
20056C,Mme,Joseph,Else,ACTIF,MI Égalité des chances,"Mission commune d'information ",16343,2021-02-03 00:00:00.0,,19705,2021-02-03 00:00:00.0,," "
06006G,M.,Josselin,Charles,ANCIEN,Aucune (Président du Sénat),Commission permanente,3355,2006-09-25 00:00:00.0,2006-10-02 00:00:00.0,4274,2006-09-25 00:00:00.0,2006-10-02 00:00:00.0," "
06006G,M.,Josselin,Charles,ANCIEN,commission de l'économie,Commission permanente,3356,2006-10-03 00:00:00.0,2008-09-30 00:00:00.0,4275,2006-10-03 00:00:00.0,2008-09-30 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,commission des affaires sociales,Commission permanente,8172,2011-10-01 00:00:00.0,2014-05-04 00:00:00.0,9682,2011-10-01 00:00:00.0,2011-12-07 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,commission des affaires sociales,Commission permanente,8172,2011-10-01 00:00:00.0,2014-05-04 00:00:00.0,10012,2011-12-08 00:00:00.0,2014-05-04 00:00:00.0,Secrétaire
09001P,Mme,Jouanno,Chantal,ANCIEN,,Commission mixte paritaire,8301,2011-11-07 00:00:00.0,2017-10-01 00:00:00.0,9927,2011-11-07 00:00:00.0,2017-10-01 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,,Commission mixte paritaire,8317,2011-11-14 00:00:00.0,2017-10-01 00:00:00.0,9943,2011-11-14 00:00:00.0,2017-10-01 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,Mission commune d'information portant sur les dispositifs médicaux implantables et les interventions à visée esthétique,"Mission commune d'information ",8581,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0,10226,2012-02-15 00:00:00.0,2012-02-20 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,Mission commune d'information portant sur les dispositifs médicaux implantables et les interventions à visée esthétique,"Mission commune d'information ",8581,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0,10452,2012-02-21 00:00:00.0,2012-10-01 00:00:00.0,Président
09001P,Mme,Jouanno,Chantal,ANCIEN,,Commission mixte paritaire,8907,2012-09-26 00:00:00.0,2017-10-01 00:00:00.0,10604,2012-09-26 00:00:00.0,2017-10-01 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,Commission d'enquête sur l'efficacité de la lutte contre le dopage,Commission d'enquête,9145,2013-02-26 00:00:00.0,2013-07-19 00:00:00.0,10859,2013-02-26 00:00:00.0,2013-02-26 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,Commission d'enquête sur l'efficacité de la lutte contre le dopage,Commission d'enquête,9145,2013-02-26 00:00:00.0,2013-07-19 00:00:00.0,11101,2013-02-27 00:00:00.0,2013-07-19 00:00:00.0,Vice-Président
09001P,Mme,Jouanno,Chantal,ANCIEN,Commission spéciale sur la lutte contre le système prostitutionnel,Commission spéciale,9844,2014-01-22 00:00:00.0,2016-04-13 00:00:00.0,11638,2014-01-22 00:00:00.0,2014-02-04 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,Commission spéciale sur la lutte contre le système prostitutionnel,Commission spéciale,9844,2014-01-22 00:00:00.0,2016-04-13 00:00:00.0,11679,2014-02-05 00:00:00.0,2016-04-13 00:00:00.0,Vice-Président
09001P,Mme,Jouanno,Chantal,ANCIEN,,Commission mixte paritaire,10391,2014-02-17 00:00:00.0,2017-10-01 00:00:00.0,12443,2014-02-17 00:00:00.0,2017-10-01 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,MCI relative à la réalité de l'impact sur l'emploi des exonérations de cotisations sociales accordées aux entreprises,"Mission commune d'information ",9911,2014-02-25 00:00:00.0,2014-09-30 00:00:00.0,11719,2014-02-25 00:00:00.0,2014-09-30 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,commission de l'aménagement du territoire et du développement durable,Commission permanente,9926,2014-05-05 00:00:00.0,2017-10-01 00:00:00.0,11744,2014-05-05 00:00:00.0,2017-10-01 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,,Commission mixte paritaire,11321,2015-03-10 00:00:00.0,2017-10-01 00:00:00.0,13424,2015-03-10 00:00:00.0,2017-10-01 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,BIODIVERSITE,Commission mixte paritaire,12299,2016-05-18 00:00:00.0,2016-05-25 00:00:00.0,14462,2016-05-18 00:00:00.0,2016-05-25 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,CE Atteintes à la biodiversité sur grands projets d'infrastructures,Commission d'enquête,12646,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0,14850,2016-11-22 00:00:00.0,2016-11-28 00:00:00.0," "
09001P,Mme,Jouanno,Chantal,ANCIEN,CE Atteintes à la biodiversité sur grands projets d'infrastructures,Commission d'enquête,12646,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0,15026,2016-11-29 00:00:00.0,2017-06-12 00:00:00.0,Président
58650R,M.,Jouany,André,ANCIEN,commission des affaires sociales,Commission permanente,1619,,1986-10-01 00:00:00.0,2187,,1986-10-01 00:00:00.0," "
14097Y,Mme,Jourda,Gisèle,ACTIF,Aucune (Président du Sénat),Commission permanente,9996,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0,11828,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0," "
14097Y,Mme,Jourda,Gisèle,ACTIF,commission des affaires étrangères,Commission permanente,10133,2014-10-08 00:00:00.0,,11965,2014-10-08 00:00:00.0,2017-10-03 00:00:00.0," "
14097Y,Mme,Jourda,Gisèle,ACTIF,commission des affaires étrangères,Commission permanente,10133,2014-10-08 00:00:00.0,,15939,2017-10-04 00:00:00.0,," "
14097Y,Mme,Jourda,Gisèle,ACTIF,commission des affaires européennes,Commission européenne,10752,2015-01-13 00:00:00.0,,12804,2015-01-13 00:00:00.0,2017-10-04 00:00:00.0," "
14097Y,Mme,Jourda,Gisèle,ACTIF,commission des affaires européennes,Commission européenne,10752,2015-01-13 00:00:00.0,,16191,2017-10-05 00:00:00.0,2020-10-06 00:00:00.0,Secrétaire
14097Y,Mme,Jourda,Gisèle,ACTIF,commission des affaires européennes,Commission européenne,10752,2015-01-13 00:00:00.0,,19357,2020-10-07 00:00:00.0,,Vice-Président
14097Y,Mme,Jourda,Gisèle,ACTIF,Commission d'enquête sur le fonctionnement du service public de l'éducation,Commission d'enquête,10867,2015-01-27 00:00:00.0,2015-07-15 00:00:00.0,12921,2015-01-27 00:00:00.0,2015-07-15 00:00:00.0," "
14097Y,Mme,Jourda,Gisèle,ACTIF,,Commission mixte paritaire,11466,2015-06-03 00:00:00.0,,13599,2015-06-03 00:00:00.0,," "
14097Y,Mme,Jourda,Gisèle,ACTIF,mission d'information sur l'accord UE/Turquie relatif à la crise des réfugiés,"Mission commune d'information ",12176,2016-04-27 00:00:00.0,2016-10-14 00:00:00.0,14323,2016-04-27 00:00:00.0,2016-05-02 00:00:00.0," "
14097Y,Mme,Jourda,Gisèle,ACTIF,mission d'information sur l'accord UE/Turquie relatif à la crise des réfugiés,"Mission commune d'information ",12176,2016-04-27 00:00:00.0,2016-10-14 00:00:00.0,14348,2016-05-03 00:00:00.0,2016-10-14 00:00:00.0,Vice-Président
14097Y,Mme,Jourda,Gisèle,ACTIF,GS Retrait du Royaume-Uni et la refondation de l'UE,"Mission commune d'information ",12569,2016-07-13 00:00:00.0,2017-06-12 00:00:00.0,14770,2016-07-13 00:00:00.0,2017-06-12 00:00:00.0," "
14097Y,Mme,Jourda,Gisèle,ACTIF,"CE Frontières européennes, contrôle des flux des personnes et des marchandises en Europe et avenir de l'espace Schengen",Commission d'enquête,12738,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0,14942,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0," "
14097Y,Mme,Jourda,Gisèle,ACTIF,BREXIT2,"Mission commune d'information ",13996,2017-11-08 00:00:00.0,,16709,2017-11-08 00:00:00.0,," "
14097Y,Mme,Jourda,Gisèle,ACTIF,Commission d'enquête Etat des forces de sécurité intérieure,Commission d'enquête,13785,2018-01-17 00:00:00.0,2018-06-30 00:00:00.0,16473,2018-01-17 00:00:00.0,2018-06-30 00:00:00.0," "
14097Y,Mme,Jourda,Gisèle,ACTIF,CS préparation du retrait du Royaume-Uni de l'UE,Commission spéciale,14458,2018-10-10 00:00:00.0,,17200,2018-10-10 00:00:00.0,2018-10-10 00:00:00.0," "
14097Y,Mme,Jourda,Gisèle,ACTIF,CS préparation du retrait du Royaume-Uni de l'UE,Commission spéciale,14458,2018-10-10 00:00:00.0,,17294,2018-10-11 00:00:00.0,,Vice-Président
14097Y,Mme,Jourda,Gisèle,ACTIF,MI sur l'indemnisation des risques climatiques,"Mission commune d'information ",14717,2019-01-16 00:00:00.0,2019-07-12 00:00:00.0,17529,2019-01-16 00:00:00.0,2019-01-21 00:00:00.0," "
14097Y,Mme,Jourda,Gisèle,ACTIF,MI sur l'indemnisation des risques climatiques,"Mission commune d'information ",14717,2019-01-16 00:00:00.0,2019-07-12 00:00:00.0,17965,2019-01-22 00:00:00.0,2019-07-12 00:00:00.0,Vice-Président
14097Y,Mme,Jourda,Gisèle,ACTIF,CE combattre la radicalisation,Commission d'enquête,15268,2019-11-14 00:00:00.0,,18178,2019-11-14 00:00:00.0,," "
14097Y,Mme,Jourda,Gisèle,ACTIF,CE Pollution des sols,Commission d'enquête,15444,2020-02-05 00:00:00.0,,18372,2020-02-05 00:00:00.0,2020-09-10 00:00:00.0," "
14097Y,Mme,Jourda,Gisèle,ACTIF,CE Pollution des sols,Commission d'enquête,15444,2020-02-05 00:00:00.0,,18851,2020-09-11 00:00:00.0,,Rapporteur
14097Y,Mme,Jourda,Gisèle,ACTIF,DEMARCHAGE,Commission mixte paritaire,15704,2020-06-24 00:00:00.0,2020-07-02 00:00:00.0,18667,2020-06-24 00:00:00.0,2020-07-02 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,Aucune (Président du Sénat),Commission permanente,13102,2017-10-02 00:00:00.0,2017-10-03 00:00:00.0,15344,2017-10-02 00:00:00.0,2017-10-03 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,commission des lois,Commission permanente,13539,2017-10-04 00:00:00.0,,16081,2017-10-04 00:00:00.0,," "
19447X,Mme,Jourda,Muriel,ACTIF,PARIS,Commission mixte paritaire,13705,2017-12-01 00:00:00.0,2017-12-07 00:00:00.0,16393,2017-12-01 00:00:00.0,2017-12-07 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,GEMAPI,Commission mixte paritaire,13767,2017-12-19 00:00:00.0,2017-12-20 00:00:00.0,16455,2017-12-19 00:00:00.0,2017-12-20 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,JO2024,Commission mixte paritaire,13943,2018-02-07 00:00:00.0,2018-02-21 00:00:00.0,16656,2018-02-07 00:00:00.0,2018-02-21 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,CONTRATS,Commission mixte paritaire,13959,2018-02-22 00:00:00.0,2018-03-14 00:00:00.0,16672,2018-02-22 00:00:00.0,2018-03-14 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,EUROPEEN,Commission mixte paritaire,14174,2018-04-17 00:00:00.0,2018-04-20 00:00:00.0,16905,2018-04-17 00:00:00.0,2018-04-20 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,SECRET,Commission mixte paritaire,14190,2018-05-22 00:00:00.0,2018-05-25 00:00:00.0,16921,2018-05-22 00:00:00.0,2018-05-25 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,OEP,Commission mixte paritaire,14245,2018-06-19 00:00:00.0,2018-07-04 00:00:00.0,16976,2018-06-19 00:00:00.0,2018-07-04 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,ASILE,Commission mixte paritaire,14307,2018-06-28 00:00:00.0,2018-07-05 00:00:00.0,17039,2018-06-28 00:00:00.0,2018-07-05 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,POLYNESIE,Commission mixte paritaire,14281,2018-06-28 00:00:00.0,2018-07-05 00:00:00.0,17013,2018-06-28 00:00:00.0,2018-07-05 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,MCI répression infractions sexuelles sur mineurs,"Mission commune d'information ",14569,2018-10-31 00:00:00.0,2019-05-31 00:00:00.0,17359,2018-10-31 00:00:00.0,2019-05-31 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,JURIDICTIONS,Commission mixte paritaire,14626,2018-11-26 00:00:00.0,2018-12-14 00:00:00.0,17433,2018-11-26 00:00:00.0,2018-12-14 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,REFORME,Commission mixte paritaire,14612,2018-11-26 00:00:00.0,2018-12-14 00:00:00.0,17419,2018-11-26 00:00:00.0,2018-12-14 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,POLYNESIE3,Commission mixte paritaire,14892,2019-04-30 00:00:00.0,2019-05-08 00:00:00.0,17721,2019-04-30 00:00:00.0,2019-05-08 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,POLYNESIE2,Commission mixte paritaire,14878,2019-04-30 00:00:00.0,2019-05-08 00:00:00.0,17707,2019-04-30 00:00:00.0,2019-05-08 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,AGENCESPORT,Commission mixte paritaire,15157,2019-07-17 00:00:00.0,2019-07-24 00:00:00.0,18035,2019-07-17 00:00:00.0,2019-07-24 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,Commission spéciale sur la bioéthique,Commission spéciale,15212,2019-10-16 00:00:00.0,,18092,2019-10-16 00:00:00.0,2019-10-23 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,Commission spéciale sur la bioéthique,Commission spéciale,15212,2019-10-16 00:00:00.0,,18174,2019-10-24 00:00:00.0,2020-10-06 00:00:00.0,Rapporteur
19447X,Mme,Jourda,Muriel,ACTIF,Commission spéciale sur la bioéthique,Commission spéciale,15212,2019-10-16 00:00:00.0,,19294,2020-10-07 00:00:00.0,,Rapporteur
19447X,Mme,Jourda,Muriel,ACTIF,FAMILLE,Commission mixte paritaire,15321,2019-11-21 00:00:00.0,2019-11-28 00:00:00.0,18231,2019-11-21 00:00:00.0,2019-11-28 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,MI Trafic de stupéfiants en provenance de Guyane,"Mission commune d'information ",15573,2020-05-13 00:00:00.0,,18510,2020-05-13 00:00:00.0,," "
19447X,Mme,Jourda,Muriel,ACTIF,CRISE,Commission mixte paritaire,15649,2020-05-27 00:00:00.0,2020-06-03 00:00:00.0,18612,2020-05-27 00:00:00.0,2020-06-03 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,ELECTIONS,Commission mixte paritaire,15664,2020-06-10 00:00:00.0,2020-06-16 00:00:00.0,18627,2020-06-10 00:00:00.0,2020-06-16 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,DEMARCHAGE,Commission mixte paritaire,15702,2020-06-24 00:00:00.0,2020-07-02 00:00:00.0,18665,2020-06-24 00:00:00.0,2020-07-02 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,CE Évaluation des politiques publiques face aux pandémies,Commission d'enquête,15734,2020-07-01 00:00:00.0,,18697,2020-07-01 00:00:00.0,2020-10-06 00:00:00.0," "
19447X,Mme,Jourda,Muriel,ACTIF,CE Évaluation des politiques publiques face aux pandémies,Commission d'enquête,15734,2020-07-01 00:00:00.0,,19461,2020-10-07 00:00:00.0,," "
19447X,Mme,Jourda,Muriel,ACTIF,CSI,Commission mixte paritaire,16195,2020-10-22 00:00:00.0,,19532,2020-10-22 00:00:00.0,," "
19447X,Mme,Jourda,Muriel,ACTIF,CESE,Commission mixte paritaire,16252,2020-10-30 00:00:00.0,,19590,2020-10-30 00:00:00.0,,Rapporteur
19447X,Mme,Jourda,Muriel,ACTIF,,Commission mixte paritaire,16266,2020-10-30 00:00:00.0,,19604,2020-10-30 00:00:00.0,," "
19447X,Mme,Jourda,Muriel,ACTIF,MCI Effets des mesures en matière de confinement,"Mission commune d'information ",16325,2021-01-13 00:00:00.0,,19663,2021-01-13 00:00:00.0,," "
89004L,M.,Jourdain,André,ANCIEN,commission des affaires sociales,Commission permanente,115,,2001-09-30 00:00:00.0,115,,2001-09-30 00:00:00.0," "
58039C,M.,Jourdan,Pierre,ANCIEN,commission des lois,Commission permanente,1180,,1980-10-01 00:00:00.0,1727,,1980-10-01 00:00:00.0," "
98034T,M.,Journet,Alain,ANCIEN,Aucune (Président du Sénat),Commission permanente,352,1998-10-01 00:00:00.0,1998-10-05 00:00:00.0,354,1998-10-01 00:00:00.0,1998-10-05 00:00:00.0," "
98034T,M.,Journet,Alain,ANCIEN,commission de l'économie,Commission permanente,381,1998-10-06 00:00:00.0,2004-10-05 00:00:00.0,388,1998-10-06 00:00:00.0,2001-10-03 00:00:00.0," "
98034T,M.,Journet,Alain,ANCIEN,commission de l'économie,Commission permanente,381,1998-10-06 00:00:00.0,2004-10-05 00:00:00.0,859,2001-10-03 00:00:00.0,2004-10-05 00:00:00.0," "
98034T,M.,Journet,Alain,ANCIEN,commission de la culture,Commission permanente,2565,2004-10-06 00:00:00.0,2008-09-30 00:00:00.0,3416,2004-10-06 00:00:00.0,2008-09-30 00:00:00.0," "
14241N,Mme,Jouve,Mireille,ANCIEN,Aucune (Président du Sénat),Commission permanente,10044,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0,11876,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0," "
14241N,Mme,Jouve,Mireille,ANCIEN,commission de la culture,Commission permanente,10093,2014-10-08 00:00:00.0,2020-09-30 00:00:00.0,11925,2014-10-08 00:00:00.0,2017-10-03 00:00:00.0," "
