% Requête :select s.senmat as "Matricule", s.quacod as "Qualité", s.sennomuse as "Nom usuel", s.senprenomuse as "Prénom usuel", s.etasencod as "État Sénateur",
% c.COMLIBAMELI as "Nom commission", typ.TYPORGLIB as "Type commission", mc.MEMCOMID as "Id d'appartenance",  mc.MEMCOMDATDEB as "Début d'appartenance", mc.memcomdatfin as "Fin d'appartenance",
% fmc.FONMEMCOMID as "Id de fonction",
% fmc.FONMEMCOMDATDEB as "Début de fonction", fmc.FONMEMCOMDATFIN as "Fin de fonction",
% fc.FONCOMLIB as "Fonction"
% from senateurs.sen s
% inner join senateurs.memcom mc ON s.senmat = mc.senmat
% inner join senateurs.com c on mc.ORGCOD = c.ORGCOD
% inner join senateurs.fonmemcom fmc on mc.MEMCOMID = fmc.memcomid
% inner join senateurs.foncom fc on fmc.FONCOMCOD = fc.FONCOMCOD
% inner join senateurs.typorg typ on c.TYPORGCOD = typ.TYPORGCOD
% where s.etasencod in ('ACTIF', 'ANCIEN') 
% and c.EVETEMPUB = 'OUI'
% and mc.EVETEMPUB = 'OUI'
% and fmc.EVETEMPUB = 'OUI'
% order by s.sennomuse, s.senprenomuse, s.senmat, mc.MEMCOMDATDEB, fmc.fonmemcomdatdeb
% Aucun paramètre
% 14723 ligne(s) de résultat
Matricule,Qualité,Nom usuel,Prénom usuel,État Sénateur,Nom commission,Type commission,Id d'appartenance,Début d'appartenance,Fin d'appartenance,Id de fonction,Début de fonction,Fin de fonction,Fonction
14241N,Mme,Jouve,Mireille,ANCIEN,commission de la culture,Commission permanente,10093,2014-10-08 00:00:00.0,2020-09-30 00:00:00.0,15764,2017-10-04 00:00:00.0,2020-09-30 00:00:00.0," "
14241N,Mme,Jouve,Mireille,ANCIEN,MEDIAS,Commission mixte paritaire,12340,2016-06-08 00:00:00.0,2016-06-14 00:00:00.0,14511,2016-06-08 00:00:00.0,2016-06-14 00:00:00.0," "
14241N,Mme,Jouve,Mireille,ANCIEN,ORIENTATION,Commission mixte paritaire,13938,2018-02-07 00:00:00.0,2018-02-14 00:00:00.0,16651,2018-02-07 00:00:00.0,2018-02-14 00:00:00.0," "
14241N,Mme,Jouve,Mireille,ANCIEN,PORTABLE,Commission mixte paritaire,14364,2018-07-16 00:00:00.0,2018-07-19 00:00:00.0,17105,2018-07-16 00:00:00.0,2018-07-19 00:00:00.0," "
14241N,Mme,Jouve,Mireille,ANCIEN,MI Gratuité des transports collectifs,"Mission commune d'information ",14782,2019-03-06 00:00:00.0,2019-09-27 00:00:00.0,17600,2019-03-06 00:00:00.0,2019-04-01 00:00:00.0," "
14241N,Mme,Jouve,Mireille,ANCIEN,MI Gratuité des transports collectifs,"Mission commune d'information ",14782,2019-03-06 00:00:00.0,2019-09-27 00:00:00.0,17649,2019-04-02 00:00:00.0,2019-09-27 00:00:00.0,Vice-Président
14241N,Mme,Jouve,Mireille,ANCIEN,commission des affaires européennes,Commission européenne,14823,2019-04-03 00:00:00.0,2020-09-30 00:00:00.0,17652,2019-04-03 00:00:00.0,2020-09-30 00:00:00.0," "
14241N,Mme,Jouve,Mireille,ANCIEN,NOTREDAME,Commission mixte paritaire,14967,2019-05-28 00:00:00.0,2019-06-05 00:00:00.0,17814,2019-05-28 00:00:00.0,2019-06-05 00:00:00.0," "
14241N,Mme,Jouve,Mireille,ANCIEN,AGENCESPORT,Commission mixte paritaire,15167,2019-07-17 00:00:00.0,2019-07-24 00:00:00.0,18045,2019-07-17 00:00:00.0,2019-07-24 00:00:00.0," "
14241N,Mme,Jouve,Mireille,ANCIEN,PRESSE,Commission mixte paritaire,15194,2019-07-24 00:00:00.0,2019-09-25 00:00:00.0,18074,2019-07-24 00:00:00.0,2019-09-25 00:00:00.0," "
14241N,Mme,Jouve,Mireille,ANCIEN,MI Fonctionnement fédérations sportives,"Mission commune d'information ",15543,2020-03-04 00:00:00.0,2020-09-30 00:00:00.0,18480,2020-03-04 00:00:00.0,2020-06-01 00:00:00.0," "
14241N,Mme,Jouve,Mireille,ANCIEN,MI Fonctionnement fédérations sportives,"Mission commune d'information ",15543,2020-03-04 00:00:00.0,2020-09-30 00:00:00.0,18552,2020-06-02 00:00:00.0,2020-09-30 00:00:00.0,Vice-Président
95041E,M.,Joyandet,Alain,ACTIF,commission des finances,Commission permanente,427,1998-10-06 00:00:00.0,2020-10-05 00:00:00.0,434,1998-10-06 00:00:00.0,2001-10-03 00:00:00.0," "
95041E,M.,Joyandet,Alain,ACTIF,commission des finances,Commission permanente,427,1998-10-06 00:00:00.0,2020-10-05 00:00:00.0,1014,2001-10-03 00:00:00.0,2002-06-18 00:00:00.0," "
95041E,M.,Joyandet,Alain,ACTIF,commission des finances,Commission permanente,427,1998-10-06 00:00:00.0,2020-10-05 00:00:00.0,16158,2017-10-05 00:00:00.0,2020-10-05 00:00:00.0,Secrétaire
95041E,M.,Joyandet,Alain,ACTIF,commission des finances,Commission permanente,427,1998-10-06 00:00:00.0,2020-10-05 00:00:00.0,19003,2020-10-06 00:00:00.0,2020-10-06 00:00:00.0," "
95041E,M.,Joyandet,Alain,ACTIF,Commission spéciale sur  la Corse,Commission spéciale,636,2001-06-19 00:00:00.0,2001-11-19 00:00:00.0,737,2001-06-19 00:00:00.0,2001-11-19 00:00:00.0," "
95041E,M.,Joyandet,Alain,ACTIF,Aucune (Président du Sénat),Commission permanente,9998,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0,11830,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0," "
95041E,M.,Joyandet,Alain,ACTIF,commission des affaires étrangères,Commission permanente,10197,2014-10-08 00:00:00.0,2017-10-03 00:00:00.0,12029,2014-10-08 00:00:00.0,2017-10-03 00:00:00.0," "
95041E,M.,Joyandet,Alain,ACTIF,PLFSS2018,Commission mixte paritaire,13633,2017-11-20 00:00:00.0,2017-11-23 00:00:00.0,16312,2017-11-20 00:00:00.0,2017-11-23 00:00:00.0," "
95041E,M.,Joyandet,Alain,ACTIF,MI Alstom et stratégie industrielle du pays,"Mission commune d'information ",13645,2017-11-22 00:00:00.0,2018-06-06 00:00:00.0,16324,2017-11-22 00:00:00.0,2018-06-06 00:00:00.0," "
95041E,M.,Joyandet,Alain,ACTIF,PLFSS2019,Commission mixte paritaire,14608,2018-11-15 00:00:00.0,2018-11-21 00:00:00.0,17415,2018-11-15 00:00:00.0,2018-11-21 00:00:00.0," "
95041E,M.,Joyandet,Alain,ACTIF,CE Évaluation des politiques publiques face aux pandémies,Commission d'enquête,15735,2020-07-01 00:00:00.0,,18698,2020-07-01 00:00:00.0,," "
95041E,M.,Joyandet,Alain,ACTIF,commission des affaires étrangères,Commission permanente,16024,2020-10-06 00:00:00.0,,19087,2020-10-06 00:00:00.0,," "
95041E,M.,Joyandet,Alain,ACTIF,commission de la culture,Commission permanente,226,,1998-10-05 00:00:00.0,226,,1998-10-05 00:00:00.0," "
58303Y,M.,Jozeau-Marigne,Léon,ANCIEN,commission des lois,Commission permanente,1181,1959-05-12 00:00:00.0,1983-03-03 00:00:00.0,2763,1959-05-12 00:00:00.0,1971-10-06 00:00:00.0," "
58303Y,M.,Jozeau-Marigne,Léon,ANCIEN,commission des lois,Commission permanente,1181,1959-05-12 00:00:00.0,1983-03-03 00:00:00.0,1728,1971-10-06 00:00:00.0,1983-03-03 00:00:00.0,Président
01030K,M.,Juilhard,Jean-Marc,ANCIEN,,Commission d'enquête,935,2002-12-12 00:00:00.0,2003-06-04 00:00:00.0,1348,2002-12-12 00:00:00.0,2003-06-04 00:00:00.0," "
01030K,M.,Juilhard,Jean-Marc,ANCIEN,,Commission mixte paritaire,2793,2005-01-19 00:00:00.0,2011-09-30 00:00:00.0,3703,2005-01-19 00:00:00.0,2011-09-30 00:00:00.0," "
01030K,M.,Juilhard,Jean-Marc,ANCIEN,,Commission mixte paritaire,2898,2005-06-29 00:00:00.0,2011-09-30 00:00:00.0,3809,2005-06-29 00:00:00.0,2011-09-30 00:00:00.0," "
01030K,M.,Juilhard,Jean-Marc,ANCIEN,,Commission mixte paritaire,3060,2005-11-18 00:00:00.0,2011-09-30 00:00:00.0,3970,2005-11-18 00:00:00.0,2011-09-30 00:00:00.0," "
01030K,M.,Juilhard,Jean-Marc,ANCIEN,,Commission mixte paritaire,3399,2006-11-17 00:00:00.0,2006-11-21 00:00:00.0,4318,2006-11-17 00:00:00.0,2006-11-21 00:00:00.0," "
01030K,M.,Juilhard,Jean-Marc,ANCIEN,,Commission mixte paritaire,3784,2007-11-16 00:00:00.0,2007-11-20 00:00:00.0,4703,2007-11-16 00:00:00.0,2007-11-20 00:00:00.0," "
01030K,M.,Juilhard,Jean-Marc,ANCIEN,,Commission mixte paritaire,7968,2011-07-06 00:00:00.0,2011-09-30 00:00:00.0,9480,2011-07-06 00:00:00.0,2011-09-30 00:00:00.0," "
01030K,M.,Juilhard,Jean-Marc,ANCIEN,,Commission mixte paritaire,7981,2011-07-08 00:00:00.0,2011-09-30 00:00:00.0,9493,2011-07-08 00:00:00.0,2011-09-30 00:00:00.0," "
01030K,M.,Juilhard,Jean-Marc,ANCIEN,commission des affaires sociales,Commission permanente,680,,2011-09-30 00:00:00.0,781,2001-10-03 00:00:00.0,2001-10-03 00:00:00.0," "
01030K,M.,Juilhard,Jean-Marc,ANCIEN,commission des affaires sociales,Commission permanente,680,,2011-09-30 00:00:00.0,1171,2001-10-04 00:00:00.0,2008-10-06 00:00:00.0,Secrétaire
01030K,M.,Juilhard,Jean-Marc,ANCIEN,commission des affaires sociales,Commission permanente,680,,2011-09-30 00:00:00.0,5288,2008-10-07 00:00:00.0,2011-09-30 00:00:00.0,Secrétaire
59540Q,M.,Jung,Louis,ANCIEN,commission des affaires étrangères,Commission permanente,1620,,1995-10-01 00:00:00.0,2188,,1995-10-01 00:00:00.0," "
000225,M.,Junillon,Lucien,ANCIEN,commission de l'économie,Commission permanente,1182,,1971-10-01 00:00:00.0,1729,,1971-10-01 00:00:00.0," "
000737,M.,Kalb,Paul-Jacques,ANCIEN,commission des lois,Commission permanente,1412,,1964-08-07 00:00:00.0,1959,,1964-08-07 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,Commission sénatoriale pour le contrôle de l'application des lois,Commission en charge de l'application des lois,8351,2011-11-30 00:00:00.0,2014-09-30 00:00:00.0,9991,2011-11-30 00:00:00.0,2014-09-30 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,Commission d'enquête sur l'évasion des capitaux et des actifs hors de France et ses incidences fiscales,Commission d'enquête,8480,2012-02-01 00:00:00.0,2012-07-17 00:00:00.0,10506,2012-02-01 00:00:00.0,2012-07-17 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,Commission d'enquête sur le coût réel de l'électricité,Commission d'enquête,8560,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0,10207,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,commission des lois,Commission permanente,8680,2012-02-20 00:00:00.0,2017-10-01 00:00:00.0,10327,2012-02-20 00:00:00.0,2017-10-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,,Commission mixte paritaire,8856,2012-07-24 00:00:00.0,2017-10-01 00:00:00.0,10554,2012-07-24 00:00:00.0,2017-10-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,,Commission mixte paritaire,9257,2013-04-02 00:00:00.0,2017-10-01 00:00:00.0,10970,2013-04-02 00:00:00.0,2017-10-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,,Commission mixte paritaire,9245,2013-04-02 00:00:00.0,2017-10-01 00:00:00.0,10958,2013-04-02 00:00:00.0,2017-10-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,Commission d'enquête sur le rôle des banques et acteurs financiers dans l'évasion des ressources financières,Commission d'enquête,9337,2013-04-23 00:00:00.0,2013-10-17 00:00:00.0,11049,2013-04-23 00:00:00.0,2013-10-17 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,Commission spéciale sur la lutte contre le système prostitutionnel,Commission spéciale,9868,2014-01-22 00:00:00.0,2014-10-08 00:00:00.0,11661,2014-01-22 00:00:00.0,," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,"Commission spéciale Délimitation des régions, élections régionales et départementales et calendrier électoral",Commission spéciale,9965,2014-06-18 00:00:00.0,2015-01-17 00:00:00.0,11782,2014-06-18 00:00:00.0,2014-06-22 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,"Commission spéciale Délimitation des régions, élections régionales et départementales et calendrier électoral",Commission spéciale,9965,2014-06-18 00:00:00.0,2015-01-17 00:00:00.0,11803,2014-06-23 00:00:00.0,2015-01-17 00:00:00.0,Vice-Président
11084S,M.,Kaltenbach,Philippe,ANCIEN,,Commission mixte paritaire,10521,2014-07-02 00:00:00.0,2017-10-01 00:00:00.0,12573,2014-07-02 00:00:00.0,2017-10-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,Commission d'enquête sur organisation et moyens de la lutte contre les réseaux djihadistes en France et en Europe,Commission d'enquête,10295,2014-10-14 00:00:00.0,2015-04-01 00:00:00.0,12347,2014-10-14 00:00:00.0,2015-04-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,,Commission mixte paritaire,10684,2014-11-19 00:00:00.0,2017-10-01 00:00:00.0,12736,2014-11-19 00:00:00.0,2017-10-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,,Commission mixte paritaire,10916,2015-01-30 00:00:00.0,2017-10-01 00:00:00.0,12999,2015-01-30 00:00:00.0,2017-10-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,,Commission mixte paritaire,11444,2015-06-03 00:00:00.0,2017-10-01 00:00:00.0,13577,2015-06-03 00:00:00.0,2017-10-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,,Commission mixte paritaire,11565,2015-06-17 00:00:00.0,2017-10-01 00:00:00.0,13709,2015-06-17 00:00:00.0,2017-10-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,,Commission mixte paritaire,11578,2015-07-25 00:00:00.0,2017-10-01 00:00:00.0,13722,2015-07-25 00:00:00.0,2017-10-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,,Commission mixte paritaire,11730,2015-11-05 00:00:00.0,2017-10-01 00:00:00.0,13874,2015-11-05 00:00:00.0,2017-10-01 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,mission d'information sur l'accord UE/Turquie relatif à la crise des réfugiés,"Mission commune d'information ",12177,2016-04-27 00:00:00.0,2016-10-14 00:00:00.0,14324,2016-04-27 00:00:00.0,2016-10-14 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,"CE Frontières européennes, contrôle des flux des personnes et des marchandises en Europe et avenir de l'espace Schengen",Commission d'enquête,12739,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0,14943,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,SECURITEPUBL,Commission mixte paritaire,13014,2017-02-08 00:00:00.0,2017-02-14 00:00:00.0,15243,2017-02-08 00:00:00.0,2017-02-14 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,PRESCRIPTION,Commission mixte paritaire,12972,2017-02-08 00:00:00.0,2017-02-14 00:00:00.0,15201,2017-02-08 00:00:00.0,2017-02-14 00:00:00.0," "
11084S,M.,Kaltenbach,Philippe,ANCIEN,COLLCORSE,Commission mixte paritaire,12986,2017-02-08 00:00:00.0,2017-02-14 00:00:00.0,15215,2017-02-08 00:00:00.0,2017-02-14 00:00:00.0," "
57208W,M.,Kamil,Mohamed,ANCIEN,commission de la culture,Commission permanente,1183,1959-05-06 00:00:00.0,1965-10-01 00:00:00.0,1730,1959-05-06 00:00:00.0,1959-05-11 00:00:00.0," "
57208W,M.,Kamil,Mohamed,ANCIEN,commission de la culture,Commission permanente,1183,1959-05-06 00:00:00.0,1965-10-01 00:00:00.0,2447,1959-05-12 00:00:00.0,1965-10-01 00:00:00.0,Secrétaire
04036E,Mme,Kammermann,Christiane,ANCIEN,Aucune (Président du Sénat),Commission permanente,2438,2004-10-01 00:00:00.0,2004-10-05 00:00:00.0,3289,2004-10-01 00:00:00.0,2004-10-05 00:00:00.0," "
04036E,Mme,Kammermann,Christiane,ANCIEN,commission des affaires sociales,Commission permanente,2618,2004-10-06 00:00:00.0,2014-10-07 00:00:00.0,3467,2004-10-06 00:00:00.0,2014-10-07 00:00:00.0," "
04036E,Mme,Kammermann,Christiane,ANCIEN,,Commission mixte paritaire,3621,2007-02-20 00:00:00.0,2007-02-22 00:00:00.0,4539,2007-02-20 00:00:00.0,2007-02-22 00:00:00.0," "
04036E,Mme,Kammermann,Christiane,ANCIEN,Commission d'enquête sur le rôle des firmes pharmaceutiques dans la gestion par le Gouvernement de la grippe A (H1N1)v,Commission d'enquête,7153,2010-02-17 00:00:00.0,2010-08-05 00:00:00.0,8598,2010-02-17 00:00:00.0,2010-02-23 00:00:00.0," "
04036E,Mme,Kammermann,Christiane,ANCIEN,Commission d'enquête sur le rôle des firmes pharmaceutiques dans la gestion par le Gouvernement de la grippe A (H1N1)v,Commission d'enquête,7153,2010-02-17 00:00:00.0,2010-08-05 00:00:00.0,8625,2010-02-24 00:00:00.0,2010-08-05 00:00:00.0,Secrétaire
04036E,Mme,Kammermann,Christiane,ANCIEN,,Commission mixte paritaire,7394,2010-09-28 00:00:00.0,2017-10-01 00:00:00.0,8894,2010-09-28 00:00:00.0,2017-10-01 00:00:00.0," "
04036E,Mme,Kammermann,Christiane,ANCIEN,Mission commune d'information sur le Médiator,"Mission commune d'information ",7580,2011-01-11 00:00:00.0,2011-09-30 00:00:00.0,9080,2011-01-11 00:00:00.0,2011-09-30 00:00:00.0," "
04036E,Mme,Kammermann,Christiane,ANCIEN,,Commission mixte paritaire,7969,2011-07-06 00:00:00.0,2017-10-01 00:00:00.0,9481,2011-07-06 00:00:00.0,2017-10-01 00:00:00.0," "
04036E,Mme,Kammermann,Christiane,ANCIEN,Mission commune d'information portant sur les dispositifs médicaux implantables et les interventions à visée esthétique,"Mission commune d'information ",8582,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0,10227,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0," "
04036E,Mme,Kammermann,Christiane,ANCIEN,Commission d'enquête sur l'influence des mouvements à caractère sectaire dans le domaine de la santé,Commission d'enquête,8897,2012-10-02 00:00:00.0,2013-06-11 00:00:00.0,10594,2012-10-02 00:00:00.0,2013-06-11 00:00:00.0," "
04036E,Mme,Kammermann,Christiane,ANCIEN,Mission commune d'information sur l'action extérieure de la France en matière de recherche pour le développement,"Mission commune d'information ",9227,2013-03-13 00:00:00.0,2013-10-17 00:00:00.0,10937,2013-03-13 00:00:00.0,2013-10-17 00:00:00.0," "
04036E,Mme,Kammermann,Christiane,ANCIEN,Commission spéciale sur la lutte contre le système prostitutionnel,Commission spéciale,9851,2014-01-22 00:00:00.0,2016-04-13 00:00:00.0,11644,2014-01-22 00:00:00.0,2016-04-13 00:00:00.0," "
04036E,Mme,Kammermann,Christiane,ANCIEN,commission des affaires étrangères,Commission permanente,10198,2014-10-08 00:00:00.0,2017-10-01 00:00:00.0,12030,2014-10-08 00:00:00.0,2017-10-01 00:00:00.0," "
14021P,M.,Kanner,Patrick,ACTIF,Aucune (Président du Sénat),Commission permanente,13139,2017-10-02 00:00:00.0,2017-10-03 00:00:00.0,15382,2017-10-02 00:00:00.0,2017-10-03 00:00:00.0," "
14021P,M.,Kanner,Patrick,ACTIF,commission des lois,Commission permanente,13431,2017-10-04 00:00:00.0,,15848,2017-10-04 00:00:00.0,," "
14021P,M.,Kanner,Patrick,ACTIF,"Commission spéciale chargée du contrôle des comptes et de l'évaluation interne ",Commission spéciale chargée du contrôle des comptes et de l'évaluation interne,13533,2017-10-05 00:00:00.0,2018-02-06 00:00:00.0,16218,2017-10-05 00:00:00.0,2018-02-06 00:00:00.0,Rapporteur
14021P,M.,Kanner,Patrick,ACTIF,Commission d'enquête Etat des forces de sécurité intérieure,Commission d'enquête,13786,2018-01-17 00:00:00.0,2018-06-30 00:00:00.0,16474,2018-01-17 00:00:00.0,2018-06-30 00:00:00.0," "
14021P,M.,Kanner,Patrick,ACTIF,AGENCESPORT,Commission mixte paritaire,15159,2019-07-17 00:00:00.0,2019-07-24 00:00:00.0,18037,2019-07-17 00:00:00.0,2019-07-24 00:00:00.0," "
14039A,M.,Karam,Antoine,ANCIEN,Aucune (Président du Sénat),Commission permanente,10076,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0,11908,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0," "
14039A,M.,Karam,Antoine,ANCIEN,commission des affaires étrangères,Commission permanente,10134,2014-10-08 00:00:00.0,2017-10-03 00:00:00.0,11966,2014-10-08 00:00:00.0,2017-10-03 00:00:00.0," "
14039A,M.,Karam,Antoine,ANCIEN,commission de la culture,Commission permanente,13390,2017-10-05 00:00:00.0,2020-09-30 00:00:00.0,16174,2017-10-05 00:00:00.0,2020-09-30 00:00:00.0,Vice-Président
14039A,M.,Karam,Antoine,ANCIEN,ORIENTATION,Commission mixte paritaire,13934,2018-02-07 00:00:00.0,2018-02-14 00:00:00.0,16647,2018-02-07 00:00:00.0,2018-02-14 00:00:00.0," "
14039A,M.,Karam,Antoine,ANCIEN,PORTABLE,Commission mixte paritaire,14367,2018-07-16 00:00:00.0,2018-07-19 00:00:00.0,17108,2018-07-16 00:00:00.0,2018-07-19 00:00:00.0," "
14039A,M.,Karam,Antoine,ANCIEN,ECOLE,Commission mixte paritaire,14980,2019-06-05 00:00:00.0,2019-06-14 00:00:00.0,17827,2019-06-05 00:00:00.0,2019-06-14 00:00:00.0," "
14039A,M.,Karam,Antoine,ANCIEN,MI Trafic de stupéfiants en provenance de Guyane,"Mission commune d'information ",15586,2020-05-13 00:00:00.0,2020-09-30 00:00:00.0,18523,2020-05-13 00:00:00.0,2020-05-18 00:00:00.0," "
14039A,M.,Karam,Antoine,ANCIEN,MI Trafic de stupéfiants en provenance de Guyane,"Mission commune d'information ",15586,2020-05-13 00:00:00.0,2020-09-30 00:00:00.0,18536,2020-05-19 00:00:00.0,2020-09-30 00:00:00.0,Rapporteur
99004R,M.,Karoutchi,Roger,ACTIF,commission de la culture,Commission permanente,484,2000-01-20 00:00:00.0,2001-06-20 00:00:00.0,589,2000-01-20 00:00:00.0,2001-06-20 00:00:00.0," "
99004R,M.,Karoutchi,Roger,ACTIF,commission des lois,Commission permanente,610,2001-06-21 00:00:00.0,2002-06-27 00:00:00.0,711,2001-06-21 00:00:00.0,2001-10-03 00:00:00.0," "
99004R,M.,Karoutchi,Roger,ACTIF,commission des lois,Commission permanente,610,2001-06-21 00:00:00.0,2002-06-27 00:00:00.0,1026,2001-10-03 00:00:00.0,2002-06-27 00:00:00.0," "
99004R,M.,Karoutchi,Roger,ACTIF,commission des finances,Commission permanente,843,2002-06-27 00:00:00.0,2009-07-28 00:00:00.0,1247,2002-06-27 00:00:00.0,2007-06-24 00:00:00.0," "
99004R,M.,Karoutchi,Roger,ACTIF,commission des finances,Commission permanente,843,2002-06-27 00:00:00.0,2009-07-28 00:00:00.0,15902,2009-07-24 00:00:00.0,2009-07-28 00:00:00.0," "
99004R,M.,Karoutchi,Roger,ACTIF,commission des finances,Commission permanente,8225,2011-10-01 00:00:00.0,,9790,2011-10-01 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,8380,2011-12-08 00:00:00.0,,10026,2011-12-08 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,"Mission commune d'information sur le fonctionnement, la méthodologie et la crédibilité des agences de notation","Mission commune d'information ",8648,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0,10289,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,8801,2012-02-22 00:00:00.0,,10488,2012-02-22 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,8958,2012-11-06 00:00:00.0,,10670,2012-11-06 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,9746,2013-11-29 00:00:00.0,,11522,2013-11-29 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,9834,2013-12-09 00:00:00.0,,11629,2013-12-09 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,"Commission spéciale Délimitation des régions, élections régionales et départementales et calendrier électoral",Commission spéciale,9947,2014-06-18 00:00:00.0,2015-01-17 00:00:00.0,11764,2014-06-18 00:00:00.0,2015-01-17 00:00:00.0," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,10605,2014-07-16 00:00:00.0,,12657,2014-07-16 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,10720,2014-11-20 00:00:00.0,,12772,2014-11-20 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,10705,2014-11-20 00:00:00.0,,12757,2014-11-20 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,10733,2014-12-06 00:00:00.0,,12785,2014-12-06 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,10748,2014-12-12 00:00:00.0,,12800,2014-12-12 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,11455,2015-06-03 00:00:00.0,,13588,2015-06-03 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,11479,2015-06-09 00:00:00.0,,13612,2015-06-09 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,,Commission mixte paritaire,11598,2015-07-09 00:00:00.0,,13742,2015-07-09 00:00:00.0,," "
99004R,M.,Karoutchi,Roger,ACTIF,"Mission d'information sur l'organisation, la place et le financement de l'Islam en France et de ses lieux de culte","Mission commune d'information ",11533,2015-12-16 00:00:00.0,2016-07-10 00:00:00.0,13669,2015-12-16 00:00:00.0,2016-01-12 00:00:00.0," "
99004R,M.,Karoutchi,Roger,ACTIF,"Mission d'information sur l'organisation, la place et le financement de l'Islam en France et de ses lieux de culte","Mission commune d'information ",11533,2015-12-16 00:00:00.0,2016-07-10 00:00:00.0,13702,2016-01-13 00:00:00.0,2016-07-10 00:00:00.0,Vice-Président
99004R,M.,Karoutchi,Roger,ACTIF,PLF2017,Commission mixte paritaire,12800,2016-11-29 00:00:00.0,2016-12-14 00:00:00.0,15004,2016-11-29 00:00:00.0,2016-12-14 00:00:00.0," "
99004R,M.,Karoutchi,Roger,ACTIF,PLFR2016,Commission mixte paritaire,12854,2016-12-16 00:00:00.0,2016-12-19 00:00:00.0,15082,2016-12-16 00:00:00.0,2016-12-19 00:00:00.0," "
99004R,M.,Karoutchi,Roger,ACTIF,PLFR2017,Commission mixte paritaire,13603,2017-11-09 00:00:00.0,2017-11-10 00:00:00.0,16282,2017-11-09 00:00:00.0,2017-11-10 00:00:00.0," "
