objectid,codcomm,nom,st_areashape,st_lengthshape
13311,900003,34,5040.73815,301.381034797418
13312,900003,34,2789.06205,242.25265042034
13313,900003,34,2887.64705,226.940016687728
13314,900003,34,53.8642,28.5934020097721
13315,900003,Cours d'eau,152.22295,248.893560340798
13316,900003,Cours d'eau,2547.83235,1521.31980572212
13317,900003,Cours d'eau,125.7693,84.8437091316954
13318,900003,Cours d'eau,2091.14765,584.671355876311
13319,900003,34,77.14515,34.239141753885
13320,900003,34,91.0143,38.5882845332691
13321,900003,34,37.8367,24.6559927399765
13322,900003,34,93.7794,35.5432214940226
13323,900003,Cours d'eau,2376.36655,981.651715852328
13324,900003,Cours d'eau,1595.77895,347.819313660374
13325,900003,Cours d'eau,1121.6888,286.612807113641
13326,900003,34,3653.96665,236.226368276455
13327,900004,Cours d'eau,582.1216,353.94104378591
13328,900004,Cours d'eau,874.6093,562.12612607326
13329,900004,Cours d'eau,3120.37605,2145.47676783597
13330,900004,Cours d'eau,293.53125,374.486538593607
13331,900004,Cours d'eau,200.36025,71.6515163138527
13332,900004,Cours d'eau,5313.42315,2683.21793548698
13333,900004,34,2484.66185,224.17621984222
13334,900004,34,1106.18835,815.578964888591
13335,900004,34,899.84195,758.529623406183
13336,900004,34,670.93405,980.024864653656
13337,900004,34,1142.0011,1361.61281282552
13338,900004,34,899.14445,136.467188932191
13339,900004,34,2726.2337,756.22312790019
13340,900004,34,2382.9828,719.28418776087
13341,900004,34,895.5356,127.175978977074
13342,900004,34,527.22975,567.21173606025
13343,900004,34,788.77695,680.284200018263
13344,900004,34,716.16325,704.768474334066
13345,900004,34,2161.2221,175.63261505739
13346,900005,Cours d'eau,663.78535,528.403877170334
13347,900005,Cours d'eau,649.59635,309.738132232313
13348,900005,Cours d'eau,772.78925,388.225461764179
13349,900005,Cours d'eau,1143.2082,583.195187236252
13350,900005,34,868.7583,116.098154831188
13351,900005,34,2423.26575,410.229908936343
13352,900005,Cours d'eau,499.68285,499.282722503919
13353,900005,Cours d'eau,364.1809,456.123637195338
13354,900005,Cours d'eau,1019.1805,713.065173089078
13355,900005,Cours d'eau,973.22115,812.033584838801
13356,900005,Cours d'eau,1748.5421,1389.09986242858
13357,900005,Cours d'eau,105.6125,164.029703282462
13358,900005,Cours d'eau,384.9331,360.01676344851
13359,900005,Cours d'eau,255.48695,439.783804131539
13360,900005,34,98.85465,57.783374688358
13361,900005,34,10894.91685,427.187474509501
13362,900005,34,552.0236,96.3785398689925
13363,900005,34,3246.26635,224.929267495401
13364,900005,34,7349.4971,333.241875682159
13365,900005,34,20449.53385,664.662466815337
13366,900005,Cours d'eau,3151.5902,2726.06040266474
13367,900005,Cours d'eau,908.886,846.491929534138
13368,900005,34,6543.27925,321.375679066975
13369,900005,34,49.1257,25.8748718589317
13370,900005,34,872.4672,122.074293474837
13371,900005,34,1701.018,163.942663507681
13372,900005,34,2220.7173,207.881515019594
13373,900005,Cours d'eau,178.5892,352.291199953313
13374,900005,Cours d'eau,222.09015,154.662105666835
13375,900005,Cours d'eau,12511.4757,6507.98599558469
13376,900005,Cours d'eau,264.88545,124.526777800717
13377,900005,Cours d'eau,815.34275,742.470041136737
13378,900005,34,482.31165,99.1064136675299
13379,900005,34,5440.9549,328.528732260898
13380,900005,34,6992.83055,374.129011748069
13381,900005,34,5991.4209,373.176814863139
13382,900005,34,14476.3756,480.381231974381
13383,900005,34,1266.17425,140.681852908514
13384,900005,34,1994.4685,180.513054795456
13385,900005,34,508.0863,105.771470791009
13386,900005,34,1000.3304,128.82190831086
13387,900005,34,1447.96895,159.599180543146
13388,900005,34,1133.25035,128.091893159537
13389,900005,34,14721.1306,483.351713272372
13390,900005,34,1447.92985,163.997726039884
13391,900005,34,1689.9433,164.542906293415
13392,900005,34,2262.08265,184.89313949281
13393,900005,34,2443.4418,205.664494196611
13394,900005,34,836.14275,111.706994203238
13395,900005,34,20803.53355,559.362951770381
13396,900005,Cours d'eau,233.7352,557.637872531924
13397,900005,Cours d'eau,572.80425,1117.36909219071
13398,900005,34,167.4123,53.9237585945817
13399,900005,Cours d'eau,403.5465,825.97861513467
13400,900005,Cours d'eau,4271.40285,2715.73204536995
13401,900005,Cours d'eau,489.51195,276.615475086125
13402,900005,Cours d'eau,553.7227,364.678360888573
13403,900005,Cours d'eau,112.3105,314.231321877324
13404,900005,Cours d'eau,113.7803,88.5918768133665
13405,900005,34,328.06915,76.1664178874271
13406,900005,34,18.36775,19.9659957213819
13407,900005,Cours d'eau,510.8239,360.676631643226
13408,900005,Cours d'eau,348.83035,367.214524126768
13409,900005,Cours d'eau,515.54945,336.200927352436
13410,900005,Cours d'eau,245.9956,148.238272215564
13411,900005,34,171.4333,79.6711860894387
13412,900006,Cours d'eau,179.72605,324.704951868414
13413,900006,Cours d'eau,1.79945,15.3210058055363
13414,900006,Cours d'eau,2238.7093,584.363939966762
13415,900006,Cours d'eau,1258.67785,1228.93119398138
13416,900006,Cours d'eau,2105.29745,2071.3354318506
13417,900006,Cours d'eau,59.33875,51.6174344375924
13418,900006,34,3402.6611,274.388051889199
13419,900006,34,4905.1325,287.039705139106
13420,900006,Cours d'eau,3375.0354,724.780217606411
13421,900006,Cours d'eau,297.91125,219.041460377414
13422,900006,Cours d'eau,360.38845,514.4931315092
13423,900006,Cours d'eau,1039.2957,859.966862149455
13424,900006,Cours d'eau,503.55025,263.062003392048
13425,900006,Cours d'eau,124.96885,130.769027644605
13426,900006,Cours d'eau,323.86345,345.229499735373
13427,900006,34,1879.88215,608.041330828908
13428,900006,Cours d'eau,332.04675,705.291475463877
13429,900006,Cours d'eau,7205.34875,1125.4129780639
13430,900006,Cours d'eau,52.3428,89.7565021921303
13431,900006,Cours d'eau,25.35035,35.7845206240265
13432,900006,Cours d'eau,108.8366,98.7373771026037
13433,900006,Cours d'eau,1009.48705,1261.98426198653
13434,900006,Cours d'eau,107.93375,134.539435842221
13435,900006,Cours d'eau,151.0486,294.280544191487
13436,900006,Cours d'eau,115.44825,131.171769125552
13437,900006,Cours d'eau,137.7997,219.229606058654
13438,900006,Cours d'eau,357.34165,613.81870921902
13439,900007,Cours d'eau,111.3225,206.699609799521
13440,900007,Cours d'eau,97.7916,216.578489830241
13441,900007,34,3035.8857,1657.41585468647
13442,900007,34,304.3327,309.956768072344
13443,900007,34,349.10855,442.049443621675
13444,900007,34,27.9318,39.5761167787615
13445,900007,34,359.1464,264.868591104955
13446,900007,34,374.4222,430.879700735947
13447,900007,34,46.63015,58.4506701641878
13448,900007,34,560.9203,615.431914382798
13449,900007,Cours d'eau,450.0008,542.615110411159
13450,900007,Cours d'eau,74.4442,88.1227461695179
13451,900008,Cours d'eau,10254.3551,1072.53227046634
13452,900008,34,5901.384,400.556594299342
13453,900008,34,954.37865,149.941674013077
13454,900008,Cours d'eau,1552.19655,382.444429014732
13455,900008,34,151.8642,67.9266664263046
13456,900008,34,154.7202,64.2530209514943
13457,900008,34,31.95805,22.7675341025719
13458,900008,34,356.97005,154.227335364557
13459,900008,34,196.9787,79.4475638307879
13460,900008,34,452.13045,192.646363193436
13461,900008,34,41.8974,27.6291172345204
13462,900008,Cours d'eau,598.4301,104.201729390176
13463,900008,Cours d'eau,8381.04335,1085.32040546645
13464,900008,34,348.11965,70.4372732035253
13465,900008,34,50.80855,29.5597495485662
13466,900008,34,48.889,29.2525773723402
13467,900008,34,31.0683,23.6605005492095
13468,900008,34,21.8343,17.8843505132376
13469,900008,34,21.0668,18.0047632183865
13470,900008,Cours d'eau,6221.9925,711.017541330624
13471,900008,34,27.5726,21.2653352904653
13472,900008,34,52.3079,31.4262755430787
13473,900008,Cours d'eau,4192.2231,830.738235224782
13474,900008,Cours d'eau,2233.29775,491.086301072396
13475,900008,Cours d'eau,3096.01095,710.891078895218
13476,900008,Cours d'eau,227.4446,235.196049208389
13477,900008,Cours d'eau,2134.5097,351.868557748944
13478,900008,Cours d'eau,610.67105,112.458467026877
13479,900008,Cours d'eau,2179.82785,434.734071314216
13480,900008,Cours d'eau,9775.6408,893.671208608368
13481,900008,Cours d'eau,459.66035,416.44982014835
13482,900008,Cours d'eau,8413.4932,751.41153347731
13483,900008,Cours d'eau,18877.1569,1548.76448988782
13484,900008,Cours d'eau,309.90905,251.620700640748
13485,900008,34,7791.98455,339.477356115167
13486,900008,Cours d'eau,1236.70905,308.691148790156
13487,900008,Cours d'eau,222.23915,232.605486807998
13488,900008,Cours d'eau,128.63745,149.43021781243
13489,900008,Cours d'eau,294.58825,204.306038168692
13490,900008,Cours d'eau,325.2213,277.944673610182
13491,900008,Cours d'eau,1591.1929,294.170743950074
13492,900008,34,29.33445,23.4810285242002
13493,900008,34,947.99225,153.144693412813
13494,900008,34,48.6921,29.9969246489128
13495,900008,34,31.10295,23.9008757364003
13496,900008,34,28.8398,22.9932238816512
13497,900008,34,53.8242,31.9028284228177
13498,900008,34,32.59055,23.7214035044903
13499,900008,34,36.6164,25.9612835526852
13500,900008,34,19.30215,17.4263369569097
13501,900008,Cours d'eau,477.5834,354.443464677618
13502,900008,Cours d'eau,635.1931,225.235354190268
13503,900008,34,17.0314,17.5537772410627
13504,900008,34,20.7798,19.371167683467
13505,900008,34,4.08675,9.41568640531658
13506,900008,34,36.17515,25.3540621354538
13507,900008,Cours d'eau,1018.98835,417.067536613268
13508,900008,Cours d'eau,60.88945,85.2296505202899
13509,900008,Cours d'eau,672.5624,317.491936965004
13510,900008,Cours d'eau,44.23065,32.1964123908358
13511,900008,Cours d'eau,134.73475,72.2761248168617
13512,900008,Cours d'eau,160.17735,89.7834562338843
13513,900008,Cours d'eau,1013.36205,553.677423440368
13514,900008,Cours d'eau,491.40775,265.088306436927
13515,900008,Cours d'eau,274.95065,163.402974093172
13516,900008,Cours d'eau,168.86975,95.1943953425706
13517,900008,Cours d'eau,1650.2214,636.42798233311
13518,900008,34,503.79845,488.721088663799
13519,900008,34,431.96835,433.918641749381
13520,900008,34,722.1211,359.642363439422
13521,900008,34,519.9534,269.626893621289
13522,900008,34,1281.3093,633.516832462568
13523,900008,34,374.35525,91.2488472934616
13524,900008,34,52.60925,85.3471882952213
13525,900008,34,362.1003,332.954284866797
13526,900009,Cours d'eau,17.07605,20.9992640365213
13527,900009,Cours d'eau,99.35675,196.748166600982
13528,900010,Cours d'eau,594.971,137.800052251803
13529,900010,Cours d'eau,3747.34505,905.934289540914
13530,900010,Cours d'eau,3246.42965,738.674507345319
13531,900010,Cours d'eau,4072.4056,922.537674893663
13532,900010,Cours d'eau,2573.8969,703.538963253907
13533,900010,Cours d'eau,691.73725,204.726012221711
13534,900010,Cours d'eau,6514.13555,1254.34670669602
13535,900010,Cours d'eau,4255.23215,586.288632251203
13536,900010,Cours d'eau,9928.334,1868.83654707923
13537,900010,34,1311.8629,358.820256812262
13538,900010,Cours d'eau,976.48635,289.694040894818
13539,900010,Cours d'eau,4031.8315,937.509737240922
13540,900010,Cours d'eau,6365.21775,1643.78662739392
13541,900010,34,108645.30655,1606.0261155935
13542,900010,34,19.014,19.5430963855291
13543,900010,Cours d'eau,1803.13645,323.497497814878
13544,900010,34,465.1585,104.093937652036
13545,900010,Cours d'eau,6319.7531,755.191035305879
13546,900010,Cours d'eau,5357.0163,390.552653135404
13547,900010,Cours d'eau,5876.0931,605.216609573122
13548,900010,Cours d'eau,4559.4933,351.63581194934
13549,900010,Cours d'eau,7070.7094,700.535051568114
13550,900010,Cours d'eau,6785.46835,699.63170713098
13551,900010,Cours d'eau,2030.95175,231.461032731748
13552,900010,Cours d'eau,8092.07475,642.228515410501
13553,900010,34,3002.7844,204.587580894446
13554,900010,34,23252.7017,655.11581670898
13555,900010,34,14000.75655,514.580005686175
13556,900010,34,832.13385,127.007648952814
13557,900010,Cours d'eau,1292.64055,1298.92161465392
13558,900010,34,304.63475,291.485085620167
13559,900011,Cours d'eau,9782.1543,1317.10043929714
13560,900011,Cours d'eau,2321.5714,997.067129676709
13561,900011,Cours d'eau,7629.5252,602.222288513621
13562,900011,Cours d'eau,5460.60915,617.63181263031
13563,900011,Cours d'eau,381.18005,78.7304996722711
13564,900011,34,2046.49455,933.596513800948
13565,900011,34,30.70185,22.2457346794477
13566,900011,34,662.90125,181.315612134843
13567,900011,34,497.3834,125.796437564209
13568,900011,Cours d'eau,1127.2804435,154.198828703398
13569,900011,Cours d'eau,3801.276,409.125866106943
13570,900011,Cours d'eau,28520.7809,3675.75007835345
13571,900011,Cours d'eau,415.37699815,182.961180712495
13572,900011,Cours d'eau,486.02315,298.378365566937
13573,900011,Cours d'eau,4463.49714731,558.101471518058
13574,900011,34,1088.97525,338.696989004007
13575,900011,34,351.3306,353.495848156792
13576,900012,Cours d'eau,1878.41245,614.610038436608
13577,900012,Cours d'eau,154.4099,80.2330273508067
13578,900012,Cours d'eau,159.5899,205.559176500718
13579,900012,Cours d'eau,4598.3906,2803.78801921745
13580,900012,Cours d'eau,916.6712,491.359798112328
13581,900012,Cours d'eau,265.4259,416.551470285609
13582,900012,Cours d'eau,995.03635,364.741370371161
13583,900012,Cours d'eau,127.9147,169.317338876867
13584,900012,Cours d'eau,470.9383,754.851344965761
13585,900012,Cours d'eau,853.32965,483.386855279104
13586,900012,Cours d'eau,168.1776,172.61212591302
13587,900012,Cours d'eau,435.69105,268.747380402963
13588,900012,Cours d'eau,16526.2229,4997.10146763397
13589,900012,Cours d'eau,378.6607,312.059174273416
13590,900012,Cours d'eau,45.36975,59.4750230983018
13591,900012,Cours d'eau,110.68545,218.625778365126
13592,900012,34,67.88455,137.467717568084
13593,900012,Cours d'eau,684.8378,760.611676445748
13594,900012,Cours d'eau,1691.8554,1334.70432711801
13595,900012,Cours d'eau,1993.37295,1297.70804380773
13596,900012,34,53.96905,30.0389681836117
13597,900012,Cours d'eau,524.39005,609.765499199804
13598,900012,Cours d'eau,661.91215,788.947688157865
13599,900012,Cours d'eau,2414.59765,686.354640128331
13600,900012,Cours d'eau,133.6145,216.128326962679
13601,900012,Cours d'eau,2786.48695,729.449193199741
13602,900012,Cours d'eau,1790.24905,475.235331102352
13603,900012,Cours d'eau,569.0695,151.347564088838
13604,900012,Cours d'eau,613.1968,321.719789174796
13605,900012,Cours d'eau,2818.5804,1000.07731560982
13606,900012,Cours d'eau,373.55595,364.727654311041
13607,900012,34,1187.05445,137.264173999905
13608,900012,Cours d'eau,788.03985,736.816522290209
13609,900012,Cours d'eau,943.14375,916.631426827124
13610,900012,34,741.8389,110.211673239964
13611,900012,34,909.63565,116.945684048483
13612,900012,Cours d'eau,612.4359,487.479114269837
13613,900012,Cours d'eau,171.52605,224.435442730616
13614,900013,Cours d'eau,948.24175,414.548789741634
13615,900013,Cours d'eau,1056.21065,492.43124005217
13616,900013,Cours d'eau,88.17125,90.6698525691062
13617,900013,Cours d'eau,476.52135,256.331564517804
13618,900013,Cours d'eau,172.7129,94.2694242091705
13619,900013,Cours d'eau,609.6725,211.729291422318
13620,900013,Cours d'eau,94.4845,71.1329292226782
13621,900013,34,2011.594,524.91264340547
13622,900013,Cours d'eau,1753.8686,1195.1436893826
13623,900013,Cours d'eau,6481.12595,1666.2123006904
13624,900013,Cours d'eau,650.4415,316.955624913511
13625,900013,Cours d'eau,957.386,501.919855991968
13626,900013,Cours d'eau,2704.6666,1247.80822626129
13627,900013,34,412.95525,430.689517976435
13628,900013,34,174.47485,189.65844429116
13629,900013,34,413.76735,384.914114084273
13630,900014,Cours d'eau,125.43085,288.819188225139
13631,900014,34,7709.59455,404.65768367958
13632,900014,Cours d'eau,136.7771,287.397392950489
13633,900014,34,20941.11025,1241.81625777815
13634,900014,34,18501.52895,573.181134865843
13635,900014,34,22366.3479,656.833559799238
13636,900014,Cours d'eau,533.20265,1279.76777029324
13637,900014,34,8464.18355,403.680620638215
13638,900014,34,12095.6447,732.32788913889
13639,900014,34,11550.29895,513.399959916838
13640,900014,34,13214.0282,592.103764586264
13641,900014,34,2173.7378,233.073765089896
13642,900014,34,26951.75225,1021.0415255434
13643,900014,34,21053.9493,722.005246541995
13644,900014,34,3605.3207,273.469236659531
13645,900014,34,3924.26655,297.032180723348
13646,900014,Cours d'eau,2166.72125,2303.49685660712
13647,900014,Cours d'eau,1605.97195,1651.72160502603
13648,900014,Cours d'eau,684.27225,1398.06083867328
13649,900014,34,14142.6788,586.263970246506
13650,900014,Cours d'eau,438.34515,366.468841324658
13651,900014,34,172.99765,53.4544999970419
13652,900014,34,324.8477,69.0322404607757
13653,900014,34,110.4627,45.9943231765852
13654,900014,34,82.7007,38.9876880899695
13655,900014,34,194.0031,57.9460868698543
13656,900014,34,95.48645,40.5018663264179
13657,900014,Cours d'eau,487.2247,804.748002782015
13658,900014,Cours d'eau,564.32415,994.157776816764
13659,900014,Cours d'eau,382.07165,534.476218193559
13660,900014,34,29745.4493,1044.9709858931
13661,900014,34,7501.78755,413.118999408437
13662,900014,34,10.0492,14.0367807851775
13663,900014,34,8689.9933,416.833451927184
13664,900014,Cours d'eau,443.4437,453.788440687486
13665,900014,Cours d'eau,920.30235,788.874747163236
13666,900014,Cours d'eau,441.9809,463.029885344266
13667,900014,Cours d'eau,1277.11275,1212.09609092349
13668,900014,34,479.9626,408.364330167215
13669,900014,34,1451.1406,177.3188898549
13670,900014,34,1077.65595,145.551472117312
13671,900014,34,1293.59145,196.320463426716
13672,900014,Cours d'eau,184.333,193.711576930129
13673,900014,Cours d'eau,641.3233,656.782472592932
13674,900014,34,2514.1854,186.662437820234
13675,900014,34,47.5993,69.7187794233581
13676,900014,34,1032.5734,128.609545298946
13677,900014,34,6.0743,17.3462984348875
13678,900014,34,15.4868,28.4077760235211
13679,900014,34,598.52205,497.708518939587
13680,900014,34,2666.7602,196.6859017239
13681,900014,34,646.44885,650.689243134617
13682,900014,34,21421.193,856.853945760043
13683,900014,34,727.3191,118.846356816125
13684,900015,Cours d'eau,2713.25185,1386.27512439335
13685,900015,Cours d'eau,1748.27957,428.813219847622
13686,900015,Cours d'eau,26476.80763774,2169.58779383293
13687,900015,Cours d'eau,8431.5068,2107.57378163249
13688,900015,34,152.4669,129.743234078307
13689,900015,34,48.6106,53.0853544210674
13690,900015,34,727.2585,566.275033984396
13691,900015,34,18675.6402,531.021168341288
13692,900015,34,4072.2396,1014.98684068904
13693,900015,34,36752.1107,785.642680084529
13694,900015,34,246.8193,263.646026154307
13695,900015,34,6767.29647857,343.396486326129
13696,900015,34,14960.76535,592.655561183635
13697,900015,Cours d'eau,5576.47931421,848.14403495662
13698,900015,Cours d'eau,573.02505,102.993811229177
13699,900015,Cours d'eau,2234.3533,880.068001126197
13700,900015,34,157.37015,72.2816702031182
13701,900015,34,3530.1646,849.142440618479
13702,900015,34,91.31095,90.4651873400651
13703,900015,34,527.29045,521.398189991477
13704,900015,34,102.54145,106.350760845591
13705,900015,34,103.6356,103.486350496529
13706,900016,34,1398.50665,158.739768342642
13707,900016,34,1170.25525,137.160547964349
13708,900016,34,1121.83305,155.744156145345
13709,900016,34,1336.71475,151.616222134898
13710,900016,34,268.043,81.6658360280459
13711,900016,34,1293.21975,166.100499287187
13712,900016,34,1402.73005,164.874413213441
13713,900016,34,587.5435,107.095472565678
13714,900016,34,2075.2978,187.48606077187
13715,900016,34,1776.51995,171.267057381022
13716,900016,34,2954.67675,329.379124443701
13717,900016,34,1457.68055,158.332470083707
13718,900016,Cours d'eau,693.7976,628.518921123738
13719,900016,Cours d'eau,209.65125,172.549770490108
13720,900016,Cours d'eau,24.90505,25.2394591637545
13721,900016,Cours d'eau,490.37585,470.161475796821
13722,900016,34,60.59415,33.4949799502228
13723,900016,34,9.55245,25.9621757659768
13724,900017,Cours d'eau,1286.6349,219.562354820082
13725,900017,Cours d'eau,6522.5622,521.640191350606
13726,900017,Cours d'eau,8998.9984,1679.86892841829
13727,900017,Cours d'eau,4477.67175,473.518500012474
13728,900017,Cours d'eau,46505.6987,3654.86837189791
13729,900017,Cours d'eau,997.9109,734.670575678459
13730,900017,Cours d'eau,8448.712,1277.6349663785
13731,900017,Cours d'eau,418.35205,605.372911370234
13732,900017,Cours d'eau,1116.0997,1160.2472259637
13733,900017,34,187.26575,89.2337789618822
13734,900017,34,2202.6482,1017.1415138718
13735,900017,34,1977.46515,526.440193434865
13736,900017,34,215.04535,107.959487788554
13737,900017,Cours d'eau,53.22825,57.8382012052557
13738,900017,Cours d'eau,1312.39115,994.948908976603
13739,900017,Cours d'eau,397.76085,368.811141980704
13740,900017,Cours d'eau,928.38525,761.867592148547
13741,900017,Cours d'eau,9849.6559,1022.30269299445
13742,900017,Cours d'eau,9294.80965,926.132016224746
13743,900017,Cours d'eau,2618.3561,280.573026460338
13744,900017,Cours d'eau,19736.07485,1330.00732999411
13745,900017,Cours d'eau,3657.85255,754.009033449823
13746,900017,Cours d'eau,40350.8641,8687.01115428309
13747,900017,Cours d'eau,15047.5172,3126.02401640558
13748,900018,Cours d'eau,500.83495,308.205682801
13749,900018,34,298.327,70.2598160232197
13750,900018,34,371.8097,77.4681228229003
13751,900018,34,673.05075,120.619363814999
13752,900018,34,8200.0505,501.479363010667
13753,900018,Cours d'eau,310.02255,578.75646479718
13754,900018,Cours d'eau,434.65285,720.427731075966
13755,900018,Cours d'eau,376.14075,580.60944639166
13756,900018,34,2438.311,289.422735818223
13757,900018,Cours d'eau,583.59655,296.163797174674
13758,900018,Cours d'eau,337.4503,209.585919832216
