code_circonscription,libelle_commune,code_commune,nom_commune,statut,z_moyen,superficie,population,latitude,longitude,geo_shape,Inscrits,Abstentions,Abs/Ins,Votants,Vot/Ins_global,Blancs,Blancs/Ins,Blancs/Vot,Nuls,Nuls/Ins,Nuls/Vot,Exprimés,Exp/Ins_global,Exp/Vot_global,Panneau,Sexe,Nom,Prenom,Nuance,Voix,Voix/Ins,Voix/Exp,Panneau-2,Sexe-2,Nom-2,Prenom-2,Nuance-2,Voix-2,Voix/Ins-2,Voix/Exp-2,Panneau-3,Sexe-3,Nom-3,Prénom-3,Nuance-3,Voix-3,Voix/Ins-3,Voix/Exp-3,Panneau-4,Sexe-4,Nom-4,Prenom-4,Nuance-4,Voix-4,Voix/Ins-4,Voix/Exp-4,Panneau-5,Sexe-5,Nom-5,Prenom-5,Nuance-5,Voix-5,Voix/Ins-5,Voix/Exp-5,Panneau-6,Sexe-6,Nom-6,Prenom-6,Nuance-6,Voix-6,Voix/Ins-6,Voix/Exp-6,Panneau-7,Sexe-7,Nom-7,Prénom-7,Nuance-7,Voix-7,Voix/Ins-7,Voix/Exp-7,Panneau-8,Sexe-8,Nom-8,Prenom-8,Nuance-8,Voix-8,Voix/Ins-8,Voix/Exp-8,Panneau-9,Sexe-9,Nom-9,Prenom-9,Nuance-9,Voix-9,Voix/Ins-9,Voix/Exp-9,Panneau-10,Sexe-10,Nom-10,Prénom-10,Nuance-10,Voix-10,Voix/Ins-10,Voix/Exp-10,Panneau-11,Sexe-11,Nom-11,Prenom-11,Nuance-11,Voix-11,Voix/Ins-11,Voix/Exp-11,Panneau-12,Sexe-12,Nom-12,Prénom-12,Nuance-12,Voix-12,Voix/Ins-12,Voix/Exp-12,Panneau-13,Sexe-13,Nom-13,Prénom-13,Nuance-13,Voix-13,Voix/Ins-13,Voix/Exp-13,Panneau-14,Sexe-14,Nom-14,Prénom-14,Nuance-14,Voix-14,Voix/Ins-14,Voix/Exp-14,Panneau-15,Sexe-15,Nom-15,Prénom-15,Nuance-15,Voix-15,Voix/Ins-15,Voix/Exp-15,Panneau-16,Sexe-16,Nom-16,Prénom-16,Nuance-16,Voix-16,Voix/Ins-16,Voix/Exp-16,Panneau-17,Sexe-17,Nom-17,Prénom-17,Nuance-17,Voix-17,Voix/Ins-17,Voix/Exp-17,Panneau-18,Sexe-18,Nom-18,Prénom-18,Nuance-18,Voix-18,Voix/Ins-18,Voix/Exp-18,Panneau-19,Sexe-19,Nom-19,Prénom-19,Nuance-19,Voix-19,Voix/Ins-19,Voix/Exp-19,Panneau-20,Sexe-20,Nom-20,Prénom-20,Nuance-20,Voix-20,Voix/Ins-20,Voix/Exp-20,Panneau-21,Sexe-21,Nom-21,Prénom-21,Nuance-21,Voix-21,Voix/Ins-21,Voix/Exp-21,Panneau-22,Sexe-22,Nom-22,Prénom-22,Nuance-22,Voix-22,Voix/Ins-22,Voix/Exp-22
11,11ème circonscription,124,Chamadelle,Commune simple,40.0,1541.0,0.7,45.0983652507, -0.0904776374453,"{""type"": ""Polygon""; ""coordinates"": [[[-0.084486592696517; 45.07788334757832]; [-0.093505629368099; 45.07930024514191]; [-0.099987328608328; 45.07531746298316]; [-0.112694271218751; 45.08381182663679]; [-0.109181495659882; 45.08994725167688]; [-0.120185421177832; 45.099984259053336]; [-0.11102920648183; 45.11537873211495]; [-0.100243524079814; 45.120310883595266]; [-0.087586188578523; 45.12158129633675]; [-0.065618292880148; 45.10070582944943]; [-0.057088411517686; 45.0989758193793]; [-0.055572387980878; 45.092421553014404]; [-0.060358500022763; 45.086667502704096]; [-0.064071408475222; 45.08455605466337]; [-0.072415660861128; 45.087804399227736]; [-0.084486592696517; 45.07788334757832]]]}",527,272,"51,61",255,"48,39",6,"1,14","2,35",2,"0,38","0,78",247,"46,87","96,86",1,F,LACOSTE,Michelle,SOC,33,"6,26","13,36",2,F,GOGUET,Caroline,ECO,6,"1,14","2,43",3,M,GIACOMOTTO,Georges,DLF,1,"0,19","0,4",4,M,BOURNAZEAU,Bernard,DVG,0,0,0,5,F,CONTE JAUBERT,Mireille,LR,13,"2,47","5,26",6,F,DEPENVEILLER,Laetitia,DIV,1,"0,19","0,4",7,M,JAY,François,EXD,2,"0,38","0,81",8,F,LOSSON,Joëlle,FI,29,"5,5","11,74",9,M,LABORDE,Sébastien,COM,10,"1,9","4,05",10,M,RICHARD,Olivier,ECO,9,"1,71","3,64",11,M,BEN HADJ SALEM,Marouni,EXG,1,"0,19","0,4",12,F,HAMMERER,Véronique,REM,73,"13,85","29,55",13,M,LORIAUD,Xavier,DVD,21,"3,98","8,5",14,F,LIGOZAT,Sabine,DIV,2,"0,38","0,81",15,M,BALDÈS,Denis,DVD,6,"1,14","2,43",16,F,DIAZ,Edwige,FN,40,"7,59","16,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5ème circonscription,125,Cissac-Médoc,Commune simple,24.0,2362.0,1.8,45.220435054, -0.848792413525,"{""type"": ""Polygon""; ""coordinates"": [[[-0.858957347921492; 45.187335950193045]; [-0.871678212395286; 45.19226819703792]; [-0.879614377961521; 45.20482099354558]; [-0.889049743894051; 45.20662919612882]; [-0.885445848662225; 45.2358105393713]; [-0.881485295766475; 45.23372153146569]; [-0.862448373560999; 45.23721235483994]; [-0.848002844177379; 45.23497049873848]; [-0.815908649730563; 45.242346104511434]; [-0.803265655998983; 45.237521770690485]; [-0.799868353760305; 45.22773928351473]; [-0.793546412944756; 45.222383199575965]; [-0.797123665201324; 45.221342097921855]; [-0.8348017463567; 45.21314886558495]; [-0.857950410917902; 45.2002441077338]; [-0.854625233430187; 45.1936428861324]; [-0.858957347921492; 45.187335950193045]]]}",1363,653,"47,91",710,"52,09",6,"0,44","0,85",5,"0,37","0,7",699,"51,28","98,45",1,F,LEGRAND,Florence,LR,50,"3,67","7,15",2,M,BRARD,Julien,DIV,4,"0,29","0,57",3,M,TAVEAU,François-Régis,EXD,3,"0,22","0,43",4,M,CAPELLI,Christophe,DVD,70,"5,14","10,01",5,F,NGUYEN,Thi Be,DIV,4,"0,29","0,57",6,F,COLEMYN,Sonia,DLF,21,"1,54",3,7,F,GOT,Pascale,SOC,125,"9,17","17,88",8,F,CALVO,Martine,FI,69,"5,06","9,87",9,M,SAUBUSSE,Stéphane,ECO,23,"1,69","3,29",10,M,DE FOURNAS,Grégoire,FN,139,"10,2","19,89",11,M,SIMIAN,Benoit,REM,181,"13,28","25,89",12,M,COSTE,Rémy,EXG,3,"0,22","0,43",13,M,LE BOT,Stéphane,COM,7,"0,51",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,126,Civrac-de-Blaye,Commune simple,29.0,1330.0,0.8,45.1112083478, -0.461315031465,"{""type"": ""Polygon""; ""coordinates"": [[[-0.473783380065668; 45.09062922394573]; [-0.481377555448891; 45.10183832796192]; [-0.48112594707219; 45.10454100089286]; [-0.485072250325315; 45.12088400951109]; [-0.481277193790298; 45.13393597887804]; [-0.462434223842969; 45.13171080952692]; [-0.455578385001786; 45.120504474734275]; [-0.441366854854019; 45.118564841435415]; [-0.432760855752992; 45.11709982170948]; [-0.42914805648587; 45.104899953042654]; [-0.451546011307098; 45.09438469778499]; [-0.473783380065668; 45.09062922394573]]]}",611,313,"51,23",298,"48,77",10,"1,64","3,36",2,"0,33","0,67",286,"46,81","95,97",1,F,LACOSTE,Michelle,SOC,15,"2,45","5,24",2,F,GOGUET,Caroline,ECO,5,"0,82","1,75",3,M,GIACOMOTTO,Georges,DLF,2,"0,33","0,7",4,M,BOURNAZEAU,Bernard,DVG,4,"0,65","1,4",5,F,CONTE JAUBERT,Mireille,LR,24,"3,93","8,39",6,F,DEPENVEILLER,Laetitia,DIV,1,"0,16","0,35",7,M,JAY,François,EXD,2,"0,33","0,7",8,F,LOSSON,Joëlle,FI,44,"7,2","15,38",9,M,LABORDE,Sébastien,COM,5,"0,82","1,75",10,M,RICHARD,Olivier,ECO,6,"0,98","2,1",11,M,BEN HADJ SALEM,Marouni,EXG,0,0,0,12,F,HAMMERER,Véronique,REM,75,"12,27","26,22",13,M,LORIAUD,Xavier,DVD,15,"2,45","5,24",14,F,LIGOZAT,Sabine,DIV,0,0,0,15,M,BALDÈS,Denis,DVD,4,"0,65","1,4",16,F,DIAZ,Edwige,FN,84,"13,75","29,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5ème circonscription,128,Civrac-en-Médoc,Commune simple,9.0,1856.0,0.6,45.3437734218, -0.916116550254,"{""type"": ""Polygon""; ""coordinates"": [[[-0.89293688707386; 45.323529933160906]; [-0.901860396435506; 45.32138884049844]; [-0.913033426161646; 45.335441291386154]; [-0.922168199981813; 45.33392231326932]; [-0.935951901066276; 45.336151872593604]; [-0.938434251213167; 45.33871510644092]; [-0.945201561591795; 45.3348162840572]; [-0.967081376058357; 45.349279213160834]; [-0.954435423727162; 45.362763672970665]; [-0.919681789719646; 45.35941532201727]; [-0.895852235854191; 45.346922576531746]; [-0.86623081501637; 45.34730994626869]; [-0.862884510729059; 45.33759891543975]; [-0.89293688707386; 45.323529933160906]]]}",475,206,"43,37",269,"56,63",8,"1,68","2,97",0,0,0,261,"54,95","97,03",1,F,LEGRAND,Florence,LR,13,"2,74","4,98",2,M,BRARD,Julien,DIV,0,0,0,3,M,TAVEAU,François-Régis,EXD,0,0,0,4,M,CAPELLI,Christophe,DVD,2,"0,42","0,77",5,F,NGUYEN,Thi Be,DIV,1,"0,21","0,38",6,F,COLEMYN,Sonia,DLF,32,"6,74","12,26",7,F,GOT,Pascale,SOC,38,8,"14,56",8,F,CALVO,Martine,FI,20,"4,21","7,66",9,M,SAUBUSSE,Stéphane,ECO,3,"0,63","1,15",10,M,DE FOURNAS,Grégoire,FN,81,"17,05","31,03",11,M,SIMIAN,Benoit,REM,68,"14,32","26,05",12,M,COSTE,Rémy,EXG,1,"0,21","0,38",13,M,LE BOT,Stéphane,COM,2,"0,42","0,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,127,Civrac-sur-Dordogne,Commune simple,6.0,191.0,0.2,44.830355683, -0.0779777729752,"{""type"": ""Polygon""; ""coordinates"": [[[-0.068116486379851; 44.8381803667576]; [-0.06849059314915; 44.8292680462248]; [-0.078764441999007; 44.823361006122255]; [-0.083109269736902; 44.82409625774499]; [-0.09150575460018; 44.83012457377334]; [-0.082873231611387; 44.833635550995055]; [-0.068116486379851; 44.8381803667576]]]}",149,59,"39,6",90,"60,4",2,"1,34","2,22",0,0,0,88,"59,06","97,78",1,M,POUVREAU,Charles,UDI,1,"0,67","1,14",2,F,MOULARD,Jacqueline,DIV,0,0,0,3,F,SÉJOURNET,Agnès,ECO,1,"0,67","1,14",4,F,GÉNIN,Gaëlle,EXG,1,"0,67","1,14",5,M,GARRAUD,Jean-Paul,LR,19,"12,75","21,59",6,M,DELAMORTE,Julien,DLF,0,0,0,7,M,BOUDIÉ,Florent,REM,43,"28,86","48,86",8,F,LAMOTHE,Nolwenn,DIV,0,0,0,9,M,GARANTO,Antoine,SOC,2,"1,34","2,27",10,F,BAJOU,Eloïse,FI,5,"3,36","5,68",11,F,CHADOURNE,Sandrine,FN,16,"10,74","18,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,129,Cleyrac,Commune simple,80.0,609.0,0.2,44.7187705333, -0.0383372674584,"{""type"": ""Polygon""; ""coordinates"": [[[-0.023086156610747; 44.70482075855184]; [-0.05026028225769; 44.70971512506438]; [-0.055133656793781; 44.7259422730492]; [-0.045936128385035; 44.731367259208604]; [-0.032615088760154; 44.732084302448676]; [-0.02706517792813; 44.72689348890658]; [-0.02667253921816; 44.717480221316336]; [-0.021799620043981; 44.712153587250796]; [-0.023086156610747; 44.70482075855184]]]}",139,62,"44,6",77,"55,4",2,"1,44","2,6",2,"1,44","2,6",73,"52,52","94,81",1,M,DUVAL-CAMPANA,Patrick,FN,11,"7,91","15,07",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,3,"2,16","4,11",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,10,"7,19","13,7",7,M,FEBBRARI,Alexis,DLF,0,0,0,8,M,MIQUEU,Christophe,FI,20,"14,39","27,4",9,F,VEYSSY,Catherine,SOC,3,"2,16","4,11",10,M,LAMOTHE,Benoit,DIV,1,"0,72","1,37",11,M,D'AMÉCOURT,Yves,LR,25,"17,99","34,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,130,Coimères,Commune simple,90.0,1286.0,0.9,44.5004950775, -0.212633821506,"{""type"": ""Polygon""; ""coordinates"": [[[-0.195717718682888; 44.48840004000249]; [-0.220507068599196; 44.4785970203568]; [-0.229716238929051; 44.48031869598624]; [-0.237540517052457; 44.499369904400204]; [-0.231053298420977; 44.51382257800933]; [-0.217373104894235; 44.51129433877281]; [-0.21070147594733; 44.523282419046396]; [-0.199756115830212; 44.520591223951875]; [-0.191215573182953; 44.517874476595075]; [-0.188273814212274; 44.50814814582327]; [-0.195717718682888; 44.48840004000249]]]}",746,274,"36,73",472,"63,27",8,"1,07","1,69",2,"0,27","0,42",462,"61,93","97,88",1,M,DUVAL-CAMPANA,Patrick,FN,42,"5,63","9,09",2,M,MORIN,Jean-Claude,DVD,118,"15,82","25,54",3,M,LAVIN,Richard,EXG,4,"0,54","0,87",4,F,FABRE-NADLER,Anne-Laure,ECO,23,"3,08","4,98",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,175,"23,46","37,88",7,M,FEBBRARI,Alexis,DLF,4,"0,54","0,87",8,M,MIQUEU,Christophe,FI,43,"5,76","9,31",9,F,VEYSSY,Catherine,SOC,16,"2,14","3,46",10,M,LAMOTHE,Benoit,DIV,1,"0,13","0,22",11,M,D'AMÉCOURT,Yves,LR,36,"4,83","7,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,131,Coirac,Commune simple,67.0,573.0,0.2,44.6861124973, -0.172140647906,"{""type"": ""Polygon""; ""coordinates"": [[[-0.170360180937899; 44.66989398983621]; [-0.192417351642323; 44.68368474654108]; [-0.188587412268911; 44.69299460087104]; [-0.180473648175027; 44.692471286005635]; [-0.170739690152818; 44.69771525048731]; [-0.158702127922788; 44.70021294957874]; [-0.156617987940162; 44.69954260754705]; [-0.154691354536058; 44.68410029259224]; [-0.163256220072344; 44.68571178234922]; [-0.163727318446762; 44.67341763328768]; [-0.170360180937899; 44.66989398983621]]]}",153,63,"41,18",90,"58,82",0,0,0,3,"1,96","3,33",87,"56,86","96,67",1,M,DUVAL-CAMPANA,Patrick,FN,8,"5,23","9,2",2,M,MORIN,Jean-Claude,DVD,3,"1,96","3,45",3,M,LAVIN,Richard,EXG,5,"3,27","5,75",4,F,FABRE-NADLER,Anne-Laure,ECO,1,"0,65","1,15",5,F,LARGETEAU,Catherine,DVG,2,"1,31","2,3",6,F,DUBOS,Christelle,REM,22,"14,38","25,29",7,M,FEBBRARI,Alexis,DLF,0,0,0,8,M,MIQUEU,Christophe,FI,7,"4,58","8,05",9,F,VEYSSY,Catherine,SOC,13,"8,5","14,94",10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,26,"16,99","29,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,132,Comps,Commune simple,62.0,171.0,0.5,45.0671200196, -0.593624837355,"{""type"": ""Polygon""; ""coordinates"": [[[-0.58499075895086; 45.065068455102]; [-0.597507807672206; 45.06075298729062]; [-0.604962899978917; 45.0631617546848]; [-0.596855195080356; 45.072554399491096]; [-0.584223119268454; 45.07273635888128]; [-0.58499075895086; 45.065068455102]]]}",380,166,"43,68",214,"56,32",0,0,0,4,"1,05","1,87",210,"55,26","98,13",1,F,LACOSTE,Michelle,SOC,6,"1,58","2,86",2,F,GOGUET,Caroline,ECO,4,"1,05","1,9",3,M,GIACOMOTTO,Georges,DLF,1,"0,26","0,48",4,M,BOURNAZEAU,Bernard,DVG,4,"1,05","1,9",5,F,CONTE JAUBERT,Mireille,LR,6,"1,58","2,86",6,F,DEPENVEILLER,Laetitia,DIV,0,0,0,7,M,JAY,François,EXD,1,"0,26","0,48",8,F,LOSSON,Joëlle,FI,17,"4,47","8,1",9,M,LABORDE,Sébastien,COM,2,"0,53","0,95",10,M,RICHARD,Olivier,ECO,5,"1,32","2,38",11,M,BEN HADJ SALEM,Marouni,EXG,2,"0,53","0,95",12,F,HAMMERER,Véronique,REM,87,"22,89","41,43",13,M,LORIAUD,Xavier,DVD,9,"2,37","4,29",14,F,LIGOZAT,Sabine,DIV,2,"0,53","0,95",15,M,BALDÈS,Denis,DVD,7,"1,84","3,33",16,F,DIAZ,Edwige,FN,57,15,"27,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,133,Coubeyrac,Commune simple,74.0,564.0,0.1,44.7835191619, 0.0530247676718,"{""type"": ""Polygon""; ""coordinates"": [[[0.064645668034079; 44.77005780953286]; [0.047160615349448; 44.77379157360012]; [0.036659191393852; 44.77985387955099]; [0.035527160880107; 44.78980611864872]; [0.061709243562491; 44.79696305632823]; [0.06766781807274; 44.7853455885158]; [0.066778511006509; 44.77911461236695]; [0.064645668034079; 44.77005780953286]]]}",64,21,"32,81",43,"67,19",0,0,0,0,0,0,43,"67,19",100,1,M,POUVREAU,Charles,UDI,0,0,0,2,F,MOULARD,Jacqueline,DIV,0,0,0,3,F,SÉJOURNET,Agnès,ECO,2,"3,13","4,65",4,F,GÉNIN,Gaëlle,EXG,1,"1,56","2,33",5,M,GARRAUD,Jean-Paul,LR,2,"3,13","4,65",6,M,DELAMORTE,Julien,DLF,1,"1,56","2,33",7,M,BOUDIÉ,Florent,REM,28,"43,75","65,12",8,F,LAMOTHE,Nolwenn,DIV,0,0,0,9,M,GARANTO,Antoine,SOC,0,0,0,10,F,BAJOU,Eloïse,FI,5,"7,81","11,63",11,F,CHADOURNE,Sandrine,FN,4,"6,25","9,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5ème circonscription,134,Couquèques,Commune simple,7.0,647.0,0.2,45.3438294429, -0.847957119677,"{""type"": ""Polygon""; ""coordinates"": [[[-0.847030891920437; 45.33126665956385]; [-0.862884510729059; 45.33759891543975]; [-0.86623081501637; 45.34730994626869]; [-0.859622902205804; 45.36079047579406]; [-0.822742426268597; 45.34013169906876]; [-0.831652218610171; 45.33326394801192]; [-0.835644278426002; 45.33462363947311]; [-0.847030891920437; 45.33126665956385]]]}",197,87,"44,16",110,"55,84",0,0,0,1,"0,51","0,91",109,"55,33","99,09",1,F,LEGRAND,Florence,LR,12,"6,09","11,01",2,M,BRARD,Julien,DIV,3,"1,52","2,75",3,M,TAVEAU,François-Régis,EXD,1,"0,51","0,92",4,M,CAPELLI,Christophe,DVD,3,"1,52","2,75",5,F,NGUYEN,Thi Be,DIV,0,0,0,6,F,COLEMYN,Sonia,DLF,6,"3,05","5,5",7,F,GOT,Pascale,SOC,26,"13,2","23,85",8,F,CALVO,Martine,FI,10,"5,08","9,17",9,M,SAUBUSSE,Stéphane,ECO,1,"0,51","0,92",10,M,DE FOURNAS,Grégoire,FN,18,"9,14","16,51",11,M,SIMIAN,Benoit,REM,28,"14,21","25,69",12,M,COSTE,Rémy,EXG,0,0,0,13,M,LE BOT,Stéphane,COM,1,"0,51","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,135,Courpiac,Commune simple,51.0,218.0,0.1,44.7547642391, -0.185776017902,"{""type"": ""Polygon""; ""coordinates"": [[[-0.175713082743008; 44.75071499874934]; [-0.184173899432961; 44.74784104146007]; [-0.198060278022804; 44.74856720460861]; [-0.189009876284038; 44.76578576851765]; [-0.184448970433926; 44.76096124779174]; [-0.173628717636517; 44.757919934474955]; [-0.175713082743008; 44.75071499874934]]]}",86,32,"37,21",54,"62,79",0,0,0,0,0,0,54,"62,79",100,1,M,DUVAL-CAMPANA,Patrick,FN,7,"8,14","12,96",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,1,"1,16","1,85",4,F,FABRE-NADLER,Anne-Laure,ECO,1,"1,16","1,85",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,21,"24,42","38,89",7,M,FEBBRARI,Alexis,DLF,0,0,0,8,M,MIQUEU,Christophe,FI,10,"11,63","18,52",9,F,VEYSSY,Catherine,SOC,4,"4,65","7,41",10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,10,"11,63","18,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,136,Cours-de-Monségur,Commune simple,58.0,962.0,0.3,44.6517777176, 0.127326594393,"{""type"": ""Polygon""; ""coordinates"": [[[0.139263120424558; 44.627148297757216]; [0.122513912380687; 44.6322718148237]; [0.122915084323087; 44.635534371917714]; [0.115673387271231; 44.63947162072323]; [0.107572439297197; 44.642674261464286]; [0.109344502521715; 44.65953993321578]; [0.103115238691269; 44.66457500828498]; [0.106132809057775; 44.66726656230053]; [0.120011213624734; 44.66495322097263]; [0.133567023807594; 44.66796295459774]; [0.142086364708177; 44.665760087811854]; [0.163122614525618; 44.67040958099107]; [0.167618372941994; 44.66837174971529]; [0.132461661071237; 44.65694370558527]; [0.141193714451082; 44.64131465222665]; [0.137637339651585; 44.63606071131798]; [0.139263120424558; 44.627148297757216]]]}",217,100,"46,08",117,"53,92",0,0,0,0,0,0,117,"53,92",100,1,M,DUVAL-CAMPANA,Patrick,FN,24,"11,06","20,51",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,2,"0,92","1,71",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,27,"12,44","23,08",7,M,FEBBRARI,Alexis,DLF,3,"1,38","2,56",8,M,MIQUEU,Christophe,FI,13,"5,99","11,11",9,F,VEYSSY,Catherine,SOC,9,"4,15","7,69",10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,39,"17,97","33,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9ème circonscription,137,Cours-les-Bains,Commune simple,139.0,1038.0,0.2,44.3789499034, -0.00703420614383,"{""type"": ""Polygon""; ""coordinates"": [[[-0.028820725834273; 44.36019089059917]; [-0.03618866456115; 44.360843572057505]; [-0.034287100117031; 44.3665982649556]; [-0.026100010259901; 44.38916429266715]; [-0.017194721526535; 44.387075624682375]; [0.006608076534642; 44.39733731836584]; [0.018551557517875; 44.38932889912575]; [0.010738695007023; 44.38146005936768]; [0.021279534929868; 44.37544921870927]; [0.014724678596451; 44.36661482670665]; [-0.006478838925099; 44.372172021877034]; [-0.015608132228326; 44.37003047653337]; [-0.028820725834273; 44.36019089059917]]]}",175,73,"41,71",102,"58,29",0,0,0,5,"2,86","4,9",97,"55,43","95,1",1,F,LOUSTAU,Fanny,DIV,1,"0,57","1,03",2,F,RIVIÈRE DURIVAULT,Sophie,FN,20,"11,43","20,62",3,M,DHERSIN,Patrick,ECO,0,0,0,4,M,DUFRANC,Michel,LR,7,4,"7,22",5,M,BAUDE,Dominique,ECO,6,"3,43","6,19",6,M,DE JAEGER,Xavier,DIV,1,"0,57","1,03",7,M,COURJAUD,Antoine,DVG,0,0,0,8,M,SAVARY,Gilles,SOC,9,"5,14","9,28",9,F,METTE,Sophie,MDM,35,20,"36,08",10,M,BERTHONNEAU,Rémy,DLF,0,0,0,11,M,PAPIAU,François,FI,15,"8,57","15,46",12,F,GUERNÉ,Cristine,COM,3,"1,71","3,09",13,M,DELCAMP,Jean-Philippe,EXG,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
