code_circonscription,libelle_commune,code_commune,nom_commune,statut,z_moyen,superficie,population,latitude,longitude,geo_shape,Inscrits,Abstentions,Abs/Ins,Votants,Vot/Ins_global,Blancs,Blancs/Ins,Blancs/Vot,Nuls,Nuls/Ins,Nuls/Vot,Exprimés,Exp/Ins_global,Exp/Vot_global,Panneau,Sexe,Nom,Prenom,Nuance,Voix,Voix/Ins,Voix/Exp,Panneau-2,Sexe-2,Nom-2,Prenom-2,Nuance-2,Voix-2,Voix/Ins-2,Voix/Exp-2,Panneau-3,Sexe-3,Nom-3,Prénom-3,Nuance-3,Voix-3,Voix/Ins-3,Voix/Exp-3,Panneau-4,Sexe-4,Nom-4,Prenom-4,Nuance-4,Voix-4,Voix/Ins-4,Voix/Exp-4,Panneau-5,Sexe-5,Nom-5,Prenom-5,Nuance-5,Voix-5,Voix/Ins-5,Voix/Exp-5,Panneau-6,Sexe-6,Nom-6,Prenom-6,Nuance-6,Voix-6,Voix/Ins-6,Voix/Exp-6,Panneau-7,Sexe-7,Nom-7,Prénom-7,Nuance-7,Voix-7,Voix/Ins-7,Voix/Exp-7,Panneau-8,Sexe-8,Nom-8,Prenom-8,Nuance-8,Voix-8,Voix/Ins-8,Voix/Exp-8,Panneau-9,Sexe-9,Nom-9,Prenom-9,Nuance-9,Voix-9,Voix/Ins-9,Voix/Exp-9,Panneau-10,Sexe-10,Nom-10,Prénom-10,Nuance-10,Voix-10,Voix/Ins-10,Voix/Exp-10,Panneau-11,Sexe-11,Nom-11,Prenom-11,Nuance-11,Voix-11,Voix/Ins-11,Voix/Exp-11,Panneau-12,Sexe-12,Nom-12,Prénom-12,Nuance-12,Voix-12,Voix/Ins-12,Voix/Exp-12,Panneau-13,Sexe-13,Nom-13,Prénom-13,Nuance-13,Voix-13,Voix/Ins-13,Voix/Exp-13,Panneau-14,Sexe-14,Nom-14,Prénom-14,Nuance-14,Voix-14,Voix/Ins-14,Voix/Exp-14,Panneau-15,Sexe-15,Nom-15,Prénom-15,Nuance-15,Voix-15,Voix/Ins-15,Voix/Exp-15,Panneau-16,Sexe-16,Nom-16,Prénom-16,Nuance-16,Voix-16,Voix/Ins-16,Voix/Exp-16,Panneau-17,Sexe-17,Nom-17,Prénom-17,Nuance-17,Voix-17,Voix/Ins-17,Voix/Exp-17,Panneau-18,Sexe-18,Nom-18,Prénom-18,Nuance-18,Voix-18,Voix/Ins-18,Voix/Exp-18,Panneau-19,Sexe-19,Nom-19,Prénom-19,Nuance-19,Voix-19,Voix/Ins-19,Voix/Exp-19,Panneau-20,Sexe-20,Nom-20,Prénom-20,Nuance-20,Voix-20,Voix/Ins-20,Voix/Exp-20,Panneau-21,Sexe-21,Nom-21,Prénom-21,Nuance-21,Voix-21,Voix/Ins-21,Voix/Exp-21,Panneau-22,Sexe-22,Nom-22,Prénom-22,Nuance-22,Voix-22,Voix/Ins-22,Voix/Exp-22
12,12ème circonscription,398,Saint-Exupéry,Commune simple,55.0,424.0,0.2,44.6331784012, -0.100374502546,"{""type"": ""Polygon""; ""coordinates"": [[[-0.104239697431897; 44.62160385705001]; [-0.106718863600251; 44.63133662397672]; [-0.120148832771771; 44.633481010639024]; [-0.118974689066039; 44.643271645057446]; [-0.115057467445474; 44.644778599302754]; [-0.103541097350461; 44.64007512983547]; [-0.086104377182969; 44.63782440329532]; [-0.081287155588605; 44.62911145746949]; [-0.083740313295886; 44.62344814312176]; [-0.096570525430027; 44.6246029747234]; [-0.104239697431897; 44.62160385705001]]]}",148,61,"41,22",87,"58,78",0,0,0,0,0,0,87,"58,78",100,1,M,DUVAL-CAMPANA,Patrick,FN,17,"11,49","19,54",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,1,"0,68","1,15",4,F,FABRE-NADLER,Anne-Laure,ECO,2,"1,35","2,3",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,26,"17,57","29,89",7,M,FEBBRARI,Alexis,DLF,3,"2,03","3,45",8,M,MIQUEU,Christophe,FI,13,"8,78","14,94",9,F,VEYSSY,Catherine,SOC,12,"8,11","13,79",10,M,LAMOTHE,Benoit,DIV,1,"0,68","1,15",11,M,D'AMÉCOURT,Yves,LR,12,"8,11","13,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,399,Saint-Félix-de-Foncaude,Commune simple,60.0,1030.0,0.3,44.6525452619, -0.104673473731,"{""type"": ""Polygon""; ""coordinates"": [[[-0.086104377182969; 44.63782440329532]; [-0.103541097350461; 44.64007512983547]; [-0.115057467445474; 44.644778599302754]; [-0.118974689066039; 44.643271645057446]; [-0.126557880423692; 44.65461695370051]; [-0.135179907330069; 44.655084584435066]; [-0.142237321319069; 44.6594071944575]; [-0.133946262055344; 44.666489970259754]; [-0.111604558807918; 44.664751270853436]; [-0.100222729973927; 44.65934978215575]; [-0.093005165105831; 44.66308368608437]; [-0.072001308948529; 44.64947912243353]; [-0.074270557682165; 44.64295622189892]; [-0.086104377182969; 44.63782440329532]]]}",236,126,"53,39",110,"46,61",2,"0,85","1,82",3,"1,27","2,73",105,"44,49","95,45",1,M,DUVAL-CAMPANA,Patrick,FN,17,"7,2","16,19",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,3,"1,27","2,86",5,F,LARGETEAU,Catherine,DVG,1,"0,42","0,95",6,F,DUBOS,Christelle,REM,31,"13,14","29,52",7,M,FEBBRARI,Alexis,DLF,2,"0,85","1,9",8,M,MIQUEU,Christophe,FI,12,"5,08","11,43",9,F,VEYSSY,Catherine,SOC,4,"1,69","3,81",10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,35,"14,83","33,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,400,Saint-Ferme,Commune simple,88.0,2010.0,0.4,44.6953149671, 0.0615909665111,"{""type"": ""Polygon""; ""coordinates"": [[[0.078482831331843; 44.6734134521487]; [0.074000184688104; 44.6675922929535]; [0.060362142218244; 44.66960001450709]; [0.049812388647673; 44.67577861737286]; [0.047209000415476; 44.67293435399592]; [0.043514767931272; 44.67379964521091]; [0.034726599579807; 44.689636743986796]; [0.023793566263725; 44.69601002946168]; [0.04727827946939; 44.71182868096742]; [0.054547203378035; 44.724301893489745]; [0.079600072947749; 44.71590244364076]; [0.082423031249806; 44.709706577366276]; [0.090599061548304; 44.70648936261498]; [0.094995357151696; 44.7006138721909]; [0.081453595348466; 44.6833296542031]; [0.078482831331843; 44.6734134521487]]]}",239,95,"39,75",144,"60,25",0,0,0,5,"2,09","3,47",139,"58,16","96,53",1,M,DUVAL-CAMPANA,Patrick,FN,21,"8,79","15,11",2,M,MORIN,Jean-Claude,DVD,1,"0,42","0,72",3,M,LAVIN,Richard,EXG,3,"1,26","2,16",4,F,FABRE-NADLER,Anne-Laure,ECO,3,"1,26","2,16",5,F,LARGETEAU,Catherine,DVG,1,"0,42","0,72",6,F,DUBOS,Christelle,REM,42,"17,57","30,22",7,M,FEBBRARI,Alexis,DLF,3,"1,26","2,16",8,M,MIQUEU,Christophe,FI,12,"5,02","8,63",9,F,VEYSSY,Catherine,SOC,14,"5,86","10,07",10,M,LAMOTHE,Benoit,DIV,1,"0,42","0,72",11,M,D'AMÉCOURT,Yves,LR,38,"15,9","27,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,405,Saint-Genès-de-Blaye,Commune simple,5.0,1175.0,0.5,45.1613439952, -0.668437136605,"{""type"": ""Polygon""; ""coordinates"": [[[-0.693257319865994; 45.145061114442846]; [-0.700455542894544; 45.16699689259904]; [-0.695984971318058; 45.16818172748765]; [-0.692831142694484; 45.18137451330137]; [-0.68724872776222; 45.172310806362184]; [-0.67398546874297; 45.17196421067521]; [-0.659348773756857; 45.17321148386845]; [-0.635731863037244; 45.16826900260175]; [-0.635733829493336; 45.15206236440094]; [-0.658348725334528; 45.15017799545956]; [-0.67689187048381; 45.1487658613523]; [-0.686198835550735; 45.15564266872813]; [-0.68880782840556; 45.146154871436764]; [-0.693257319865994; 45.145061114442846]]]}",389,169,"43,44",220,"56,56",3,"0,77","1,36",1,"0,26","0,45",216,"55,53","98,18",1,F,LACOSTE,Michelle,SOC,8,"2,06","3,7",2,F,GOGUET,Caroline,ECO,3,"0,77","1,39",3,M,GIACOMOTTO,Georges,DLF,1,"0,26","0,46",4,M,BOURNAZEAU,Bernard,DVG,14,"3,6","6,48",5,F,CONTE JAUBERT,Mireille,LR,6,"1,54","2,78",6,F,DEPENVEILLER,Laetitia,DIV,1,"0,26","0,46",7,M,JAY,François,EXD,1,"0,26","0,46",8,F,LOSSON,Joëlle,FI,18,"4,63","8,33",9,M,LABORDE,Sébastien,COM,4,"1,03","1,85",10,M,RICHARD,Olivier,ECO,6,"1,54","2,78",11,M,BEN HADJ SALEM,Marouni,EXG,1,"0,26","0,46",12,F,HAMMERER,Véronique,REM,63,"16,2","29,17",13,M,LORIAUD,Xavier,DVD,38,"9,77","17,59",14,F,LIGOZAT,Sabine,DIV,1,"0,26","0,46",15,M,BALDÈS,Denis,DVD,13,"3,34","6,02",16,F,DIAZ,Edwige,FN,38,"9,77","17,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,406,Saint-Genès-de-Castillon,Commune simple,67.0,681.0,0.4,44.899794746, -0.0641790008053,"{""type"": ""Polygon""; ""coordinates"": [[[-0.052440585127155; 44.888060322334326]; [-0.067654128114114; 44.888596078976846]; [-0.070505381189608; 44.89136450247778]; [-0.089012693980216; 44.89345511910038]; [-0.091438633943866; 44.899983195264]; [-0.074595582520868; 44.90632555454503]; [-0.065891701852685; 44.91317073012083]; [-0.043553399277733; 44.90577502225464]; [-0.034109684060357; 44.90580817665303]; [-0.050078054514246; 44.89449544884977]; [-0.052440585127155; 44.888060322334326]]]}",304,164,"53,95",140,"46,05",2,"0,66","1,43",1,"0,33","0,71",137,"45,07","97,86",1,M,POUVREAU,Charles,UDI,0,0,0,2,F,MOULARD,Jacqueline,DIV,2,"0,66","1,46",3,F,SÉJOURNET,Agnès,ECO,7,"2,3","5,11",4,F,GÉNIN,Gaëlle,EXG,0,0,0,5,M,GARRAUD,Jean-Paul,LR,20,"6,58","14,6",6,M,DELAMORTE,Julien,DLF,3,"0,99","2,19",7,M,BOUDIÉ,Florent,REM,50,"16,45","36,5",8,F,LAMOTHE,Nolwenn,DIV,1,"0,33","0,73",9,M,GARANTO,Antoine,SOC,3,"0,99","2,19",10,F,BAJOU,Eloïse,FI,17,"5,59","12,41",11,F,CHADOURNE,Sandrine,FN,34,"11,18","24,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,407,Saint-Genès-de-Fronsac,Commune simple,52.0,686.0,0.7,45.0267396245, -0.345881901281,"{""type"": ""Polygon""; ""coordinates"": [[[-0.337895554161299; 45.005700642703104]; [-0.341555751582095; 45.01147548167618]; [-0.354085597288267; 45.01280167432289]; [-0.361871693580784; 45.02419208968208]; [-0.350592034730956; 45.045917646074486]; [-0.338190104069132; 45.043875051571106]; [-0.334264016846666; 45.03772045292157]; [-0.336369657703701; 45.01739869947858]; [-0.331634358373395; 45.00764563939917]; [-0.337895554161299; 45.005700642703104]]]}",595,324,"54,45",271,"45,55",2,"0,34","0,74",3,"0,5","1,11",266,"44,71","98,15",1,M,POUVREAU,Charles,UDI,2,"0,34","0,75",2,F,MOULARD,Jacqueline,DIV,2,"0,34","0,75",3,F,SÉJOURNET,Agnès,ECO,8,"1,34","3,01",4,F,GÉNIN,Gaëlle,EXG,0,0,0,5,M,GARRAUD,Jean-Paul,LR,21,"3,53","7,89",6,M,DELAMORTE,Julien,DLF,9,"1,51","3,38",7,M,BOUDIÉ,Florent,REM,98,"16,47","36,84",8,F,LAMOTHE,Nolwenn,DIV,0,0,0,9,M,GARANTO,Antoine,SOC,23,"3,87","8,65",10,F,BAJOU,Eloïse,FI,41,"6,89","15,41",11,F,CHADOURNE,Sandrine,FN,62,"10,42","23,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,408,Saint-Genès-de-Lombaud,Commune simple,71.0,610.0,0.3,44.7540640198, -0.378689815135,"{""type"": ""Polygon""; ""coordinates"": [[[-0.352074330905067; 44.758367036843325]; [-0.383424532813803; 44.74108530190695]; [-0.392751781751644; 44.742908542654064]; [-0.402590341944972; 44.743976373896466]; [-0.412797395692855; 44.743608180535865]; [-0.399985497380832; 44.74899462132326]; [-0.391621750532998; 44.75184636295178]; [-0.386860922624095; 44.76434662202889]; [-0.366494423659706; 44.766850825209275]; [-0.352074330905067; 44.758367036843325]]]}",281,115,"40,93",166,"59,07",6,"2,14","3,61",0,0,0,160,"56,94","96,39",1,M,DUVAL-CAMPANA,Patrick,FN,14,"4,98","8,75",2,M,MORIN,Jean-Claude,DVD,2,"0,71","1,25",3,M,LAVIN,Richard,EXG,3,"1,07","1,88",4,F,FABRE-NADLER,Anne-Laure,ECO,27,"9,61","16,88",5,F,LARGETEAU,Catherine,DVG,1,"0,36","0,63",6,F,DUBOS,Christelle,REM,62,"22,06","38,75",7,M,FEBBRARI,Alexis,DLF,6,"2,14","3,75",8,M,MIQUEU,Christophe,FI,22,"7,83","13,75",9,F,VEYSSY,Catherine,SOC,7,"2,49","4,38",10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,16,"5,69",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,409,Saint-Genis-du-Bois,Commune simple,66.0,232.0,0.1,44.6998143396, -0.183471650836,"{""type"": ""Polygon""; ""coordinates"": [[[-0.170739690152818; 44.69771525048731]; [-0.180473648175027; 44.692471286005635]; [-0.188587412268911; 44.69299460087104]; [-0.19701978041775; 44.70290581059586]; [-0.195703903573219; 44.705764032608904]; [-0.188202488835926; 44.70470995854395]; [-0.175242635731618; 44.706551234543156]; [-0.170739690152818; 44.69771525048731]]]}",80,34,"42,5",46,"57,5",1,"1,25","2,17",0,0,0,45,"56,25","97,83",1,M,DUVAL-CAMPANA,Patrick,FN,11,"13,75","24,44",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,2,"2,5","4,44",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,12,15,"26,67",7,M,FEBBRARI,Alexis,DLF,0,0,0,8,M,MIQUEU,Christophe,FI,5,"6,25","11,11",9,F,VEYSSY,Catherine,SOC,0,0,0,10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,15,"18,75","33,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5ème circonscription,412,Saint-Germain-d'Esteuil,Commune simple,21.0,4475.0,1.2,45.2552033922, -0.895235523992,"{""type"": ""Polygon""; ""coordinates"": [[[-0.92035193881209; 45.20472269239788]; [-0.948185807159904; 45.227344051877665]; [-0.947124219635312; 45.23757814021483]; [-0.913538258029708; 45.27664282698558]; [-0.889574267933724; 45.294247933128624]; [-0.876339934041934; 45.299179197692006]; [-0.858399417993014; 45.295959369775176]; [-0.846553499256853; 45.30050552001418]; [-0.833499791546553; 45.29625706748313]; [-0.835038492438245; 45.28391685587683]; [-0.828521363343325; 45.28013765285145]; [-0.832439858439164; 45.274359985411486]; [-0.860081580094006; 45.269000180382115]; [-0.884699386267792; 45.25347923452489]; [-0.891980103571562; 45.24496783747803]; [-0.885445848662225; 45.2358105393713]; [-0.889049743894051; 45.20662919612882]; [-0.897917919071255; 45.2081589319014]; [-0.92035193881209; 45.20472269239788]]]}",1042,524,"50,29",518,"49,71",9,"0,86","1,74",1,"0,1","0,19",508,"48,75","98,07",1,F,LEGRAND,Florence,LR,31,"2,98","6,1",2,M,BRARD,Julien,DIV,4,"0,38","0,79",3,M,TAVEAU,François-Régis,EXD,4,"0,38","0,79",4,M,CAPELLI,Christophe,DVD,6,"0,58","1,18",5,F,NGUYEN,Thi Be,DIV,0,0,0,6,F,COLEMYN,Sonia,DLF,12,"1,15","2,36",7,F,GOT,Pascale,SOC,109,"10,46","21,46",8,F,CALVO,Martine,FI,49,"4,7","9,65",9,M,SAUBUSSE,Stéphane,ECO,4,"0,38","0,79",10,M,DE FOURNAS,Grégoire,FN,157,"15,07","30,91",11,M,SIMIAN,Benoit,REM,123,"11,8","24,21",12,M,COSTE,Rémy,EXG,2,"0,19","0,39",13,M,LE BOT,Stéphane,COM,7,"0,67","1,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,411,Saint-Germain-de-Grave,Commune simple,74.0,615.0,0.1,44.6234269456, -0.217898533174,"{""type"": ""Polygon""; ""coordinates"": [[[-0.219185589650265; 44.604493504513115]; [-0.223225024134898; 44.61955769368344]; [-0.228203762902602; 44.62454812641992]; [-0.242111014253992; 44.63711570864044]; [-0.236571281996646; 44.641512873810036]; [-0.228295137027813; 44.64178192000287]; [-0.214158568855158; 44.62825522350894]; [-0.206202985626512; 44.62481021512714]; [-0.200565299187378; 44.61995506543845]; [-0.188147229862318; 44.61808859809977]; [-0.219185589650265; 44.604493504513115]]]}",113,40,"35,4",73,"64,6",3,"2,65","4,11",1,"0,88","1,37",69,"61,06","94,52",1,M,DUVAL-CAMPANA,Patrick,FN,15,"13,27","21,74",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,4,"3,54","5,8",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,27,"23,89","39,13",7,M,FEBBRARI,Alexis,DLF,0,0,0,8,M,MIQUEU,Christophe,FI,2,"1,77","2,9",9,F,VEYSSY,Catherine,SOC,0,0,0,10,M,LAMOTHE,Benoit,DIV,1,"0,88","1,45",11,M,D'AMÉCOURT,Yves,LR,20,"17,7","28,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,414,Saint-Germain-de-la-Rivière,Commune simple,21.0,392.0,0.4,44.9440812975, -0.330721356984,"{""type"": ""Polygon""; ""coordinates"": [[[-0.330941609559139; 44.932806307187676]; [-0.349435213813994; 44.93529623388943]; [-0.34121999208992; 44.948168935232765]; [-0.327905882053228; 44.9521911170824]; [-0.326341480695939; 44.95555422822225]; [-0.310547920448903; 44.95267348811526]; [-0.309177145794033; 44.95009195611256]; [-0.317972549587478; 44.94710821344389]; [-0.330941609559139; 44.932806307187676]]]}",271,113,"41,7",158,"58,3",3,"1,11","1,9",0,0,0,155,"57,2","98,1",1,M,POUVREAU,Charles,UDI,9,"3,32","5,81",2,F,MOULARD,Jacqueline,DIV,2,"0,74","1,29",3,F,SÉJOURNET,Agnès,ECO,4,"1,48","2,58",4,F,GÉNIN,Gaëlle,EXG,1,"0,37","0,65",5,M,GARRAUD,Jean-Paul,LR,29,"10,7","18,71",6,M,DELAMORTE,Julien,DLF,3,"1,11","1,94",7,M,BOUDIÉ,Florent,REM,64,"23,62","41,29",8,F,LAMOTHE,Nolwenn,DIV,1,"0,37","0,65",9,M,GARANTO,Antoine,SOC,7,"2,58","4,52",10,F,BAJOU,Eloïse,FI,9,"3,32","5,81",11,F,CHADOURNE,Sandrine,FN,26,"9,59","16,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,413,Saint-Germain-du-Puch,Commune simple,46.0,1214.0,2.1,44.8518771746, -0.334057269081,"{""type"": ""Polygon""; ""coordinates"": [[[-0.361879009513207; 44.83372008967191]; [-0.362646848080538; 44.839563277943455]; [-0.360685377498512; 44.85207660231937]; [-0.331514245519818; 44.87007807898137]; [-0.327764173996569; 44.87180363416721]; [-0.316260422918097; 44.86713767584341]; [-0.312194714055725; 44.868457606560476]; [-0.304196861210315; 44.860892267862994]; [-0.313056239334978; 44.84291192764089]; [-0.334367984514484; 44.83940772979398]; [-0.340777814388236; 44.83516874814822]; [-0.361879009513207; 44.83372008967191]]]}",1657,795,"47,98",862,"52,02",11,"0,66","1,28",7,"0,42","0,81",844,"50,94","97,91",1,M,POUVREAU,Charles,UDI,31,"1,87","3,67",2,F,MOULARD,Jacqueline,DIV,4,"0,24","0,47",3,F,SÉJOURNET,Agnès,ECO,37,"2,23","4,38",4,F,GÉNIN,Gaëlle,EXG,4,"0,24","0,47",5,M,GARRAUD,Jean-Paul,LR,126,"7,6","14,93",6,M,DELAMORTE,Julien,DLF,3,"0,18","0,36",7,M,BOUDIÉ,Florent,REM,338,"20,4","40,05",8,F,LAMOTHE,Nolwenn,DIV,2,"0,12","0,24",9,M,GARANTO,Antoine,SOC,40,"2,41","4,74",10,F,BAJOU,Eloïse,FI,151,"9,11","17,89",11,F,CHADOURNE,Sandrine,FN,108,"6,52","12,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,415,Saint-Gervais,Commune simple,28.0,563.0,1.5,45.0168841442, -0.466644365612,"{""type"": ""Polygon""; ""coordinates"": [[[-0.483182971812567; 45.00257977801812]; [-0.490897167001295; 45.00446489762574]; [-0.489064455661976; 45.01113762146868]; [-0.475534320868924; 45.020771946014584]; [-0.473384054689209; 45.02707575910465]; [-0.469861191509302; 45.02888001930503]; [-0.452930201728111; 45.02657675709002]; [-0.448712272620786; 45.02639212663881]; [-0.444157793025983; 45.018467113680266]; [-0.448277826235808; 45.01253552741422]; [-0.477565530278557; 45.008469474763885]; [-0.483182971812567; 45.00257977801812]]]}",1282,627,"48,91",655,"51,09",0,0,0,4,"0,31","0,61",651,"50,78","99,39",1,F,LACOSTE,Michelle,SOC,54,"4,21","8,29",2,F,GOGUET,Caroline,ECO,17,"1,33","2,61",3,M,GIACOMOTTO,Georges,DLF,4,"0,31","0,61",4,M,BOURNAZEAU,Bernard,DVG,5,"0,39","0,77",5,F,CONTE JAUBERT,Mireille,LR,56,"4,37","8,6",6,F,DEPENVEILLER,Laetitia,DIV,6,"0,47","0,92",7,M,JAY,François,EXD,4,"0,31","0,61",8,F,LOSSON,Joëlle,FI,97,"7,57","14,9",9,M,LABORDE,Sébastien,COM,11,"0,86","1,69",10,M,RICHARD,Olivier,ECO,17,"1,33","2,61",11,M,BEN HADJ SALEM,Marouni,EXG,6,"0,47","0,92",12,F,HAMMERER,Véronique,REM,212,"16,54","32,57",13,M,LORIAUD,Xavier,DVD,25,"1,95","3,84",14,F,LIGOZAT,Sabine,DIV,3,"0,23","0,46",15,M,BALDÈS,Denis,DVD,7,"0,55","1,08",16,F,DIAZ,Edwige,FN,127,"9,91","19,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,416,Saint-Girons-d'Aiguevives,Commune simple,45.0,1182.0,0.9,45.1466416615, -0.538156488225,"{""type"": ""Polygon""; ""coordinates"": [[[-0.538591503701495; 45.12249648563229]; [-0.560258227202825; 45.1350559221316]; [-0.561863606387548; 45.1412598285348]; [-0.557422279542688; 45.15330810333588]; [-0.545019555305992; 45.162202489843345]; [-0.520871882654389; 45.171007025974305]; [-0.51318493054296; 45.16750895336973]; [-0.521984242427034; 45.15531618463203]; [-0.521759971220143; 45.141461191922886]; [-0.527283168379207; 45.1280914930303]; [-0.538591503701495; 45.12249648563229]]]}",718,368,"51,25",350,"48,75",10,"1,39","2,86",5,"0,7","1,43",335,"46,66","95,71",1,F,LACOSTE,Michelle,SOC,11,"1,53","3,28",2,F,GOGUET,Caroline,ECO,3,"0,42","0,9",3,M,GIACOMOTTO,Georges,DLF,5,"0,7","1,49",4,M,BOURNAZEAU,Bernard,DVG,20,"2,79","5,97",5,F,CONTE JAUBERT,Mireille,LR,9,"1,25","2,69",6,F,DEPENVEILLER,Laetitia,DIV,2,"0,28","0,6",7,M,JAY,François,EXD,4,"0,56","1,19",8,F,LOSSON,Joëlle,FI,33,"4,6","9,85",9,M,LABORDE,Sébastien,COM,4,"0,56","1,19",10,M,RICHARD,Olivier,ECO,4,"0,56","1,19",11,M,BEN HADJ SALEM,Marouni,EXG,5,"0,7","1,49",12,F,HAMMERER,Véronique,REM,83,"11,56","24,78",13,M,LORIAUD,Xavier,DVD,17,"2,37","5,07",14,F,LIGOZAT,Sabine,DIV,2,"0,28","0,6",15,M,BALDÈS,Denis,DVD,17,"2,37","5,07",16,F,DIAZ,Edwige,FN,116,"16,16","34,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,418,Saint-Hilaire-de-la-Noaille,Commune simple,80.0,1140.0,0.4,44.6031750494, 0.00530764786777,"{""type"": ""Polygon""; ""coordinates"": [[[0.020814558541568; 44.58737940415798]; [-0.0052918883299; 44.58805047817246]; [-0.018139857742509; 44.59137582499925]; [-0.019041962162923; 44.5945674145285]; [-0.009788377906399; 44.6061623721969]; [-0.013734267355278; 44.61227109705954]; [-0.008519786073341; 44.62162053100558]; [-0.004492046956651; 44.62060396938634]; [0.000908288238427; 44.625318280223084]; [0.032258613327997; 44.60372330530771]; [0.024866264676914; 44.59660562265193]; [0.026157663002067; 44.590766598516474]; [0.020814558541568; 44.58737940415798]]]}",270,119,"44,07",151,"55,93",2,"0,74","1,32",1,"0,37","0,66",148,"54,81","98,01",1,M,DUVAL-CAMPANA,Patrick,FN,16,"5,93","10,81",2,M,MORIN,Jean-Claude,DVD,1,"0,37","0,68",3,M,LAVIN,Richard,EXG,1,"0,37","0,68",4,F,FABRE-NADLER,Anne-Laure,ECO,6,"2,22","4,05",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,57,"21,11","38,51",7,M,FEBBRARI,Alexis,DLF,1,"0,37","0,68",8,M,MIQUEU,Christophe,FI,22,"8,15","14,86",9,F,VEYSSY,Catherine,SOC,16,"5,93","10,81",10,M,LAMOTHE,Benoit,DIV,2,"0,74","1,35",11,M,D'AMÉCOURT,Yves,LR,26,"9,63","17,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
