X,Y,nom_dept,nom_com,insee_com,nom_station,code_station,typologie,influence,nom_polluant,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x_wgs84,y_wgs84,x_l93,y_l93,id,ESRI_OID
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,38,1.8,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",1,1
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,38,2.1,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",2,2
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,38,3.3,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",3,3
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,38,3.6,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",4,4
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,5,13.4,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",5,5
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,5,14.1,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",6,6
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,5,14.9,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",7,7
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,5,15,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",8,8
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,7,54.5,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",9,9
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,7,55.1,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",10,10
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,7,58.2,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",11,11
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,7,62.6,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",12,12
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,8,8.9,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",13,13
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,8,9.3,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",14,14
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,8,9.4,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",15,15
1.69313,46.798267,INDRE,Châteauroux,36044,Chateauroux Sud,FR34051,Urbaine,Fond,,8,10.6,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.69313,46.798267,"600 329,2082205","6 633 950,0203331",16,16
2.610068,46.814695,CHER,Verneuil,18277,Verneuil,FR34038,Rurale nationale,Fond,,6001,6.8,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.610068,46.814695,"670 269,8100000","6 635 023,9700000",17,17
2.610068,46.814695,CHER,Verneuil,18277,Verneuil,FR34038,Rurale nationale,Fond,,6001,7,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.610068,46.814695,"670 269,8100000","6 635 023,9700000",18,18
2.610068,46.814695,CHER,Verneuil,18277,Verneuil,FR34038,Rurale nationale,Fond,,6001,7,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.610068,46.814695,"670 269,8100000","6 635 023,9700000",19,19
2.610068,46.814695,CHER,Verneuil,18277,Verneuil,FR34038,Rurale nationale,Fond,,6001,7.9,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.610068,46.814695,"670 269,8100000","6 635 023,9700000",20,20
2.610068,46.814695,CHER,Verneuil,18277,Verneuil,FR34038,Rurale nationale,Fond,,7,52.8,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.610068,46.814695,"670 269,8100000","6 635 023,9700000",21,21
2.610068,46.814695,CHER,Verneuil,18277,Verneuil,FR34038,Rurale nationale,Fond,,7,57,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.610068,46.814695,"670 269,8100000","6 635 023,9700000",22,22
2.610068,46.814695,CHER,Verneuil,18277,Verneuil,FR34038,Rurale nationale,Fond,,7,58,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.610068,46.814695,"670 269,8100000","6 635 023,9700000",23,23
2.610068,46.814695,CHER,Verneuil,18277,Verneuil,FR34038,Rurale nationale,Fond,,7,59.9,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.610068,46.814695,"670 269,8100000","6 635 023,9700000",24,24
1.771953,46.864535,INDRE,Montierchaume,36128,Montierchaume,FR34056,Périurbaine,Fond,,7,53,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.771953,46.864535,"606 454,7588532","6 641 212,5670184",25,25
1.771953,46.864535,INDRE,Montierchaume,36128,Montierchaume,FR34056,Périurbaine,Fond,,7,54.9,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.771953,46.864535,"606 454,7588532","6 641 212,5670184",26,26
1.771953,46.864535,INDRE,Montierchaume,36128,Montierchaume,FR34056,Périurbaine,Fond,,7,60.2,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.771953,46.864535,"606 454,7588532","6 641 212,5670184",27,27
1.771953,46.864535,INDRE,Montierchaume,36128,Montierchaume,FR34056,Périurbaine,Fond,,7,60.3,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.771953,46.864535,"606 454,7588532","6 641 212,5670184",28,28
2.003258,46.942941,INDRE,Issoudun,36088,Issoudun_Trafic_ZR,FR34057,Urbaine,Trafic,,38,8.9,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.003258,46.942941,"624 183,0926747","6 649 671,9038806",29,29
2.003258,46.942941,INDRE,Issoudun,36088,Issoudun_Trafic_ZR,FR34057,Urbaine,Trafic,,38,8.9,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.003258,46.942941,"624 183,0926747","6 649 671,9038806",30,30
2.003258,46.942941,INDRE,Issoudun,36088,Issoudun_Trafic_ZR,FR34057,Urbaine,Trafic,,38,12.2,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.003258,46.942941,"624 183,0926747","6 649 671,9038806",31,31
2.003258,46.942941,INDRE,Issoudun,36088,Issoudun_Trafic_ZR,FR34057,Urbaine,Trafic,,38,12.5,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.003258,46.942941,"624 183,0926747","6 649 671,9038806",32,32
2.003258,46.942941,INDRE,Issoudun,36088,Issoudun_Trafic_ZR,FR34057,Urbaine,Trafic,,6001,7.2,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.003258,46.942941,"624 183,0926747","6 649 671,9038806",33,33
2.003258,46.942941,INDRE,Issoudun,36088,Issoudun_Trafic_ZR,FR34057,Urbaine,Trafic,,6001,7.4,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.003258,46.942941,"624 183,0926747","6 649 671,9038806",34,34
2.003258,46.942941,INDRE,Issoudun,36088,Issoudun_Trafic_ZR,FR34057,Urbaine,Trafic,,6001,7.5,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.003258,46.942941,"624 183,0926747","6 649 671,9038806",35,35
2.003258,46.942941,INDRE,Issoudun,36088,Issoudun_Trafic_ZR,FR34057,Urbaine,Trafic,,6001,7.9,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.003258,46.942941,"624 183,0926747","6 649 671,9038806",36,36
2.003258,46.942941,INDRE,Issoudun,36088,Issoudun_Trafic_ZR,FR34057,Urbaine,Trafic,,8,14.3,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.003258,46.942941,"624 183,0926747","6 649 671,9038806",37,37
2.003258,46.942941,INDRE,Issoudun,36088,Issoudun_Trafic_ZR,FR34057,Urbaine,Trafic,,8,14.9,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.003258,46.942941,"624 183,0926747","6 649 671,9038806",38,38
2.003258,46.942941,INDRE,Issoudun,36088,Issoudun_Trafic_ZR,FR34057,Urbaine,Trafic,,8,15.2,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.003258,46.942941,"624 183,0926747","6 649 671,9038806",39,39
2.003258,46.942941,INDRE,Issoudun,36088,Issoudun_Trafic_ZR,FR34057,Urbaine,Trafic,,8,16.3,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.003258,46.942941,"624 183,0926747","6 649 671,9038806",40,40
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,10,0,mg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",41,41
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,10,111,mg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",42,42
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,38,5.9,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",43,43
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,38,6.6,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",44,44
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,38,7.7,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",45,45
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,38,7.7,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",46,46
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,5,15.1,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",47,47
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,5,15.7,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",48,48
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,5,16.3,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",49,49
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,5,16.3,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",50,50
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,8,14,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",51,51
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,8,14.1,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",52,52
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,8,14.6,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",53,53
2.407183,47.075044,CHER,Bourges,18033,Bourges-Baffier,FR34030,Urbaine,Trafic,,8,17.8,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.407183,47.075044,"655 016,8916252","6 664 034,8610015",54,54
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,38,1.9,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",55,55
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,38,2.1,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",56,56
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,38,2.1,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",57,57
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,38,3,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",58,58
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,5,13.8,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",59,59
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,5,13.9,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",60,60
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,5,14.1,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",61,61
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,5,15.3,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",62,62
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,7,48.8,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",63,63
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,7,50.7,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",64,64
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,7,55.4,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",65,65
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,7,56.8,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",66,66
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,8,10.1,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",67,67
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,8,10.1,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",68,68
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,8,11.4,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",69,69
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,,8,11.7,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.405325,47.082784,"654 882,4399415","6 664 895,6921612",70,70
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,,7,51.4,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.40968,47.170154,"579 545,9279148","6 675 643,3172571",71,71
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,,7,55.3,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.40968,47.170154,"579 545,9279148","6 675 643,3172571",72,72
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,,7,60,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.40968,47.170154,"579 545,9279148","6 675 643,3172571",73,73
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,,7,61.5,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.40968,47.170154,"579 545,9279148","6 675 643,3172571",74,74
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,38,2.8,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",75,75
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,38,3.5,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",76,76
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,38,4.4,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",77,77
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,38,4.8,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",78,78
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,6001,10.4,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",79,79
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,6001,10.5,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",80,80
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,6001,11.8,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",81,81
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,6001,12.2,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",82,82
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,7,50,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",83,83
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,7,54.3,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",84,84
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,7,59.7,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",85,85
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,7,60.2,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",86,86
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,8,11.9,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",87,87
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,8,13.4,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",88,88
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,8,14.5,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",89,89
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,,8,14.8,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,0.653776,47.344132,"522 880,4999542","6 696 387,2264789",90,90
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,10,0.175,mg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",91,91
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,10,0.185,mg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",92,92
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,10,0.216,mg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",93,93
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,10,0.275,mg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",94,94
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,38,19.5,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",95,95
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,38,20.6,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",96,96
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,38,26.6,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",97,97
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,38,29.4,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",98,98
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,5,16.6,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",99,99
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,5,17.3,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",100,100
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,5,17.6,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",101,101
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,5,18.6,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",102,102
0.704873,47.394643,INDRE-ET-LOIRE,Tours,37261,Pompidou,FR34028,Urbaine,Trafic,,6001,11,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,0.704873,47.394643,"526 899,8677983","6 701 882,4993876",103,103
