Maison des Associations;Date ;Heure de d‚but;Heure de fin;Activit‚;Type de r‚servation;Association
NICE-CENTRE;09/09/2019;09H00;12H00;ENVIRONNEMENT;ATELIER;SENS SOLIDAIRES
NICE-CENTRE;09/09/2019;10H00;12H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-CENTRE;09/09/2019;10H00;11H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;09/09/2019;14H00;16H00;ENVIRONNEMENT;COURS;SENS SOLIDAIRES
NICE-CENTRE;09/09/2019;14H00;15H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;09/09/2019;14H00;17H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-CENTRE;09/09/2019;15H00;17H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;10/09/2019;09H00;13H00;ENVIRONNEMENT;ATELIER;SENS SOLIDAIRES
NICE-CENTRE;10/09/2019;09H00;12H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;10/09/2019;09H00;13H00;ORGANISME PUBLIC;REUNION;SVA SERVICE DE LA VIE ASSOCIATIVE
NICE-CENTRE;10/09/2019;14H00;16H00;ENVIRONNEMENT;PERMANENCE;SENS SOLIDAIRES
NICE-CENTRE;10/09/2019;14H00;15H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;11/09/2019;09H00;13H00;ENVIRONNEMENT;ATELIER;SENS SOLIDAIRES
NICE-CENTRE;11/09/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;11/09/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;11/09/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;11/09/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;11/09/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;11/09/2019;18H00;20H00;SANTE;REUNION;OA - OUTRE-MANGEURS ANONYMES
NICE-CENTRE;12/09/2019;09H00;17H00;SOCIAL;PERMANENCE;ABI 06 - ASSOCIATION AU BENEFICE DE L'INSERTION
NICE-CENTRE;12/09/2019;09H00;13H00;ENVIRONNEMENT;ATELIER;SENS SOLIDAIRES
NICE-CENTRE;12/09/2019;14H00;16H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;12/09/2019;14H00;16H00;ENVIRONNEMENT;PERMANENCE;SENS SOLIDAIRES
NICE-CENTRE;12/09/2019;15H00;19H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-CENTRE;12/09/2019;19H00;20H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-EST SAINT ROCH;09/09/2019;09H00;12H00;JEUNESSE;REUNION;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;09/09/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;09/09/2019;09H00;11H00;SPORT;COURS;NICE COTE D'AZUR ATHLETISME
NICE-EST SAINT ROCH;09/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;09/09/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;09/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;09/09/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;09/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;09/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;09/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;09/09/2019;10H00;12H00;SOCIAL;COURS;ASSISTANCE SOUTIEN ACCOMPAGNEMENT A LA PERSONNE (ASAP 06)
NICE-EST SAINT ROCH;09/09/2019;10H00;13H00;DANSE ;COURS;ASSOCIATION CORPS ET DANSE 
NICE-EST SAINT ROCH;09/09/2019;14H00;16H00;DANSE ;COURS;ASSOCIATION CORPS ET DANSE 
NICE-EST SAINT ROCH;09/09/2019;14H00;17H00;CULTURE;REUNION;LES MOTS A LA BOUCHE
NICE-EST SAINT ROCH;09/09/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;09/09/2019;17H00;18H00;DANSE ;COURS;MOUVANCES
NICE-EST SAINT ROCH;09/09/2019;18H00;19H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE LA PASSERELLE
NICE-EST SAINT ROCH;09/09/2019;18H00;20H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO JAPONAIS
NICE-EST SAINT ROCH;09/09/2019;18H00;20H00;DANSE ;COURS;SHYNCIA
NICE-EST SAINT ROCH;09/09/2019;18H00;19H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-EST SAINT ROCH;09/09/2019;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;09/09/2019;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;09/09/2019;19H00;21H00;SPORT;COURS;FIT'4 U
NICE-EST SAINT ROCH;09/09/2019;19H00;21H00;COMMUNICATION;REUNION;LUNDI CLINIQUE
NICE-EST SAINT ROCH;09/09/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;09/09/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;10/09/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;10/09/2019;09H00;12H00;SOCIAL;REUNION;AAVAA - ASSOCIATION D'ASSISTANCE AUX VICTIMES D'ACCIDENTS ET D'AGRESSIONS
NICE-EST SAINT ROCH;10/09/2019;09H00;16H50;COURS DE LANGUE;PERMANENCE;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-EST SAINT ROCH;10/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;10/09/2019;09H00;12H00;EMPLOI;PERMANENCE;APPASCAM ASS. PROMOTION ET PROFESSIONALISATION DE L'ANIMATION SPORTIVE ET CULTURELLE DANS LES A.M.
NICE-EST SAINT ROCH;10/09/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;10/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;10/09/2019;09H00;16H50;COURS DE LANGUE;PERMANENCE;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-EST SAINT ROCH;10/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;10/09/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;10/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;10/09/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;10/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;10/09/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;10/09/2019;13H00;17H00;LOISIRS;ATELIER;NICE TAROT CLUB
NICE-EST SAINT ROCH;10/09/2019;13H00;16H00;CITOYENNETE;EXAMEN;CLIC TON CODE
NICE-EST SAINT ROCH;10/09/2019;14H00;17H00;HANDICAP;REUNION;AVH - ASSOCIATION VALENTIN HAUY - COMITE DE NICE 
NICE-EST SAINT ROCH;10/09/2019;14H00;17H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;10/09/2019;14H00;17H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;10/09/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;10/09/2019;17H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;10/09/2019;18H00;19H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE CORVESY GV CORVESY
NICE-EST SAINT ROCH;10/09/2019;18H00;19H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;10/09/2019;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;10/09/2019;18H00;21H00;CHANT;COURS;AZURUS
NICE-EST SAINT ROCH;10/09/2019;18H00;21H00;MUSIQUE;COURS;NHA MITA PEREIRA
NICE-EST SAINT ROCH;10/09/2019;18H00;21H00;THEATRE;COURS;COMPAGNIE DE L'ECHO ERRANT
NICE-EST SAINT ROCH;10/09/2019;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;10/09/2019;18H00;20H00;CULTURE;COURS;SUN RIVIER'ART
NICE-EST SAINT ROCH;10/09/2019;19H00;20H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;11/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;11/09/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;11/09/2019;09H00;12H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;11/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;11/09/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;11/09/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;11/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;11/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;11/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;11/09/2019;10H00;12H00;SOCIAL;COURS;ASSISTANCE SOUTIEN ACCOMPAGNEMENT A LA PERSONNE (ASAP 06)
NICE-EST SAINT ROCH;11/09/2019;10H00;16H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;11/09/2019;11H00;12H00;LOISIRS;ATELIER;BRIN D'SOLEIL
NICE-EST SAINT ROCH;11/09/2019;14H00;18H00;LOISIRS;COURS;LE CLAN DES BOULEGANS
NICE-EST SAINT ROCH;11/09/2019;14H00;16H00;LOISIRS;COURS;CLUB DES CHIFFRES ET DES LETTRES DE NICE
NICE-EST SAINT ROCH;11/09/2019;14H00;17H00;PROXIMITE;COURS;SEL NICE AZUR PROVENCE
NICE-EST SAINT ROCH;11/09/2019;14H00;20H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;11/09/2019;16H00;18H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;11/09/2019;16H00;18H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;11/09/2019;17H00;19H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;11/09/2019;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;11/09/2019;18H00;20H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO JAPONAIS
NICE-EST SAINT ROCH;11/09/2019;18H00;19H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE CORVESY GV CORVESY
NICE-EST SAINT ROCH;11/09/2019;18H00;21H00;SPECTACLE VIVANT;REUNION;VAGUES DE SOLEILS
NICE-EST SAINT ROCH;11/09/2019;18H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;12/09/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;12/09/2019;09H00;12H00;CITOYENNETE;COURS;CLIC TON CODE
NICE-EST SAINT ROCH;12/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;12/09/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;12/09/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;12/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;12/09/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;12/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;12/09/2019;09H00;12H00;SOCIAL;REUNION;ALAID
NICE-EST SAINT ROCH;12/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;12/09/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;12/09/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;12/09/2019;10H00;16H00;DANSE ;COURS;ASSOCIATION CORPS ET DANSE 
NICE-EST SAINT ROCH;12/09/2019;10H00;13H00;SOCIAL;REUNION;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;12/09/2019;10H00;11H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;12/09/2019;10H00;12H00;HUMANITAIRE;REUNION;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;12/09/2019;11H00;13H00;ACTIVITE BIEN ETRE;COURS;SYNERGIE OPTIMALE
NICE-EST SAINT ROCH;12/09/2019;14H00;17H00;ACTIVITE MANUELLE;COURS;LES COUSETTES
NICE-EST SAINT ROCH;12/09/2019;14H00;17H00;SOCIAL;REUNION;ALAID
NICE-EST SAINT ROCH;12/09/2019;14H00;16H00;SANTE;COURS;AFD 06 - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;12/09/2019;14H00;17H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;12/09/2019;16H00;18H00;SENIORS;COURS;SENIORS CONNEXION
NICE-EST SAINT ROCH;12/09/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;12/09/2019;18H00;20H00;ACTIVITE BIEN ETRE;COURS;SHANTI-YOGA
NICE-EST SAINT ROCH;12/09/2019;18H00;19H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;12/09/2019;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;12/09/2019;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;12/09/2019;19H00;21H00;THEATRE;COURS;LE PETIT THEATRE DE LAURE
