objectid,inseecom,commune,date_maj,nom,st_areashape,st_lengthshape
5759,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,5972.36415,629.269308615935
5760,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,165517.2051,3027.85935308976
5761,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,26606.0641,762.845972619919
5762,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,23509.93045,718.932892518553
5763,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,185925.0628,2210.72596837374
5764,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,35395.96235,835.918984035039
5765,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,79856.5891,1197.35362587967
5766,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,135859.7656,2560.40546377691
5767,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,2886.2333,269.032121866433
5768,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,66824.39295,1366.78103282227
5769,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,1197.14657221,152.181164529616
5770,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,106268.6565,1865.86846861782
5771,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,51674.49365,1474.38445964224
5772,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,2450.24915,206.798714932483
5773,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,132445.4912,2102.42522777839
5774,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,52384.5259,1374.35956012579
5775,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,209782.4461,2179.39229108532
5776,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,406466.89815,5533.07988458279
5777,90036,EGUENIGUE,2020/07/28 00:00:00+00,ilot parcellaire,9440.708136085,516.632696123075
6137,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,373560.462348035,3301.14973385712
6138,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,129820.32965,1553.6288033081
6139,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,270379.70916431,3058.18153738084
6140,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,157189.4231,2690.254179791
6141,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,56176.47485,1073.69135678637
6142,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,122689.52215,1832.46099249601
6143,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,6583.21465,403.887478909969
6144,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,107168.623289175,1785.40395942698
6145,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,32426.4686,884.737748091048
6146,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,49078.8395,1421.41805519411
6147,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,425.17796665,93.0141288201242
6148,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,6489.9643,343.662825690022
6149,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,20699.5353,1142.63517580546
6150,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,439367.6534,3662.80150669348
6151,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,572895.88816548,3850.94028760119
6152,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,221804.92475,3428.77048750755
6153,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,5590.03515,392.954027689145
6154,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,202.3515,79.1268324914561
6155,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,3390.27165,267.199921953024
6156,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,157589.2719,2558.33607729047
6157,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,21710.83145,929.096561741582
6158,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,630974.74665,5516.30086046536
6159,90067,MENONCOURT,2020/07/29 00:00:00+00,ilot parcellaire,152788.7916005,1895.60548963985
