Maison des Associations;Date ;Heure de début;Heure de fin;Activité;Type de réservation;Associations
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;07/01/2019;14H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;INSTITUT PERICLES - DELEGATION DPTALE DE LA COMMISSION DE LA RESERVE MILITAIRE
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;10H00;12H00;ORGANISME PUBLIC;PERMANENCE;MAIRIE DE NICE ANCIENS COMBATTANTS
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;10H00;12H00;AFFAIRES MILITAIRES;PERMANENCE;SMLH - SOCIETE DES MEMBRES DE LA LEGION D'HONNEUR - SECTION DES A.M.
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;10H00;12H00;AFFAIRES MILITAIRES;PERMANENCE;INSTITUT PERICLES - DELEGATION DPTALE DE LA COMMISSION DE LA RESERVE MILITAIRE
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;10H00;12H00;AFFAIRES MILITAIRES;PERMANENCE;AMICALE NAT. DU 22EME BCA ET DES TROUPES DE MONTAGNE SIDI-BRAHIM DE CANNES, NICE, VILLEFRANCHE/MER
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;14H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;ANMONM - ASS. NALE DES MEMBRES DE L'ORDRE NATIONAL DU MERITE - Section Départementale des AM 
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;14H00;18H00;ORGANISME PUBLIC;PERMANENCE;MAIRIE DE NICE ANCIENS COMBATTANTS
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;14H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;INSTITUT PERICLES - DELEGATION DPTALE DE LA COMMISSION DE LA RESERVE MILITAIRE
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;14H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;AMICALE DES TRANSMISSIONS DE LA COTE D'AZUR
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;15H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;ANSORAA - ASSOCIATION NATIONALE DES SOUS-OFFICIERS DE RESERVE DE L'ARMEE DE L'AIR -SECTION AM
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;15H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;AMICALE DES SOUS MARINIERS DE NICE - COTE D'AZUR AGASM SECTION PEGASE
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;15H00;18H00;AFFAIRES MILITAIRES;PERMANENCE;AMICALE DES PORTE-DRAPEAUX DES ALPES MARITIMES NICE MONACO
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;15H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;FNAME-OPEX 06 - FEDERATION NATIONALE DES ANCIENS DES MISSIONS EXTERIEURES DPT 06
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;08/01/2019;15H00;18H00;AFFAIRES MILITAIRES;PERMANENCE;AMICALE DES SOUS OFFICIERS DE LA BA 943
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;10H00;12H00;AFFAIRES MILITAIRES;PERMANENCE;UADIF06 - UNION DES ANCIENS DEPORTES, INTERNES ET FAMILLES 06
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;10H00;12H00;ORGANISME PUBLIC;PERMANENCE;MAIRIE DE NICE ANCIENS COMBATTANTS
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;10H00;12H00;AFFAIRES MILITAIRES;PERMANENCE;LE SOUVENIR FRANCAIS DELEGATION DEPARTEMENTALE
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;10H00;12H00;AFFAIRES MILITAIRES;PERMANENCE;INSTITUT PERICLES - DELEGATION DPTALE DE LA COMMISSION DE LA RESERVE MILITAIRE
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;14H00;18H00;ORGANISME PUBLIC;PERMANENCE;MAIRIE DE NICE ANCIENS COMBATTANTS
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;14H00;17H00;AFFAIRES MILITAIRES;COURS;AMTS - ASSOCIATION MEMOIRE DU TIRAILLEUR SENEGALAIS
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;14H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;INSTITUT PERICLES - DELEGATION DPTALE DE LA COMMISSION DE LA RESERVE MILITAIRE
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;14H00;18H00;AFFAIRES MILITAIRES;REUNION;AMICALE NAT. DU 22EME BCA ET DES TROUPES DE MONTAGNE SIDI-BRAHIM DE CANNES, NICE, VILLEFRANCHE/MER
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;14H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;AMTS - ASSOCIATION MEMOIRE DU TIRAILLEUR SENEGALAIS
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;14H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;ATM 06 - AMICALE DES TROUPES DE MARINE ET OUTRE MER 06
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;15H00;18H00;AFFAIRES MILITAIRES;PERMANENCE;UNPRG NICE - UNION NATIONALE DU PERSONNEL EN RETRAITE DE LA GENDARMERIE - SECTEUR NICE 
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;15H00;18H00;AFFAIRES MILITAIRES;PERMANENCE;ASAF 06 - ASSOCIATION DE SOUTIEN A L'ARMEE FRANCAISE DES ALPES MARITIMES
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;09/01/2019;15H00;18H00;AFFAIRES MILITAIRES;PERMANENCE;ANORAA - ASSOCIATION NATIONALE DES OFFICIERS DE RESERVE DE L'ARMEE DE L'AIR
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;10/01/2019;10H00;12H00;ORGANISME PUBLIC;PERMANENCE;MAIRIE DE NICE ANCIENS COMBATTANTS
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;10/01/2019;10H00;12H00;AFFAIRES MILITAIRES;PERMANENCE;LE SOUVENIR FRANCAIS -COMITE DE NICE - SF
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;10/01/2019;10H00;12H00;AFFAIRES MILITAIRES;PERMANENCE;INSTITUT PERICLES - DELEGATION DPTALE DE LA COMMISSION DE LA RESERVE MILITAIRE
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;10/01/2019;11H00;12H00;AFFAIRES MILITAIRES;PERMANENCE;AMMAC - AMICALE DES MARINS ET MARINS ANCIENS COMBATTANTS
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;10/01/2019;14H00;18H00;ORGANISME PUBLIC;PERMANENCE;MAIRIE DE NICE ANCIENS COMBATTANTS
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;10/01/2019;14H00;15H00;AFFAIRES MILITAIRES;PERMANENCE;ARAC06 ASSOCIATION REPUBLICAINE DES ANCIENS COMBATTANTS ET VICTIMES DE GUERRE COMITE DEPARTEMENTAL06
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;10/01/2019;14H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;INSTITUT PERICLES - DELEGATION DPTALE DE LA COMMISSION DE LA RESERVE MILITAIRE
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;10/01/2019;15H00;16H00;AFFAIRES MILITAIRES;PERMANENCE;ARAC NICE ASSOCIATION REPUBLICAINE ANCIENS COMBATTANTS ET VICTIMES DE GUERRE NICE
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;10/01/2019;15H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;UNPRG UD06 - UNION NATIONALE DU PERSONNEL EN RETRAITE DE LA GENDARMERIE - UNION DEPARTEMENTALE 06 
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;10/01/2019;15H00;18H00;AFFAIRES MILITAIRES;PERMANENCE;AFFAA - ANCIENS DES FORCES FRANCAISES EN ALLEMAGNE ET EN AUTRICHE 
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;10/01/2019;15H00;18H00;AFFAIRES MILITAIRES;PERMANENCE;UMCA - UNION MEDITERRANEENNE DES COMBATTANTS DE L'AIR ET ANCIENS DE L'ARMEE DE L'AIR
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;10/01/2019;15H00;18H00;AFFAIRES MILITAIRES;PERMANENCE;UNOR CA - UNION DES OFFICIERS DE RESERVE DE LA COTE D'AZUR 
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;11/01/2019;10H00;12H00;ORGANISME PUBLIC;PERMANENCE;MAIRIE DE NICE ANCIENS COMBATTANTS
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;11/01/2019;10H00;12H00;AFFAIRES MILITAIRES;PERMANENCE;SMLH - SOCIETE DES MEMBRES DE LA LEGION D'HONNEUR - SECTION DES A.M.
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;11/01/2019;10H00;12H00;AFFAIRES MILITAIRES;PERMANENCE;INSTITUT PERICLES - DELEGATION DPTALE DE LA COMMISSION DE LA RESERVE MILITAIRE
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;11/01/2019;14H00;18H00;ORGANISME PUBLIC;PERMANENCE;MAIRIE DE NICE ANCIENS COMBATTANTS
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;11/01/2019;14H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;SNEMM06 - SOCIETE NATIONALE  D'ENTRAIDE DE LA MEDAILLE MILITAIRE - Union Dép. des AM et Monaco
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;11/01/2019;14H00;17H00;AFFAIRES MILITAIRES;PERMANENCE;INSTITUT PERICLES - DELEGATION DPTALE DE LA COMMISSION DE LA RESERVE MILITAIRE
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;11/01/2019;15H00;18H00;AFFAIRES MILITAIRES;PERMANENCE;UNSOR - UNION NATIONALE DES SOUS-OFFICIERS EN RETRAITE - SECTION NICE ET BANLIEUE 
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;11/01/2019;15H00;18H00;AFFAIRES MILITAIRES;PERMANENCE;CESEGUMO - CENTRE D'ETUDES SUR LA SECONDE GUERRE MONDIALE 
DU COMBATTANT et des ASSOCIATIONS PATRIOTIQUES;11/01/2019;16H00;19H00;AFFAIRES MILITAIRES;PERMANENCE;UNP - UNION NATIONALE DES PARACHUTISTES DE NICE 
GARIBALDI;07/01/2019;09H00;13H00;CULTURE;COURS;COMMUNAUTE GRECQUE DES ALPES-MARITIMES CGDAM
GARIBALDI;07/01/2019;09H00;11H00;ACTIVITE BIEN ETRE;COURS;QI GONG & SANTE
GARIBALDI;07/01/2019;09H00;14H00;ACTIVITE BIEN ETRE;COURS;L'ESPACE DES POSSIBLES
GARIBALDI;07/01/2019;12H00;14H00;SANTE;COURS;SOS CANCER DU SEIN REGION PACA
GARIBALDI;07/01/2019;12H00;14H00;ACTIVITE BIEN ETRE;COURS;MANGALAM
GARIBALDI;07/01/2019;14H00;16H00;SOCIAL;REUNION;ASSOCIATION ESPOIR DE VIVRE
GARIBALDI;07/01/2019;14H00;17H00;ENSEIGNEMENT;CONFERENCE;UNIA-UNIVERSITE DE NICE INTER AGES
GARIBALDI;07/01/2019;14H00;17H00;DANSE ;COURS;AZUR BALLET
GARIBALDI;07/01/2019;14H00;16H00;CULTURE;COURS;COMMUNAUTE GRECQUE DES ALPES-MARITIMES CGDAM
GARIBALDI;07/01/2019;15H00;17H00;POPULATION;PERMANENCE;ADMD  - ASSOCIATION POUR LE DROIT DE MOURIR DANS LA DIGNITE
GARIBALDI;07/01/2019;16H00;18H00;COURS DE LANGUE;COURS;ASSOCIATION CULTURELLE ET MUSICALE LES CHORALINES 06
GARIBALDI;07/01/2019;16H00;18H00;CULTURE;COURS;FRANCE ETATS UNIS NICE
GARIBALDI;07/01/2019;18H00;20H00;ACTIVITE BIEN ETRE;COURS;YOGADOR
GARIBALDI;07/01/2019;18H00;20H00;COURS DE LANGUE;COURS;MANABI
GARIBALDI;07/01/2019;18H00;19H00;SANTE;COURS;ASSOCIATION ANTHROPOSOPHIQUE DE NICE 
GARIBALDI;07/01/2019;19H00;21H00;SPORT;COURS;FIT'4 U
GARIBALDI;08/01/2019;09H00;12H00;SANTE;REUNION;ASFC - ASSOCIATION FRANCAISE DU SYNDROME DE FATIGUE CHRONIQUE 
GARIBALDI;08/01/2019;10H00;12H00;ACTIVITE BIEN ETRE;COURS;L'ESPACE DES POSSIBLES
GARIBALDI;08/01/2019;10H00;12H00;SANTE;ATELIER;ANPAA06 - ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE -COMITE DES A M   
GARIBALDI;08/01/2019;14H00;17H00;THEATRE;COURS;SCENE OUVERTE COMPAGNIE
GARIBALDI;08/01/2019;14H00;17H00;THEATRE;COURS;SCENE OUVERTE COMPAGNIE
GARIBALDI;08/01/2019;14H00;17H00;SANTE;REUNION;GROUPEMENT DE PARKINSONIENS DES ALPES-MARITIMES ET PACA - GPAM PACA
GARIBALDI;08/01/2019;14H00;17H00;SANTE;REUNION;GROUPEMENT DE PARKINSONIENS DES ALPES-MARITIMES ET PACA - GPAM PACA
GARIBALDI;08/01/2019;18H00;19H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE CORVESY GV CORVESY
GARIBALDI;08/01/2019;19H00;21H00;CITOYENNETE;REUNION;ESPRIT MOTARD 06
GARIBALDI;08/01/2019;19H00;21H00;CULTURE;COURS;ASSOCIATION FRANCE-JAPON - CHAIRE KAWABATA
GARIBALDI;08/01/2019;19H00;20H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
GARIBALDI;09/01/2019;09H00;13H00;ACTIVITE BIEN ETRE;COURS;L'ESPACE DES POSSIBLES
GARIBALDI;09/01/2019;09H00;18H00;SOCIAL;ATELIER;CHRYSALIDES
GARIBALDI;09/01/2019;09H00;12H00;ORGANISME PUBLIC;ATELIER;MAIRIE DE NICE
GARIBALDI;09/01/2019;09H00;10H00;SANTE;COURS;SOS CANCER DU SEIN REGION PACA
GARIBALDI;09/01/2019;10H00;12H00;COURS DE LANGUE;COURS;PLANETE ASIE 
GARIBALDI;09/01/2019;10H00;12H00;SANTE;ATELIER;ASSOCIATION HOSPITALIERE SAINTE MARIE
GARIBALDI;09/01/2019;10H00;11H00;CULTURE;ATELIER;BUBULLE
GARIBALDI;09/01/2019;13H00;18H00;SOCIAL;ATELIER;CHRYSALIDES
GARIBALDI;09/01/2019;13H00;17H00;ORGANISME PUBLIC;ATELIER;MAIRIE DE NICE
GARIBALDI;09/01/2019;13H00;18H00;SOCIAL;ATELIER;CHRYSALIDES
GARIBALDI;09/01/2019;14H00;16H00;COURS DE LANGUE;COURS;INSTITUT CONFUCIUS COTE D'AZUR
GARIBALDI;09/01/2019;15H00;16H00;CULTURE;SPECTACLE;LE MONDE RUSSE
GARIBALDI;09/01/2019;18H00;20H00;CULTURE;COURS;COMMUNAUTE GRECQUE DES ALPES-MARITIMES CGDAM
GARIBALDI;09/01/2019;18H00;20H00;ACTIVITE BIEN ETRE;COURS;LA VOIE ZEN GESTION DU STRESS
GARIBALDI;09/01/2019;18H00;20H00;CULTURE;CONFERENCE;VU PAS VU
GARIBALDI;09/01/2019;18H00;21H00;CITOYENNETE;REUNION;LDH - LIGUE DES DROITS DE L'HOMME
GARIBALDI;09/01/2019;18H00;20H00;ACTIVITE BIEN ETRE;COURS;L'ESPACE DES POSSIBLES
GARIBALDI;09/01/2019;19H00;21H00;SOCIAL;REUNION;CHRYSALIDES
GARIBALDI;09/01/2019;19H00;21H00;CULTURE;COURS;ASSOCIATION FRANCE-JAPON - CHAIRE KAWABATA
GARIBALDI;10/01/2019;09H00;13H00;CULTURE;COURS;COMMUNAUTE GRECQUE DES ALPES-MARITIMES CGDAM
GARIBALDI;10/01/2019;09H00;11H00;ACTIVITE BIEN ETRE;COURS;QI GONG & SANTE
GARIBALDI;10/01/2019;10H00;12H00;ACTIVITE BIEN ETRE;COURS;SOPHROLOGIE ET SOI
GARIBALDI;10/01/2019;10H00;11H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
GARIBALDI;10/01/2019;11H00;12H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
GARIBALDI;10/01/2019;11H00;12H00;ACTIVITE BIEN ETRE;COURS;MANGALAM
GARIBALDI;10/01/2019;12H00;13H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE CORVESY GV CORVESY
GARIBALDI;10/01/2019;13H00;15H00;SOCIAL;REUNION;ASSOCIATION ESPOIR DE VIVRE
GARIBALDI;10/01/2019;13H00;18H00;LOISIRS;ATELIER;NICE TAROT CLUB
GARIBALDI;10/01/2019;14H00;16H00;CULTURE;COURS;COMMUNAUTE GRECQUE DES ALPES-MARITIMES CGDAM
GARIBALDI;10/01/2019;14H00;17H00;SOCIAL;PERMANENCE;UN ENFANT PAR LA MAIN
GARIBALDI;10/01/2019;14H00;17H00;ENSEIGNEMENT;CONFERENCE;UNIA-UNIVERSITE DE NICE INTER AGES
GARIBALDI;10/01/2019;17H00;18H00;HUMANITAIRE;REUNION;ATDQM - AGIR TOUS POUR LA DIGNITE DU QUART MONDE
GARIBALDI;10/01/2019;18H00;21H00;ECONOMIE;REUNION;LES AMIS DE NICE COOP
GARIBALDI;10/01/2019;18H00;20H00;ACTIVITE BIEN ETRE;COURS;VAYOGA-CULTURE ET YOGA
GARIBALDI;10/01/2019;18H00;21H00;THEATRE;COURS;LE QUADRANT MAGIQUE
GARIBALDI;10/01/2019;18H00;20H00;COURS DE LANGUE;COURS;MANABI
GARIBALDI;10/01/2019;19H00;21H00;CULTURE;COURS;ASSOCIATION FRANCE-JAPON - CHAIRE KAWABATA
GARIBALDI;11/01/2019;09H00;12H00;ENSEIGNEMENT;;UNIA-UNIVERSITE DE NICE INTER AGES
GARIBALDI;11/01/2019;10H00;12H00;DANSE ;COURS;CENTRE DE DANSE LUNE & ETOILES
GARIBALDI;11/01/2019;10H00;14H00;HANDICAP;REUNION;ASSOCIATION ESPOIR DE VIVRE
GARIBALDI;11/01/2019;10H00;11H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
GARIBALDI;11/01/2019;12H00;13H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
GARIBALDI;11/01/2019;12H00;14H00;SANTE;COURS;SOS CANCER DU SEIN REGION PACA
GARIBALDI;11/01/2019;15H00;18H00;CITOYENNETE;REUNION;CGT - CONFEDERATION GENERALE DU TRAVAIL
GARIBALDI;11/01/2019;15H00;17H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
GARIBALDI;11/01/2019;16H00;18H00;CULTURE;COURS;FRANCE ETATS UNIS NICE
GARIBALDI;11/01/2019;17H00;18H00;THEATRE;COURS;LE QUADRANT MAGIQUE
GARIBALDI;11/01/2019;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
GARIBALDI;11/01/2019;18H00;21H00;CULTURE;CONFERENCE;CAZ - CENTRE D'ANALYSE ZETETIQUE 
GARIBALDI;11/01/2019;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
GARIBALDI;11/01/2019;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
GARIBALDI;11/01/2019;19H00;21H00;CULTURE;COURS;ASSOCIATION FRANCE-JAPON - CHAIRE KAWABATA
GARIBALDI;12/01/2019;10H00;12H00;CULTURE;COURS;LE MONDE RUSSE
GARIBALDI;12/01/2019;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
GARIBALDI;12/01/2019;10H00;13H00;THEATRE;COURS;LE QUADRANT MAGIQUE
GARIBALDI;12/01/2019;10H00;13H00;SOCIAL;CONFERENCE;CHRYSALIDES
GARIBALDI;12/01/2019;11H00;13H00;ACTIVITE BIEN ETRE;COURS;SHANTI-YOGA
GARIBALDI;12/01/2019;15H00;17H00;CULTURE;CONFERENCE;NICE PARIS CULTURE 
GARIBALDI;12/01/2019;18H00;23H00;ACTIVITE MANUELLE;PERMANENCE;Z NE PAS UTILISER
LA LUNA;07/01/2019;09H00;11H00;SPORT;COURS;UN COEUR EN VIE
LA LUNA;07/01/2019;14H00;17H00;SANTE;ATELIER;DIRECTION DES SENIORS
LA LUNA;07/01/2019;14H00;16H00;INFORMATIQUE;COURS;DIRECTION DES SENIORS
LA LUNA;07/01/2019;14H00;17H00;INFORMATIQUE;ATELIER;DIRECTION DES SENIORS
LA LUNA;07/01/2019;14H00;17H00;MUSIQUE;PERMANENCE;ORCHESTRE SYMPHONIQUE EUROPEEN MUSICA E PACE
LA LUNA;07/01/2019;16H00;17H00;ACTIVITE BIEN ETRE;COURS;OLEA PADMA
LA LUNA;08/01/2019;10H00;12H00;ACTIVITE BIEN ETRE;COURS;GYM ET BIEN ETRE
LA LUNA;08/01/2019;11H00;13H00;ACTIVITE BIEN ETRE;COURS;EVEIL MASALA
LA LUNA;08/01/2019;14H00;17H00;CHANT;COURS;SENSATIONS ART CULTURE LOISIRS SPECTACLES
LA LUNA;08/01/2019;14H00;17H00;COURS DE LANGUE;COURS;DIRECTION DES SENIORS
LA LUNA;08/01/2019;17H00;20H00;CULTURE;COURS;SUN RIVIER'ART
LA LUNA;08/01/2019;17H00;18H00;SPORT;COURS;SENSATIONS ART CULTURE LOISIRS SPECTACLES
LA LUNA;08/01/2019;18H00;20H00;ACTIVITE BIEN ETRE;COURS;YOGA ESSENCE
LA LUNA;08/01/2019;18H00;20H00;DANSE ;COURS;1000 AURAS DANSENT
LA LUNA;09/01/2019;10H00;12H00;PROXIMITE;COURS;ASSOCIATION MEDIATION CITE
LA LUNA;09/01/2019;14H00;16H00;COURS DE LANGUE;COURS;DIRECTION DES SENIORS
LA LUNA;09/01/2019;14H00;18H00;LOISIRS;ANIMATION;PROMO LOISIRS
LA LUNA;09/01/2019;14H00;18H00;LOISIRS;ANIMATION;PROMO LOISIRS
LA LUNA;09/01/2019;14H00;16H00;ENSEIGNEMENT;COURS;DIRECTION DES SENIORS
LA LUNA;09/01/2019;17H00;20H00;ACTIVITE BIEN ETRE;COURS;OLEA PADMA
LA LUNA;09/01/2019;18H00;20H00;JEUNESSE;COURS;LEACTIVNICE
LA LUNA;09/01/2019;18H00;20H00;ACTIVITE BIEN ETRE;COURS;UN COEUR EN VIE
LA LUNA;10/01/2019;09H00;11H00;DANSE ;COURS;1000 AURAS DANSENT
LA LUNA;10/01/2019;10H00;12H00;ACTIVITE BIEN ETRE;COURS;GYM ET BIEN ETRE
LA LUNA;10/01/2019;10H00;12H00;ACTIVITE BIEN ETRE;COURS;L'ESPACE DES POSSIBLES
