NB_PRESTATATION,ANNEE,COMMUNE,latitude,longitude,code postal,code insee
211,2012,St André de Cubzac,44.994197,-0.446196,33240,33366
,2012,St André du Bois,44.604648,-0.184007,33490,33367
16,2012,St André et Appelles,44.818483,0.193757,33220,33369
10,2012,St Antoine,43.870419,5.399861,84400,84003
19,2012,St Antoine sur l Isle,45.026144,0.037239,33660,33373
15,2012,St Aubin de Blaye,45.267274,-0.561367,33820,33374
,2012,St Aubin de Branne,44.807701,-0.172732,33420,33375
47,2012,St Aubin de Médoc,44.911245,-0.726476,33160,33376
61,2012,St Avit St Nazaire,44.849789,0.256780,33220,33378
,2012,St Brice,48.558536,-0.642538,61700,61370
15,2012,St Caprais de Blaye,45.285223,-0.563791,33820,33380
35,2012,St Caprais de Bordeaux,44.750280,-0.436307,33880,33381
9,2012,St Christoly Médoc,45.355867,-0.826586,33340,33383
109,2012,St Christoly de Blaye,45.130158,-0.508060,33920,33382
13,2012,St Christophe de Double,45.079620,0.015329,33230,33385
8,2012,St Christophe des Bardes,44.895608,-0.123193,33330,33384
,2012,St Cibard,44.938861,-0.025382,33570,33386
69,2012,St Ciers d Abzac,45.030817,-0.278151,33910,33387
18,2012,St Ciers de Canesse,45.082757,-0.609407,33710,33388
108,2012,St Ciers sur Gironde,45.290007,-0.611345,33820,33389
,2012,St Come,43.185206,5.737688,83740,83027
175,2012,St Denis de Pile,44.991431,-0.207270,33910,33393
19,2012,St Emilion,44.891978,-0.155949,33330,33394
34,2012,St Estèphe,45.591444,0.662789,24360,24398
,2012,St Etienne de Lisse,44.878288,-0.098151,33330,33396
,2012,St Exupéry,44.625868,-0.103200,33190,33398
6,2012,St Felix de Foncaude,44.653031,-0.098386,33540,33399
11,2012,St Ferme,45.447891,-0.314741,17520,17316
,2012,St Genis du Bois,44.701298,-0.175578,33760,33409
10,2012,St Genès de Blaye,45.161899,-0.642554,33390,33405
,2012,St Genès de Castillon,44.897195,-0.066236,33350,33406
9,2012,St Genès de Fronsac,45.023936,-0.357803,33240,33407
,2012,St Genès de Lombaud,44.752850,-0.382084,33670,33408
19,2012,St Germain d Esteuil,45.288722,-0.865395,33340,33412
,2012,St Germain de Grave,44.625178,-0.221755,33490,33411
9,2012,St Germain de la Rivière,44.947184,-0.332900,33240,33414
26,2012,St Germain du Puch,44.855582,-0.322394,33750,33413
20,2012,St Gervais,44.620452,0.780675,47210,47240
18,2012,St Girons d'Aiguevives,45.139867,-0.543054,33920,33416
,2012,St Hilaire de la Noaille,44.600832,0.001580,33190,33418
,2012,St Hilaire du Bois,45.416233,-0.496683,17500,17345
,2012,St Hippolyte,47.317999,6.811424,25190,25519
44,2012,St Jean d Illac,44.809238,-0.784283,33127,33422
8,2012,St Jean de Blaignac,44.812235,-0.140077,33420,33421
17,2012,St Julien Beychevelle ,45.164055,-0.740805,33250,33423
11,2012,St Laurent d Arce,45.034005,-0.470255,33240,33425
,2012,St Laurent des Combes ,44.874595,-0.133429,33330,33426
,2012,St Laurent du Bois,44.634838,-0.136501,33540,33427
58,2012,St Laurent du Médoc,45.149562,-0.822638,33112,33424
,2012,St Laurent du Plan,44.622743,-0.118167,33190,33428
10,2012,St Loubert,44.416388,-0.028142,33690,33195
112,2012,St Loubès,44.916331,-0.428727,33450,33433
50,2012,St Louis de Montferrand,44.951755,-0.534968,33440,33434
7,2012,St Léger de Balson,44.431261,-0.465963,33113,33429
,2012,St Léon,46.024008,1.678935,23400,23189
52,2012,St Macaire,47.865581,-1.778204,35480,35289
7,2012,St Magne,45.883779,1.973361,23460,23249
48,2012,St Magne de Castillon,44.863872,-0.065682,33350,33437
33,2012,St Maixant,44.578047,-0.261924,33490,33438
36,2012,St Mariens,45.116258,-0.404082,33620,33439
9,2012,St Martial,44.267652,0.280968,47160,47267
30,2012,St Martin Lacaussade,45.146567,-0.642827,33390,33441
7,2012,St Martin de Laye,45.034962,-0.228828,33910,33442
,2012,St Martin de Lerm,44.647375,-0.042544,33540,33443
,2012,St Martin de Sescas,44.574607,-0.163404,33490,33444
20,2012,St Martin du Bois,47.705923,-0.743064,49500,49305
,2012,St Martin du Puy,47.334090,3.867377,58140,58255
7,2012,St Michel de Castelnau,44.280580,-0.111890,33840,33450
,2012,St Michel de Fronsac,44.929126,-0.303918,33126,33451
,2012,St Michel de Lapujade,44.581065,0.070699,33190,33453
8,2012,St Michel de Rieufret,44.621544,-0.432243,33720,33452
6,2012,St Morillon,44.649050,-0.503349,33650,33454
19,2012,St Médard d Eyrans,44.718223,-0.510184,33650,33448
89,2012,St Médard de Guizières,45.014503,-0.059958,33230,33447
296,2012,St Médard en Jalles,44.895312,-0.717808,33160,33449
,2012,St Palais,43.327875,-1.034919,64120,64493
20,2012,St Pardon de Conques,44.553376,-0.181114,33210,33457
20,2012,St Paul,-21.037111,55.310417,97460,97415
,2012,St Pey d Armens,44.855337,-0.113352,33330,33459
11,2012,St Pey de Castets,44.810618,-0.069105,33350,33460
12,2012,St Philippe d Aiguille,44.912563,-0.031571,33350,33461
,2012,St Philippe du Seignal,44.827201,0.254086,33220,33462
24,2012,St Pierre d Aurillac,44.571075,-0.192196,33490,33463
,2012,St Pierre de Bat,44.673531,-0.232098,33760,33464
43,2012,St Pierre de Mons,44.551309,-0.221318,33210,33465
24,2012,St Quentin de Baron,44.816982,-0.287194,33750,33466
,2012,St Quentin de Caplong,44.783543,0.130987,33220,33467
15,2012,St Romain la Virvée,44.964979,-0.399968,33240,33470
26,2012,St Sauveur,47.803364,6.383516,70300,70473
,2012,St Sauveur de Puynormand,44.998934,-0.036247,33660,33472
56,2012,St Savin,45.138319,-0.448722,33920,33473
7,2012,St Selve,43.702618,1.838084,81500,81116
7,2012,St Seurin de Bourg,45.052177,-0.579460,33710,33475
18,2012,St Seurin de Cadourne,45.285900,-0.789853,33180,33476
20,2012,St Seurin de Cursac,45.160556,-0.628452,33390,33477
111,2012,St Seurin sur l'Isle,45.013359,-0.002732,33660,33478
,2012,St Seve,44.609003,-0.029122,33190,33479
19,2012,St Sulpice de Faleyrens,44.873873,-0.190413,33330,33480
,2012,St Sulpice de Guilleragues,44.628243,0.049323,33580,33481
,2012,St Sulpice de Pommiers,44.670598,-0.114503,33540,33482
43,2012,St Sulpice et Cameyrac,44.909363,-0.391523,33450,33483
36,2012,St Symphorien,44.427771,-0.490897,33113,33484
10,2012,St Trojan,45.087297,-0.580436,33710,33486
30,2012,St Vincent de Paul,43.741747,-1.000737,40990,40283
10,2012,St Vincent de Pertignas,44.797690,-0.112689,33420,33488
,2012,St Vivien de Blaye,45.100114,-0.517627,33920,33489
6,2012,St Vivien de Monségur,44.615348,0.106755,33580,33491
40,2012,St Vivien de Médoc,45.429637,-1.036538,33590,33490
82,2012,St Yzan de Soudiac,45.139453,-0.411863,33920,33492
7,2012,St Yzans de Médoc,45.321734,-0.822961,33340,33493
8,2012,Ste Colombe,44.873617,0.736926,24150,24223
29,2012,Ste Croix du Mont,44.592779,-0.281691,33410,33392
170,2012,Ste Eulalie,43.774383,-0.550563,40500,40282
,2012,Ste Florence,44.811785,-0.091952,33350,33401
215,2012,Ste Foy la Grande,44.839783,0.216751,33220,33402
,2012,Ste Foy la Longue,44.609329,-0.146433,33490,33403
,2012,Ste Gemme,45.771145,-0.888862,17250,17330
33,2012,Ste Hélène,45.897255,0.899844,87200,87154
8,2012,Ste Radegonde,43.898655,0.97545,82500,82013
35,2012,Ste Terre,44.827413,-0.113071,33350,33485
13,2012,Tabanac,44.719657,-0.406630,33550,33518
9,2012,Taillecavat,44.646182,0.149338,33580,33520
15,2012,Talais,45.471211,-1.058783,33590,33521
1929,2012,Talence,44.807615,-0.589197,33400,33522
32,2012,Targon,44.733847,-0.264638,33760,33523
,2012,Tarnes,44.975207,-0.359960,33240,33524
28,2012,Tauriac,44.150091,1.242437,82130,82087
,2012,Tayac,44.951870,-0.010858,33570,33526
11,2012,Teuillac,45.091911,-0.548921,33710,33530
,2012,Tizac de Curton,44.820761,-0.250699,33420,33531
,2012,Tizac de Lapouyade,45.073248,-0.306075,33620,33532
99,2012,Toulenne,44.557285,-0.263244,33210,33533
29,2012,Tresses,44.848552,-0.463858,33370,33535
15,2012,Uzeste,44.441030,-0.324445,33730,33537
14,2012,Valeyrac,45.394949,-0.895814,33340,33538
42,2012,Vayres,44.896364,-0.314667,33870,33539
67,2012,Vendays Montalivet,45.355735,-1.060588,33930,33540
24,2012,Vensac,45.397886,-1.041910,33590,33541
10,2012,Verac,44.991073,-0.341862,33240,33542
28,2012,Verdelais,44.587339,-0.252375,33490,33543
17,2012,Vertheuil,45.250115,-0.834640,33180,33545
7,2012,Vignonet,44.845377,-0.146997,33330,33546
33,2012,Villandraut,44.457529,-0.374477,33730,33547
11,2012,Villegouge,44.966832,-0.308681,33141,33548
487,2012,Villenave d Ornon,44.779487,-0.567154,33140,33550
,2012,Villenave de Rions,44.689275,-0.339105,33550,33549
11,2012,Villeneuve,44.436491,2.031286,12260,12301
11,2012,Virelade,44.665448,-0.381886,33720,33552
33,2012,Virsac,45.026776,-0.441848,33240,33553
37,2012,Yvrac,44.879252,-0.461951,33370,33554
