NB_PRESTATATION,ANNEE,COMMUNE,latitude,longitude,code postal,code insee
,2010,St Seve,44.609003,-0.029122,33190,33479
15,2010,St Sulpice de Faleyrens,44.873873,-0.190413,33330,33480
,2010,St Sulpice de Guilleragues,44.628243,0.049323,33580,33481
,2010,St Sulpice de Pommiers,44.670598,-0.114503,33540,33482
51,2010,St Sulpice et Cameyrac,44.909363,-0.391523,33450,33483
26,2010,St Symphorien,44.427771,-0.490897,33113,33484
,2010,St Trojan,45.087297,-0.580436,33710,33486
17,2010,St Vincent de Paul,43.741747,-1.000737,40990,40283
10,2010,St Vincent de Pertignas,44.797690,-0.112689,33420,33488
,2010,St Vivien de Blaye,45.100114,-0.517627,33920,33489
,2010,St Vivien de Monségur,44.615348,0.106755,33580,33491
38,2010,St Vivien de Médoc,45.429637,-1.036538,33590,33490
74,2010,St Yzan de Soudiac,45.139453,-0.411863,33920,33492
9,2010,St Yzans de Médoc,45.321734,-0.822961,33340,33493
,2010,Ste Colombe,44.873617,0.736926,24150,24223
31,2010,Ste Croix du Mont,44.592779,-0.281691,33410,33392
160,2010,Ste Eulalie,43.774383,-0.550563,40500,40282
,2010,Ste Florence,44.811785,-0.091952,33350,33401
218,2010,Ste Foy la Grande,44.839783,0.216751,33220,33402
,2010,Ste Foy la Longue,44.609329,-0.146433,33490,33403
,2010,Ste Gemme,45.771145,-0.888862,17250,17330
33,2010,Ste Hélène,45.897255,0.899844,87200,87154
7,2010,Ste Radegonde,43.898655,0.97545,82500,82013
26,2010,Ste Terre,44.827413,-0.113071,33350,33485
19,2010,Tabanac,44.719657,-0.406630,33550,33518
,2010,Taillecavat,44.646182,0.149338,33580,33520
18,2010,Talais,45.471211,-1.058783,33590,33521
1907,2010,Talence,44.807615,-0.589197,33400,33522
26,2010,Targon,44.733847,-0.264638,33760,33523
,2010,Tarnes,44.975207,-0.359960,33240,33524
26,2010,Tauriac,44.150091,1.242437,82130,82087
,2010,Tayac,44.951870,-0.010858,33570,33526
10,2010,Teuillac,45.091911,-0.548921,33710,33530
,2010,Tizac de Curton,44.820761,-0.250699,33420,33531
9,2010,Tizac de Lapouyade,45.073248,-0.306075,33620,33532
105,2010,Toulenne,44.557285,-0.263244,33210,33533
36,2010,Tresses,44.848552,-0.463858,33370,33535
15,2010,Uzeste,44.441030,-0.324445,33730,33537
13,2010,Valeyrac,45.394949,-0.895814,33340,33538
37,2010,Vayres,44.896364,-0.314667,33870,33539
76,2010,Vendays Montalivet,45.355735,-1.060588,33930,33540
26,2010,Vensac,45.397886,-1.041910,33590,33541
13,2010,Verac,44.991073,-0.341862,33240,33542
28,2010,Verdelais,44.587339,-0.252375,33490,33543
19,2010,Vertheuil,45.250115,-0.834640,33180,33545
7,2010,Vignonet,44.845377,-0.146997,33330,33546
22,2010,Villandraut,44.457529,-0.374477,33730,33547
8,2010,Villegouge,44.966832,-0.308681,33141,33548
458,2010,Villenave d Ornon,44.779487,-0.567154,33140,33550
,2010,Villenave de Rions,44.689275,-0.339105,33550,33549
20,2010,Villeneuve,44.436491,2.031286,12260,12301
,2010,Virelade,44.665448,-0.381886,33720,33552
39,2010,Virsac,45.026776,-0.441848,33240,33553
37,2010,Yvrac,44.879252,-0.461951,33370,33554
51,2011,Abzac,45.016197,-0.128651,33230,33001
19,2011,Aillas,44.473508,-0.074703,33124,33002
392,2011,Ambarès et Lagrave,44.924412,-0.487574,33440,33003
54,2011,Ambès,45.010421,-0.532320,33810,33004
132,2011,Andernos les Bains,44.742448,-1.090931,33510,33005
23,2011,Anglade,45.210719,-0.638091,33390,33006
,2011,Arbanats,44.674917,-0.396346,33640,33007
,2011,Arbis,44.678522,-0.246276,33760,33008
245,2011,Arcachon,44.658380,-1.169450,33120,33009
7,2011,Arcins,45.072615,-0.725782,33460,33010
10,2011,Arsac,44.996324,-0.688946,33460,33012
96,2011,Artigues près Bordeaux,44.858314,-0.497405,33370,33013
31,2011,Arveyres,44.883773,-0.283502,33500,33015
70,2011,Arès,44.764183,-1.136804,33740,33011
,2011,Asques,43.988575,0.949217,82120,82004
,2011,Aubiac,44.468721,-0.241774,33430,33017
20,2011,Aubie et Espessas,45.018835,-0.407051,33240,33018
76,2011,Audenge ,44.683088,-1.013330,33980,33019
,2011,Auriolles,44.740868,0.049736,33790,33020
11,2011,Auros,44.494910,-0.146354,33124,33021
17,2011,Avensan,45.034546,-0.758842,33480,33022
,2011,Ayguemorte les Graves,44.709206,-0.481819,33640,33023
,2011,Bagas,44.624468,-0.056446,33190,33024
,2011,Baigneaux,47.781573,1.253225,41290,41011
10,2011,Balizac,44.486869,-0.445459,33730,33026
,2011,Barie,44.569670,-0.115233,33190,33027
20,2011,Baron,45.020001,5.043529,26300,26057
54,2011,Barsac,44.730365,5.290080,26150,26027
,2011,Bassanne,44.558648,-0.090683,33190,33031
177,2011,Bassens,44.902727,-0.517928,33530,33032
10,2011,Baurech,44.724938,-0.439815,33880,33033
11,2011,Bayas,45.059913,-0.207382,33230,33034
13,2011,Bayon sur Gironde,45.053281,-0.601147,33710,33035
152,2011,Bazas,44.431753,-0.211993,33430,33036
23,2011,Beautiran,44.702920,-0.452368,33640,33037
17,2011,Begadan,45.356233,-0.894382,33340,33038
11,2011,Beguey,44.641982,-0.323681,33410,33040
70,2011,Belin Beliet,44.497153,-0.791073,33830,33042
,2011,Bellebat,44.738849,-0.216888,33760,33043
,2011,Bellefond,44.765384,-0.171609,33760,33044
,2011,Belvès de Castillon,44.878306,-0.032255,33350,33045
23,2011,Bernos Beaulac,44.379910,-0.259299,33430,33046
20,2011,Berson,45.107822,-0.586843,33390,33047
,2011,Berthez,44.484403,-0.135701,33124,33048
12,2011,Beychac et Caillau,44.869424,-0.371368,33750,33049
30,2011,Bieujac,44.538806,-0.155099,33210,33050
115,2011,Biganos ,44.643766,-0.978962,33380,33051
,2011,Birac,44.412514,0.130831,47250,47034
,2011,Blaignac,44.551463,-0.057532,33190,33054
,2011,Blaignan,45.321601,-0.879179,33340,33055
294,2011,Blanquefort,44.909686,-0.637585,33290,33056
11,2011,Blasimon,44.748299,-0.074554,33540,33057
240,2011,Blaye,45.126971,-0.663195,33390,33058
6,2011,Blesignac,44.774587,-0.258149,33670,33059
15,2011,Bommes,44.546360,-0.357109,33210,33060
14,2011,Bonnetan,44.820397,-0.412741,33370,33061
10,2011,Bonzac,45.006285,-0.223363,33910,33062
10277,2011,Bordeaux,44.837663,-0.579717,33100,33063
16,2011,Bouliac,44.814001,-0.502242,33270,33065
,2011,Bourdelles,44.553017,-0.000919,33190,33066
90,2011,Bourg sur Gironde,45.534675,-0.907816,17120,17437
,2011,Bourideys,44.367647,-0.454531,33113,33068
,2011,Brach,45.040951,-0.938552,33480,33070
24,2011,Branne,44.829829,-0.186645,33420,33071
6,2011,Brannens,44.519953,-0.152786,33124,33072
37,2011,Braud et St Louis,45.247153,-0.626433,33820,33073
,2011,Brouqueyran,44.483252,-0.175908,33124,33074
184,2011,Bruges,44.882549,-0.613007,33520,33075
6,2011,Budos,44.532846,-0.386538,33720,33076
638,2011,Bègles,44.807078,-0.549917,33130,33039
13,2011,Cabanac et Villagrains,44.605990,-0.553653,33650,33077
,2011,Cabara,44.826090,-0.159844,33420,33078
,2011,Cadarsac,44.860235,-0.287193,33750,33079
52,2011,Cadaujac,44.755436,-0.530214,33140,33080
84,2011,Cadillac,44.635800,-0.319531,33410,33081
8,2011,Cadillac en Fronsadais,44.966651,-0.374680,33240,33082
12,2011,Camarsac,44.831760,-0.365308,33750,33083
14,2011,Cambes,45.042615,-0.572019,33710,33067
20,2011,Camblanes et Meynac,44.764891,-0.487798,33360,33085
8,2011,Camiac et St Denis,44.794792,-0.275772,33420,33086
15,2011,Camiran,44.628582,-0.070547,33190,33087
11,2011,Camps sur l Isle,45.015267,-0.032052,33660,33088
13,2011,Campugnan,45.177039,-0.564529,33390,33089
14,2011,Cantenac,45.028117,-0.654182,33460,33091
,2011,Cantois,44.692458,-0.231921,33760,33092
64,2011,Canéjan,44.762175,-0.655871,33610,33090
7,2011,Capian,44.710229,-0.331503,33550,33093
,2011,Caplong,44.851266,2.297978,15220,15196
18,2011,Captieux,44.291585,-0.260492,33840,33095
99,2011,Carbon Blanc,44.894052,-0.507241,33560,33096
35,2011,Carcans,45.078631,-1.044276,33121,33097
,2011,Cardan,44.678937,-0.323337,33410,33098
26,2011,Carignan de Bordeaux,44.814837,-0.475706,33360,33099
12,2011,Cars,45.128341,-0.621266,33390,33100
28,2011,Cartelègue,45.184645,-0.580310,33390,33101
11,2011,Casseuil,44.544552,-0.231524,33210,33227
,2011,Castelmoron d Albret,44.678824,-0.012675,33540,33103
64,2011,Castelnau du Médoc,45.026829,-0.800271,33480,33104
,2011,Castelviel,44.666792,-0.153431,33540,33105
32,2011,Castets en Dorthe,44.561366,-0.153840,33210,33106
,2011,Castillon de Castets,44.548945,-0.115349,33210,33107
229,2011,Castillon la Bataille,44.852734,-0.044807,33350,33108
29,2011,Castres Gironde,44.695921,-0.445622,33640,33109
33,2011,Caudrot,44.576046,-0.144577,33490,33111
,2011,Caumont,44.275814,1.091011,82110,82094
,2011,Cauvignac,44.417493,-0.080457,33690,33113
64,2011,Cavignac,45.100453,-0.390394,33620,33114
,2011,Cazalis,15.922961,-61.290771,97112,97112
,2011,Cazats,44.471512,-0.207961,33430,33116
,2011,Cazaugitat,44.713558,0.005682,33790,33117
1097,2011,Cenon,44.856252,-0.534021,33150,33119
7,2011,Cessac,45.888248,0.001751,16140,16005
109,2011,Cestas,44.744167,-0.682523,33610,33122
16,2011,Chamadelle,45.103225,-0.077538,33230,33124
24,2011,Cissac Médoc,45.226776,-0.831759,33250,33125
15,2011,Civrac de Blaye,45.111450,-0.443245,33920,33126
,2011,Civrac de Dordogne,44.829195,-0.081515,33350,33127
15,2011,Civrac en Médoc,45.338068,-0.898224,33340,33128
,2011,Cleyrac,44.719552,-0.038865,33540,33129
8,2011,Coimères,44.495761,-0.210597,33210,33130
,2011,Coirac,44.690684,-0.168664,33540,33131
,2011,Comps,45.067877,-0.595728,33710,33132
,2011,Coubeyrac,44.784355,0.058839,33890,33133
,2011,Couqueques,44.548162,-0.232865,33210,33227
,2011,Courpiac,44.754263,-0.182363,33760,33135
,2011,Cours de Monségur,44.650764,0.117556,33580,33136
,2011,Cours les Bains,44.380448,-0.019404,33690,33137
311,2011,Coutras,45.040488,-0.130009,33230,33138
,2011,Coutures,45.331436,0.392714,24320,24141
,2011,Croignon,44.818841,-0.345542,33750,33141
62,2011,Créon,44.773675,-0.349179,33670,33140
17,2011,Cubnezais,45.073785,-0.407856,33620,33142
43,2011,Cubzac les Ponts,44.969595,-0.454839,33240,33143
21,2011,Cudos,44.388287,-0.219577,33430,33144
6,2011,Cursan,44.802840,-0.338261,33670,33145
38,2011,Cussac Fort Médoc,45.113902,-0.731082,33460,33146
14,2011,Cénac,44.779254,-0.460853,33360,33118
19,2011,Cérons,44.543872,2.242514,12110,12013
37,2011,Cézac,45.090526,-0.420327,33620,33123
10,2011,Daignac,44.799171,-0.249450,33420,33147
,2011,Daubeze,44.712165,-0.142075,33540,33149
,2011,Dieulivol,44.673091,0.110101,33580,33150
10,2011,Donnezac,45.247519,-0.443995,33860,33151
,2011,Doulezon,44.791623,-0.006069,33350,33153
8,2011,Escaudes,44.308606,-0.202504,33840,33155
12,2011,Escoussans,44.683325,-0.266761,33760,33156
10,2011,Espiet,44.798800,-0.262084,33420,33157
57,2011,Etauliers,45.223609,-0.573883,33820,33159
11,2011,Eynesse,44.824683,0.154204,33220,33160
28,2011,Eyrans,45.187953,-0.617487,33390,33161
494,2011,Eysines,44.883963,-0.652398,33320,33162
,2011,Faleyras,44.770976,-0.227581,33760,33163
27,2011,Fargues St Hilaire,44.822979,-0.445820,33370,33165
39,2011,Fargues de Langon,44.930663,2.447349,15000,15014
17,2011,Flaujagues,44.827002,0.036349,33350,33168
643,2011,Floirac,44.835766,-0.526399,33270,33167
,2011,Floudes,44.571908,-0.067462,33190,33169
24,2011,Fontet,44.558489,-0.031451,33190,33170
,2011,Fosses et Baleyssac,44.593788,0.041040,33190,33171
,2011,Fours,46.816503,3.718749,58250,58118
,2011,Francs,44.944775,-0.006670,33570,33173
18,2011,Fronsac,44.922829,-0.273106,33126,33174
12,2011,Frontenac,44.737714,-0.162464,33760,33175
6,2011,Gabarnac,44.614777,-0.269095,33410,33176
49,2011,Gaillan en Médoc,45.324363,-0.954774,33340,33177
9,2011,Gajac,44.435901,-0.130497,33430,33178
47,2011,Galgon,44.990410,-0.273246,33133,33179
,2011,Gans,44.455261,-0.146663,33430,33180
9,2011,Gardegan et Tourtirac,44.900209,-0.022030,33350,33181
18,2011,Gauriac,45.063539,-0.618341,33710,33182
18,2011,Gauriaguet,45.039090,-0.393032,33240,33183
6,2011,Generac,43.727686,4.347637,30510,30128
16,2011,Genissac,44.858394,-0.257946,33420,33185
16,2011,Gensac,43.983637,0.432906,32100,32107
46,2011,Gironde sur Dropt,44.583006,-0.089496,33190,33187
,2011,Giscos,44.272493,-0.174134,33840,33188
9,2011,Gornac,44.662363,-0.182220,33540,33189
,2011,Goualade,44.311169,-0.144935,33840,33190
11,2011,Gours,43.697211,3.221349,34650,34144
368,2011,Gradignan,44.770654,-0.617201,33170,33192
29,2011,Grayan et L Hopital,45.442979,-1.091303,33590,33193
,2011,Grezillac,44.817221,-0.217578,33420,33194
27,2011,Grignols,44.387852,-0.044924,33690,33195
,2011,Guillac,44.800203,-0.214073,33420,33196
7,2011,Guillos,44.547222,-0.503327,33720,33197
65,2011,Guitres,45.040668,-0.187214,33230,33198
329,2011,Gujan Mestras,44.635116,-1.067986,33470,33199
11,2011,Haux,44.734576,-0.360758,33550,33201
37,2011,Hostens,44.492343,-0.639665,33125,33202
75,2011,Hourtin,45.185407,-1.058391,33990,33203
8,2011,Hure,44.544021,-0.000441,33190,33204
18,2011,Illats,44.597244,-0.372750,33720,33205
,2011,Isle St Georges,44.724774,-0.473934,33640,33206
63,2011,Izon,44.920143,-0.363002,33450,33207
23,2011,Jau Dignac et Loirac,45.407190,-0.958109,33590,33208
,2011,Jugazan,44.781182,-0.154789,33420,33209
,2011,Juillac,45.317695,1.321562,19350,19094
19,2011,La Brède,44.680666,-0.529315,33650,33213
23,2011,La Lande de Fronsac,44.979052,-0.381776,33240,33219
,2011,La Rivière,49.246449,1.448842,27700,27016
9,2011,La Roquille,44.790581,0.230573,33220,33360
243,2011,La Réole,44.582604,-0.039050,33190,33352
18,2011,La Sauve,44.768479,-0.312186,33670,33505
415,2011,La Teste de Buch,44.632214,-1.146050,33115,33529
16,2011,Labarde,44.632826,0.470393,47410,47142
,2011,Labescau,44.443368,-0.089412,33690,33212
101,2011,Lacanau,43.405989,5.234153,13700,13054
,2011,Ladaux,44.700185,-0.244999,33760,33215
6,2011,Lados,44.466918,-0.148570,33124,33216
40,2011,Lagorce,46.123328,1.25968,87290,87041
12,2011,Lalande de Pomerol,44.955300,-0.210278,33500,33222
14,2011,Lamarque,43.435879,0.59057,32140,32242
24,2011,Lamothe Landerron,44.557374,0.060589,33190,33221
,2011,Landerrouat,44.741908,0.158392,33790,33223
14,2011,Landiras,44.567070,-0.416323,33720,33225
50,2011,Langoiran,44.707181,-0.402084,33550,33226
388,2011,Langon,44.552259,-0.250353,33210,33227
14,2011,Lansac,43.763376,4.6695,13150,13108
79,2011,Lanton ,44.702988,-1.036237,33138,33229
13,2011,Lapouyade,45.085506,-0.287718,33620,33230
,2011,Laroque,43.695422,2.435094,81330,81305
,2011,Lartigue,44.517838,0.780703,47150,47175
74,2011,Laruscade,45.107347,-0.341180,33620,33233
35,2011,Latresne,44.784440,-0.496604,33360,33234
6,2011,Lavazan,44.393260,-0.109291,33690,33235
23,2011,Le Barp,44.606091,-0.768121,33114,33029
406,2011,Le Bouscat,44.864072,-0.599144,33110,33069
14,2011,Le Fieu,45.118576,4.29433,43190,43244
110,2011,Le Haillan,44.871436,-0.676933,33185,33200
7,2011,Le Nizan,44.476899,-0.269927,33430,33305
74,2011,Le Pian Médoc,44.954556,-0.670963,33290,33322
13,2011,Le Pian sur Garonne,44.585783,-0.213201,33490,33323
21,2011,Le Porge,44.025105,4.746521,30150,30221
,2011,Le Pout,44.399107,0.114413,47250,47034
,2011,Le Puy,45.510299,0.707268,24300,24311
127,2011,Le Taillan Médoc,44.904107,-0.670197,33320,33519
75,2011,Le Teich,44.633088,-1.024917,33470,33527
,2011,Le Temple,45.236447,1.327173,19310,19015
7,2011,Le Tourne,44.709918,-0.400986,33550,33534
,2011,Le Tuzan,44.449312,-0.577768,33125,33536
51,2011,Le Verdon sur Mer,45.545943,-1.061689,33123,33544
6,2011,Leogeats,44.511800,-0.367647,33210,33237
18,2011,Lerm et Musset,44.327035,-0.157110,33840,33239
14,2011,Les Artigues de Lussac,44.970821,-0.140080,33570,33014
,2011,Les Billaux,44.951792,-0.237995,33500,33052
140,2011,Les Eglisottes et Chalaures,45.098907,-0.037861,33230,33154
,2011,Les Esseintes,44.609725,-0.068259,33190,33158
9,2011,Les Lèves et Thoumeyragues,44.792777,0.174798,33220,33242
58,2011,Les Peintures,45.068402,-0.098510,33230,33315
14,2011,Les Salles de castillon,44.911555,-0.002354,33350,33499
267,2011,Lesparre Médoc,45.306916,-0.938203,33340,33240
22,2011,Lestiac sur Garonne,44.692701,-0.374680,33550,33241
972,2011,Libourne,44.914650,-0.244728,33500,33243
7,2011,Lignan de Bazas,44.430655,-0.279827,33430,33244
7,2011,Lignan de Bordeaux,44.795566,-0.428951,33360,33245
,2011,Ligueux,44.785223,0.268786,33220,33246
27,2011,Listrac Médoc,45.073085,-0.791965,33480,33248
,2011,Listrac de Dureze,44.761459,0.044862,33790,33247
1076,2011,Lormont,44.878241,-0.522730,33310,33249
,2011,Loubens,44.629487,-0.037793,33190,33250
16,2011,Louchats,44.511811,-0.567876,33125,33251
,2011,Loupes,44.804750,-0.394069,33370,33252
21,2011,Loupiac,45.117616,2.341096,15700,15153
11,2011,Loupiac de la Réole,44.545583,-0.042096,33190,33254
,2011,Lucmau,44.341501,-0.308559,33840,33255
42,2011,Ludon Médoc,44.981978,-0.604182,33290,33256
,2011,Lugaignac,44.814281,-0.194624,33420,33257
,2011,Lugasson,44.750380,-0.160647,33760,33258
10,2011,Lugon et l Ile du Carney,44.948174,-0.359652,33240,33259
,2011,Lugos,44.482140,-0.885743,33830,33260
19,2011,Lussac,44.949503,-0.097012,33570,33261
113,2011,Lège Cap Ferret,44.792671,-1.146498,33950,33236
88,2011,Léognan,44.727896,-0.601809,33850,33238
64,2011,Macau,45.007774,-0.614737,33460,33262
,2011,Madirac,44.762986,-0.404196,33670,33263
19,2011,Maransin,45.070736,-0.269045,33230,33264
,2011,Marcenais,45.057870,-0.338224,33620,33266
50,2011,Marcheprime ,44.691391,-0.855964,33380,33555
38,2011,Marcillac,45.121491,1.531421,19100,19031
36,2011,Margaux,45.040856,-0.677898,33460,33268
,2011,Margueron,44.761298,0.248453,33220,33269
,2011,Marimbault,44.410230,-0.269844,33430,33270
,2011,Marions,44.382961,-0.091139,33690,33271
20,2011,Marsas,43.051639,0.225368,65200,65300
42,2011,Martignas sur Jalles,44.840159,-0.776232,33127,33273
15,2011,Martillac,44.712641,-0.543959,33650,33274
,2011,Martres,44.709611,-0.168466,33760,33275
,2011,Masseilles,44.406464,-0.055979,33690,33276
,2011,Massugas,44.767928,0.084992,33790,33277
,2011,Mauriac,45.218433,2.332409,15200,15120
,2011,Mazion,45.161910,-0.614525,33390,33280
12,2011,Mazères,44.258938,0.364375,47130,47210
8,2011,Mesterrieux,44.645401,-0.015935,33540,33283
85,2011,Mios,44.604704,-0.937090,33380,33284
7,2011,Mombrier,45.078216,-0.554412,33710,33285
20,2011,Mongauzy,44.566563,0.033646,33190,33287
7,2011,Monprimblanc,44.629355,-0.263632,33410,33288
32,2011,Monségur,44.649771,0.079747,33580,33289
19,2011,Montagne,43.440679,5.682257,13530,13110
,2011,Montagoudin,44.577374,0.000306,33190,33291
,2011,Montignac,45.065694,1.161369,24290,24291
36,2011,Montussan,44.881173,-0.429113,33450,33293
14,2011,Morizès,44.611792,-0.091074,33190,33294
,2011,Mouillac,45.007859,-0.353027,33240,33295
15,2011,Mouliets et Villemartin,44.841730,-0.018882,33350,33296
17,2011,Moulis en Médoc,45.058486,-0.770626,33480,33297
13,2011,Moulon,44.846834,-0.221809,33420,33298
8,2011,Mourens,44.648932,-0.210491,33410,33299
1246,2011,Mérignac,44.841817,-0.645856,33700,33281
,2011,Mérignas,44.783967,-0.087892,33350,33282
21,2011,Naujac sur Mer,45.254233,-1.025108,33990,33300
,2011,Naujan et Postiac,44.788520,-0.181772,33420,33301
,2011,Neuffons,44.642589,0.013239,33580,33304
,2011,Noaillac,44.515791,-0.011532,33190,33306
33,2011,Noaillan,44.479383,-0.366973,33730,33307
8,2011,Néac,44.939944,-0.180218,33500,33302
18,2011,Nérigean,44.841232,-0.289880,33750,33303
7,2011,Omet,44.651358,-0.281316,33410,33308
7,2011,Ordonnac,45.306863,-0.835993,33340,33309
,2011,Origne,44.492282,-0.502438,33113,33310
14,2011,Paillet,44.684875,-0.365369,33550,33311
79,2011,Parempuyre,44.948576,-0.605841,33290,33312
173,2011,Pauillac,45.199818,-0.749578,33250,33314
33,2011,Pellegrue,44.742437,0.074936,33790,33316
1121,2011,Pessac,44.805275,-0.633356,33600,33318
21,2011,Pessac sur Dordogne,44.820011,0.078491,33890,33319
11,2011,Petit Palais et Cornemps,44.981040,-0.064477,33570,33320
16,2011,Peujard,45.046058,-0.430321,33240,33321
119,2011,Pineuilh,44.830139,0.227356,33220,33324
17,2011,Plassac,45.103144,-0.647633,33390,33325
,2011,Pleine Selve,49.790859,3.525973,2240,2605
40,2011,Podensac,44.650925,-0.355767,33720,33327
20,2011,Pomerol,44.931229,-0.201288,33500,33328
17,2011,Pompignac,44.850277,-0.437361,33370,33330
,2011,Pompéjac,44.402361,-0.292010,33730,33329
,2011,Pondaurat,44.536194,-0.088194,33190,33331
7,2011,Porchères,45.028996,0.009135,33660,33332
23,2011,Portets,44.696547,-0.425446,33640,33334
97,2011,Preignac,44.584234,-0.296323,33210,33337
7,2011,Prignac en Médoc,45.326697,-0.914042,33340,33338
21,2011,Prignac et Marcamps,45.032351,-0.494302,33710,33339
17,2011,Préchac,42.992219,-0.073373,65400,65371
30,2011,Pugnac,45.080925,-0.497338,33710,33341
12,2011,Puisseguin,44.923110,-0.073994,33570,33342
22,2011,Pujols,44.806229,-0.032162,33350,33344
,2011,Pujols sur Ciron,44.561765,-0.354245,33210,33343
12,2011,Puybarban,44.551873,-0.075193,33190,33346
10,2011,Puynormand,44.981869,-0.001044,33660,33347
8,2011,Périssac,45.018630,-0.324449,33240,33317
38,2011,Queyrac ,45.361365,-0.979147,33340,33348
16,2011,Quinsac,45.482966,1.272894,87500,87187
19,2011,Rauzan,44.778407,-0.125537,33420,33350
36,2011,Reignac,45.232904,-0.508147,33860,33351
,2011,Rimons,44.671207,0.005409,33580,33353
,2011,Riocaud,44.763886,0.207862,33220,33354
33,2011,Rions,44.662733,-0.352683,33410,33355
17,2011,Roaillan,44.498149,-0.282487,33210,33357
12,2011,Romagne,48.341869,-1.277486,35133,35243
,2011,Roquebrune,44.680012,1.257997,46340,46297
6,2011,Ruch,44.775364,-0.040617,33350,33361
57,2011,Sablons,45.025155,-0.193954,33910,33362
46,2011,Sadirac,44.438704,-0.007779,33690,33195
,2011,Saillans,44.696235,5.196514,26340,26289
8,2011,Salaunes,44.935636,-0.830890,33160,33494
19,2011,Salignac,45.015111,-0.381414,33240,33495
20,2011,Salleboeuf,44.841590,-0.397563,33370,33496
57,2011,Salles,44.778843,0.861653,24480,24068
10,2011,Samonac,45.073191,-0.570629,33710,33500
6,2011,Saucats,44.651452,-0.596921,33650,33501
7,2011,Saugon,45.178073,-0.503426,33920,33502
,2011,Saumos,44.918330,-0.989570,33680,33503
9,2011,Sauternes,44.531452,-0.343626,33210,33504
46,2011,Sauveterre de Guyenne,44.692101,-0.086642,33540,33506
9,2011,Sauviac,43.854801,3.905773,34270,34078
,2011,Savignac,43.961221,2.834735,12400,12208
10,2011,Savignac de l Isle,44.989687,-0.236377,33910,33509
,2011,Semens,44.612932,-0.239976,33490,33510
6,2011,Sendets,43.296370,-0.260918,64320,64518
8,2011,Sigalens,44.449089,-0.045707,33690,33512
7,2011,Sillas,44.373873,-0.061755,33690,33513
53,2011,Soulac sur Mer,45.510244,-1.125761,33780,33514
,2011,Soulignac,44.697232,-0.283991,33760,33515
,2011,Soussac,44.728327,0.018798,33790,33516
30,2011,Soussans,45.055431,-0.700475,33460,33517
,2011,St Aignan,44.431797,0.820284,47140,47280
22,2011,St Androny,45.189574,-0.650734,33390,33370
203,2011,St André de Cubzac,44.994197,-0.446196,33240,33366
,2011,St André du Bois,44.604648,-0.184007,33490,33367
12,2011,St André et Appelles,44.818483,0.193757,33220,33369
,2011,St Antoine,43.870419,5.399861,84400,84003
,2011,St Antoine du Queyret,44.762310,0.009409,33790,33372
15,2011,St Antoine sur l Isle,45.026144,0.037239,33660,33373
22,2011,St Aubin de Blaye,45.267274,-0.561367,33820,33374
,2011,St Aubin de Branne,44.807701,-0.172732,33420,33375
45,2011,St Aubin de Médoc,44.911245,-0.726476,33160,33376
65,2011,St Avit St Nazaire,44.849789,0.256780,33220,33378
,2011,St Brice,48.558536,-0.642538,61700,61370
12,2011,St Caprais de Blaye,45.285223,-0.563791,33820,33380
25,2011,St Caprais de Bordeaux,44.750280,-0.436307,33880,33381
6,2011,St Christoly Médoc,45.355867,-0.826586,33340,33383
107,2011,St Christoly de Blaye,45.130158,-0.508060,33920,33382
13,2011,St Christophe de Double,45.079620,0.015329,33230,33385
9,2011,St Christophe des Bardes,44.895608,-0.123193,33330,33384
,2011,St Cibard,44.938861,-0.025382,33570,33386
79,2011,St Ciers d Abzac,45.030817,-0.278151,33910,33387
21,2011,St Ciers de Canesse,45.082757,-0.609407,33710,33388
94,2011,St Ciers sur Gironde,45.290007,-0.611345,33820,33389
,2011,St Come,43.185206,5.737688,83740,83027
165,2011,St Denis de Pile,44.991431,-0.207270,33910,33393
27,2011,St Emilion,44.891978,-0.155949,33330,33394
33,2011,St Estèphe,45.591444,0.662789,24360,24398
,2011,St Etienne de Lisse,44.878288,-0.098151,33330,33396
,2011,St Exupéry,44.625868,-0.103200,33190,33398
8,2011,St Felix de Foncaude,44.653031,-0.098386,33540,33399
9,2011,St Ferme,45.447891,-0.314741,17520,17316
,2011,St Genis du Bois,44.701298,-0.175578,33760,33409
11,2011,St Genès de Blaye,45.161899,-0.642554,33390,33405
,2011,St Genès de Castillon,44.897195,-0.066236,33350,33406
,2011,St Genès de Fronsac,45.023936,-0.357803,33240,33407
,2011,St Genès de Lombaud,44.752850,-0.382084,33670,33408
22,2011,St Germain d Esteuil,45.288722,-0.865395,33340,33412
,2011,St Germain de Grave,44.625178,-0.221755,33490,33411
6,2011,St Germain de la Rivière,44.947184,-0.332900,33240,33414
24,2011,St Germain du Puch,44.855582,-0.322394,33750,33413
24,2011,St Gervais,44.620452,0.780675,47210,47240
24,2011,St Girons d'Aiguevives,45.139867,-0.543054,33920,33416
,2011,St Hilaire de la Noaille,44.600832,0.001580,33190,33418
,2011,St Hilaire du Bois,45.416233,-0.496683,17500,17345
,2011,St Hippolyte,47.317999,6.811424,25190,25519
47,2011,St Jean d Illac,44.809238,-0.784283,33127,33422
6,2011,St Jean de Blaignac,44.812235,-0.140077,33420,33421
8,2011,St Julien Beychevelle ,45.164055,-0.740805,33250,33423
8,2011,St Laurent d Arce,45.034005,-0.470255,33240,33425
,2011,St Laurent des Combes ,44.874595,-0.133429,33330,33426
