Code du département,Libellé du département,Code de la circonscription,Libellé de la circonscription,Code de la commune,Libellé de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp
33,Gironde,11,11ème circonscription,233,Laruscade,2,740,484,"65,41",256,"34,59",10,"1,35","3,91",4,"0,54","1,56",242,"32,7","94,53",11,M,BEN HADJ SALEM,Marouni,EXG,1,"0,14","0,41",9,M,LABORDE,Sébastien,COM,2,"0,27","0,83",8,F,LOSSON,Joëlle,FI,29,"3,92","11,98",1,F,LACOSTE,Michelle,SOC,10,"1,35","4,13",4,M,BOURNAZEAU,Bernard,DVG,4,"0,54","1,65",2,F,GOGUET,Caroline,ECO,3,"0,41","1,24",10,M,RICHARD,Olivier,ECO,0,0,0,6,F,DEPENVEILLER,Laetitia,DIV,3,"0,41","1,24",14,F,LIGOZAT,Sabine,DIV,2,"0,27","0,83",12,F,HAMMERER,Véronique,REM,65,"8,78","26,86",5,F,CONTE JAUBERT,Mireille,LR,13,"1,76","5,37",13,M,LORIAUD,Xavier,DVD,19,"2,57","7,85",15,M,BALDÈS,Denis,DVD,13,"1,76","5,37",3,M,GIACOMOTTO,Georges,DLF,7,"0,95","2,89",16,F,DIAZ,Edwige,FN,68,"9,19","28,1",7,M,JAY,François,EXD,3,"0,41","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,12,12ème circonscription,234,Latresne,1,1006,438,"43,54",568,"56,46",6,"0,6","1,06",2,"0,2","0,35",560,"55,67","98,59",3,M,LAVIN,Richard,EXG,5,"0,5","0,89",8,M,MIQUEU,Christophe,FI,73,"7,26","13,04",9,F,VEYSSY,Catherine,SOC,13,"1,29","2,32",5,F,LARGETEAU,Catherine,DVG,7,"0,7","1,25",4,F,FABRE-NADLER,Anne-Laure,ECO,52,"5,17","9,29",10,M,LAMOTHE,Benoit,DIV,9,"0,89","1,61",6,F,DUBOS,Christelle,REM,266,"26,44","47,5",11,M,D'AMÉCOURT,Yves,LR,85,"8,45","15,18",2,M,MORIN,Jean-Claude,DVD,0,0,0,7,M,FEBBRARI,Alexis,DLF,11,"1,09","1,96",1,M,DUVAL-CAMPANA,Patrick,FN,39,"3,88","6,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,12,12ème circonscription,234,Latresne,2,1008,426,"42,26",582,"57,74",2,"0,2","0,34",9,"0,89","1,55",571,"56,65","98,11",3,M,LAVIN,Richard,EXG,2,"0,2","0,35",8,M,MIQUEU,Christophe,FI,59,"5,85","10,33",9,F,VEYSSY,Catherine,SOC,21,"2,08","3,68",5,F,LARGETEAU,Catherine,DVG,4,"0,4","0,7",4,F,FABRE-NADLER,Anne-Laure,ECO,43,"4,27","7,53",10,M,LAMOTHE,Benoit,DIV,6,"0,6","1,05",6,F,DUBOS,Christelle,REM,283,"28,08","49,56",11,M,D'AMÉCOURT,Yves,LR,97,"9,62","16,99",2,M,MORIN,Jean-Claude,DVD,3,"0,3","0,53",7,M,FEBBRARI,Alexis,DLF,9,"0,89","1,58",1,M,DUVAL-CAMPANA,Patrick,FN,44,"4,37","7,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,12,12ème circonscription,234,Latresne,3,840,447,"53,21",393,"46,79",8,"0,95","2,04",1,"0,12","0,25",384,"45,71","97,71",3,M,LAVIN,Richard,EXG,2,"0,24","0,52",8,M,MIQUEU,Christophe,FI,67,"7,98","17,45",9,F,VEYSSY,Catherine,SOC,18,"2,14","4,69",5,F,LARGETEAU,Catherine,DVG,4,"0,48","1,04",4,F,FABRE-NADLER,Anne-Laure,ECO,34,"4,05","8,85",10,M,LAMOTHE,Benoit,DIV,1,"0,12","0,26",6,F,DUBOS,Christelle,REM,153,"18,21","39,84",11,M,D'AMÉCOURT,Yves,LR,43,"5,12","11,2",2,M,MORIN,Jean-Claude,DVD,0,0,0,7,M,FEBBRARI,Alexis,DLF,8,"0,95","2,08",1,M,DUVAL-CAMPANA,Patrick,FN,54,"6,43","14,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,235,Lavazan,1,171,101,"59,06",70,"40,94",1,"0,58","1,43",0,0,0,69,"40,35","98,57",13,M,DELCAMP,Jean-Philippe,EXG,1,"0,58","1,45",12,F,GUERNÉ,Cristine,COM,0,0,0,11,M,PAPIAU,François,FI,7,"4,09","10,14",8,M,SAVARY,Gilles,SOC,17,"9,94","24,64",7,M,COURJAUD,Antoine,DVG,0,0,0,3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,1,"0,58","1,45",1,F,LOUSTAU,Fanny,DIV,1,"0,58","1,45",6,M,DE JAEGER,Xavier,DIV,1,"0,58","1,45",9,F,METTE,Sophie,MDM,21,"12,28","30,43",4,M,DUFRANC,Michel,LR,9,"5,26","13,04",10,M,BERTHONNEAU,Rémy,DLF,2,"1,17","2,9",2,F,RIVIÈRE DURIVAULT,Sophie,FN,9,"5,26","13,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,236,Lège-Cap-Ferret,1,985,505,"51,27",480,"48,73",6,"0,61","1,25",4,"0,41","0,83",470,"47,72","97,92",2,F,TEXIER,Solange,EXG,4,"0,41","0,85",10,F,TRANNOY,Danielle,COM,2,"0,2","0,43",3,F,COTI,Cécile,FI,48,"4,87","10,21",9,M,PRADAYROL,Pierre,SOC,15,"1,52","3,19",11,M,DUBOT,Nicolas,ECO,16,"1,62","3,4",8,F,COULAIS,Fabienne,DIV,3,"0,3","0,64",1,F,PANONACLE,Sophie,REM,198,"20,1","42,13",5,M,FOULON,Yves,LR,80,"8,12","17,02",6,F,BEY,Anny,DVD,28,"2,84","5,96",7,F,LE PAGE,Sophie,DLF,9,"0,91","1,91",4,M,LAMARA,Laurent,FN,67,"6,8","14,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,236,Lège-Cap-Ferret,2,983,528,"53,71",455,"46,29",3,"0,31","0,66",1,"0,1","0,22",451,"45,88","99,12",2,F,TEXIER,Solange,EXG,4,"0,41","0,89",10,F,TRANNOY,Danielle,COM,1,"0,1","0,22",3,F,COTI,Cécile,FI,51,"5,19","11,31",9,M,PRADAYROL,Pierre,SOC,11,"1,12","2,44",11,M,DUBOT,Nicolas,ECO,17,"1,73","3,77",8,F,COULAIS,Fabienne,DIV,2,"0,2","0,44",1,F,PANONACLE,Sophie,REM,176,"17,9","39,02",5,M,FOULON,Yves,LR,100,"10,17","22,17",6,F,BEY,Anny,DVD,32,"3,26","7,1",7,F,LE PAGE,Sophie,DLF,18,"1,83","3,99",4,M,LAMARA,Laurent,FN,39,"3,97","8,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,236,Lège-Cap-Ferret,3,863,424,"49,13",439,"50,87",4,"0,46","0,91",0,0,0,435,"50,41","99,09",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,6,"0,7","1,38",3,F,COTI,Cécile,FI,50,"5,79","11,49",9,M,PRADAYROL,Pierre,SOC,20,"2,32","4,6",11,M,DUBOT,Nicolas,ECO,17,"1,97","3,91",8,F,COULAIS,Fabienne,DIV,5,"0,58","1,15",1,F,PANONACLE,Sophie,REM,174,"20,16",40,5,M,FOULON,Yves,LR,84,"9,73","19,31",6,F,BEY,Anny,DVD,28,"3,24","6,44",7,F,LE PAGE,Sophie,DLF,7,"0,81","1,61",4,M,LAMARA,Laurent,FN,44,"5,1","10,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,236,Lège-Cap-Ferret,4,867,432,"49,83",435,"50,17",4,"0,46","0,92",4,"0,46","0,92",427,"49,25","98,16",2,F,TEXIER,Solange,EXG,3,"0,35","0,7",10,F,TRANNOY,Danielle,COM,8,"0,92","1,87",3,F,COTI,Cécile,FI,50,"5,77","11,71",9,M,PRADAYROL,Pierre,SOC,13,"1,5","3,04",11,M,DUBOT,Nicolas,ECO,27,"3,11","6,32",8,F,COULAIS,Fabienne,DIV,3,"0,35","0,7",1,F,PANONACLE,Sophie,REM,165,"19,03","38,64",5,M,FOULON,Yves,LR,75,"8,65","17,56",6,F,BEY,Anny,DVD,23,"2,65","5,39",7,F,LE PAGE,Sophie,DLF,13,"1,5","3,04",4,M,LAMARA,Laurent,FN,47,"5,42","11,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,236,Lège-Cap-Ferret,5,842,334,"39,67",508,"60,33",3,"0,36","0,59",0,0,0,505,"59,98","99,41",2,F,TEXIER,Solange,EXG,1,"0,12","0,2",10,F,TRANNOY,Danielle,COM,2,"0,24","0,4",3,F,COTI,Cécile,FI,36,"4,28","7,13",9,M,PRADAYROL,Pierre,SOC,9,"1,07","1,78",11,M,DUBOT,Nicolas,ECO,13,"1,54","2,57",8,F,COULAIS,Fabienne,DIV,4,"0,48","0,79",1,F,PANONACLE,Sophie,REM,225,"26,72","44,55",5,M,FOULON,Yves,LR,121,"14,37","23,96",6,F,BEY,Anny,DVD,46,"5,46","9,11",7,F,LE PAGE,Sophie,DLF,8,"0,95","1,58",4,M,LAMARA,Laurent,FN,40,"4,75","7,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,236,Lège-Cap-Ferret,6,918,353,"38,45",565,"61,55",6,"0,65","1,06",2,"0,22","0,35",557,"60,68","98,58",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,2,"0,22","0,36",3,F,COTI,Cécile,FI,19,"2,07","3,41",9,M,PRADAYROL,Pierre,SOC,7,"0,76","1,26",11,M,DUBOT,Nicolas,ECO,15,"1,63","2,69",8,F,COULAIS,Fabienne,DIV,6,"0,65","1,08",1,F,PANONACLE,Sophie,REM,258,"28,1","46,32",5,M,FOULON,Yves,LR,165,"17,97","29,62",6,F,BEY,Anny,DVD,20,"2,18","3,59",7,F,LE PAGE,Sophie,DLF,16,"1,74","2,87",4,M,LAMARA,Laurent,FN,49,"5,34","8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,236,Lège-Cap-Ferret,7,700,313,"44,71",387,"55,29",4,"0,57","1,03",2,"0,29","0,52",381,"54,43","98,45",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,1,"0,14","0,26",3,F,COTI,Cécile,FI,9,"1,29","2,36",9,M,PRADAYROL,Pierre,SOC,5,"0,71","1,31",11,M,DUBOT,Nicolas,ECO,9,"1,29","2,36",8,F,COULAIS,Fabienne,DIV,4,"0,57","1,05",1,F,PANONACLE,Sophie,REM,160,"22,86","41,99",5,M,FOULON,Yves,LR,133,19,"34,91",6,F,BEY,Anny,DVD,28,4,"7,35",7,F,LE PAGE,Sophie,DLF,10,"1,43","2,62",4,M,LAMARA,Laurent,FN,22,"3,14","5,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,236,Lège-Cap-Ferret,8,698,250,"35,82",448,"64,18",1,"0,14","0,22",1,"0,14","0,22",446,"63,9","99,55",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,3,"0,43","0,67",3,F,COTI,Cécile,FI,16,"2,29","3,59",9,M,PRADAYROL,Pierre,SOC,7,1,"1,57",11,M,DUBOT,Nicolas,ECO,9,"1,29","2,02",8,F,COULAIS,Fabienne,DIV,1,"0,14","0,22",1,F,PANONACLE,Sophie,REM,195,"27,94","43,72",5,M,FOULON,Yves,LR,157,"22,49","35,2",6,F,BEY,Anny,DVD,32,"4,58","7,17",7,F,LE PAGE,Sophie,DLF,6,"0,86","1,35",4,M,LAMARA,Laurent,FN,20,"2,87","4,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,236,Lège-Cap-Ferret,9,783,342,"43,68",441,"56,32",6,"0,77","1,36",0,0,0,435,"55,56","98,64",2,F,TEXIER,Solange,EXG,1,"0,13","0,23",10,F,TRANNOY,Danielle,COM,1,"0,13","0,23",3,F,COTI,Cécile,FI,15,"1,92","3,45",9,M,PRADAYROL,Pierre,SOC,8,"1,02","1,84",11,M,DUBOT,Nicolas,ECO,14,"1,79","3,22",8,F,COULAIS,Fabienne,DIV,3,"0,38","0,69",1,F,PANONACLE,Sophie,REM,159,"20,31","36,55",5,M,FOULON,Yves,LR,190,"24,27","43,68",6,F,BEY,Anny,DVD,18,"2,3","4,14",7,F,LE PAGE,Sophie,DLF,6,"0,77","1,38",4,M,LAMARA,Laurent,FN,20,"2,55","4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,236,Lège-Cap-Ferret,10,784,369,"47,07",415,"52,93",3,"0,38","0,72",1,"0,13","0,24",411,"52,42","99,04",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,3,"0,38","0,73",3,F,COTI,Cécile,FI,18,"2,3","4,38",9,M,PRADAYROL,Pierre,SOC,6,"0,77","1,46",11,M,DUBOT,Nicolas,ECO,9,"1,15","2,19",8,F,COULAIS,Fabienne,DIV,2,"0,26","0,49",1,F,PANONACLE,Sophie,REM,170,"21,68","41,36",5,M,FOULON,Yves,LR,159,"20,28","38,69",6,F,BEY,Anny,DVD,11,"1,4","2,68",7,F,LE PAGE,Sophie,DLF,4,"0,51","0,97",4,M,LAMARA,Laurent,FN,29,"3,7","7,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,237,Léogeats,1,573,238,"41,54",335,"58,46",2,"0,35","0,6",9,"1,57","2,69",324,"56,54","96,72",13,M,DELCAMP,Jean-Philippe,EXG,6,"1,05","1,85",12,F,GUERNÉ,Cristine,COM,9,"1,57","2,78",11,M,PAPIAU,François,FI,37,"6,46","11,42",8,M,SAVARY,Gilles,SOC,51,"8,9","15,74",7,M,COURJAUD,Antoine,DVG,3,"0,52","0,93",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,22,"3,84","6,79",1,F,LOUSTAU,Fanny,DIV,3,"0,52","0,93",6,M,DE JAEGER,Xavier,DIV,5,"0,87","1,54",9,F,METTE,Sophie,MDM,96,"16,75","29,63",4,M,DUFRANC,Michel,LR,41,"7,16","12,65",10,M,BERTHONNEAU,Rémy,DLF,5,"0,87","1,54",2,F,RIVIÈRE DURIVAULT,Sophie,FN,46,"8,03","14,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,238,Léognan,1,1447,737,"50,93",710,"49,07",2,"0,14","0,28",2,"0,14","0,28",706,"48,79","99,44",13,M,DELCAMP,Jean-Philippe,EXG,1,"0,07","0,14",12,F,GUERNÉ,Cristine,COM,3,"0,21","0,42",11,M,PAPIAU,François,FI,90,"6,22","12,75",8,M,SAVARY,Gilles,SOC,144,"9,95","20,4",7,M,COURJAUD,Antoine,DVG,8,"0,55","1,13",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,47,"3,25","6,66",1,F,LOUSTAU,Fanny,DIV,4,"0,28","0,57",6,M,DE JAEGER,Xavier,DIV,4,"0,28","0,57",9,F,METTE,Sophie,MDM,254,"17,55","35,98",4,M,DUFRANC,Michel,LR,90,"6,22","12,75",10,M,BERTHONNEAU,Rémy,DLF,14,"0,97","1,98",2,F,RIVIÈRE DURIVAULT,Sophie,FN,47,"3,25","6,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,238,Léognan,2,1048,533,"50,86",515,"49,14",0,0,0,6,"0,57","1,17",509,"48,57","98,83",13,M,DELCAMP,Jean-Philippe,EXG,4,"0,38","0,79",12,F,GUERNÉ,Cristine,COM,7,"0,67","1,38",11,M,PAPIAU,François,FI,59,"5,63","11,59",8,M,SAVARY,Gilles,SOC,75,"7,16","14,73",7,M,COURJAUD,Antoine,DVG,7,"0,67","1,38",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,30,"2,86","5,89",1,F,LOUSTAU,Fanny,DIV,5,"0,48","0,98",6,M,DE JAEGER,Xavier,DIV,3,"0,29","0,59",9,F,METTE,Sophie,MDM,217,"20,71","42,63",4,M,DUFRANC,Michel,LR,61,"5,82","11,98",10,M,BERTHONNEAU,Rémy,DLF,8,"0,76","1,57",2,F,RIVIÈRE DURIVAULT,Sophie,FN,33,"3,15","6,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,238,Léognan,3,1249,584,"46,76",665,"53,24",6,"0,48","0,9",7,"0,56","1,05",652,"52,2","98,05",13,M,DELCAMP,Jean-Philippe,EXG,4,"0,32","0,61",12,F,GUERNÉ,Cristine,COM,9,"0,72","1,38",11,M,PAPIAU,François,FI,94,"7,53","14,42",8,M,SAVARY,Gilles,SOC,147,"11,77","22,55",7,M,COURJAUD,Antoine,DVG,16,"1,28","2,45",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,21,"1,68","3,22",1,F,LOUSTAU,Fanny,DIV,3,"0,24","0,46",6,M,DE JAEGER,Xavier,DIV,1,"0,08","0,15",9,F,METTE,Sophie,MDM,219,"17,53","33,59",4,M,DUFRANC,Michel,LR,71,"5,68","10,89",10,M,BERTHONNEAU,Rémy,DLF,12,"0,96","1,84",2,F,RIVIÈRE DURIVAULT,Sophie,FN,55,"4,4","8,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,238,Léognan,4,1138,511,"44,9",627,"55,1",1,"0,09","0,16",4,"0,35","0,64",622,"54,66","99,2",13,M,DELCAMP,Jean-Philippe,EXG,5,"0,44","0,8",12,F,GUERNÉ,Cristine,COM,18,"1,58","2,89",11,M,PAPIAU,François,FI,87,"7,64","13,99",8,M,SAVARY,Gilles,SOC,146,"12,83","23,47",7,M,COURJAUD,Antoine,DVG,13,"1,14","2,09",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,23,"2,02","3,7",1,F,LOUSTAU,Fanny,DIV,6,"0,53","0,96",6,M,DE JAEGER,Xavier,DIV,3,"0,26","0,48",9,F,METTE,Sophie,MDM,178,"15,64","28,62",4,M,DUFRANC,Michel,LR,72,"6,33","11,58",10,M,BERTHONNEAU,Rémy,DLF,10,"0,88","1,61",2,F,RIVIÈRE DURIVAULT,Sophie,FN,61,"5,36","9,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,238,Léognan,5,1232,569,"46,19",663,"53,81",1,"0,08","0,15",4,"0,32","0,6",658,"53,41","99,25",13,M,DELCAMP,Jean-Philippe,EXG,6,"0,49","0,91",12,F,GUERNÉ,Cristine,COM,11,"0,89","1,67",11,M,PAPIAU,François,FI,65,"5,28","9,88",8,M,SAVARY,Gilles,SOC,120,"9,74","18,24",7,M,COURJAUD,Antoine,DVG,15,"1,22","2,28",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,52,"4,22","7,9",1,F,LOUSTAU,Fanny,DIV,4,"0,32","0,61",6,M,DE JAEGER,Xavier,DIV,7,"0,57","1,06",9,F,METTE,Sophie,MDM,243,"19,72","36,93",4,M,DUFRANC,Michel,LR,90,"7,31","13,68",10,M,BERTHONNEAU,Rémy,DLF,10,"0,81","1,52",2,F,RIVIÈRE DURIVAULT,Sophie,FN,35,"2,84","5,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,238,Léognan,6,1370,649,"47,37",721,"52,63",10,"0,73","1,39",3,"0,22","0,42",708,"51,68","98,2",13,M,DELCAMP,Jean-Philippe,EXG,1,"0,07","0,14",12,F,GUERNÉ,Cristine,COM,17,"1,24","2,4",11,M,PAPIAU,François,FI,110,"8,03","15,54",8,M,SAVARY,Gilles,SOC,143,"10,44","20,2",7,M,COURJAUD,Antoine,DVG,14,"1,02","1,98",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,41,"2,99","5,79",1,F,LOUSTAU,Fanny,DIV,6,"0,44","0,85",6,M,DE JAEGER,Xavier,DIV,7,"0,51","0,99",9,F,METTE,Sophie,MDM,232,"16,93","32,77",4,M,DUFRANC,Michel,LR,74,"5,4","10,45",10,M,BERTHONNEAU,Rémy,DLF,11,"0,8","1,55",2,F,RIVIÈRE DURIVAULT,Sophie,FN,52,"3,8","7,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,238,Léognan,7,969,427,"44,07",542,"55,93",2,"0,21","0,37",10,"1,03","1,85",530,"54,7","97,79",13,M,DELCAMP,Jean-Philippe,EXG,4,"0,41","0,75",12,F,GUERNÉ,Cristine,COM,13,"1,34","2,45",11,M,PAPIAU,François,FI,57,"5,88","10,75",8,M,SAVARY,Gilles,SOC,112,"11,56","21,13",7,M,COURJAUD,Antoine,DVG,17,"1,75","3,21",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,46,"4,75","8,68",1,F,LOUSTAU,Fanny,DIV,8,"0,83","1,51",6,M,DE JAEGER,Xavier,DIV,2,"0,21","0,38",9,F,METTE,Sophie,MDM,172,"17,75","32,45",4,M,DUFRANC,Michel,LR,63,"6,5","11,89",10,M,BERTHONNEAU,Rémy,DLF,2,"0,21","0,38",2,F,RIVIÈRE DURIVAULT,Sophie,FN,34,"3,51","6,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,239,Lerm-et-Musset,1,404,164,"40,59",240,"59,41",4,"0,99","1,67",3,"0,74","1,25",233,"57,67","97,08",13,M,DELCAMP,Jean-Philippe,EXG,1,"0,25","0,43",12,F,GUERNÉ,Cristine,COM,0,0,0,11,M,PAPIAU,François,FI,18,"4,46","7,73",8,M,SAVARY,Gilles,SOC,32,"7,92","13,73",7,M,COURJAUD,Antoine,DVG,0,0,0,3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,2,"0,5","0,86",1,F,LOUSTAU,Fanny,DIV,2,"0,5","0,86",6,M,DE JAEGER,Xavier,DIV,6,"1,49","2,58",9,F,METTE,Sophie,MDM,88,"21,78","37,77",4,M,DUFRANC,Michel,LR,43,"10,64","18,45",10,M,BERTHONNEAU,Rémy,DLF,3,"0,74","1,29",2,F,RIVIÈRE DURIVAULT,Sophie,FN,38,"9,41","16,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
