Support d'identification,Catégorie,Déchetterie,Date,Heure,Produit,Quantité
28372,PARTICULIER,SAUVETERRE DE GUYENNE,21/02/2013,10:50:00,DECHETS VERTS,"0,00"
07401,PARTICULIER,SAUVETERRE DE GUYENNE,21/02/2013,10:54:00,DECHETS VERTS,"0,00"
08140,PARTICULIER,SAUVETERRE DE GUYENNE,21/02/2013,10:57:00,DECHETS VERTS,"0,00"
08179,PROFESSIONNEL,SAUVETERRE DE GUYENNE,21/02/2013,11:28:00,DECHETS VERTS,"0,00"
08093,PARTICULIER,SAUVETERRE DE GUYENNE,21/02/2013,14:19:00,DECHETS VERTS,"0,00"
06042,PROFESSIONNEL,SAUVETERRE DE GUYENNE,21/02/2013,14:38:00,DECHETS VERTS,"0,00"
08129,PARTICULIER,SAUVETERRE DE GUYENNE,21/02/2013,14:47:00,DECHETS VERTS,"0,00"
06453,PARTICULIER,SAUVETERRE DE GUYENNE,21/02/2013,15:03:00,DECHETS VERTS,"0,00"
07871,PROFESSIONNEL,SAUVETERRE DE GUYENNE,21/02/2013,16:29:00,DECHETS VERTS,"0,00"
00826,PARTICULIER,SAUVETERRE DE GUYENNE,21/02/2013,17:10:00,DECHETS VERTS,"0,00"
25174,PARTICULIER,RIMONS,21/02/2013,09:22:00,CARTON,"1,00"
28238,PROFESSIONNEL,RIMONS,21/02/2013,10:55:00,CARTON,"1,00"
28238,PROFESSIONNEL,RIMONS,21/02/2013,10:55:00,CARTON,"1,00"
07371,PARTICULIER,RIMONS,21/02/2013,11:21:00,CARTON,"1,00"
07552,PARTICULIER,GENSAC,22/02/2013,09:39:00,FERRAILLE,"1,00"
07552,PARTICULIER,GENSAC,22/02/2013,09:39:00,TOUT VENANT ENCOMBRANTS,"1,00"
07552,PARTICULIER,GENSAC,22/02/2013,09:39:00,CARTON,"1,00"
25575,PARTICULIER,GENSAC,22/02/2013,10:12:00,DECHETS VERTS,"1,00"
07163,PARTICULIER,GENSAC,22/02/2013,10:21:00,CARTON,"1,00"
07163,PARTICULIER,GENSAC,22/02/2013,10:21:00,TOUT VENANT ENCOMBRANTS,"1,00"
25575,PARTICULIER,GENSAC,22/02/2013,11:43:00,DECHETS VERTS,"1,00"
05963,PARTICULIER,GENSAC,22/02/2013,11:47:00,NYLON,"1,00"
05963,PARTICULIER,GENSAC,22/02/2013,11:47:00,TOUT VENANT ENCOMBRANTS,"1,00"
06268,PROFESSIONNEL,GENSAC,22/02/2013,15:16:00,DECHETS VERTS,"1,00"
07837,PARTICULIER,GENSAC,22/02/2013,15:16:00,DECHETS VERTS,"1,00"
08350,PARTICULIER,GENSAC,22/02/2013,15:17:00,BOUTEILLES VERRES,"1,00"
08350,PARTICULIER,GENSAC,22/02/2013,15:17:00,TOUT VENANT ENCOMBRANTS,"1,00"
01251,PARTICULIER,GENSAC,22/02/2013,15:17:00,TOUT VENANT ENCOMBRANTS,"1,00"
01251,PARTICULIER,GENSAC,22/02/2013,15:17:00,CARTON,"1,00"
01251,PARTICULIER,GENSAC,22/02/2013,15:17:00,BOIS TRAITE,"1,00"
24013,PARTICULIER,GENSAC,22/02/2013,15:38:00,TOUT VENANT ENCOMBRANTS,"1,00"
24013,PARTICULIER,GENSAC,22/02/2013,15:38:00,BOIS TRAITE,"1,00"
24013,PARTICULIER,GENSAC,22/02/2013,15:38:00,CARTON,"1,00"
05915,PARTICULIER,GENSAC,22/02/2013,16:20:00,CARTON,"1,00"
05915,PARTICULIER,GENSAC,22/02/2013,16:20:00,BOIS TRAITE,"1,00"
06980,PARTICULIER,GENSAC,22/02/2013,16:30:00,CARTON,"1,00"
06980,PARTICULIER,GENSAC,22/02/2013,16:30:00,TOUT VENANT ENCOMBRANTS,"1,00"
07243,PARTICULIER,GENSAC,22/02/2013,16:33:00,DECHETS VERTS,"1,00"
05444,PARTICULIER,GENSAC,22/02/2013,16:35:00,CARTON,"1,00"
28238,PROFESSIONNEL,RIMONS,22/02/2013,09:31:00,CARTON,"1,00"
05444,PARTICULIER,GENSAC,22/02/2013,16:35:00,TOUT VENANT ENCOMBRANTS,"1,00"
28299,PARTICULIER,GENSAC,22/02/2013,16:49:00,TOUT VENANT ENCOMBRANTS,"1,00"
07604,PARTICULIER,RIMONS,22/02/2013,09:36:00,CARTON,"1,00"
28299,PARTICULIER,GENSAC,22/02/2013,16:49:00,BOUTEILLES FLACONS PLASTIQUES,"1,00"
26412,PARTICULIER,RIMONS,22/02/2013,09:45:00,CARTON,"1,00"
28299,PARTICULIER,GENSAC,22/02/2013,16:49:00,BOUTEILLES VERRES,"1,00"
00819,PARTICULIER,RIMONS,22/02/2013,10:24:00,CARTON,"1,00"
27410,PARTICULIER,GENSAC,22/02/2013,16:59:00,DECHETS VERTS,"1,00"
26334,PARTICULIER,RIMONS,22/02/2013,14:20:00,CARTON,"1,00"
05915,PARTICULIER,GENSAC,22/02/2013,17:32:00,TOUT VENANT ENCOMBRANTS,"1,00"
06268,PROFESSIONNEL,GENSAC,22/02/2013,17:32:00,DECHETS VERTS,"1,00"
06480,PARTICULIER,RIMONS,22/02/2013,14:57:00,CARTON,"1,00"
07346,PARTICULIER,RIMONS,22/02/2013,15:35:00,CARTON,"1,00"
07606,PARTICULIER,RIMONS,22/02/2013,15:38:00,CARTON,"1,00"
07489,PARTICULIER,RIMONS,22/02/2013,16:10:00,CARTON,"1,00"
24877,PARTICULIER,RIMONS,22/02/2013,16:17:00,CARTON,"1,00"
25365,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,08:58:00,DECHETS VERTS,"0,00"
07431,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,09:20:00,DECHETS VERTS,"0,00"
07964,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,10:19:00,NYLON,"0,00"
08115,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,10:21:00,DECHETS VERTS,"0,00"
25363,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,10:24:00,DECHETS VERTS,"0,00"
06766,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,10:38:00,DECHETS VERTS,"0,00"
07396,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,10:46:00,DECHETS VERTS,"0,00"
24888,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,11:26:00,VERRE CASSE,"0,00"
06495,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,11:36:00,DECHETS VERTS,"0,00"
28239,PROFESSIONNEL,SAUVETERRE DE GUYENNE,22/02/2013,14:07:00,DECHETS VERTS,"0,00"
01397,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,14:08:00,NYLON,"0,00"
06856,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,14:44:00,GRAVATS,"0,00"
29360,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,15:21:00,DECHETS VERTS,"0,00"
07404,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,15:22:00,DECHETS VERTS,"0,00"
07421,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,15:24:00,BATTERIES,"0,00"
25085,PROFESSIONNEL,SAUVETERRE DE GUYENNE,22/02/2013,17:03:00,DECHETS VERTS,"0,00"
02500,PARTICULIER,SAUVETERRE DE GUYENNE,22/02/2013,17:27:00,DECHETS VERTS,"0,00"
25112,PARTICULIER,RIMONS,22/02/2013,17:22:00,CARTON,"1,00"
24931,PARTICULIER,RIMONS,23/02/2013,09:54:00,CARTON,"1,00"
06080,PARTICULIER,RIMONS,23/02/2013,10:07:00,CARTON,"1,00"
25542,PARTICULIER,RIMONS,23/02/2013,10:22:00,CARTON,"1,00"
06192,PARTICULIER,RIMONS,23/02/2013,10:34:00,CARTON,"1,00"
05497,PARTICULIER,RIMONS,23/02/2013,10:45:00,CARTON,"1,00"
24124,PARTICULIER,RIMONS,23/02/2013,10:58:00,CARTON,"1,00"
25542,PARTICULIER,RIMONS,23/02/2013,11:29:00,CARTON,"1,00"
27466,PARTICULIER,GENSAC,23/02/2013,09:17:00,FERRAILLE,"1,00"
06192,PARTICULIER,RIMONS,23/02/2013,11:34:00,CARTON,"1,00"
27466,PARTICULIER,GENSAC,23/02/2013,09:17:00,TOUT VENANT ENCOMBRANTS,"1,00"
28369,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,09:18:00,BOIS TRAITE,"0,00"
27466,PARTICULIER,GENSAC,23/02/2013,09:17:00,PAPIER,"1,00"
25498,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,09:52:00,CARTON,"0,00"
05422,PARTICULIER,GENSAC,23/02/2013,10:45:00,DMS,"1,00"
02420,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,10:09:00,FERRAILLE,"0,00"
05422,PARTICULIER,GENSAC,23/02/2013,10:45:00,BOUTEILLES VERRES,"1,00"
07589,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,10:30:00,FERRAILLE,"0,00"
05422,PARTICULIER,GENSAC,23/02/2013,10:45:00,DECHETS VERTS,"1,00"
00858,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,10:45:00,BOIS TRAITE,"0,00"
05422,PARTICULIER,GENSAC,23/02/2013,10:45:00,TOUT VENANT ENCOMBRANTS,"1,00"
26556,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,11:11:00,BOIS TRAITE,"0,00"
00037,PARTICULIER,GENSAC,23/02/2013,11:21:00,FERRAILLE,"1,00"
01397,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,14:06:00,BOIS TRAITE,"0,00"
00037,PARTICULIER,GENSAC,23/02/2013,11:21:00,TOUT VENANT ENCOMBRANTS,"1,00"
06593,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,15:01:00,FERRAILLE,"0,00"
00037,PARTICULIER,GENSAC,23/02/2013,11:21:00,BOUTEILLES VERRES,"1,00"
07400,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,15:05:00,FERRAILLE,"0,00"
00037,PARTICULIER,GENSAC,23/02/2013,11:21:00,CARTON,"1,00"
08118,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,15:18:00,DECHETS VERTS,"0,00"
06268,PROFESSIONNEL,GENSAC,23/02/2013,14:01:00,DECHETS VERTS,"1,00"
08040,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,15:27:00,DECHETS VERTS,"0,00"
07818,PARTICULIER,GENSAC,23/02/2013,14:25:00,FERRAILLE,"1,00"
29349,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,16:33:00,DECHETS VERTS,"0,00"
07818,PARTICULIER,GENSAC,23/02/2013,14:25:00,TOUT VENANT ENCOMBRANTS,"1,00"
07231,PARTICULIER,SAUVETERRE DE GUYENNE,23/02/2013,16:51:00,DECHETS VERTS,"0,00"
08144,PARTICULIER,GENSAC,23/02/2013,16:59:00,TOUT VENANT ENCOMBRANTS,"1,00"
06313,PARTICULIER,GENSAC,23/02/2013,17:15:00,DECHETS VERTS,"1,00"
07205,PARTICULIER,RIMONS,23/02/2013,14:08:00,CARTON,"1,00"
07605,PARTICULIER,RIMONS,23/02/2013,14:25:00,CARTON,"1,00"
05473,PARTICULIER,RIMONS,23/02/2013,15:10:00,CARTON,"1,00"
26428,PARTICULIER,RIMONS,23/02/2013,15:16:00,CARTON,"1,00"
24124,PARTICULIER,RIMONS,23/02/2013,15:21:00,CARTON,"1,00"
24890,PARTICULIER,RIMONS,23/02/2013,15:44:00,CARTON,"1,00"
07721,PARTICULIER,RIMONS,23/02/2013,16:05:00,CARTON,"1,00"
05338,PARTICULIER,RIMONS,23/02/2013,16:06:00,CARTON,"1,00"
24124,PARTICULIER,RIMONS,23/02/2013,16:11:00,CARTON,"1,00"
24187,PARTICULIER,RIMONS,23/02/2013,16:44:00,CARTON,"1,00"
24187,PARTICULIER,RIMONS,23/02/2013,17:36:00,CARTON,"1,00"
07354,PARTICULIER,GENSAC,25/02/2013,09:36:00,DECHETS VERTS,"1,00"
01255,PARTICULIER,GENSAC,25/02/2013,10:22:00,TOUT VENANT ENCOMBRANTS,"1,00"
01255,PARTICULIER,GENSAC,25/02/2013,10:22:00,BOIS TRAITE,"1,00"
05482,PARTICULIER,GENSAC,25/02/2013,11:30:00,TOUT VENANT ENCOMBRANTS,"1,00"
05482,PARTICULIER,GENSAC,25/02/2013,11:30:00,DECHETS VERTS,"1,00"
25171,PARTICULIER,GENSAC,25/02/2013,14:17:00,BOIS TRAITE,"1,00"
25171,PARTICULIER,GENSAC,25/02/2013,14:17:00,TOUT VENANT ENCOMBRANTS,"1,00"
05482,PARTICULIER,GENSAC,25/02/2013,15:25:00,DECHETS VERTS,"1,00"
08318,PROFESSIONNEL,GENSAC,25/02/2013,16:32:00,BOIS TRAITE,"1,00"
07231,PARTICULIER,SAUVETERRE DE GUYENNE,26/02/2013,08:42:00,DECHETS VERTS,"0,00"
29275,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/02/2013,09:12:00,BOIS TRAITE,"0,00"
07929,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/02/2013,09:15:00,BOIS NON TRAITE,"0,00"
06042,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/02/2013,09:37:00,BOIS TRAITE,"0,00"
08012,PARTICULIER,SAUVETERRE DE GUYENNE,26/02/2013,10:08:00,FERRAILLE,"0,00"
24780,PARTICULIER,SAUVETERRE DE GUYENNE,26/02/2013,10:15:00,BOIS TRAITE,"0,00"
24907,PARTICULIER,RIMONS,26/02/2013,09:39:00,CARTON,"1,00"
05730,PROFESSIONNEL,RIMONS,26/02/2013,09:39:00,CARTON,"1,00"
28238,PROFESSIONNEL,RIMONS,26/02/2013,10:13:00,CARTON,"1,00"
03061,PROFESSIONNEL,RIMONS,26/02/2013,10:20:00,CARTON,"1,00"
03061,PROFESSIONNEL,RIMONS,26/02/2013,11:03:00,CARTON,"1,00"
25055,PARTICULIER,SAUVETERRE DE GUYENNE,26/02/2013,10:21:00,TOUT VENANT ENCOMBRANTS,"0,00"
26549,PARTICULIER,SAUVETERRE DE GUYENNE,26/02/2013,11:03:00,FERRAILLE,"0,00"
07390,PARTICULIER,SAUVETERRE DE GUYENNE,26/02/2013,11:17:00,NYLON,"0,00"
05780,PARTICULIER,SAUVETERRE DE GUYENNE,26/02/2013,11:31:00,NYLON,"0,00"
07871,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/02/2013,11:33:00,DECHETS VERTS,"0,00"
26549,PARTICULIER,SAUVETERRE DE GUYENNE,26/02/2013,14:27:00,NYLON,"0,00"
06093,PARTICULIER,SAUVETERRE DE GUYENNE,26/02/2013,14:52:00,DECHETS VERTS,"0,00"
25087,PARTICULIER,SAUVETERRE DE GUYENNE,26/02/2013,15:49:00,DECHETS VERTS,"0,00"
06042,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/02/2013,16:11:00,DECHETS VERTS,"0,00"
25085,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/02/2013,16:16:00,BOIS TRAITE,"0,00"
29369,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/02/2013,16:27:00,BOIS TRAITE,"0,00"
00854,PARTICULIER,SAUVETERRE DE GUYENNE,26/02/2013,17:30:00,BOIS TRAITE,"0,00"
00053,PARTICULIER,RIMONS,26/02/2013,14:42:00,CARTON,"1,00"
25103,PARTICULIER,RIMONS,26/02/2013,14:43:00,CARTON,"1,00"
05794,PARTICULIER,RIMONS,26/02/2013,14:44:00,CARTON,"1,00"
29377,PARTICULIER,RIMONS,26/02/2013,14:55:00,CARTON,"1,00"
05784,PARTICULIER,RIMONS,26/02/2013,15:23:00,CARTON,"1,00"
00990,PARTICULIER,RIMONS,26/02/2013,15:25:00,CARTON,"1,00"
05663,PARTICULIER,RIMONS,26/02/2013,15:26:00,CARTON,"1,00"
05794,PARTICULIER,RIMONS,26/02/2013,15:27:00,CARTON,"1,00"
26328,PARTICULIER,RIMONS,26/02/2013,16:18:00,CARTON,"1,00"
00821,PARTICULIER,RIMONS,26/02/2013,16:41:00,CARTON,"1,00"
08386,PARTICULIER,RIMONS,26/02/2013,17:12:00,CARTON,"1,00"
24999,PARTICULIER,RIMONS,26/02/2013,17:22:00,CARTON,"1,00"
00912,PARTICULIER,SAUVETERRE DE GUYENNE,27/02/2013,17:14:00,BOIS TRAITE,"0,00"
07245,PARTICULIER,GENSAC,27/02/2013,09:34:00,DECHETS VERTS,"1,00"
27458,PARTICULIER,GENSAC,27/02/2013,10:00:00,FERRAILLE,"1,00"
27466,PARTICULIER,GENSAC,27/02/2013,10:11:00,TOUT VENANT ENCOMBRANTS,"1,00"
27466,PARTICULIER,GENSAC,27/02/2013,10:11:00,CARTON,"1,00"
00003,PARTICULIER,GENSAC,27/02/2013,10:46:00,TOUT VENANT ENCOMBRANTS,"1,00"
00003,PARTICULIER,GENSAC,27/02/2013,10:46:00,BOUTEILLES VERRES,"1,00"
00003,PARTICULIER,GENSAC,27/02/2013,10:46:00,CARTON,"1,00"
07570,PARTICULIER,GENSAC,27/02/2013,13:59:00,TOUT VENANT ENCOMBRANTS,"1,00"
24995,PARTICULIER,GENSAC,27/02/2013,14:12:00,DECHETS VERTS,"1,00"
01258,PARTICULIER,GENSAC,27/02/2013,14:20:00,TOUT VENANT ENCOMBRANTS,"1,00"
01258,PARTICULIER,GENSAC,27/02/2013,14:20:00,FERRAILLE,"1,00"
27409,PARTICULIER,GENSAC,27/02/2013,14:21:00,BOIS TRAITE,"1,00"
27409,PARTICULIER,GENSAC,27/02/2013,14:21:00,TOUT VENANT ENCOMBRANTS,"1,00"
27411,PARTICULIER,GENSAC,27/02/2013,14:48:00,TOUT VENANT ENCOMBRANTS,"1,00"
07983,PARTICULIER,GENSAC,27/02/2013,14:48:00,TOUT VENANT ENCOMBRANTS,"1,00"
06923,PARTICULIER,GENSAC,27/02/2013,14:52:00,DECHETS VERTS,"1,00"
06923,PARTICULIER,GENSAC,27/02/2013,14:52:00,NYLON,"1,00"
06923,PARTICULIER,GENSAC,27/02/2013,14:52:00,TOUT VENANT ENCOMBRANTS,"1,00"
04858,PARTICULIER,GENSAC,27/02/2013,15:18:00,TOUT VENANT ENCOMBRANTS,"1,00"
04858,PARTICULIER,GENSAC,27/02/2013,15:18:00,PAPIER,"1,00"
08144,PARTICULIER,GENSAC,27/02/2013,15:28:00,TOUT VENANT ENCOMBRANTS,"1,00"
08144,PARTICULIER,GENSAC,27/02/2013,15:28:00,NYLON,"1,00"
24995,PARTICULIER,GENSAC,27/02/2013,15:53:00,DECHETS VERTS,"1,00"
27455,PARTICULIER,GENSAC,27/02/2013,15:58:00,DMS,"1,00"
27455,PARTICULIER,GENSAC,27/02/2013,15:58:00,TOUT VENANT ENCOMBRANTS,"1,00"
07260,PARTICULIER,GENSAC,27/02/2013,16:25:00,DECHETS VERTS,"1,00"
01239,PARTICULIER,GENSAC,27/02/2013,16:49:00,DECHETS VERTS,"1,00"
08144,PARTICULIER,GENSAC,27/02/2013,17:05:00,TOUT VENANT ENCOMBRANTS,"1,00"
08144,PARTICULIER,GENSAC,27/02/2013,17:05:00,FERRAILLE,"1,00"
02429,PARTICULIER,GENSAC,27/02/2013,17:07:00,CARTON,"1,00"
02429,PARTICULIER,GENSAC,27/02/2013,17:07:00,TOUT VENANT ENCOMBRANTS,"1,00"
01400,PARTICULIER,GENSAC,27/02/2013,17:07:00,CARTON,"1,00"
28299,PARTICULIER,GENSAC,27/02/2013,17:09:00,DECHETS VERTS,"1,00"
08350,PARTICULIER,GENSAC,27/02/2013,17:14:00,VERRE CASSE,"1,00"
08350,PARTICULIER,GENSAC,27/02/2013,17:14:00,TOUT VENANT ENCOMBRANTS,"1,00"
00108,PARTICULIER,GENSAC,27/02/2013,17:15:00,TOUT VENANT ENCOMBRANTS,"1,00"
03054,PROFESSIONNEL,RIMONS,27/02/2013,09:17:00,CARTON,"1,00"
00108,PARTICULIER,GENSAC,27/02/2013,17:15:00,FERRAILLE,"1,00"
06151,PARTICULIER,RIMONS,27/02/2013,10:50:00,CARTON,"1,00"
07668,PARTICULIER,RIMONS,27/02/2013,11:51:00,CARTON,"1,00"
24268,PROFESSIONNEL,RIMONS,27/02/2013,14:01:00,CARTON,"1,00"
06486,PARTICULIER,RIMONS,27/02/2013,14:09:00,CARTON,"1,00"
28238,PROFESSIONNEL,RIMONS,27/02/2013,14:14:00,CARTON,"1,00"
01372,PARTICULIER,RIMONS,27/02/2013,14:31:00,CARTON,"1,00"
08327,PARTICULIER,RIMONS,27/02/2013,14:33:00,CARTON,"1,00"
08213,PARTICULIER,RIMONS,27/02/2013,14:42:00,CARTON,"1,00"
29400,PARTICULIER,RIMONS,27/02/2013,14:46:00,CARTON,"1,00"
07598,PARTICULIER,RIMONS,27/02/2013,14:59:00,CARTON,"1,00"
25617,PROFESSIONNEL,RIMONS,27/02/2013,15:04:00,CARTON,"1,00"
03061,PROFESSIONNEL,RIMONS,27/02/2013,15:04:00,CARTON,"1,00"
02446,PARTICULIER,RIMONS,27/02/2013,15:15:00,CARTON,"1,00"
26327,PARTICULIER,RIMONS,27/02/2013,16:08:00,CARTON,"1,00"
07598,PARTICULIER,RIMONS,27/02/2013,16:27:00,CARTON,"1,00"
05824,PARTICULIER,RIMONS,27/02/2013,17:35:00,CARTON,"1,00"
28370,PARTICULIER,SAUVETERRE DE GUYENNE,27/02/2013,08:57:00,BOIS TRAITE,"0,00"
28371,PARTICULIER,SAUVETERRE DE GUYENNE,27/02/2013,08:57:00,FERRAILLE,"0,00"
24019,PARTICULIER,SAUVETERRE DE GUYENNE,27/02/2013,09:06:00,FERRAILLE,"0,00"
25601,PROFESSIONNEL,SAUVETERRE DE GUYENNE,27/02/2013,10:13:00,BOIS TRAITE,"0,00"
07388,PARTICULIER,SAUVETERRE DE GUYENNE,27/02/2013,14:35:00,BOIS TRAITE,"0,00"
05128,PARTICULIER,SAUVETERRE DE GUYENNE,27/02/2013,15:13:00,FERRAILLE,"0,00"
02592,PARTICULIER,SAUVETERRE DE GUYENNE,27/02/2013,15:26:00,BOIS TRAITE,"0,00"
01762,PARTICULIER,SAUVETERRE DE GUYENNE,27/02/2013,16:05:00,BOIS TRAITE,"0,00"
03067,PROFESSIONNEL,SAUVETERRE DE GUYENNE,27/02/2013,16:06:00,BOIS TRAITE,"0,00"
28357,PARTICULIER,SAUVETERRE DE GUYENNE,27/02/2013,16:42:00,BOIS TRAITE,"0,00"
07840,PARTICULIER,GENSAC,28/02/2013,15:57:00,BOUTEILLES VERRES,"1,00"
06151,PARTICULIER,RIMONS,28/02/2013,09:27:00,CARTON,"1,00"
07840,PARTICULIER,GENSAC,28/02/2013,15:57:00,TOUT VENANT ENCOMBRANTS,"1,00"
06152,PARTICULIER,RIMONS,28/02/2013,09:33:00,CARTON,"1,00"
07840,PARTICULIER,GENSAC,28/02/2013,15:57:00,NYLON,"1,00"
25442,PARTICULIER,RIMONS,28/02/2013,10:08:00,CARTON,"1,00"
27418,PARTICULIER,GENSAC,28/02/2013,16:02:00,DECHETS VERTS,"1,00"
25095,PARTICULIER,RIMONS,28/02/2013,10:19:00,CARTON,"1,00"
06468,PARTICULIER,GENSAC,28/02/2013,16:05:00,DECHETS VERTS,"1,00"
06151,PARTICULIER,RIMONS,28/02/2013,10:31:00,CARTON,"1,00"
06468,PARTICULIER,GENSAC,28/02/2013,16:05:00,FERRAILLE,"1,00"
25497,PARTICULIER,RIMONS,28/02/2013,10:51:00,CARTON,"1,00"
07245,PARTICULIER,GENSAC,28/02/2013,16:29:00,DECHETS VERTS,"1,00"
25583,PARTICULIER,RIMONS,28/02/2013,11:27:00,CARTON,"1,00"
05444,PARTICULIER,GENSAC,28/02/2013,16:52:00,NYLON,"1,00"
25617,PROFESSIONNEL,RIMONS,28/02/2013,11:28:00,CARTON,"1,00"
05444,PARTICULIER,GENSAC,28/02/2013,16:52:00,FERRAILLE,"1,00"
07673,PROFESSIONNEL,RIMONS,28/02/2013,11:41:00,CARTON,"1,00"
05444,PARTICULIER,GENSAC,28/02/2013,16:52:00,CARTON,"1,00"
00915,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,09:42:00,BOIS TRAITE,"0,00"
06935,PARTICULIER,GENSAC,28/02/2013,17:03:00,DECHETS VERTS,"1,00"
26218,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,10:17:00,FERRAILLE,"0,00"
07245,PARTICULIER,GENSAC,28/02/2013,17:04:00,DECHETS VERTS,"1,00"
08047,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,10:24:00,DECHETS VERTS,"0,00"
06932,PARTICULIER,GENSAC,28/02/2013,17:30:00,DECHETS VERTS,"1,00"
07389,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,10:27:00,DECHETS VERTS,"0,00"
05780,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,10:31:00,NYLON,"0,00"
25602,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,11:17:00,NYLON,"0,00"
08179,PROFESSIONNEL,SAUVETERRE DE GUYENNE,28/02/2013,11:39:00,DECHETS VERTS,"0,00"
06457,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,11:54:00,NYLON,"0,00"
25602,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,14:43:00,BOIS TRAITE,"0,00"
25602,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,14:44:00,BOIS TRAITE,"0,00"
25601,PROFESSIONNEL,SAUVETERRE DE GUYENNE,28/02/2013,15:02:00,FERRAILLE,"0,00"
25363,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,15:32:00,BATTERIES,"0,00"
07834,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,16:30:00,DECHETS VERTS,"0,00"
25358,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,16:39:00,DECHETS VERTS,"0,00"
25458,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,16:47:00,NYLON,"0,00"
07871,PROFESSIONNEL,SAUVETERRE DE GUYENNE,28/02/2013,16:58:00,DECHETS VERTS,"0,00"
24363,PARTICULIER,SAUVETERRE DE GUYENNE,28/02/2013,17:23:00,NYLON,"0,00"
29262,PARTICULIER,RIMONS,28/02/2013,14:12:00,CARTON,"1,00"
06153,PARTICULIER,RIMONS,28/02/2013,14:16:00,CARTON,"1,00"
03061,PROFESSIONNEL,RIMONS,28/02/2013,14:42:00,CARTON,"1,00"
28238,PROFESSIONNEL,RIMONS,28/02/2013,14:49:00,CARTON,"1,00"
06151,PARTICULIER,RIMONS,28/02/2013,15:20:00,CARTON,"1,00"
00836,PARTICULIER,RIMONS,28/02/2013,17:24:00,CARTON,"1,00"
24681,PARTICULIER,RIMONS,28/02/2013,17:37:00,CARTON,"1,00"
25575,PARTICULIER,GENSAC,28/02/2013,13:41:00,DECHETS VERTS,"1,00"
06915,PARTICULIER,GENSAC,28/02/2013,13:42:00,NYLON,"1,00"
06915,PARTICULIER,GENSAC,28/02/2013,13:42:00,TOUT VENANT ENCOMBRANTS,"1,00"
25575,PARTICULIER,GENSAC,28/02/2013,13:43:00,DECHETS VERTS,"1,00"
25171,PARTICULIER,GENSAC,28/02/2013,14:01:00,BOUTEILLES VERRES,"1,00"
25171,PARTICULIER,GENSAC,28/02/2013,14:01:00,BOIS TRAITE,"1,00"
25171,PARTICULIER,GENSAC,28/02/2013,14:01:00,TOUT VENANT ENCOMBRANTS,"1,00"
25171,PARTICULIER,GENSAC,28/02/2013,14:01:00,CARTON,"1,00"
08112,PARTICULIER,GENSAC,28/02/2013,14:18:00,TOUT VENANT ENCOMBRANTS,"1,00"
