Support d'identification,Catégorie,Déchetterie,Date,Heure,Produit,Quantité
06994,PARTICULIER,GENSAC,07/08/2013,09:38:00,FERRAILLE,"0,00"
15233,PARTICULIER,RIMONS,07/08/2013,15:52:00,,"0,00"
28586,PARTICULIER,GENSAC,07/08/2013,09:28:00,BOIS TRAITE,"0,00"
01112,PARTICULIER,RIMONS,07/08/2013,15:48:00,,"0,00"
08106,PARTICULIER,GENSAC,07/08/2013,09:15:00,FERRAILLE,"0,00"
14620,PARTICULIER,RIMONS,07/08/2013,15:36:00,,"0,00"
24937,PARTICULIER,GENSAC,07/08/2013,09:14:00,FERRAILLE,"0,00"
01649,PARTICULIER,RIMONS,07/08/2013,15:16:00,,"0,00"
02118,PARTICULIER,GENSAC,07/08/2013,09:14:00,FERRAILLE,"0,00"
05565,PARTICULIER,RIMONS,07/08/2013,14:53:00,,"0,00"
25533,PARTICULIER,RIMONS,07/08/2013,14:45:00,,"0,00"
24260,PARTICULIER,RIMONS,07/08/2013,14:29:00,,"0,00"
01112,PARTICULIER,RIMONS,07/08/2013,14:28:00,,"0,00"
02467,PARTICULIER,RIMONS,07/08/2013,14:15:00,,"0,00"
06458,PROFESSIONNEL,RIMONS,07/08/2013,14:14:00,,"0,00"
06063,PARTICULIER,RIMONS,07/08/2013,14:05:00,,"0,00"
14442,PARTICULIER,RECYCLERIE,07/08/2013,15:33:00,,"0,00"
27436,PARTICULIER,RECYCLERIE,07/08/2013,15:13:00,,"0,00"
24661,PARTICULIER,RECYCLERIE,07/08/2013,14:35:00,,"0,00"
14442,PARTICULIER,RECYCLERIE,07/08/2013,14:10:00,,"0,00"
07365,PARTICULIER,RECYCLERIE,07/08/2013,13:57:00,,"0,00"
01965,PARTICULIER,PINEUILH,08/08/2013,10:52:00,BOIS TRAITE,"0,00"
25535,PARTICULIER,PINEUILH,08/08/2013,10:47:00,FERRAILLE,"0,00"
29416,PARTICULIER,PINEUILH,08/08/2013,10:43:00,BOIS TRAITE,"0,00"
07584,PARTICULIER,PINEUILH,08/08/2013,10:42:00,FERRAILLE,"0,00"
24953,PARTICULIER,PINEUILH,08/08/2013,10:33:00,BOIS TRAITE,"0,00"
07260,PARTICULIER,PINEUILH,08/08/2013,10:17:00,FERRAILLE,"0,00"
28546,PARTICULIER,PINEUILH,08/08/2013,10:16:00,BOIS TRAITE,"0,00"
26732,PARTICULIER,PINEUILH,08/08/2013,09:57:00,FERRAILLE,"0,00"
06325,PARTICULIER,PINEUILH,08/08/2013,09:55:00,FERRAILLE,"0,00"
07243,PARTICULIER,PINEUILH,08/08/2013,09:49:00,FERRAILLE,"0,00"
26418,PARTICULIER,PINEUILH,08/08/2013,09:42:00,FERRAILLE,"0,00"
00208,PARTICULIER,PINEUILH,08/08/2013,09:36:00,FERRAILLE,"0,00"
25580,PARTICULIER,PINEUILH,08/08/2013,09:16:00,BOIS TRAITE,"0,00"
03414,PROFESSIONNEL,PINEUILH,08/08/2013,09:13:00,FERRAILLE,"0,00"
03414,PROFESSIONNEL,PINEUILH,08/08/2013,09:12:00,FERRAILLE,"0,00"
29619,PARTICULIER,RIMONS,08/08/2013,17:18:00,,"0,00"
15485,PARTICULIER,RIMONS,08/08/2013,17:15:00,,"0,00"
05661,PARTICULIER,RIMONS,08/08/2013,17:14:00,,"0,00"
06598,PARTICULIER,RIMONS,08/08/2013,16:48:00,,"0,00"
25429,PARTICULIER,RIMONS,08/08/2013,16:26:00,,"0,00"
06056,PARTICULIER,RIMONS,08/08/2013,16:03:00,,"0,00"
09543,PARTICULIER,RIMONS,08/08/2013,15:59:00,,"0,00"
07346,PARTICULIER,RIMONS,08/08/2013,15:21:00,,"0,00"
25174,PARTICULIER,RIMONS,08/08/2013,15:21:00,,"0,00"
07346,PARTICULIER,RIMONS,08/08/2013,15:19:00,,"0,00"
05442,PARTICULIER,RIMONS,08/08/2013,15:18:00,,"0,00"
25583,PARTICULIER,RIMONS,08/08/2013,15:12:00,,"0,00"
07899,PARTICULIER,RIMONS,08/08/2013,15:07:00,,"0,00"
28597,PARTICULIER,RIMONS,08/08/2013,14:52:00,,"0,00"
28783,PARTICULIER,RIMONS,08/08/2013,14:52:00,,"0,00"
27025,PARTICULIER,RIMONS,08/08/2013,14:33:00,,"0,00"
08698,PARTICULIER,RIMONS,08/08/2013,14:24:00,,"0,00"
08735,PARTICULIER,RIMONS,08/08/2013,14:05:00,,"0,00"
05770,PARTICULIER,RIMONS,08/08/2013,11:40:00,,"0,00"
08077,PARTICULIER,RIMONS,08/08/2013,11:37:00,,"0,00"
28080,PARTICULIER,RIMONS,08/08/2013,11:27:00,,"0,00"
15212,PARTICULIER,RIMONS,08/08/2013,11:24:00,,"0,00"
08735,PARTICULIER,RIMONS,08/08/2013,11:22:00,,"0,00"
25174,PARTICULIER,RIMONS,08/08/2013,11:21:00,,"0,00"
01112,PARTICULIER,RIMONS,08/08/2013,11:15:00,,"0,00"
15327,PARTICULIER,RIMONS,08/08/2013,11:14:00,,"0,00"
29522,PARTICULIER,RIMONS,08/08/2013,11:09:00,,"0,00"
24648,PARTICULIER,RIMONS,08/08/2013,11:04:00,,"0,00"
06311,PARTICULIER,RIMONS,08/08/2013,10:41:00,,"0,00"
08659,PARTICULIER,RIMONS,08/08/2013,10:36:00,,"0,00"
07721,PARTICULIER,RIMONS,08/08/2013,10:35:00,,"0,00"
15201,PARTICULIER,RIMONS,08/08/2013,10:32:00,,"0,00"
08742,PARTICULIER,RIMONS,08/08/2013,10:05:00,,"0,00"
01112,PARTICULIER,RIMONS,08/08/2013,10:03:00,,"0,00"
25115,PARTICULIER,RIMONS,08/08/2013,09:37:00,,"0,00"
02566,PARTICULIER,RIMONS,08/08/2013,09:09:00,,"0,00"
03160,PROFESSIONNEL,RIMONS,08/08/2013,17:35:00,,"0,00"
28368,PARTICULIER,SAUVETERRE DE GUYENNE,08/08/2013,16:29:00,GRAVATS,"0,00"
06457,PARTICULIER,SAUVETERRE DE GUYENNE,08/08/2013,16:18:00,GRAVATS,"0,00"
02182,PARTICULIER,SAUVETERRE DE GUYENNE,08/08/2013,16:13:00,GRAVATS,"0,00"
05507,PARTICULIER,SAUVETERRE DE GUYENNE,08/08/2013,16:02:00,GRAVATS,"0,00"
06120,PARTICULIER,SAUVETERRE DE GUYENNE,08/08/2013,16:01:00,DECHETS VERTS,"0,00"
01759,PARTICULIER,SAUVETERRE DE GUYENNE,08/08/2013,09:56:00,DECHETS VERTS,"0,00"
09033,PARTICULIER,PINEUILH,08/08/2013,17:36:00,FERRAILLE,"0,00"
07249,PARTICULIER,PINEUILH,08/08/2013,17:23:00,FERRAILLE,"0,00"
24678,PARTICULIER,PINEUILH,08/08/2013,17:21:00,FERRAILLE,"0,00"
07983,PARTICULIER,PINEUILH,08/08/2013,17:07:00,BOIS TRAITE,"0,00"
08106,PARTICULIER,PINEUILH,08/08/2013,17:03:00,FERRAILLE,"0,00"
09026,PARTICULIER,PINEUILH,08/08/2013,17:02:00,BOIS NON TRAITE,"0,00"
07257,PARTICULIER,PINEUILH,08/08/2013,16:37:00,FERRAILLE,"0,00"
25782,PARTICULIER,PINEUILH,08/08/2013,16:09:00,BOIS NON TRAITE,"0,00"
06994,PARTICULIER,PINEUILH,08/08/2013,16:07:00,BOIS TRAITE,"0,00"
09319,PARTICULIER,PINEUILH,08/08/2013,16:07:00,BOIS NON TRAITE,"0,00"
06909,PARTICULIER,PINEUILH,08/08/2013,15:56:00,BOIS TRAITE,"0,00"
03013,PROFESSIONNEL,PINEUILH,08/08/2013,15:50:00,BOIS TRAITE,"0,00"
15018,PARTICULIER,PINEUILH,08/08/2013,15:46:00,FERRAILLE,"0,00"
27500,PARTICULIER,PINEUILH,08/08/2013,15:45:00,BOIS NON TRAITE,"0,00"
24970,PARTICULIER,PINEUILH,08/08/2013,15:37:00,FERRAILLE,"0,00"
26138,PARTICULIER,PINEUILH,08/08/2013,15:07:00,BOIS TRAITE,"0,00"
09455,PARTICULIER,PINEUILH,08/08/2013,14:58:00,BOIS TRAITE,"0,00"
06908,PARTICULIER,PINEUILH,08/08/2013,14:14:00,BOIS TRAITE,"0,00"
29019,PARTICULIER,PINEUILH,08/08/2013,14:12:00,FERRAILLE,"0,00"
00089,PARTICULIER,PINEUILH,08/08/2013,14:10:00,BOIS TRAITE,"0,00"
28578,PARTICULIER,PINEUILH,08/08/2013,14:03:00,BOIS TRAITE,"0,00"
05802,PARTICULIER,PINEUILH,08/08/2013,14:02:00,BOIS NON TRAITE,"0,00"
28566,PARTICULIER,PINEUILH,08/08/2013,11:10:00,FERRAILLE,"0,00"
09252,PARTICULIER,RIMONS,09/08/2013,11:36:00,,"0,00"
29621,PARTICULIER,RIMONS,09/08/2013,11:18:00,,"0,00"
25095,PARTICULIER,RIMONS,09/08/2013,11:16:00,,"0,00"
29975,PARTICULIER,RIMONS,09/08/2013,11:11:00,,"0,00"
02848,PARTICULIER,RIMONS,09/08/2013,11:10:00,,"0,00"
29798,PARTICULIER,RIMONS,09/08/2013,11:04:00,,"0,00"
25506,PARTICULIER,RIMONS,09/08/2013,10:58:00,,"0,00"
25496,PARTICULIER,RIMONS,09/08/2013,10:39:00,,"0,00"
15330,PARTICULIER,RIMONS,09/08/2013,10:36:00,,"0,00"
08202,PARTICULIER,RIMONS,09/08/2013,10:28:00,,"0,00"
28802,PARTICULIER,RIMONS,09/08/2013,10:17:00,,"0,00"
27025,PARTICULIER,RIMONS,09/08/2013,10:06:00,,"0,00"
03135,PROFESSIONNEL,RIMONS,09/08/2013,10:06:00,,"0,00"
05663,PARTICULIER,RIMONS,09/08/2013,09:13:00,,"0,00"
24878,PARTICULIER,RIMONS,09/08/2013,09:11:00,,"0,00"
24268,PROFESSIONNEL,RIMONS,09/08/2013,09:07:00,,"0,00"
06544,PARTICULIER,RIMONS,09/08/2013,17:30:00,,"0,00"
06598,PARTICULIER,RIMONS,09/08/2013,16:44:00,,"0,00"
28801,PARTICULIER,RIMONS,09/08/2013,16:44:00,,"0,00"
01022,PARTICULIER,RIMONS,09/08/2013,16:26:00,,"0,00"
14913,PARTICULIER,RIMONS,09/08/2013,16:15:00,,"0,00"
25578,PARTICULIER,RIMONS,09/08/2013,16:15:00,,"0,00"
29756,PARTICULIER,RIMONS,09/08/2013,15:53:00,,"0,00"
06470,PARTICULIER,RIMONS,09/08/2013,15:53:00,,"0,00"
01857,PARTICULIER,RIMONS,09/08/2013,15:34:00,,"0,00"
01938,PARTICULIER,RIMONS,09/08/2013,15:34:00,,"0,00"
15115,PARTICULIER,RIMONS,09/08/2013,15:33:00,,"0,00"
08767,PARTICULIER,RIMONS,09/08/2013,15:29:00,,"0,00"
25583,PARTICULIER,RIMONS,09/08/2013,15:19:00,,"0,00"
24940,PARTICULIER,RIMONS,09/08/2013,15:13:00,,"0,00"
03041,PROFESSIONNEL,RIMONS,09/08/2013,15:11:00,,"0,00"
07899,PARTICULIER,RIMONS,09/08/2013,15:11:00,,"0,00"
02566,PARTICULIER,RIMONS,09/08/2013,15:10:00,,"0,00"
05730,PROFESSIONNEL,RIMONS,09/08/2013,14:46:00,,"0,00"
03041,PROFESSIONNEL,RIMONS,09/08/2013,14:46:00,,"0,00"
29801,PARTICULIER,RIMONS,09/08/2013,14:11:00,,"0,00"
06451,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,17:27:00,DECHETS VERTS,"0,00"
06482,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,17:23:00,TOUT VENANT ENCOMBRANTS,"0,00"
26586,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,17:21:00,DECHETS VERTS,"0,00"
05343,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,17:05:00,PAPIER,"0,00"
25196,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,16:53:00,BOIS TRAITE,"0,00"
08039,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,16:53:00,FERRAILLE,"0,00"
29958,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,16:42:00,TOUT VENANT ENCOMBRANTS,"0,00"
07060,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,16:38:00,DECHETS VERTS,"0,00"
07487,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,16:35:00,NYLON,"0,00"
06120,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,16:35:00,DECHETS VERTS,"0,00"
05368,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,16:34:00,GRAVATS,"0,00"
24122,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,16:33:00,GRAVATS,"0,00"
25357,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,16:23:00,GRAVATS,"0,00"
28364,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,16:07:00,NYLON,"0,00"
06956,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,16:01:00,DECHETS VERTS,"0,00"
25150,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,15:53:00,GRAVATS,"0,00"
28435,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,15:20:00,NYLON,"0,00"
07929,PROFESSIONNEL,SAUVETERRE DE GUYENNE,09/08/2013,15:14:00,DECHETS VERTS,"0,00"
09485,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,15:04:00,DECHETS VERTS,"0,00"
00741,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,14:30:00,CARTON,"0,00"
08744,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,14:30:00,FERRAILLE,"0,00"
01555,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,14:25:00,DECHETS VERTS,"0,00"
08118,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,14:15:00,DECHETS VERTS,"0,00"
27021,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,14:03:00,DECHETS VERTS,"0,00"
24022,PROFESSIONNEL,SAUVETERRE DE GUYENNE,09/08/2013,11:16:00,DECHETS VERTS,"0,00"
24888,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,11:07:00,TOUT VENANT ENCOMBRANTS,"0,00"
06091,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,11:07:00,CARTON,"0,00"
28178,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,10:43:00,GRAVATS,"0,00"
03067,PROFESSIONNEL,SAUVETERRE DE GUYENNE,09/08/2013,10:34:00,PAPIER,"0,00"
01715,,SAUVETERRE DE GUYENNE,09/08/2013,10:33:00,DECHETS VERTS,"0,00"
05268,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,10:32:00,TOUT VENANT ENCOMBRANTS,"0,00"
01632,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,10:19:00,DECHETS VERTS,"0,00"
29966,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,10:16:00,DECHETS VERTS,"0,00"
27177,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,10:11:00,CARTON,"0,00"
07412,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,10:05:00,DECHETS VERTS,"0,00"
26218,PARTICULIER,SAUVETERRE DE GUYENNE,09/08/2013,09:49:00,DECHETS VERTS,"0,00"
07875,PROFESSIONNEL,SAUVETERRE DE GUYENNE,09/08/2013,09:20:00,DECHETS VERTS,"0,00"
07415,PROFESSIONNEL,SAUVETERRE DE GUYENNE,09/08/2013,09:17:00,GRAVATS,"0,00"
04273,PARTICULIER,PINEUILH,09/08/2013,17:34:00,BOIS TRAITE,"0,00"
25575,PARTICULIER,PINEUILH,09/08/2013,17:30:00,FERRAILLE,"0,00"
28550,PARTICULIER,PINEUILH,09/08/2013,17:29:00,BOIS TRAITE,"0,00"
07983,PARTICULIER,PINEUILH,09/08/2013,17:23:00,BOIS TRAITE,"0,00"
06929,PARTICULIER,PINEUILH,09/08/2013,17:21:00,BOIS TRAITE,"0,00"
08896,PARTICULIER,PINEUILH,09/08/2013,17:14:00,BOIS TRAITE,"0,00"
04246,PARTICULIER,PINEUILH,09/08/2013,16:31:00,BOIS TRAITE,"0,00"
06516,PARTICULIER,PINEUILH,09/08/2013,16:31:00,FERRAILLE,"0,00"
04255,PARTICULIER,PINEUILH,09/08/2013,15:55:00,BOIS TRAITE,"0,00"
24953,PARTICULIER,PINEUILH,09/08/2013,15:54:00,BOIS TRAITE,"0,00"
01959,PARTICULIER,PINEUILH,09/08/2013,15:45:00,FERRAILLE,"0,00"
27727,PARTICULIER,PINEUILH,09/08/2013,15:38:00,BOIS TRAITE,"0,00"
08705,PARTICULIER,PINEUILH,09/08/2013,15:38:00,FERRAILLE,"0,00"
27057,PARTICULIER,PINEUILH,09/08/2013,15:17:00,BOIS TRAITE,"0,00"
07847,PARTICULIER,PINEUILH,09/08/2013,15:06:00,FERRAILLE,"0,00"
27268,PARTICULIER,PINEUILH,09/08/2013,15:01:00,BOIS TRAITE,"0,00"
05723,PARTICULIER,PINEUILH,09/08/2013,15:00:00,BOIS TRAITE,"0,00"
29133,PARTICULIER,PINEUILH,09/08/2013,15:00:00,FERRAILLE,"0,00"
08317,PARTICULIER,PINEUILH,09/08/2013,14:44:00,BOIS TRAITE,"0,00"
05724,PARTICULIER,PINEUILH,09/08/2013,14:32:00,FERRAILLE,"0,00"
15021,PARTICULIER,PINEUILH,09/08/2013,14:26:00,BOIS TRAITE,"0,00"
27727,PARTICULIER,PINEUILH,09/08/2013,14:22:00,BOIS TRAITE,"0,00"
06325,PARTICULIER,PINEUILH,09/08/2013,14:18:00,BOIS TRAITE,"0,00"
07244,PARTICULIER,PINEUILH,09/08/2013,14:17:00,FERRAILLE,"0,00"
08705,PARTICULIER,PINEUILH,09/08/2013,14:17:00,BOIS TRAITE,"0,00"
09455,PARTICULIER,PINEUILH,09/08/2013,14:08:00,BOIS TRAITE,"0,00"
07164,PARTICULIER,PINEUILH,09/08/2013,14:04:00,BOIS TRAITE,"0,00"
01255,PARTICULIER,PINEUILH,09/08/2013,11:50:00,FERRAILLE,"0,00"
25575,PARTICULIER,PINEUILH,09/08/2013,11:50:00,FERRAILLE,"0,00"
25575,PARTICULIER,PINEUILH,09/08/2013,11:50:00,BOIS TRAITE,"0,00"
06526,PARTICULIER,PINEUILH,09/08/2013,11:42:00,FERRAILLE,"0,00"
05480,PARTICULIER,PINEUILH,09/08/2013,11:38:00,BOIS TRAITE,"0,00"
26258,PARTICULIER,PINEUILH,09/08/2013,11:03:00,BOIS TRAITE,"0,00"
27471,PARTICULIER,PINEUILH,09/08/2013,11:02:00,BOIS TRAITE,"0,00"
04268,PARTICULIER,PINEUILH,09/08/2013,11:02:00,FERRAILLE,"0,00"
28848,PARTICULIER,PINEUILH,09/08/2013,09:58:00,BOIS TRAITE,"0,00"
08966,PARTICULIER,PINEUILH,09/08/2013,09:53:00,FERRAILLE,"0,00"
26732,PARTICULIER,PINEUILH,09/08/2013,09:44:00,BOIS TRAITE,"0,00"
06565,PARTICULIER,PINEUILH,09/08/2013,09:41:00,BOIS TRAITE,"0,00"
06325,PARTICULIER,PINEUILH,09/08/2013,09:38:00,FERRAILLE,"0,00"
09322,PARTICULIER,PINEUILH,09/08/2013,09:36:00,BOIS TRAITE,"0,00"
03101,PROFESSIONNEL,PINEUILH,09/08/2013,09:30:00,BOIS TRAITE,"0,00"
02118,PARTICULIER,PINEUILH,09/08/2013,09:26:00,FERRAILLE,"0,00"
05569,PARTICULIER,PINEUILH,09/08/2013,09:08:00,BOIS TRAITE,"0,00"
25004,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,17:10:00,,"0,00"
25945,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,16:32:00,,"0,00"
15002,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,16:31:00,,"0,00"
05970,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,16:26:00,,"0,00"
04663,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,16:25:00,,"0,00"
08493,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,16:20:00,,"0,00"
14979,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,16:14:00,,"0,00"
07232,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,16:14:00,,"0,00"
25150,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,15:44:00,,"0,00"
26552,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,15:42:00,,"0,00"
02860,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,15:35:00,,"0,00"
27376,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,15:35:00,,"0,00"
24671,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,15:30:00,,"0,00"
09259,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,15:20:00,,"0,00"
29440,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,15:10:00,,"0,00"
06453,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,14:58:00,,"0,00"
07947,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,14:58:00,,"0,00"
25498,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,14:55:00,,"0,00"
07208,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,14:45:00,,"0,00"
01758,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,14:33:00,,"0,00"
14979,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,14:20:00,,"0,00"
26556,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,11:40:00,,"0,00"
07834,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,11:28:00,,"0,00"
08064,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,11:28:00,,"0,00"
07487,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,11:21:00,,"0,00"
29786,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,11:20:00,,"0,00"
09555,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,11:20:00,,"0,00"
28435,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,11:11:00,,"0,00"
14979,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,11:10:00,,"0,00"
14674,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,11:04:00,DECHETS VERTS,"0,00"
29960,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,10:50:00,DECHETS VERTS,"0,00"
26556,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,10:47:00,DECHETS VERTS,"0,00"
28246,PROFESSIONNEL,SAUVETERRE DE GUYENNE,10/08/2013,10:46:00,TOUT VENANT ENCOMBRANTS,"0,00"
27177,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,10:31:00,DECHETS VERTS,"0,00"
28106,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,10:29:00,GRAVATS,"0,00"
07929,PROFESSIONNEL,SAUVETERRE DE GUYENNE,10/08/2013,10:28:00,TOUT VENANT ENCOMBRANTS,"0,00"
01677,PARTICULIER,RIMONS,10/08/2013,11:38:00,,"0,00"
25085,PROFESSIONNEL,SAUVETERRE DE GUYENNE,10/08/2013,10:03:00,TOUT VENANT ENCOMBRANTS,"0,00"
14507,PARTICULIER,RIMONS,10/08/2013,11:38:00,,"0,00"
07873,PROFESSIONNEL,SAUVETERRE DE GUYENNE,10/08/2013,09:55:00,DECHETS VERTS,"0,00"
25051,PARTICULIER,RIMONS,10/08/2013,11:28:00,,"0,00"
29517,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,09:48:00,TOUT VENANT ENCOMBRANTS,"0,00"
24711,PARTICULIER,RIMONS,10/08/2013,11:26:00,,"0,00"
28373,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,09:44:00,DECHETS VERTS,"0,00"
26052,PARTICULIER,RIMONS,10/08/2013,11:24:00,,"0,00"
29428,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,09:41:00,BOIS TRAITE,"0,00"
25109,PARTICULIER,RIMONS,10/08/2013,11:24:00,,"0,00"
08168,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,09:39:00,NYLON,"0,00"
00147,PARTICULIER,RIMONS,10/08/2013,11:18:00,,"0,00"
08647,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,09:39:00,DECHETS VERTS,"0,00"
01132,PARTICULIER,RIMONS,10/08/2013,11:18:00,,"0,00"
15197,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,09:31:00,TOUT VENANT ENCOMBRANTS,"0,00"
15328,PARTICULIER,RIMONS,10/08/2013,11:15:00,,"0,00"
08007,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,09:10:00,TOUT VENANT ENCOMBRANTS,"0,00"
05789,PARTICULIER,RIMONS,10/08/2013,11:06:00,,"0,00"
04663,PARTICULIER,SAUVETERRE DE GUYENNE,10/08/2013,08:59:00,GRAVATS,"0,00"
06140,PARTICULIER,RIMONS,10/08/2013,11:03:00,,"0,00"
01112,PARTICULIER,RIMONS,10/08/2013,10:52:00,,"0,00"
15115,PARTICULIER,RIMONS,10/08/2013,10:39:00,,"0,00"
04806,PARTICULIER,RIMONS,10/08/2013,10:26:00,,"0,00"
01132,PARTICULIER,RIMONS,10/08/2013,10:19:00,,"0,00"
24187,PARTICULIER,RIMONS,10/08/2013,10:05:00,,"0,00"
26062,PARTICULIER,RIMONS,10/08/2013,09:08:00,,"0,00"
04330,PARTICULIER,RIMONS,10/08/2013,09:02:00,,"0,00"
04281,PARTICULIER,PINEUILH,10/08/2013,17:30:00,PAPIER,"0,00"
04281,PARTICULIER,PINEUILH,10/08/2013,17:30:00,BOUTEILLES FLACONS PLASTIQUES,"0,00"
05721,PARTICULIER,PINEUILH,10/08/2013,17:26:00,BOUTEILLES FLACONS PLASTIQUES,"0,00"
29378,PARTICULIER,PINEUILH,10/08/2013,17:26:00,BOUTEILLES FLACONS PLASTIQUES,"0,00"
27754,PARTICULIER,PINEUILH,10/08/2013,16:56:00,PAPIER,"0,00"
09337,PARTICULIER,PINEUILH,10/08/2013,16:49:00,BOUTEILLES FLACONS PLASTIQUES,"0,00"
00690,PARTICULIER,PINEUILH,10/08/2013,16:31:00,PAPIER,"0,00"
01675,PARTICULIER,PINEUILH,10/08/2013,16:20:00,PAPIER,"0,00"
04270,PARTICULIER,PINEUILH,10/08/2013,15:49:00,BOIS TRAITE,"0,00"
24013,PARTICULIER,PINEUILH,10/08/2013,15:48:00,BOIS TRAITE,"0,00"
15109,PARTICULIER,PINEUILH,10/08/2013,15:43:00,PAPIER,"0,00"
09338,PARTICULIER,PINEUILH,10/08/2013,15:32:00,PAPIER,"0,00"
00214,PARTICULIER,PINEUILH,10/08/2013,15:29:00,PAPIER,"0,00"
09320,PARTICULIER,PINEUILH,10/08/2013,14:57:00,FERRAILLE,"0,00"
24748,PARTICULIER,PINEUILH,10/08/2013,14:27:00,FERRAILLE,"0,00"
27405,PARTICULIER,PINEUILH,10/08/2013,14:27:00,FERRAILLE,"0,00"
01254,PARTICULIER,PINEUILH,10/08/2013,11:32:00,BOIS NON TRAITE,"0,00"
05531,PARTICULIER,PINEUILH,10/08/2013,11:31:00,BOIS TRAITE,"0,00"
04227,PARTICULIER,PINEUILH,10/08/2013,11:27:00,FERRAILLE,"0,00"
06928,PARTICULIER,PINEUILH,10/08/2013,11:22:00,BOIS TRAITE,"0,00"
03086,PROFESSIONNEL,PINEUILH,10/08/2013,11:19:00,BOIS TRAITE,"0,00"
