OBJECTID,NOM,ID_IA45,ADRESSE,CODE_INSEE,CODE_POSTAL,COMMUNE,TYPE_ETAB,VALIDITE,PLACEMENT,X,Y,TELEPHONE,SITES_INTERNET
329,Ecole primaire publique Paul Fort,0450142K,15 rue de la Poste,45042,45460,LES BORDES,Ecole primaire publique,Juillet 2012,Géocodage,655309.573324,6745893.777308,02 38 35 57 02,http://www.education.gouv.fr/annuaire/45-loiret/les-bordes/etab/ecole-primaire-publique-paul-fort.html
330,Ecole primaire publique,0450211K,Rue de la Poste,45096,45290,LES CHOUX,Ecole primaire publique,Juillet 2012,Géocodage,675749.4,6744147.65,02 38 31 86 44,http://www.education.gouv.fr/annuaire/45-loiret/les-choux/etab/ecole-primaire-publique.html
331,Ecole primaire publique,0451156M,94 rue César Finance,45182,45240,LIGNY LE RIBAULT,Ecole primaire publique,Juillet 2012,Manuel,608577.4,6732096.7,02 38 45 43 79,http://www.education.gouv.fr/annuaire/45-loiret/ligny-le-ribault/etab/ecole-primaire-publique.html
332,Ecole primaire publique Gaston Couté,0450157B,8 rue de Boissoudy,45184,45600,LION EN SULLIAS,Ecole primaire publique,Juillet 2012,Géocodage,661823.23851,6736443.372338,02 38 36 99 22,http://www.education.gouv.fr/annuaire/45-loiret/lion-en-sullias/etab/ecole-primaire-publique-gaston-coute.html
333,Ecole primaire publique,0451538C,Zone de la Noue,45187,45260,LORRIS,Ecole primaire publique,Juillet 2012,Manuel,663249.9,6753833.8,02 38 92 40 89,http://www.education.gouv.fr/annuaire/45-loiret/lorris/etab/ecole-primaire-publique.html
334,Ecole primaire privée Saint Charles Nd Recouvrance,0450986C,26 rue Stanislas Julien,45234,45000,ORLEANS,Ecole primaire privée,Juillet 2012,Géocodage,617650.8,6756161.2,02 38 53 29 16,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-privee-saint-charles-nd-recouvrance.html
335,Ecole primaire privée Sainte Croix Saint Euverte,0450945H,75 bis faubourg Bannier,45234,45000,ORLEANS,Ecole primaire privée,Juillet 2012,Géocodage,617744.1,6757311.8,02 38 52 27 30,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-privee-sainte-croix-saint-euverte.html
336,Ecole primaire privée Saint-Laurent,0451524M,2 rue Albert Lejeune,45234,45000,ORLEANS,Ecole primaire privée,Juillet 2012,Géocodage,617247.71,6756387.8349,02 38 62 31 16,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-privee-saint-laurent.html
337,Ecole primaire privée Saint-Marceau,0451065N,107 rue Saint-Marceau,45234,45100,ORLEANS,Ecole primaire privée,Juillet 2012,Géocodage,618237.5,6755047.6,02 38 66 14 44,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-privee-saint-marceau.html
338,Ecole primaire privée Saint-Paul Bourdon Blanc,0450987D,22 rue du Bourdon Blanc,45234,45000,ORLEANS,Ecole primaire privée,Juillet 2012,Géocodage,618807.3,6756245.9,02 38 78 13 84,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-privee-saint-paul-bourdon-blanc.html
339,Ecole primaire privée Saint Vincent,0451523L,4 rue Jules Lemaître,45234,45000,ORLEANS,Ecole primaire privée,Juillet 2012,Géocodage,618828,6756725.3,02 38 53 48 95,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-privee-saint-vincent.html
